
       Teff log g  [M]  Vturb  l/H  E(B-V)   u-b    u0-b     b-y      m1      c1     c10    beta     a0      r*
   24  4000  0.50 -2.00  2.00  1.25  0.00   3.636   3.630   1.052   0.430   0.670   0.664   2.560   1.460   0.164
   25  4000  1.00 -2.00  2.00  1.25  0.00   3.408   3.403   0.952   0.440   0.622   0.616   2.551   1.319   0.163
   26  4000  1.50 -2.00  2.00  1.25  0.00   3.187   3.182   0.873   0.445   0.549   0.544   2.540   1.201   0.154
   27  4000  2.00 -2.00  2.00  1.25  0.00   3.014   3.010   0.817   0.452   0.475   0.471   2.528   1.114   0.145
   28  4000  2.50 -2.00  2.00  1.25  0.00   2.907   2.903   0.786   0.458   0.418   0.414   2.513   1.064   0.142
   29  4000  3.00 -2.00  2.00  1.25  0.00   2.834   2.831   0.788   0.429   0.398   0.395   2.505   1.052   0.143
   30  4000  3.50 -2.00  2.00  1.25  0.00   2.771   2.768   0.802   0.384   0.396   0.393   2.501   1.055   0.145
   31  4000  4.00 -2.00  2.00  1.25  0.00   2.715   2.712   0.812   0.350   0.389   0.386   2.495   1.055   0.148
   32  4000  4.50 -2.00  2.00  1.25  0.00   2.667   2.664   0.820   0.331   0.364   0.362   2.486   1.055   0.148
   33  4000  5.00 -2.00  2.00  1.25  0.00   2.614   2.612   0.828   0.322   0.312   0.310   2.472   1.053   0.144
   34  4250  0.00 -2.00  2.00  1.25  0.00   3.393   3.387   1.009   0.337   0.700   0.694   2.562   1.374   0.175
   35  4250  0.50 -2.00  2.00  1.25  0.00   3.201   3.195   0.920   0.346   0.666   0.661   2.558   1.250   0.174
   36  4250  1.00 -2.00  2.00  1.25  0.00   2.983   2.978   0.840   0.348   0.605   0.600   2.553   1.131   0.163
   37  4250  1.50 -2.00  2.00  1.25  0.00   2.781   2.776   0.777   0.347   0.531   0.526   2.547   1.032   0.148
   38  4250  2.00 -2.00  2.00  1.25  0.00   2.622   2.618   0.731   0.348   0.462   0.458   2.540   0.957   0.134
   39  4250  2.50 -2.00  2.00  1.25  0.00   2.524   2.521   0.700   0.356   0.409   0.406   2.533   0.908   0.125
   40  4250  3.00 -2.00  2.00  1.25  0.00   2.483   2.480   0.685   0.367   0.378   0.376   2.524   0.887   0.125
   41  4250  3.50 -2.00  2.00  1.25  0.00   2.474   2.471   0.691   0.358   0.374   0.371   2.516   0.891   0.130
   42  4250  4.00 -2.00  2.00  1.25  0.00   2.457   2.454   0.706   0.331   0.381   0.379   2.511   0.903   0.137
   43  4250  4.50 -2.00  2.00  1.25  0.00   2.423   2.421   0.720   0.300   0.380   0.378   2.506   0.910   0.141
   44  4250  5.00 -2.00  2.00  1.25  0.00   2.379   2.377   0.731   0.276   0.364   0.361   2.499   0.914   0.141
   45  4500  0.00 -2.00  2.00  1.25  0.00   2.924   2.919   0.853   0.256   0.704   0.699   2.554   1.133   0.196
   46  4500  0.50 -2.00  2.00  1.25  0.00   2.746   2.741   0.791   0.260   0.643   0.638   2.552   1.039   0.181
   47  4500  1.00 -2.00  2.00  1.25  0.00   2.562   2.558   0.735   0.261   0.567   0.563   2.549   0.950   0.162
   48  4500  1.50 -2.00  2.00  1.25  0.00   2.395   2.391   0.691   0.261   0.490   0.486   2.546   0.876   0.141
   49  4500  2.00 -2.00  2.00  1.25  0.00   2.266   2.262   0.657   0.264   0.422   0.419   2.543   0.819   0.123
   50  4500  2.50 -2.00  2.00  1.25  0.00   2.185   2.182   0.635   0.271   0.372   0.369   2.539   0.783   0.111
   51  4500  3.00 -2.00  2.00  1.25  0.00   2.149   2.146   0.621   0.281   0.342   0.340   2.535   0.762   0.106
   52  4500  3.50 -2.00  2.00  1.25  0.00   2.149   2.147   0.617   0.290   0.332   0.330   2.529   0.758   0.108
   53  4500  4.00 -2.00  2.00  1.25  0.00   2.162   2.160   0.624   0.288   0.337   0.335   2.524   0.768   0.115
   54  4500  4.50 -2.00  2.00  1.25  0.00   2.162   2.160   0.637   0.270   0.346   0.344   2.520   0.781   0.121
   55  4500  5.00 -2.00  2.00  1.25  0.00   2.143   2.141   0.650   0.247   0.347   0.345   2.516   0.790   0.124
   56  4750  0.00 -2.00  2.00  1.25  0.00   2.560   2.556   0.714   0.188   0.755   0.751   2.555   0.929   0.223
   57  4750  0.50 -2.00  2.00  1.25  0.00   2.376   2.372   0.672   0.184   0.662   0.658   2.551   0.854   0.197
   58  4750  1.00 -2.00  2.00  1.25  0.00   2.203   2.199   0.636   0.183   0.563   0.560   2.547   0.787   0.169
   59  4750  1.50 -2.00  2.00  1.25  0.00   2.055   2.051   0.608   0.184   0.469   0.465   2.545   0.732   0.140
   60  4750  2.00 -2.00  2.00  1.25  0.00   1.944   1.941   0.587   0.189   0.390   0.387   2.543   0.691   0.116
   61  4750  2.50 -2.00  2.00  1.25  0.00   1.877   1.875   0.573   0.197   0.334   0.331   2.541   0.665   0.100
   62  4750  3.00 -2.00  2.00  1.25  0.00   1.849   1.847   0.566   0.209   0.299   0.296   2.538   0.653   0.091
   63  4750  3.50 -2.00  2.00  1.25  0.00   1.853   1.851   0.563   0.221   0.282   0.280   2.536   0.651   0.088
   64  4750  4.00 -2.00  2.00  1.25  0.00   1.873   1.871   0.566   0.230   0.281   0.279   2.533   0.658   0.090
   65  4750  4.50 -2.00  2.00  1.25  0.00   1.890   1.888   0.574   0.226   0.289   0.287   2.531   0.669   0.094
   66  4750  5.00 -2.00  2.00  1.25  0.00   1.894   1.892   0.584   0.213   0.296   0.294   2.528   0.679   0.099
   67  5000  0.00 -2.00  2.00  1.25  0.00   2.335   2.331   0.598   0.143   0.850   0.847   2.562   0.772   0.258
   68  5000  0.50 -2.00  2.00  1.25  0.00   2.145   2.142   0.571   0.134   0.733   0.730   2.556   0.711   0.225
   69  5000  1.00 -2.00  2.00  1.25  0.00   1.969   1.966   0.549   0.128   0.613   0.611   2.552   0.658   0.188
   70  5000  1.50 -2.00  2.00  1.25  0.00   1.818   1.816   0.532   0.126   0.500   0.497   2.549   0.614   0.153
   71  5000  2.00 -2.00  2.00  1.25  0.00   1.701   1.699   0.521   0.129   0.400   0.397   2.546   0.582   0.121
   72  5000  2.50 -2.00  2.00  1.25  0.00   1.625   1.623   0.514   0.136   0.322   0.320   2.544   0.561   0.097
   73  5000  3.00 -2.00  2.00  1.25  0.00   1.591   1.588   0.511   0.148   0.270   0.268   2.542   0.552   0.081
   74  5000  3.50 -2.00  2.00  1.25  0.00   1.591   1.589   0.513   0.161   0.241   0.239   2.541   0.554   0.072
   75  5000  4.00 -2.00  2.00  1.25  0.00   1.612   1.610   0.517   0.173   0.230   0.228   2.539   0.562   0.070
   76  5000  4.50 -2.00  2.00  1.25  0.00   1.636   1.635   0.523   0.179   0.230   0.229   2.538   0.572   0.071
   77  5000  5.00 -2.00  2.00  1.25  0.00   1.653   1.652   0.531   0.176   0.237   0.235   2.537   0.583   0.073
   78  5250  0.00 -2.00  2.00  1.25  0.00   2.213   2.210   0.503   0.115   0.975   0.972   2.574   0.656   0.296
   79  5250  0.50 -2.00  2.00  1.25  0.00   2.026   2.024   0.487   0.105   0.840   0.838   2.568   0.606   0.256
   80  5250  1.00 -2.00  2.00  1.25  0.00   1.850   1.848   0.475   0.097   0.704   0.702   2.563   0.562   0.214
   81  5250  1.50 -2.00  2.00  1.25  0.00   1.695   1.693   0.467   0.093   0.574   0.572   2.559   0.527   0.174
   82  5250  2.00 -2.00  2.00  1.25  0.00   1.566   1.564   0.462   0.092   0.456   0.454   2.555   0.498   0.137
   83  5250  2.50 -2.00  2.00  1.25  0.00   1.467   1.466   0.460   0.095   0.355   0.354   2.552   0.479   0.105
   84  5250  3.00 -2.00  2.00  1.25  0.00   1.407   1.405   0.461   0.103   0.278   0.276   2.549   0.469   0.080
   85  5250  3.50 -2.00  2.00  1.25  0.00   1.384   1.382   0.464   0.113   0.227   0.226   2.547   0.468   0.065
   86  5250  4.00 -2.00  2.00  1.25  0.00   1.391   1.390   0.470   0.125   0.200   0.198   2.546   0.475   0.055
   87  5250  4.50 -2.00  2.00  1.25  0.00   1.414   1.412   0.477   0.135   0.188   0.186   2.545   0.486   0.052
   88  5250  5.00 -2.00  2.00  1.25  0.00   1.437   1.435   0.485   0.138   0.187   0.185   2.545   0.498   0.051
   89  5500  0.00 -2.00  2.00  1.25  0.00   2.161   2.159   0.423   0.096   1.122   1.120   2.590   0.567   0.337
   90  5500  0.50 -2.00  2.00  1.25  0.00   1.983   1.982   0.416   0.087   0.974   0.972   2.585   0.527   0.291
   91  5500  1.00 -2.00  2.00  1.25  0.00   1.811   1.809   0.412   0.081   0.824   0.823   2.579   0.493   0.245
   92  5500  1.50 -2.00  2.00  1.25  0.00   1.653   1.651   0.410   0.076   0.679   0.678   2.574   0.462   0.200
   93  5500  2.00 -2.00  2.00  1.25  0.00   1.514   1.513   0.410   0.073   0.545   0.544   2.569   0.437   0.158
   94  5500  2.50 -2.00  2.00  1.25  0.00   1.398   1.397   0.412   0.074   0.425   0.424   2.565   0.418   0.120
   95  5500  3.00 -2.00  2.00  1.25  0.00   1.310   1.308   0.415   0.077   0.324   0.322   2.561   0.405   0.088
   96  5500  3.50 -2.00  2.00  1.25  0.00   1.254   1.253   0.420   0.083   0.247   0.246   2.558   0.401   0.064
   97  5500  4.00 -2.00  2.00  1.25  0.00   1.233   1.232   0.426   0.091   0.197   0.195   2.555   0.402   0.048
   98  5500  4.50 -2.00  2.00  1.25  0.00   1.239   1.238   0.434   0.100   0.168   0.167   2.554   0.412   0.039
   99  5500  5.00 -2.00  2.00  1.25  0.00   1.256   1.255   0.443   0.106   0.155   0.154   2.554   0.424   0.034
  100  5750  0.00 -2.00  2.00  1.25  0.00   2.158   2.156   0.353   0.084   1.283   1.281   2.610   0.496   0.379
  101  5750  0.50 -2.00  2.00  1.25  0.00   1.992   1.990   0.353   0.078   1.127   1.126   2.605   0.466   0.329
  102  5750  1.00 -2.00  2.00  1.25  0.00   1.824   1.823   0.355   0.073   0.966   0.965   2.599   0.438   0.279
  103  5750  1.50 -2.00  2.00  1.25  0.00   1.664   1.663   0.359   0.068   0.808   0.807   2.594   0.413   0.228
  104  5750  2.00 -2.00  2.00  1.25  0.00   1.518   1.517   0.364   0.066   0.658   0.657   2.588   0.392   0.181
  105  5750  2.50 -2.00  2.00  1.25  0.00   1.389   1.388   0.369   0.065   0.520   0.519   2.583   0.374   0.138
  106  5750  3.00 -2.00  2.00  1.25  0.00   1.279   1.278   0.375   0.065   0.398   0.397   2.578   0.360   0.100
  107  5750  3.50 -2.00  2.00  1.25  0.00   1.195   1.194   0.381   0.068   0.296   0.295   2.573   0.351   0.069
  108  5750  4.00 -2.00  2.00  1.25  0.00   1.141   1.140   0.387   0.072   0.220   0.219   2.570   0.347   0.045
  109  5750  4.50 -2.00  2.00  1.25  0.00   1.120   1.119   0.395   0.079   0.170   0.169   2.567   0.351   0.030
  110  5750  5.00 -2.00  2.00  1.25  0.00   1.121   1.120   0.404   0.084   0.142   0.141   2.565   0.360   0.021
  111  6000  0.00 -2.00  2.00  1.25  0.00   2.182   2.181   0.289   0.073   1.455   1.454   2.630   0.436   0.424
  112  6000  0.50 -2.00  2.00  1.25  0.00   2.031   2.030   0.297   0.072   1.290   1.289   2.627   0.417   0.368
  113  6000  1.00 -2.00  2.00  1.25  0.00   1.870   1.869   0.304   0.069   1.121   1.120   2.623   0.395   0.313
  114  6000  1.50 -2.00  2.00  1.25  0.00   1.710   1.709   0.311   0.067   0.951   0.950   2.618   0.373   0.258
  115  6000  2.00 -2.00  2.00  1.25  0.00   1.558   1.557   0.320   0.065   0.787   0.786   2.612   0.355   0.206
  116  6000  2.50 -2.00  2.00  1.25  0.00   1.418   1.417   0.328   0.063   0.633   0.632   2.606   0.338   0.157
  117  6000  3.00 -2.00  2.00  1.25  0.00   1.292   1.291   0.337   0.062   0.492   0.491   2.599   0.324   0.114
  118  6000  3.50 -2.00  2.00  1.25  0.00   1.185   1.185   0.344   0.063   0.369   0.368   2.594   0.312   0.076
  119  6000  4.00 -2.00  2.00  1.25  0.00   1.103   1.102   0.352   0.065   0.268   0.267   2.589   0.305   0.045
  120  6000  4.50 -2.00  2.00  1.25  0.00   1.052   1.051   0.360   0.068   0.193   0.192   2.584   0.304   0.023
  121  6000  5.00 -2.00  2.00  1.25  0.00   1.029   1.028   0.369   0.072   0.145   0.144   2.581   0.309   0.009
  122  6250  0.50 -2.00  2.00  1.25  0.00   2.085   2.084   0.243   0.069   1.460   1.459   2.650   0.373   0.409
  123  6250  1.00 -2.00  2.00  1.25  0.00   1.933   1.933   0.255   0.070   1.280   1.280   2.649   0.358   0.346
  124  6250  1.50 -2.00  2.00  1.25  0.00   1.776   1.775   0.267   0.069   1.102   1.101   2.645   0.341   0.287
  125  6250  2.00 -2.00  2.00  1.25  0.00   1.620   1.620   0.278   0.068   0.926   0.925   2.640   0.324   0.229
  126  6250  2.50 -2.00  2.00  1.25  0.00   1.471   1.471   0.289   0.067   0.757   0.757   2.633   0.309   0.177
  127  6250  3.00 -2.00  2.00  1.25  0.00   1.333   1.332   0.300   0.065   0.599   0.599   2.626   0.294   0.128
  128  6250  3.50 -2.00  2.00  1.25  0.00   1.209   1.208   0.310   0.065   0.457   0.457   2.619   0.282   0.084
  129  6250  4.00 -2.00  2.00  1.25  0.00   1.104   1.103   0.320   0.065   0.334   0.333   2.612   0.274   0.047
  130  6250  4.50 -2.00  2.00  1.25  0.00   1.025   1.024   0.328   0.066   0.235   0.234   2.607   0.267   0.017
  131  6250  5.00 -2.00  2.00  1.25  0.00   0.975   0.975   0.337   0.068   0.164   0.164   2.601   0.268  -0.002
  132  6500  0.50 -2.00  2.00  1.25  0.00   2.142   2.142   0.188   0.062   1.642   1.642   2.674   0.329   0.453
  133  6500  1.00 -2.00  2.00  1.25  0.00   2.003   2.002   0.208   0.071   1.443   1.443   2.675   0.323   0.380
  134  6500  1.50 -2.00  2.00  1.25  0.00   1.851   1.851   0.224   0.074   1.253   1.253   2.674   0.312   0.314
  135  6500  2.00 -2.00  2.00  1.25  0.00   1.696   1.695   0.238   0.074   1.069   1.069   2.670   0.298   0.252
  136  6500  2.50 -2.00  2.00  1.25  0.00   1.541   1.541   0.252   0.074   0.888   0.888   2.664   0.284   0.194
  137  6500  3.00 -2.00  2.00  1.25  0.00   1.393   1.392   0.265   0.072   0.716   0.715   2.656   0.270   0.141
  138  6500  3.50 -2.00  2.00  1.25  0.00   1.255   1.254   0.277   0.071   0.556   0.556   2.648   0.258   0.092
  139  6500  4.00 -2.00  2.00  1.25  0.00   1.132   1.131   0.288   0.070   0.414   0.413   2.640   0.246   0.049
  140  6500  4.50 -2.00  2.00  1.25  0.00   1.029   1.028   0.298   0.069   0.293   0.292   2.633   0.238   0.013
  141  6500  5.00 -2.00  2.00  1.25  0.00   0.953   0.953   0.308   0.069   0.199   0.198   2.626   0.235  -0.013
  142  6750  0.50 -2.00  2.00  1.25  0.00   2.180   2.180   0.144   0.063   1.765   1.765   2.691   0.291   0.482
  143  6750  1.00 -2.00  2.00  1.25  0.00   2.068   2.068   0.157   0.068   1.615   1.615   2.702   0.284   0.417
  144  6750  1.50 -2.00  2.00  1.25  0.00   1.925   1.925   0.181   0.078   1.406   1.406   2.703   0.283   0.341
  145  6750  2.00 -2.00  2.00  1.25  0.00   1.774   1.773   0.199   0.082   1.209   1.209   2.701   0.273   0.273
  146  6750  2.50 -2.00  2.00  1.25  0.00   1.618   1.618   0.216   0.082   1.020   1.020   2.697   0.262   0.210
  147  6750  3.00 -2.00  2.00  1.25  0.00   1.463   1.463   0.231   0.082   0.836   0.835   2.690   0.249   0.151
  148  6750  3.50 -2.00  2.00  1.25  0.00   1.315   1.315   0.245   0.081   0.661   0.661   2.681   0.237   0.098
  149  6750  4.00 -2.00  2.00  1.25  0.00   1.177   1.177   0.258   0.079   0.502   0.501   2.672   0.225   0.050
  150  6750  4.50 -2.00  2.00  1.25  0.00   1.055   1.055   0.270   0.076   0.361   0.361   2.663   0.215   0.009
  151  6750  5.00 -2.00  2.00  1.25  0.00   0.957   0.956   0.280   0.075   0.246   0.245   2.654   0.207  -0.023
  152  7000  0.50 -2.00  2.00  1.25  0.00   2.184   2.184   0.113   0.067   1.822   1.822   2.695   0.261   0.500
  153  7000  1.00 -2.00  2.00  1.25  0.00   2.108   2.108   0.118   0.071   1.727   1.727   2.719   0.252   0.442
  154  7000  1.50 -2.00  2.00  1.25  0.00   1.990   1.990   0.134   0.078   1.563   1.563   2.731   0.247   0.372
  155  7000  2.00 -2.00  2.00  1.25  0.00   1.846   1.846   0.160   0.088   1.348   1.348   2.733   0.247   0.293
  156  7000  2.50 -2.00  2.00  1.25  0.00   1.694   1.694   0.180   0.093   1.147   1.146   2.731   0.240   0.223
  157  7000  3.00 -2.00  2.00  1.25  0.00   1.538   1.538   0.198   0.093   0.954   0.954   2.725   0.230   0.160
  158  7000  3.50 -2.00  2.00  1.25  0.00   1.383   1.383   0.214   0.092   0.769   0.769   2.717   0.218   0.102
  159  7000  4.00 -2.00  2.00  1.25  0.00   1.235   1.234   0.228   0.091   0.595   0.595   2.707   0.205   0.050
  160  7000  4.50 -2.00  2.00  1.25  0.00   1.098   1.097   0.242   0.087   0.437   0.437   2.696   0.194   0.005
  161  7000  5.00 -2.00  2.00  1.25  0.00   0.980   0.980   0.253   0.084   0.303   0.302   2.686   0.184  -0.033
  162  7250  0.50 -2.00  2.00  1.25  0.00   2.141   2.141   0.095   0.071   1.806   1.806   2.686   0.235   0.504
  163  7250  1.00 -2.00  2.00  1.25  0.00   2.112   2.113   0.091   0.074   1.780   1.781   2.725   0.226   0.457
  164  7250  1.50 -2.00  2.00  1.25  0.00   2.027   2.027   0.099   0.082   1.662   1.662   2.750   0.219   0.390
  165  7250  2.00 -2.00  2.00  1.25  0.00   1.907   1.907   0.117   0.092   1.487   1.487   2.762   0.215   0.315
  166  7250  2.50 -2.00  2.00  1.25  0.00   1.762   1.762   0.143   0.102   1.270   1.270   2.764   0.215   0.235
  167  7250  3.00 -2.00  2.00  1.25  0.00   1.610   1.610   0.164   0.106   1.068   1.067   2.761   0.208   0.166
  168  7250  3.50 -2.00  2.00  1.25  0.00   1.454   1.454   0.183   0.106   0.874   0.874   2.754   0.200   0.104
  169  7250  4.00 -2.00  2.00  1.25  0.00   1.299   1.298   0.199   0.104   0.689   0.689   2.744   0.187   0.048
  170  7250  4.50 -2.00  2.00  1.25  0.00   1.151   1.150   0.215   0.101   0.518   0.517   2.732   0.177  -0.001
  171  7250  5.00 -2.00  2.00  1.25  0.00   1.018   1.018   0.228   0.097   0.366   0.366   2.721   0.166  -0.044
  172  7500  0.50 -2.00  2.00  1.25  0.00   2.013   2.014   0.101   0.076   1.658   1.658   2.654   0.218   0.484
  173  7500  1.00 -2.00  2.00  1.25  0.00   2.076   2.076   0.072   0.076   1.777   1.777   2.717   0.200   0.465
  174  7500  1.50 -2.00  2.00  1.25  0.00   2.028   2.028   0.074   0.085   1.708   1.708   2.756   0.194   0.402
  175  7500  2.00 -2.00  2.00  1.25  0.00   1.937   1.937   0.084   0.096   1.574   1.574   2.782   0.187   0.328
  176  7500  2.50 -2.00  2.00  1.25  0.00   1.816   1.816   0.104   0.108   1.391   1.391   2.794   0.186   0.251
  177  7500  3.00 -2.00  2.00  1.25  0.00   1.672   1.672   0.131   0.117   1.174   1.174   2.795   0.187   0.172
  178  7500  3.50 -2.00  2.00  1.25  0.00   1.519   1.519   0.153   0.120   0.973   0.973   2.791   0.182   0.104
  179  7500  4.00 -2.00  2.00  1.25  0.00   1.363   1.363   0.171   0.119   0.780   0.780   2.782   0.171   0.044
  180  7500  4.50 -2.00  2.00  1.25  0.00   1.209   1.209   0.188   0.116   0.598   0.598   2.770   0.160  -0.009
  181  7500  5.00 -2.00  2.00  1.25  0.00   1.065   1.065   0.203   0.112   0.433   0.433   2.758   0.150  -0.056
  182  7750  1.00 -2.00  2.00  1.25  0.00   1.987   1.988   0.066   0.077   1.701   1.701   2.695   0.179   0.461
  183  7750  1.50 -2.00  2.00  1.25  0.00   1.992   1.993   0.057   0.085   1.707   1.707   2.750   0.171   0.408
  184  7750  2.00 -2.00  2.00  1.25  0.00   1.934   1.934   0.062   0.098   1.611   1.611   2.789   0.165   0.336
  185  7750  2.50 -2.00  2.00  1.25  0.00   1.841   1.841   0.074   0.113   1.465   1.466   2.814   0.160   0.259
  186  7750  3.00 -2.00  2.00  1.25  0.00   1.719   1.719   0.095   0.125   1.277   1.277   2.825   0.159   0.180
  187  7750  3.50 -2.00  2.00  1.25  0.00   1.576   1.576   0.122   0.133   1.064   1.064   2.825   0.161   0.104
  188  7750  4.00 -2.00  2.00  1.25  0.00   1.424   1.423   0.144   0.134   0.866   0.866   2.820   0.155   0.038
  189  7750  4.50 -2.00  2.00  1.25  0.00   1.268   1.268   0.162   0.133   0.676   0.675   2.809   0.145  -0.019
  190  7750  5.00 -2.00  2.00  1.25  0.00   1.117   1.117   0.179   0.129   0.499   0.499   2.796   0.135  -0.069
  191  8000  1.00 -2.00  2.00  1.25  0.00   1.840   1.841   0.073   0.074   1.544   1.545   2.659   0.159   0.442
  192  8000  1.50 -2.00  2.00  1.25  0.00   1.920   1.921   0.047   0.084   1.657   1.658   2.732   0.148   0.410
  193  8000  2.00 -2.00  2.00  1.25  0.00   1.899   1.899   0.046   0.097   1.611   1.611   2.784   0.143   0.342
  194  8000  2.50 -2.00  2.00  1.25  0.00   1.833   1.834   0.053   0.114   1.497   1.497   2.822   0.138   0.263
  195  8000  3.00 -2.00  2.00  1.25  0.00   1.739   1.739   0.066   0.131   1.344   1.344   2.846   0.134   0.185
  196  8000  3.50 -2.00  2.00  1.25  0.00   1.617   1.617   0.089   0.143   1.149   1.149   2.855   0.135   0.106
  197  8000  4.00 -2.00  2.00  1.25  0.00   1.474   1.474   0.116   0.150   0.942   0.942   2.854   0.137   0.033
  198  8000  4.50 -2.00  2.00  1.25  0.00   1.322   1.322   0.137   0.150   0.748   0.748   2.846   0.130  -0.029
  199  8000  5.00 -2.00  2.00  1.25  0.00   1.170   1.170   0.155   0.147   0.564   0.564   2.834   0.120  -0.082
  200  8250  1.50 -2.00  2.00  1.25  0.00   1.813   1.813   0.045   0.080   1.562   1.563   2.704   0.127   0.405
  201  8250  2.00 -2.00  2.00  1.25  0.00   1.834   1.834   0.036   0.094   1.573   1.574   2.768   0.121   0.345
  202  8250  2.50 -2.00  2.00  1.25  0.00   1.799   1.799   0.039   0.111   1.497   1.497   2.818   0.118   0.268
  203  8250  3.00 -2.00  2.00  1.25  0.00   1.730   1.730   0.048   0.131   1.371   1.371   2.854   0.114   0.187
  204  8250  3.50 -2.00  2.00  1.25  0.00   1.634   1.634   0.061   0.151   1.209   1.209   2.875   0.110   0.109
  205  8250  4.00 -2.00  2.00  1.25  0.00   1.511   1.511   0.087   0.162   1.011   1.011   2.883   0.114   0.030
  206  8250  4.50 -2.00  2.00  1.25  0.00   1.368   1.368   0.111   0.166   0.812   0.812   2.880   0.112  -0.039
  207  8250  5.00 -2.00  2.00  1.25  0.00   1.218   1.218   0.132   0.164   0.624   0.624   2.870   0.106  -0.096
  208  8500  1.50 -2.00  2.00  1.25  0.00   1.684   1.685   0.047   0.076   1.437   1.438   2.673   0.105   0.392
  209  8500  2.00 -2.00  2.00  1.25  0.00   1.748   1.748   0.030   0.090   1.507   1.508   2.745   0.100   0.346
  210  8500  2.50 -2.00  2.00  1.25  0.00   1.742   1.743   0.028   0.108   1.469   1.469   2.806   0.097   0.271
  211  8500  3.00 -2.00  2.00  1.25  0.00   1.699   1.699   0.033   0.129   1.371   1.371   2.854   0.093   0.189
  212  8500  3.50 -2.00  2.00  1.25  0.00   1.626   1.626   0.043   0.152   1.234   1.234   2.886   0.091   0.108
  213  8500  4.00 -2.00  2.00  1.25  0.00   1.528   1.528   0.059   0.171   1.064   1.064   2.903   0.089   0.030
  214  8500  4.50 -2.00  2.00  1.25  0.00   1.402   1.402   0.086   0.180   0.868   0.868   2.908   0.093  -0.045
  215  8500  5.00 -2.00  2.00  1.25  0.00   1.260   1.260   0.109   0.181   0.676   0.676   2.903   0.090  -0.109
  216  8750  2.00 -2.00  2.00  1.25  0.00   1.647   1.647   0.027   0.085   1.421   1.422   2.719   0.078   0.342
  217  8750  2.50 -2.00  2.00  1.25  0.00   1.668   1.668   0.020   0.102   1.421   1.421   2.787   0.075   0.274
  218  8750  3.00 -2.00  2.00  1.25  0.00   1.649   1.649   0.023   0.124   1.353   1.354   2.844   0.075   0.193
  219  8750  3.50 -2.00  2.00  1.25  0.00   1.599   1.599   0.030   0.149   1.240   1.240   2.888   0.073   0.109
  220  8750  4.00 -2.00  2.00  1.25  0.00   1.522   1.522   0.041   0.173   1.091   1.091   2.915   0.070   0.029
