        Teff log g  [M]a Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
   418 28000  4.50 -4.00  2.00  0.00  0.00 -22.483 -21.985 -21.130 -31.107  -3.005  -0.925  -0.251  -0.267
   419 28000  5.00 -4.00  2.00  0.00  0.00 -22.459 -21.968 -21.122 -31.107  -3.013  -0.918  -0.242  -0.258
   420 29000  3.50 -4.00  2.00  0.00  0.00 -22.744 -22.170 -21.301 -31.260  -2.987  -1.003  -0.265  -0.281
   421 29000  4.00 -4.00  2.00  0.00  0.00 -22.644 -22.108 -21.239 -31.260  -3.049  -0.965  -0.266  -0.282
   422 29000  4.50 -4.00  2.00  0.00  0.00 -22.591 -22.072 -21.210 -31.260  -3.078  -0.947  -0.259  -0.275
   423 29000  5.00 -4.00  2.00  0.00  0.00 -22.562 -22.050 -21.196 -31.260  -3.092  -0.939  -0.250  -0.266
   424 30000  3.50 -4.00  2.00  0.00  0.00 -22.863 -22.264 -21.393 -31.407  -3.042  -1.029  -0.267  -0.283
   425 30000  4.00 -4.00  2.00  0.00  0.00 -22.760 -22.201 -21.326 -31.407  -3.109  -0.988  -0.272  -0.288
   426 30000  4.50 -4.00  2.00  0.00  0.00 -22.700 -22.159 -21.290 -31.407  -3.145  -0.969  -0.266  -0.282
   427 30000  5.00 -4.00  2.00  0.00  0.00 -22.665 -22.133 -21.272 -31.407  -3.163  -0.960  -0.257  -0.273
   428 31000  3.50 -4.00  2.00  0.00  0.00 -22.967 -22.347 -21.475 -31.549  -3.102  -1.049  -0.268  -0.284
   429 31000  4.00 -4.00  2.00  0.00  0.00 -22.874 -22.292 -21.412 -31.549  -3.165  -1.011  -0.276  -0.292
   430 31000  4.50 -4.00  2.00  0.00  0.00 -22.808 -22.247 -21.371 -31.549  -3.206  -0.990  -0.272  -0.288
   431 31000  5.00 -4.00  2.00  0.00  0.00 -22.770 -22.218 -21.350 -31.549  -3.228  -0.980  -0.264  -0.280
   432 32000  4.00 -4.00  2.00  0.00  0.00 -22.980 -22.379 -21.496 -31.687  -3.220  -1.030  -0.280  -0.296
   433 32000  4.50 -4.00  2.00  0.00  0.00 -22.914 -22.334 -21.452 -31.687  -3.263  -1.010  -0.278  -0.294
   434 32000  5.00 -4.00  2.00  0.00  0.00 -22.873 -22.302 -21.428 -31.687  -3.288  -0.999  -0.271  -0.287
   435 33000  4.00 -4.00  2.00  0.00  0.00 -23.073 -22.456 -21.570 -31.821  -3.279  -1.046  -0.283  -0.299
   436 33000  4.50 -4.00  2.00  0.00  0.00 -23.016 -22.417 -21.531 -31.821  -3.318  -1.027  -0.283  -0.299
   437 33000  5.00 -4.00  2.00  0.00  0.00 -22.974 -22.385 -21.504 -31.821  -3.345  -1.018  -0.277  -0.293
   438 34000  4.00 -4.00  2.00  0.00  0.00 -23.153 -22.523 -21.635 -31.951  -3.344  -1.060  -0.285  -0.301
   439 34000  4.50 -4.00  2.00  0.00  0.00 -23.107 -22.494 -21.603 -31.951  -3.376  -1.043  -0.287  -0.303
   440 34000  5.00 -4.00  2.00  0.00  0.00 -23.069 -22.464 -21.579 -31.951  -3.400  -1.034  -0.282  -0.298
   441 35000  4.00 -4.00  2.00  0.00  0.00 -23.220 -22.580 -21.691 -32.077  -3.414  -1.070  -0.285  -0.301
   442 35000  4.50 -4.00  2.00  0.00  0.00 -23.187 -22.561 -21.668 -32.077  -3.437  -1.055  -0.290  -0.306
   443 35000  5.00 -4.00  2.00  0.00  0.00 -23.155 -22.537 -21.646 -32.077  -3.458  -1.047  -0.287  -0.303
   444 36000  4.00 -4.00  2.00  0.00  0.00 -23.276 -22.627 -21.738 -32.199  -3.489  -1.079  -0.286  -0.302
   445 36000  4.50 -4.00  2.00  0.00  0.00 -23.256 -22.620 -21.725 -32.199  -3.502  -1.066  -0.292  -0.308
   446 36000  5.00 -4.00  2.00  0.00  0.00 -23.231 -22.601 -21.708 -32.199  -3.519  -1.059  -0.290  -0.306
   447 37000  4.00 -4.00  2.00  0.00  0.00 -23.323 -22.667 -21.777 -32.318  -3.569  -1.085  -0.287  -0.303
   448 37000  4.50 -4.00  2.00  0.00  0.00 -23.315 -22.671 -21.774 -32.318  -3.572  -1.074  -0.293  -0.309
   449 37000  5.00 -4.00  2.00  0.00  0.00 -23.297 -22.659 -21.763 -32.318  -3.583  -1.068  -0.293  -0.309
   450 38000  4.00 -4.00  2.00  0.00  0.00 -23.362 -22.701 -21.810 -32.434  -3.652  -1.091  -0.288  -0.304
   451 38000  4.50 -4.00  2.00  0.00  0.00 -23.365 -22.714 -21.816 -32.434  -3.646  -1.081  -0.295  -0.311
   452 38000  5.00 -4.00  2.00  0.00  0.00 -23.355 -22.709 -21.811 -32.434  -3.651  -1.075  -0.295  -0.311
   453 39000  4.00 -4.00  2.00  0.00  0.00 -23.397 -22.732 -21.840 -32.546  -3.735  -1.095  -0.289  -0.305
   454 39000  4.50 -4.00  2.00  0.00  0.00 -23.407 -22.751 -21.851 -32.546  -3.723  -1.086  -0.296  -0.312
   455 39000  5.00 -4.00  2.00  0.00  0.00 -23.404 -22.752 -21.852 -32.546  -3.723  -1.082  -0.297  -0.313
   456 40000  4.50 -4.00  2.00  0.00  0.00 -23.443 -22.782 -21.882 -32.656  -3.803  -1.090  -0.297  -0.313
   457 40000  5.00 -4.00  2.00  0.00  0.00 -23.446 -22.790 -21.887 -32.656  -3.797  -1.086  -0.299  -0.315
   458 41000  4.50 -4.00  2.00  0.00  0.00 -23.475 -22.812 -21.909 -32.764  -3.883  -1.094  -0.299  -0.315
   459 41000  5.00 -4.00  2.00  0.00  0.00 -23.483 -22.822 -21.918 -32.764  -3.874  -1.091  -0.300  -0.316
   460 42000  4.50 -4.00  2.00  0.00  0.00 -23.505 -22.838 -21.935 -32.868  -3.962  -1.097  -0.300  -0.316
   461 42000  5.00 -4.00  2.00  0.00  0.00 -23.515 -22.851 -21.945 -32.868  -3.951  -1.094  -0.302  -0.318
   462 43000  4.50 -4.00  2.00  0.00  0.00 -23.533 -22.864 -21.958 -32.971  -4.040  -1.100  -0.302  -0.318
   463 43000  5.00 -4.00  2.00  0.00  0.00 -23.544 -22.877 -21.970 -32.971  -4.028  -1.097  -0.303  -0.319
   464 44000  4.50 -4.00  2.00  0.00  0.00 -23.560 -22.888 -21.981 -33.070  -4.117  -1.102  -0.303  -0.319
   465 44000  5.00 -4.00  2.00  0.00  0.00 -23.571 -22.902 -21.993 -33.070  -4.105  -1.099  -0.305  -0.321
   466 45000  4.50 -4.00  2.00  0.00  0.00 -23.586 -22.912 -22.003 -33.168  -4.193  -1.105  -0.305  -0.321
   467 45000  5.00 -4.00  2.00  0.00  0.00 -23.597 -22.925 -22.015 -33.168  -4.181  -1.102  -0.306  -0.322
   468 46000  4.50 -4.00  2.00  0.00  0.00 -23.612 -22.935 -22.025 -33.263  -4.266  -1.107  -0.306  -0.322
   469 46000  5.00 -4.00  2.00  0.00  0.00 -23.621 -22.947 -22.036 -33.263  -4.256  -1.104  -0.308  -0.324
   470 47000  4.50 -4.00  2.00  0.00  0.00 -23.636 -22.957 -22.046 -33.357  -4.338  -1.110  -0.307  -0.323
   471 47000  5.00 -4.00  2.00  0.00  0.00 -23.645 -22.969 -22.056 -33.357  -4.329  -1.106  -0.309  -0.325
   472 48000  4.50 -4.00  2.00  0.00  0.00 -23.661 -22.980 -22.068 -33.448  -4.409  -1.112  -0.309  -0.325
   473 48000  5.00 -4.00  2.00  0.00  0.00 -23.668 -22.990 -22.076 -33.448  -4.400  -1.108  -0.311  -0.327
   474 49000  4.50 -4.00  2.00  0.00  0.00 -23.685 -23.002 -22.088 -33.538  -4.478  -1.114  -0.310  -0.326
   475 49000  5.00 -4.00  2.00  0.00  0.00 -23.691 -23.011 -22.096 -33.538  -4.470  -1.110  -0.312  -0.328
   476 50000  5.00 -4.00  2.00  0.00  0.00 -23.713 -23.032 -22.115 -33.626  -4.539  -1.112  -0.313  -0.329
