        Teff log g  [M]a Vturb  l/H   small     big    beta
    74  5000  3.50 -1.50  2.00  1.25 -16.243 -16.265   2.535
    75  5000  4.00 -1.50  2.00  1.25 -16.249 -16.268   2.532
    76  5000  4.50 -1.50  2.00  1.25 -16.255 -16.272   2.528
    77  5000  5.00 -1.50  2.00  1.25 -16.262 -16.276   2.525
    78  5250  0.00 -1.50  2.00  1.25 -16.539 -16.590   2.576
    79  5250  0.50 -1.50  2.00  1.25 -16.545 -16.591   2.570
    80  5250  1.00 -1.50  2.00  1.25 -16.547 -16.589   2.564
    81  5250  1.50 -1.50  2.00  1.25 -16.545 -16.584   2.559
    82  5250  2.00 -1.50  2.00  1.25 -16.541 -16.577   2.555
    83  5250  2.50 -1.50  2.00  1.25 -16.537 -16.571   2.552
    84  5250  3.00 -1.50  2.00  1.25 -16.535 -16.566   2.548
    85  5250  3.50 -1.50  2.00  1.25 -16.534 -16.563   2.545
    86  5250  4.00 -1.50  2.00  1.25 -16.536 -16.563   2.543
    87  5250  4.50 -1.50  2.00  1.25 -16.540 -16.565   2.540
    88  5250  5.00 -1.50  2.00  1.25 -16.544 -16.568   2.538
    89  5500  0.00 -1.50  2.00  1.25 -16.853 -16.917   2.593
    90  5500  0.50 -1.50  2.00  1.25 -16.847 -16.906   2.586
    91  5500  1.00 -1.50  2.00  1.25 -16.839 -16.893   2.580
    92  5500  1.50 -1.50  2.00  1.25 -16.829 -16.879   2.575
    93  5500  2.00 -1.50  2.00  1.25 -16.818 -16.864   2.569
    94  5500  2.50 -1.50  2.00  1.25 -16.807 -16.850   2.565
    95  5500  3.00 -1.50  2.00  1.25 -16.799 -16.839   2.561
    96  5500  3.50 -1.50  2.00  1.25 -16.794 -16.832   2.557
    97  5500  4.00 -1.50  2.00  1.25 -16.794 -16.829   2.554
    98  5500  4.50 -1.50  2.00  1.25 -16.796 -16.829   2.552
    99  5500  5.00 -1.50  2.00  1.25 -16.800 -16.832   2.550
   100  5750  0.00 -1.50  2.00  1.25 -17.132 -17.209   2.612
   101  5750  0.50 -1.50  2.00  1.25 -17.117 -17.190   2.607
   102  5750  1.00 -1.50  2.00  1.25 -17.101 -17.171   2.601
   103  5750  1.50 -1.50  2.00  1.25 -17.085 -17.150   2.595
   104  5750  2.00 -1.50  2.00  1.25 -17.068 -17.128   2.589
   105  5750  2.50 -1.50  2.00  1.25 -17.051 -17.108   2.583
   106  5750  3.00 -1.50  2.00  1.25 -17.037 -17.090   2.578
   107  5750  3.50 -1.50  2.00  1.25 -17.027 -17.076   2.573
   108  5750  4.00 -1.50  2.00  1.25 -17.022 -17.069   2.569
   109  5750  4.50 -1.50  2.00  1.25 -17.023 -17.066   2.566
   110  5750  5.00 -1.50  2.00  1.25 -17.025 -17.068   2.564
   111  6000  0.00 -1.50  2.00  1.25 -17.383 -17.475   2.632
   112  6000  0.50 -1.50  2.00  1.25 -17.362 -17.452   2.629
   113  6000  1.00 -1.50  2.00  1.25 -17.341 -17.428   2.624
   114  6000  1.50 -1.50  2.00  1.25 -17.319 -17.402   2.619
   115  6000  2.00 -1.50  2.00  1.25 -17.297 -17.375   2.613
   116  6000  2.50 -1.50  2.00  1.25 -17.276 -17.349   2.606
   117  6000  3.00 -1.50  2.00  1.25 -17.256 -17.325   2.600
   118  6000  3.50 -1.50  2.00  1.25 -17.240 -17.305   2.594
   119  6000  4.00 -1.50  2.00  1.25 -17.230 -17.291   2.589
   120  6000  4.50 -1.50  2.00  1.25 -17.226 -17.284   2.584
   121  6000  5.00 -1.50  2.00  1.25 -17.228 -17.282   2.581
   122  6250  0.50 -1.50  2.00  1.25 -17.586 -17.693   2.652
   123  6250  1.00 -1.50  2.00  1.25 -17.562 -17.667   2.650
   124  6250  1.50 -1.50  2.00  1.25 -17.536 -17.638   2.646
   125  6250  2.00 -1.50  2.00  1.25 -17.509 -17.608   2.640
   126  6250  2.50 -1.50  2.00  1.25 -17.483 -17.577   2.634
   127  6250  3.00 -1.50  2.00  1.25 -17.459 -17.547   2.627
   128  6250  3.50 -1.50  2.00  1.25 -17.438 -17.521   2.620
   129  6250  4.00 -1.50  2.00  1.25 -17.422 -17.500   2.613
   130  6250  4.50 -1.50  2.00  1.25 -17.412 -17.486   2.607
   131  6250  5.00 -1.50  2.00  1.25 -17.410 -17.480   2.602
   132  6500  0.50 -1.50  2.00  1.25 -17.791 -17.915   2.675
   133  6500  1.00 -1.50  2.00  1.25 -17.765 -17.889   2.676
   134  6500  1.50 -1.50  2.00  1.25 -17.736 -17.859   2.674
   135  6500  2.00 -1.50  2.00  1.25 -17.706 -17.827   2.671
   136  6500  2.50 -1.50  2.00  1.25 -17.676 -17.792   2.665
   137  6500  3.00 -1.50  2.00  1.25 -17.647 -17.758   2.658
   138  6500  3.50 -1.50  2.00  1.25 -17.621 -17.726   2.649
   139  6500  4.00 -1.50  2.00  1.25 -17.600 -17.699   2.641
   140  6500  4.50 -1.50  2.00  1.25 -17.585 -17.678   2.634
   141  6500  5.00 -1.50  2.00  1.25 -17.577 -17.666   2.627
   142  6750  0.50 -1.50  2.00  1.25 -17.987 -18.122   2.690
   143  6750  1.00 -1.50  2.00  1.25 -17.952 -18.095   2.702
   144  6750  1.50 -1.50  2.00  1.25 -17.922 -18.066   2.703
   145  6750  2.00 -1.50  2.00  1.25 -17.889 -18.033   2.702
   146  6750  2.50 -1.50  2.00  1.25 -17.856 -17.996   2.698
   147  6750  3.00 -1.50  2.00  1.25 -17.823 -17.959   2.691
   148  6750  3.50 -1.50  2.00  1.25 -17.793 -17.922   2.683
   149  6750  4.00 -1.50  2.00  1.25 -17.766 -17.889   2.674
   150  6750  4.50 -1.50  2.00  1.25 -17.746 -17.862   2.664
   151  6750  5.00 -1.50  2.00  1.25 -17.732 -17.842   2.656
   152  7000  0.50 -1.50  2.00  1.25 -18.176 -18.312   2.693
   153  7000  1.00 -1.50  2.00  1.25 -18.132 -18.287   2.718
   154  7000  1.50 -1.50  2.00  1.25 -18.093 -18.257   2.731
   155  7000  2.00 -1.50  2.00  1.25 -18.060 -18.226   2.733
   156  7000  2.50 -1.50  2.00  1.25 -18.024 -18.189   2.731
   157  7000  3.00 -1.50  2.00  1.25 -17.988 -18.149   2.726
   158  7000  3.50 -1.50  2.00  1.25 -17.953 -18.109   2.719
   159  7000  4.00 -1.50  2.00  1.25 -17.922 -18.071   2.709
   160  7000  4.50 -1.50  2.00  1.25 -17.897 -18.037   2.699
   161  7000  5.00 -1.50  2.00  1.25 -17.878 -18.011   2.689
   162  7250  0.50 -1.50  2.00  1.25 -18.356 -18.485   2.682
   163  7250  1.00 -1.50  2.00  1.25 -18.305 -18.464   2.723
   164  7250  1.50 -1.50  2.00  1.25 -18.259 -18.437   2.749
   165  7250  2.00 -1.50  2.00  1.25 -18.217 -18.404   2.762
   166  7250  2.50 -1.50  2.00  1.25 -18.180 -18.369   2.764
   167  7250  3.00 -1.50  2.00  1.25 -18.142 -18.329   2.762
   168  7250  3.50 -1.50  2.00  1.25 -18.104 -18.286   2.756
   169  7250  4.00 -1.50  2.00  1.25 -18.069 -18.244   2.746
   170  7250  4.50 -1.50  2.00  1.25 -18.038 -18.206   2.735
   171  7250  5.00 -1.50  2.00  1.25 -18.014 -18.173   2.724
   172  7500  0.50 -1.50  2.00  1.25 -18.525 -18.631   2.652
   173  7500  1.00 -1.50  2.00  1.25 -18.470 -18.623   2.716
   174  7500  1.50 -1.50  2.00  1.25 -18.419 -18.600   2.755
   175  7500  2.00 -1.50  2.00  1.25 -18.369 -18.570   2.781
   176  7500  2.50 -1.50  2.00  1.25 -18.325 -18.535   2.794
   177  7500  3.00 -1.50  2.00  1.25 -18.286 -18.497   2.796
   178  7500  3.50 -1.50  2.00  1.25 -18.245 -18.454   2.792
   179  7500  4.00 -1.50  2.00  1.25 -18.206 -18.410   2.785
   180  7500  4.50 -1.50  2.00  1.25 -18.172 -18.367   2.773
   181  7500  5.00 -1.50  2.00  1.25 -18.143 -18.329   2.761
   182  7750  1.00 -1.50  2.00  1.25 -18.626 -18.763   2.694
   183  7750  1.50 -1.50  2.00  1.25 -18.570 -18.747   2.749
   184  7750  2.00 -1.50  2.00  1.25 -18.516 -18.722   2.788
   185  7750  2.50 -1.50  2.00  1.25 -18.464 -18.689   2.814
   186  7750  3.00 -1.50  2.00  1.25 -18.418 -18.652   2.825
   187  7750  3.50 -1.50  2.00  1.25 -18.377 -18.612   2.827
   188  7750  4.00 -1.50  2.00  1.25 -18.336 -18.566   2.822
   189  7750  4.50 -1.50  2.00  1.25 -18.297 -18.521   2.812
   190  7750  5.00 -1.50  2.00  1.25 -18.264 -18.478   2.799
   191  8000  1.00 -1.50  2.00  1.25 -18.765 -18.877   2.660
   192  8000  1.50 -1.50  2.00  1.25 -18.712 -18.877   2.732
   193  8000  2.00 -1.50  2.00  1.25 -18.654 -18.857   2.784
   194  8000  2.50 -1.50  2.00  1.25 -18.598 -18.828   2.821
   195  8000  3.00 -1.50  2.00  1.25 -18.544 -18.793   2.846
   196  8000  3.50 -1.50  2.00  1.25 -18.499 -18.754   2.856
   197  8000  4.00 -1.50  2.00  1.25 -18.457 -18.713   2.856
   198  8000  4.50 -1.50  2.00  1.25 -18.416 -18.667   2.849
   199  8000  5.00 -1.50  2.00  1.25 -18.378 -18.621   2.837
   200  8250  1.00 -1.50  2.00  1.25 -18.877 -18.960   2.619
   201  8250  1.50 -1.50  2.00  1.25 -18.843 -18.989   2.706
   202  8250  2.00 -1.50  2.00  1.25 -18.783 -18.976   2.770
   203  8250  2.50 -1.50  2.00  1.25 -18.723 -18.952   2.819
   204  8250  3.00 -1.50  2.00  1.25 -18.665 -18.920   2.855
   205  8250  3.50 -1.50  2.00  1.25 -18.613 -18.883   2.876
   206  8250  4.00 -1.50  2.00  1.25 -18.569 -18.845   2.884
   207  8250  4.50 -1.50  2.00  1.25 -18.528 -18.803   2.882
   208  8250  5.00 -1.50  2.00  1.25 -18.488 -18.756   2.873
   209  8500  1.50 -1.50  2.00  1.25 -18.959 -19.083   2.675
   210  8500  2.00 -1.50  2.00  1.25 -18.905 -19.081   2.747
   211  8500  2.50 -1.50  2.00  1.25 -18.842 -19.062   2.808
   212  8500  3.00 -1.50  2.00  1.25 -18.780 -19.035   2.855
   213  8500  3.50 -1.50  2.00  1.25 -18.722 -19.000   2.887
   214  8500  4.00 -1.50  2.00  1.25 -18.671 -18.962   2.904
   215  8500  4.50 -1.50  2.00  1.25 -18.631 -18.925   2.909
   216  8500  5.00 -1.50  2.00  1.25 -18.590 -18.882   2.905
   217  8750  1.50 -1.50  2.00  1.25 -19.060 -19.162   2.646
   218  8750  2.00 -1.50  2.00  1.25 -19.016 -19.174   2.722
   219  8750  2.50 -1.50  2.00  1.25 -18.954 -19.161   2.789
   220  8750  3.00 -1.50  2.00  1.25 -18.888 -19.137   2.846
   221  8750  3.50 -1.50  2.00  1.25 -18.826 -19.106   2.888
   222  8750  4.00 -1.50  2.00  1.25 -18.770 -19.069   2.915
   223  8750  4.50 -1.50  2.00  1.25 -18.724 -19.032   2.927
   224  8750  5.00 -1.50  2.00  1.25 -18.686 -18.997   2.931
   225  9000  1.50 -1.50  2.00  0.00 -19.146 -19.232   2.623
   226  9000  2.00 -1.50  2.00  0.00 -19.116 -19.255   2.696
   227  9000  2.50 -1.50  2.00  0.00 -19.058 -19.249   2.767
   228  9000  3.00 -1.50  2.00  0.00 -18.992 -19.229   2.831
   229  9000  3.50 -1.50  2.00  0.00 -18.926 -19.201   2.883
   230  9000  4.00 -1.50  2.00  0.00 -18.865 -19.167   2.920
   231  9000  4.50 -1.50  2.00  0.00 -18.812 -19.129   2.940
   232  9000  5.00 -1.50  2.00  0.00 -18.772 -19.095   2.948
   233  9250  2.00 -1.50  2.00  0.00 -19.205 -19.328   2.675
   234  9250  2.50 -1.50  2.00  0.00 -19.154 -19.328   2.744
   235  9250  3.00 -1.50  2.00  0.00 -19.089 -19.313   2.812
   236  9250  3.50 -1.50  2.00  0.00 -19.021 -19.288   2.872
   237  9250  4.00 -1.50  2.00  0.00 -18.956 -19.257   2.917
   238  9250  4.50 -1.50  2.00  0.00 -18.898 -19.220   2.946
   239  9250  5.00 -1.50  2.00  0.00 -18.851 -19.182   2.959
   240  9500  2.00 -1.50  2.00  0.00 -19.285 -19.396   2.657
   241  9500  2.50 -1.50  2.00  0.00 -19.241 -19.400   2.723
   242  9500  3.00 -1.50  2.00  0.00 -19.180 -19.388   2.791
   243  9500  3.50 -1.50  2.00  0.00 -19.112 -19.367   2.856
   244  9500  4.00 -1.50  2.00  0.00 -19.044 -19.338   2.909
   245  9500  4.50 -1.50  2.00  0.00 -18.982 -19.304   2.947
   246  9500  5.00 -1.50  2.00  0.00 -18.930 -19.266   2.967
   247  9750  2.00 -1.50  2.00  0.00 -19.358 -19.459   2.644
   248  9750  2.50 -1.50  2.00  0.00 -19.320 -19.466   2.706
   249  9750  3.00 -1.50  2.00  0.00 -19.263 -19.458   2.772
   250  9750  3.50 -1.50  2.00  0.00 -19.197 -19.439   2.838
   251  9750  4.00 -1.50  2.00  0.00 -19.128 -19.414   2.897
   252  9750  4.50 -1.50  2.00  0.00 -19.063 -19.382   2.942
   253  9750  5.00 -1.50  2.00  0.00 -19.006 -19.345   2.970
   254 10000  2.00 -1.50  2.00  0.00 -19.426 -19.519   2.633
   255 10000  2.50 -1.50  2.00  0.00 -19.392 -19.528   2.692
   256 10000  3.00 -1.50  2.00  0.00 -19.340 -19.522   2.754
   257 10000  3.50 -1.50  2.00  0.00 -19.276 -19.506   2.820
   258 10000  4.00 -1.50  2.00  0.00 -19.208 -19.483   2.883
   259 10000  4.50 -1.50  2.00  0.00 -19.141 -19.453   2.934
   260 10000  5.00 -1.50  2.00  0.00 -19.080 -19.418   2.968
   261 10250  2.00 -1.50  2.00  0.00 -19.490 -19.577   2.625
   262 10250  2.50 -1.50  2.00  0.00 -19.460 -19.587   2.681
   263 10250  3.00 -1.50  2.00  0.00 -19.411 -19.582   2.740
   264 10250  3.50 -1.50  2.00  0.00 -19.350 -19.568   2.804
   265 10250  4.00 -1.50  2.00  0.00 -19.283 -19.547   2.867
   266 10250  4.50 -1.50  2.00  0.00 -19.215 -19.520   2.922
   267 10250  5.00 -1.50  2.00  0.00 -19.153 -19.486   2.962
   268 10500  2.00 -1.50  2.00  0.00 -19.551 -19.632   2.623
   269 10500  2.50 -1.50  2.00  0.00 -19.523 -19.643   2.676
   270 10500  3.00 -1.50  2.00  0.00 -19.477 -19.639   2.732
   271 10500  3.50 -1.50  2.00  0.00 -19.419 -19.626   2.793
   272 10500  4.00 -1.50  2.00  0.00 -19.354 -19.607   2.854
   273 10500  4.50 -1.50  2.00  0.00 -19.286 -19.581   2.910
   274 10500  5.00 -1.50  2.00  0.00 -19.222 -19.550   2.954
   275 10750  2.00 -1.50  2.00  0.00 -19.609 -19.685   2.621
   276 10750  2.50 -1.50  2.00  0.00 -19.583 -19.696   2.671
   277 10750  3.00 -1.50  2.00  0.00 -19.539 -19.693   2.724
   278 10750  3.50 -1.50  2.00  0.00 -19.484 -19.681   2.781
   279 10750  4.00 -1.50  2.00  0.00 -19.421 -19.663   2.841
   280 10750  4.50 -1.50  2.00  0.00 -19.353 -19.639   2.898
   281 10750  5.00 -1.50  2.00  0.00 -19.289 -19.610   2.944
   282 11000  2.00 -1.50  2.00  0.00 -19.665 -19.736   2.617
   283 11000  2.50 -1.50  2.00  0.00 -19.640 -19.748   2.665
   284 11000  3.00 -1.50  2.00  0.00 -19.598 -19.745   2.716
   285 11000  3.50 -1.50  2.00  0.00 -19.546 -19.734   2.771
   286 11000  4.00 -1.50  2.00  0.00 -19.484 -19.717   2.829
   287 11000  4.50 -1.50  2.00  0.00 -19.418 -19.694   2.886
   288 11000  5.00 -1.50  2.00  0.00 -19.353 -19.667   2.935
   289 11250  2.00 -1.50  2.00  0.00 -19.718 -19.786   2.613
   290 11250  2.50 -1.50  2.00  0.00 -19.695 -19.798   2.659
   291 11250  3.00 -1.50  2.00  0.00 -19.655 -19.794   2.707
   292 11250  3.50 -1.50  2.00  0.00 -19.604 -19.784   2.760
   293 11250  4.00 -1.50  2.00  0.00 -19.544 -19.768   2.817
   294 11250  4.50 -1.50  2.00  0.00 -19.480 -19.747   2.874
   295 11250  5.00 -1.50  2.00  0.00 -19.414 -19.720   2.925
   296 11500  2.00 -1.50  2.00  0.00 -19.770 -19.833   2.608
   297 11500  2.50 -1.50  2.00  0.00 -19.748 -19.846   2.653
   298 11500  3.00 -1.50  2.00  0.00 -19.708 -19.843   2.700
   299 11500  3.50 -1.50  2.00  0.00 -19.659 -19.832   2.751
   300 11500  4.00 -1.50  2.00  0.00 -19.602 -19.817   2.806
   301 11500  4.50 -1.50  2.00  0.00 -19.538 -19.796   2.862
   302 11500  5.00 -1.50  2.00  0.00 -19.473 -19.771   2.914
   303 11750  2.00 -1.50  2.00  0.00 -19.819 -19.879   2.603
   304 11750  2.50 -1.50  2.00  0.00 -19.798 -19.892   2.648
   305 11750  3.00 -1.50  2.00  0.00 -19.760 -19.889   2.693
   306 11750  3.50 -1.50  2.00  0.00 -19.712 -19.879   2.743
   307 11750  4.00 -1.50  2.00  0.00 -19.656 -19.864   2.796
   308 11750  4.50 -1.50  2.00  0.00 -19.595 -19.844   2.851
   309 11750  5.00 -1.50  2.00  0.00 -19.530 -19.820   2.903
   310 12000  2.50 -1.50  2.00  0.00 -19.847 -19.937   2.642
   311 12000  3.00 -1.50  2.00  0.00 -19.809 -19.934   2.687
   312 12000  3.50 -1.50  2.00  0.00 -19.762 -19.923   2.735
   313 12000  4.00 -1.50  2.00  0.00 -19.708 -19.909   2.787
   314 12000  4.50 -1.50  2.00  0.00 -19.649 -19.890   2.840
   315 12000  5.00 -1.50  2.00  0.00 -19.585 -19.867   2.893
   316 12250  2.50 -1.50  2.00  0.00 -19.894 -19.980   2.638
   317 12250  3.00 -1.50  2.00  0.00 -19.857 -19.977   2.681
   318 12250  3.50 -1.50  2.00  0.00 -19.811 -19.967   2.728
   319 12250  4.00 -1.50  2.00  0.00 -19.759 -19.952   2.778
   320 12250  4.50 -1.50  2.00  0.00 -19.700 -19.934   2.831
   321 12250  5.00 -1.50  2.00  0.00 -19.638 -19.912   2.882
   322 12500  2.50 -1.50  2.00  0.00 -19.939 -20.022   2.633
   323 12500  3.00 -1.50  2.00  0.00 -19.903 -20.019   2.676
   324 12500  3.50 -1.50  2.00  0.00 -19.858 -20.009   2.722
   325 12500  4.00 -1.50  2.00  0.00 -19.807 -19.995   2.770
   326 12500  4.50 -1.50  2.00  0.00 -19.750 -19.977   2.821
   327 12500  5.00 -1.50  2.00  0.00 -19.689 -19.955   2.872
   328 12750  2.50 -1.50  2.00  0.00 -19.983 -20.063   2.629
   329 12750  3.00 -1.50  2.00  0.00 -19.948 -20.060   2.671
   330 12750  3.50 -1.50  2.00  0.00 -19.903 -20.049   2.716
   331 12750  4.00 -1.50  2.00  0.00 -19.853 -20.036   2.763
   332 12750  4.50 -1.50  2.00  0.00 -19.798 -20.018   2.813
   333 12750  5.00 -1.50  2.00  0.00 -19.738 -19.997   2.863
   334 13000  2.50 -1.50  2.00  0.00 -20.026 -20.103   2.625
   335 13000  3.00 -1.50  2.00  0.00 -19.991 -20.099   2.667
   336 13000  3.50 -1.50  2.00  0.00 -19.947 -20.089   2.710
   337 13000  4.00 -1.50  2.00  0.00 -19.898 -20.075   2.757
   338 13000  4.50 -1.50  2.00  0.00 -19.844 -20.059   2.805
   339 13000  5.00 -1.50  2.00  0.00 -19.786 -20.038   2.854
   340 14000  2.00 -1.50  2.00  0.00 -20.205 -20.239   2.570
   341 14000  2.50 -1.50  2.00  0.00 -20.188 -20.254   2.611
   342 14000  3.00 -1.50  2.00  0.00 -20.152 -20.248   2.650
   343 14000  3.50 -1.50  2.00  0.00 -20.110 -20.237   2.691
   344 14000  4.00 -1.50  2.00  0.00 -20.063 -20.223   2.734
   345 14000  4.50 -1.50  2.00  0.00 -20.013 -20.208   2.778
   346 14000  5.00 -1.50  2.00  0.00 -19.960 -20.189   2.824
   347 15000  2.50 -1.50  2.00  0.00 -20.336 -20.393   2.599
   348 15000  3.00 -1.50  2.00  0.00 -20.299 -20.385   2.637
   349 15000  3.50 -1.50  2.00  0.00 -20.257 -20.372   2.675
   350 15000  4.00 -1.50  2.00  0.00 -20.212 -20.358   2.715
   351 15000  4.50 -1.50  2.00  0.00 -20.165 -20.343   2.757
   352 15000  5.00 -1.50  2.00  0.00 -20.115 -20.326   2.800
   353 16000  2.50 -1.50  2.00  0.00 -20.474 -20.522   2.588
   354 16000  3.00 -1.50  2.00  0.00 -20.435 -20.512   2.625
   355 16000  3.50 -1.50  2.00  0.00 -20.392 -20.497   2.662
   356 16000  4.00 -1.50  2.00  0.00 -20.348 -20.482   2.700
   357 16000  4.50 -1.50  2.00  0.00 -20.302 -20.467   2.740
   358 16000  5.00 -1.50  2.00  0.00 -20.255 -20.450   2.780
   359 17000  2.50 -1.50  2.00  0.00 -20.604 -20.644   2.578
   360 17000  3.00 -1.50  2.00  0.00 -20.564 -20.632   2.614
   361 17000  3.50 -1.50  2.00  0.00 -20.519 -20.615   2.650
   362 17000  4.00 -1.50  2.00  0.00 -20.474 -20.598   2.687
   363 17000  4.50 -1.50  2.00  0.00 -20.429 -20.582   2.725
   364 17000  5.00 -1.50  2.00  0.00 -20.383 -20.566   2.763
   365 18000  2.50 -1.50  2.00  0.00 -20.726 -20.759   2.568
   366 18000  3.00 -1.50  2.00  0.00 -20.685 -20.746   2.604
   367 18000  3.50 -1.50  2.00  0.00 -20.638 -20.726   2.639
   368 18000  4.00 -1.50  2.00  0.00 -20.593 -20.707   2.675
   369 18000  4.50 -1.50  2.00  0.00 -20.548 -20.691   2.711
   370 18000  5.00 -1.50  2.00  0.00 -20.503 -20.674   2.748
   371 19000  2.50 -1.50  2.00  0.00 -20.841 -20.868   2.559
   372 19000  3.00 -1.50  2.00  0.00 -20.800 -20.854   2.595
   373 19000  3.50 -1.50  2.00  0.00 -20.752 -20.832   2.629
   374 19000  4.00 -1.50  2.00  0.00 -20.705 -20.812   2.664
   375 19000  4.50 -1.50  2.00  0.00 -20.660 -20.794   2.699
   376 19000  5.00 -1.50  2.00  0.00 -20.616 -20.777   2.735
