        Teff log g  [M]  Vturb  l/H   small     big    beta
    76  5000  4.50  0.00  0.00  1.25 -16.302 -16.324   2.536
    77  5000  5.00  0.00  0.00  1.25 -16.307 -16.322   2.527
    78  5250  0.00  0.00  0.00  1.25 -16.548 -16.611   2.593
    79  5250  0.50  0.00  0.00  1.25 -16.552 -16.613   2.590
    80  5250  1.00  0.00  0.00  1.25 -16.554 -16.613   2.586
    81  5250  1.50  0.00  0.00  1.25 -16.554 -16.610   2.582
    82  5250  2.00  0.00  0.00  1.25 -16.552 -16.605   2.578
    83  5250  2.50  0.00  0.00  1.25 -16.550 -16.600   2.574
    84  5250  3.00  0.00  0.00  1.25 -16.547 -16.594   2.570
    85  5250  3.50  0.00  0.00  1.25 -16.546 -16.589   2.565
    86  5250  4.00  0.00  0.00  1.25 -16.546 -16.585   2.559
    87  5250  4.50  0.00  0.00  1.25 -16.549 -16.582   2.551
    88  5250  5.00  0.00  0.00  1.25 -16.555 -16.580   2.541
    89  5500  0.00  0.00  0.00  1.25 -16.858 -16.932   2.607
    90  5500  0.50  0.00  0.00  1.25 -16.851 -16.923   2.604
    91  5500  1.00  0.00  0.00  1.25 -16.845 -16.914   2.601
    92  5500  1.50  0.00  0.00  1.25 -16.838 -16.905   2.597
    93  5500  2.00  0.00  0.00  1.25 -16.832 -16.895   2.593
    94  5500  2.50  0.00  0.00  1.25 -16.826 -16.886   2.588
    95  5500  3.00  0.00  0.00  1.25 -16.821 -16.878   2.584
    96  5500  3.50  0.00  0.00  1.25 -16.817 -16.871   2.580
    97  5500  4.00  0.00  0.00  1.25 -16.816 -16.867   2.575
    98  5500  4.50  0.00  0.00  1.25 -16.819 -16.864   2.569
    99  5500  5.00  0.00  0.00  1.25 -16.824 -16.865   2.562
   100  5750  0.00  0.00  0.00  1.25 -17.140 -17.226   2.623
   101  5750  0.50  0.00  0.00  1.25 -17.124 -17.209   2.622
   102  5750  1.00  0.00  0.00  1.25 -17.110 -17.193   2.619
   103  5750  1.50  0.00  0.00  1.25 -17.098 -17.178   2.615
   104  5750  2.00  0.00  0.00  1.25 -17.086 -17.163   2.611
   105  5750  2.50  0.00  0.00  1.25 -17.076 -17.149   2.606
   106  5750  3.00  0.00  0.00  1.25 -17.068 -17.137   2.601
   107  5750  3.50  0.00  0.00  1.25 -17.062 -17.128   2.596
   108  5750  4.00  0.00  0.00  1.25 -17.059 -17.121   2.592
   109  5750  4.50  0.00  0.00  1.25 -17.059 -17.118   2.586
   110  5750  5.00  0.00  0.00  1.25 -17.064 -17.118   2.580
   111  6000  0.00  0.00  0.00  1.25 -17.397 -17.495   2.641
   112  6000  0.50  0.00  0.00  1.25 -17.375 -17.474   2.641
   113  6000  1.00  0.00  0.00  1.25 -17.355 -17.452   2.640
   114  6000  1.50  0.00  0.00  1.25 -17.336 -17.432   2.637
   115  6000  2.00  0.00  0.00  1.25 -17.319 -17.412   2.633
   116  6000  2.50  0.00  0.00  1.25 -17.305 -17.394   2.628
   117  6000  3.00  0.00  0.00  1.25 -17.293 -17.378   2.622
   118  6000  3.50  0.00  0.00  1.25 -17.284 -17.365   2.617
   119  6000  4.00  0.00  0.00  1.25 -17.278 -17.355   2.611
   120  6000  4.50  0.00  0.00  1.25 -17.276 -17.349   2.606
   121  6000  5.00  0.00  0.00  1.25 -17.279 -17.348   2.600
   122  6250  0.50  0.00  0.00  1.25 -17.603 -17.717   2.662
   123  6250  1.00  0.00  0.00  1.25 -17.580 -17.694   2.662
   124  6250  1.50  0.00  0.00  1.25 -17.556 -17.670   2.661
   125  6250  2.00  0.00  0.00  1.25 -17.534 -17.646   2.658
   126  6250  2.50  0.00  0.00  1.25 -17.515 -17.623   2.653
   127  6250  3.00  0.00  0.00  1.25 -17.499 -17.603   2.647
   128  6250  3.50  0.00  0.00  1.25 -17.486 -17.585   2.641
   129  6250  4.00  0.00  0.00  1.25 -17.477 -17.571   2.635
   130  6250  4.50  0.00  0.00  1.25 -17.473 -17.562   2.628
   131  6250  5.00  0.00  0.00  1.25 -17.473 -17.558   2.622
   132  6500  0.50  0.00  0.00  1.25 -17.814 -17.943   2.683
   133  6500  1.00  0.00  0.00  1.25 -17.785 -17.918   2.687
   134  6500  1.50  0.00  0.00  1.25 -17.760 -17.892   2.687
   135  6500  2.00  0.00  0.00  1.25 -17.734 -17.865   2.686
   136  6500  2.50  0.00  0.00  1.25 -17.709 -17.838   2.682
   137  6500  3.00  0.00  0.00  1.25 -17.689 -17.813   2.676
   138  6500  3.50  0.00  0.00  1.25 -17.671 -17.791   2.669
   139  6500  4.00  0.00  0.00  1.25 -17.658 -17.772   2.662
   140  6500  4.50  0.00  0.00  1.25 -17.650 -17.759   2.654
   141  6500  5.00  0.00  0.00  1.25 -17.647 -17.751   2.648
   142  6750  0.50  0.00  0.00  1.25 -18.014 -18.151   2.694
   143  6750  1.00  0.00  0.00  1.25 -17.976 -18.125   2.711
   144  6750  1.50  0.00  0.00  1.25 -17.946 -18.099   2.715
   145  6750  2.00  0.00  0.00  1.25 -17.918 -18.071   2.715
   146  6750  2.50  0.00  0.00  1.25 -17.890 -18.041   2.713
   147  6750  3.00  0.00  0.00  1.25 -17.864 -18.012   2.708
   148  6750  3.50  0.00  0.00  1.25 -17.842 -17.984   2.701
   149  6750  4.00  0.00  0.00  1.25 -17.824 -17.960   2.692
   150  6750  4.50  0.00  0.00  1.25 -17.811 -17.942   2.684
   151  6750  5.00  0.00  0.00  1.25 -17.805 -17.929   2.676
   152  7000  0.50  0.00  0.00  1.25 -18.204 -18.342   2.695
   153  7000  1.00  0.00  0.00  1.25 -18.159 -18.318   2.724
   154  7000  1.50  0.00  0.00  1.25 -18.119 -18.291   2.741
   155  7000  2.00  0.00  0.00  1.25 -18.088 -18.262   2.745
   156  7000  2.50  0.00  0.00  1.25 -18.058 -18.232   2.744
   157  7000  3.00  0.00  0.00  1.25 -18.027 -18.199   2.741
   158  7000  3.50  0.00  0.00  1.25 -18.000 -18.167   2.735
   159  7000  4.00  0.00  0.00  1.25 -17.978 -18.139   2.726
   160  7000  4.50  0.00  0.00  1.25 -17.960 -18.114   2.717
   161  7000  5.00  0.00  0.00  1.25 -17.948 -18.096   2.708
   162  7250  0.50  0.00  0.00  1.25 -18.387 -18.516   2.682
   163  7250  1.00  0.00  0.00  1.25 -18.334 -18.496   2.727
   164  7250  1.50  0.00  0.00  1.25 -18.288 -18.470   2.756
   165  7250  2.00  0.00  0.00  1.25 -18.246 -18.441   2.773
   166  7250  2.50  0.00  0.00  1.25 -18.212 -18.409   2.775
   167  7250  3.00  0.00  0.00  1.25 -18.180 -18.376   2.774
   168  7250  3.50  0.00  0.00  1.25 -18.148 -18.341   2.770
   169  7250  4.00  0.00  0.00  1.25 -18.120 -18.308   2.762
   170  7250  4.50  0.00  0.00  1.25 -18.098 -18.278   2.752
   171  7250  5.00  0.00  0.00  1.25 -18.081 -18.254   2.742
   172  7500  0.50  0.00  0.00  1.25 -18.556 -18.659   2.647
   173  7500  1.00  0.00  0.00  1.25 -18.501 -18.656   2.717
   174  7500  1.50  0.00  0.00  1.25 -18.449 -18.635   2.760
   175  7500  2.00  0.00  0.00  1.25 -18.400 -18.607   2.789
   176  7500  2.50  0.00  0.00  1.25 -18.356 -18.575   2.805
   177  7500  3.00  0.00  0.00  1.25 -18.321 -18.541   2.807
   178  7500  3.50  0.00  0.00  1.25 -18.287 -18.505   2.804
   179  7500  4.00  0.00  0.00  1.25 -18.254 -18.468   2.798
   180  7500  4.50  0.00  0.00  1.25 -18.227 -18.434   2.789
   181  7500  5.00  0.00  0.00  1.25 -18.205 -18.404   2.778
   182  7750  1.00  0.00  0.00  1.25 -18.660 -18.797   2.694
   183  7750  1.50  0.00  0.00  1.25 -18.603 -18.783   2.752
   184  7750  2.00  0.00  0.00  1.25 -18.549 -18.759   2.793
   185  7750  2.50  0.00  0.00  1.25 -18.498 -18.729   2.822
   186  7750  3.00  0.00  0.00  1.25 -18.452 -18.694   2.837
   187  7750  3.50  0.00  0.00  1.25 -18.416 -18.658   2.838
   188  7750  4.00  0.00  0.00  1.25 -18.380 -18.620   2.834
   189  7750  4.50  0.00  0.00  1.25 -18.348 -18.582   2.826
   190  7750  5.00  0.00  0.00  1.25 -18.322 -18.547   2.815
   191  8000  1.00  0.00  0.00  1.25 -18.803 -18.912   2.656
   192  8000  1.50  0.00  0.00  1.25 -18.750 -18.915   2.732
   193  8000  2.00  0.00  0.00  1.25 -18.692 -18.897   2.786
   194  8000  2.50  0.00  0.00  1.25 -18.635 -18.870   2.826
   195  8000  3.00  0.00  0.00  1.25 -18.582 -18.837   2.854
   196  8000  3.50  0.00  0.00  1.25 -18.536 -18.800   2.866
   197  8000  4.00  0.00  0.00  1.25 -18.499 -18.762   2.866
   198  8000  4.50  0.00  0.00  1.25 -18.463 -18.722   2.861
   199  8000  5.00  0.00  0.00  1.25 -18.431 -18.684   2.851
   200  8250  1.00  0.00  0.00  1.25 -18.916 -18.995   2.614
   201  8250  1.50  0.00  0.00  1.25 -18.886 -19.030   2.703
   202  8250  2.00  0.00  0.00  1.25 -18.827 -19.020   2.769
   203  8250  2.50  0.00  0.00  1.25 -18.767 -18.997   2.821
   204  8250  3.00  0.00  0.00  1.25 -18.709 -18.967   2.860
   205  8250  3.50  0.00  0.00  1.25 -18.654 -18.931   2.885
   206  8250  4.00  0.00  0.00  1.25 -18.609 -18.893   2.894
   207  8250  4.50  0.00  0.00  1.25 -18.571 -18.854   2.893
   208  8250  5.00  0.00  0.00  1.25 -18.536 -18.813   2.885
   209  8500  1.50  0.00  0.00  1.25 -19.005 -19.126   2.671
   210  8500  2.00  0.00  0.00  1.25 -18.953 -19.127   2.744
   211  8500  2.50  0.00  0.00  1.25 -18.892 -19.111   2.806
   212  8500  3.00  0.00  0.00  1.25 -18.829 -19.085   2.856
   213  8500  3.50  0.00  0.00  1.25 -18.770 -19.052   2.892
   214  8500  4.00  0.00  0.00  1.25 -18.716 -19.013   2.912
   215  8500  4.50  0.00  0.00  1.25 -18.673 -18.974   2.919
   216  8500  5.00  0.00  0.00  1.25 -18.635 -18.935   2.916
   217  8750  1.50  0.00  0.00  1.25 -19.108 -19.208   2.643
   218  8750  2.00  0.00  0.00  1.25 -19.066 -19.221   2.718
   219  8750  2.50  0.00  0.00  1.25 -19.007 -19.211   2.785
   220  8750  3.00  0.00  0.00  1.25 -18.943 -19.190   2.844
   221  8750  3.50  0.00  0.00  1.25 -18.881 -19.161   2.890
   222  8750  4.00  0.00  0.00  1.25 -18.822 -19.125   2.921
   223  8750  4.50  0.00  0.00  1.25 -18.770 -19.085   2.937
   224  8750  5.00  0.00  0.00  1.25 -18.729 -19.047   2.940
   225  9000  1.50  0.00  0.00  0.00 -19.197 -19.282   2.622
   226  9000  2.00  0.00  0.00  0.00 -19.168 -19.305   2.694
   227  9000  2.50  0.00  0.00  0.00 -19.112 -19.300   2.763
   228  9000  3.00  0.00  0.00  0.00 -19.049 -19.283   2.826
   229  9000  3.50  0.00  0.00  0.00 -18.984 -19.258   2.880
   230  9000  4.00  0.00  0.00  0.00 -18.923 -19.226   2.920
   231  9000  4.50  0.00  0.00  0.00 -18.866 -19.187   2.945
   232  9000  5.00  0.00  0.00  0.00 -18.818 -19.147   2.956
   233  9250  2.00  0.00  0.00  0.00 -19.260 -19.382   2.673
   234  9250  2.50  0.00  0.00  0.00 -19.209 -19.381   2.741
   235  9250  3.00  0.00  0.00  0.00 -19.146 -19.366   2.807
   236  9250  3.50  0.00  0.00  0.00 -19.080 -19.344   2.867
   237  9250  4.00  0.00  0.00  0.00 -19.016 -19.315   2.914
   238  9250  4.50  0.00  0.00  0.00 -18.958 -19.280   2.947
   239  9250  5.00  0.00  0.00  0.00 -18.905 -19.241   2.964
   240  9500  2.00  0.00  0.00  0.00 -19.343 -19.453   2.656
   241  9500  2.50  0.00  0.00  0.00 -19.298 -19.456   2.721
   242  9500  3.00  0.00  0.00  0.00 -19.237 -19.443   2.788
   243  9500  3.50  0.00  0.00  0.00 -19.170 -19.423   2.852
   244  9500  4.00  0.00  0.00  0.00 -19.104 -19.395   2.905
   245  9500  4.50  0.00  0.00  0.00 -19.042 -19.363   2.945
   246  9500  5.00  0.00  0.00  0.00 -18.988 -19.326   2.968
   247  9750  2.00  0.00  0.00  0.00 -19.420 -19.520   2.642
   248  9750  2.50  0.00  0.00  0.00 -19.380 -19.525   2.704
   249  9750  3.00  0.00  0.00  0.00 -19.323 -19.515   2.769
   250  9750  3.50  0.00  0.00  0.00 -19.255 -19.496   2.835
   251  9750  4.00  0.00  0.00  0.00 -19.187 -19.470   2.894
   252  9750  4.50  0.00  0.00  0.00 -19.122 -19.439   2.939
   253  9750  5.00  0.00  0.00  0.00 -19.065 -19.403   2.969
   254 10000  2.00  0.00  0.00  0.00 -19.492 -19.583   2.631
   255 10000  2.50  0.00  0.00  0.00 -19.457 -19.591   2.689
   256 10000  3.00  0.00  0.00  0.00 -19.403 -19.583   2.752
   257 10000  3.50  0.00  0.00  0.00 -19.337 -19.564   2.818
   258 10000  4.00  0.00  0.00  0.00 -19.267 -19.540   2.880
   259 10000  4.50  0.00  0.00  0.00 -19.199 -19.510   2.931
   260 10000  5.00  0.00  0.00  0.00 -19.139 -19.475   2.966
   261 10250  2.00  0.00  0.00  0.00 -19.559 -19.644   2.621
   262 10250  2.50  0.00  0.00  0.00 -19.528 -19.653   2.677
   263 10250  3.00  0.00  0.00  0.00 -19.477 -19.646   2.737
   264 10250  3.50  0.00  0.00  0.00 -19.414 -19.629   2.801
   265 10250  4.00  0.00  0.00  0.00 -19.343 -19.606   2.865
   266 10250  4.50  0.00  0.00  0.00 -19.273 -19.576   2.920
   267 10250  5.00  0.00  0.00  0.00 -19.209 -19.542   2.961
   268 10500  2.00  0.00  0.00  0.00 -19.623 -19.701   2.621
   269 10500  2.50  0.00  0.00  0.00 -19.595 -19.712   2.673
   270 10500  3.00  0.00  0.00  0.00 -19.547 -19.706   2.729
   271 10500  3.50  0.00  0.00  0.00 -19.486 -19.690   2.790
   272 10500  4.00  0.00  0.00  0.00 -19.417 -19.668   2.852
   273 10500  4.50  0.00  0.00  0.00 -19.346 -19.639   2.908
   274 10500  5.00  0.00  0.00  0.00 -19.279 -19.606   2.952
   275 10750  2.00  0.00  0.00  0.00 -19.684 -19.757   2.620
   276 10750  2.50  0.00  0.00  0.00 -19.659 -19.769   2.669
   277 10750  3.00  0.00  0.00  0.00 -19.613 -19.764   2.721
   278 10750  3.50  0.00  0.00  0.00 -19.555 -19.749   2.778
   279 10750  4.00  0.00  0.00  0.00 -19.487 -19.727   2.838
   280 10750  4.50  0.00  0.00  0.00 -19.416 -19.699   2.896
   281 10750  5.00  0.00  0.00  0.00 -19.346 -19.667   2.943
   282 11000  2.00  0.00  0.00  0.00 -19.742 -19.809   2.613
   283 11000  2.50  0.00  0.00  0.00 -19.719 -19.823   2.661
   284 11000  3.00  0.00  0.00  0.00 -19.676 -19.818   2.711
   285 11000  3.50  0.00  0.00  0.00 -19.619 -19.804   2.766
   286 11000  4.00  0.00  0.00  0.00 -19.554 -19.783   2.824
   287 11000  4.50  0.00  0.00  0.00 -19.483 -19.757   2.882
   288 11000  5.00  0.00  0.00  0.00 -19.412 -19.725   2.933
   289 11250  2.00  0.00  0.00  0.00 -19.797 -19.860   2.607
   290 11250  2.50  0.00  0.00  0.00 -19.777 -19.875   2.654
   291 11250  3.00  0.00  0.00  0.00 -19.735 -19.871   2.702
   292 11250  3.50  0.00  0.00  0.00 -19.681 -19.857   2.755
   293 11250  4.00  0.00  0.00  0.00 -19.617 -19.837   2.812
   294 11250  4.50  0.00  0.00  0.00 -19.547 -19.811   2.869
   295 11250  5.00  0.00  0.00  0.00 -19.476 -19.780   2.922
   296 11500  2.00  0.00  0.00  0.00 -19.850 -19.908   2.602
   297 11500  2.50  0.00  0.00  0.00 -19.831 -19.925   2.647
   298 11500  3.00  0.00  0.00  0.00 -19.792 -19.921   2.694
   299 11500  3.50  0.00  0.00  0.00 -19.740 -19.908   2.745
   300 11500  4.00  0.00  0.00  0.00 -19.678 -19.889   2.800
   301 11500  4.50  0.00  0.00  0.00 -19.609 -19.863   2.856
   302 11500  5.00  0.00  0.00  0.00 -19.538 -19.833   2.910
   303 11750  2.00  0.00  0.00  0.00 -19.900 -19.955   2.597
   304 11750  2.50  0.00  0.00  0.00 -19.884 -19.972   2.641
   305 11750  3.00  0.00  0.00  0.00 -19.846 -19.970   2.687
   306 11750  3.50  0.00  0.00  0.00 -19.795 -19.957   2.736
   307 11750  4.00  0.00  0.00  0.00 -19.736 -19.938   2.789
   308 11750  4.50  0.00  0.00  0.00 -19.669 -19.914   2.844
   309 11750  5.00  0.00  0.00  0.00 -19.599 -19.884   2.898
   310 12000  2.50  0.00  0.00  0.00 -19.934 -20.018   2.635
   311 12000  3.00  0.00  0.00  0.00 -19.897 -20.016   2.680
   312 12000  3.50  0.00  0.00  0.00 -19.849 -20.004   2.728
   313 12000  4.00  0.00  0.00  0.00 -19.791 -19.986   2.779
   314 12000  4.50  0.00  0.00  0.00 -19.726 -19.962   2.833
   315 12000  5.00  0.00  0.00  0.00 -19.657 -19.933   2.886
   316 12250  2.50  0.00  0.00  0.00 -19.982 -20.062   2.630
   317 12250  3.00  0.00  0.00  0.00 -19.947 -20.061   2.674
   318 12250  3.50  0.00  0.00  0.00 -19.900 -20.049   2.720
   319 12250  4.00  0.00  0.00  0.00 -19.844 -20.031   2.770
   320 12250  4.50  0.00  0.00  0.00 -19.781 -20.008   2.822
   321 12250  5.00  0.00  0.00  0.00 -19.713 -19.980   2.875
   322 12500  2.50  0.00  0.00  0.00 -20.028 -20.105   2.626
   323 12500  3.00  0.00  0.00  0.00 -19.994 -20.104   2.668
   324 12500  3.50  0.00  0.00  0.00 -19.949 -20.093   2.713
   325 12500  4.00  0.00  0.00  0.00 -19.894 -20.075   2.761
   326 12500  4.50  0.00  0.00  0.00 -19.833 -20.053   2.812
   327 12500  5.00  0.00  0.00  0.00 -19.766 -20.026   2.864
   328 12750  2.50  0.00  0.00  0.00 -20.073 -20.146   2.621
   329 12750  3.00  0.00  0.00  0.00 -20.040 -20.145   2.663
   330 12750  3.50  0.00  0.00  0.00 -19.996 -20.135   2.706
   331 12750  4.00  0.00  0.00  0.00 -19.943 -20.118   2.753
   332 12750  4.50  0.00  0.00  0.00 -19.883 -20.096   2.803
   333 12750  5.00  0.00  0.00  0.00 -19.818 -20.070   2.853
   334 13000  2.50  0.00  0.00  0.00 -20.116 -20.187   2.617
   335 13000  3.00  0.00  0.00  0.00 -20.084 -20.186   2.658
   336 13000  3.50  0.00  0.00  0.00 -20.041 -20.175   2.700
   337 13000  4.00  0.00  0.00  0.00 -19.989 -20.159   2.746
   338 13000  4.50  0.00  0.00  0.00 -19.931 -20.138   2.794
   339 13000  5.00  0.00  0.00  0.00 -19.868 -20.112   2.844
   340 14000  2.00  0.00  0.00  0.00 -20.287 -20.316   2.563
   341 14000  2.50  0.00  0.00  0.00 -20.278 -20.337   2.603
   342 14000  3.00  0.00  0.00  0.00 -20.246 -20.335   2.641
   343 14000  3.50  0.00  0.00  0.00 -20.206 -20.325   2.680
   344 14000  4.00  0.00  0.00  0.00 -20.159 -20.310   2.722
   345 14000  4.50  0.00  0.00  0.00 -20.106 -20.290   2.766
   346 14000  5.00  0.00  0.00  0.00 -20.048 -20.267   2.811
   347 15000  2.50  0.00  0.00  0.00 -20.426 -20.477   2.591
   348 15000  3.00  0.00  0.00  0.00 -20.393 -20.471   2.628
   349 15000  3.50  0.00  0.00  0.00 -20.353 -20.460   2.665
   350 15000  4.00  0.00  0.00  0.00 -20.308 -20.445   2.703
   351 15000  4.50  0.00  0.00  0.00 -20.259 -20.426   2.743
   352 15000  5.00  0.00  0.00  0.00 -20.206 -20.405   2.785
   353 16000  2.50  0.00  0.00  0.00 -20.565 -20.607   2.580
   354 16000  3.00  0.00  0.00  0.00 -20.528 -20.598   2.616
   355 16000  3.50  0.00  0.00  0.00 -20.488 -20.585   2.651
   356 16000  4.00  0.00  0.00  0.00 -20.444 -20.569   2.688
   357 16000  4.50  0.00  0.00  0.00 -20.396 -20.550   2.726
   358 16000  5.00  0.00  0.00  0.00 -20.346 -20.530   2.764
   359 17000  2.50  0.00  0.00  0.00 -20.697 -20.732   2.570
   360 17000  3.00  0.00  0.00  0.00 -20.656 -20.718   2.606
   361 17000  3.50  0.00  0.00  0.00 -20.613 -20.701   2.640
   362 17000  4.00  0.00  0.00  0.00 -20.569 -20.684   2.675
   363 17000  4.50  0.00  0.00  0.00 -20.522 -20.664   2.711
   364 17000  5.00  0.00  0.00  0.00 -20.474 -20.644   2.747
   365 18000  2.50  0.00  0.00  0.00 -20.823 -20.850   2.561
   366 18000  3.00  0.00  0.00  0.00 -20.779 -20.833   2.596
   367 18000  3.50  0.00  0.00  0.00 -20.732 -20.812   2.630
   368 18000  4.00  0.00  0.00  0.00 -20.688 -20.794   2.664
   369 18000  4.50  0.00  0.00  0.00 -20.640 -20.772   2.698
   370 18000  5.00  0.00  0.00  0.00 -20.592 -20.751   2.733
   371 19000  2.50  0.00  0.00  0.00 -20.943 -20.963   2.552
   372 19000  3.00  0.00  0.00  0.00 -20.896 -20.944   2.588
   373 19000  3.50  0.00  0.00  0.00 -20.845 -20.919   2.620
   374 19000  4.00  0.00  0.00  0.00 -20.800 -20.898   2.653
   375 19000  4.50  0.00  0.00  0.00 -20.751 -20.876   2.687
   376 19000  5.00  0.00  0.00  0.00 -20.702 -20.852   2.720
   377 20000  3.00  0.00  0.00  0.00 -21.009 -21.051   2.580
   378 20000  3.50  0.00  0.00  0.00 -20.954 -21.021   2.612
   379 20000  4.00  0.00  0.00  0.00 -20.906 -20.998   2.644
   380 20000  4.50  0.00  0.00  0.00 -20.858 -20.975   2.677
   381 20000  5.00  0.00  0.00  0.00 -20.808 -20.950   2.709
   382 21000  3.00  0.00  0.00  0.00 -21.118 -21.154   2.572
   383 21000  3.50  0.00  0.00  0.00 -21.059 -21.120   2.604
   384 21000  4.00  0.00  0.00  0.00 -21.009 -21.093   2.636
   385 21000  4.50  0.00  0.00  0.00 -20.961 -21.070   2.667
   386 21000  5.00  0.00  0.00  0.00 -20.910 -21.044   2.699
   387 22000  3.00  0.00  0.00  0.00 -21.223 -21.253   2.565
