        Teff log g  [M]a Vturb  l/H   small     big    beta
    59  4750  1.50 -0.50  2.00  1.25 -15.894 -15.938   2.567
    60  4750  2.00 -0.50  2.00  1.25 -15.905 -15.945   2.561
    61  4750  2.50 -0.50  2.00  1.25 -15.912 -15.948   2.554
    62  4750  3.00 -0.50  2.00  1.25 -15.917 -15.947   2.547
    63  4750  3.50 -0.50  2.00  1.25 -15.924 -15.947   2.538
    64  4750  4.00 -0.50  2.00  1.25 -15.933 -15.950   2.529
    65  4750  4.50 -0.50  2.00  1.25 -15.943 -15.953   2.519
    66  4750  5.00 -0.50  2.00  1.25 -15.955 -15.956   2.509
    67  5000  0.00 -0.50  2.00  1.25 -16.208 -16.267   2.586
    68  5000  0.50 -0.50  2.00  1.25 -16.230 -16.286   2.583
    69  5000  1.00 -0.50  2.00  1.25 -16.244 -16.297   2.579
    70  5000  1.50 -0.50  2.00  1.25 -16.252 -16.302   2.574
    71  5000  2.00 -0.50  2.00  1.25 -16.258 -16.304   2.569
    72  5000  2.50 -0.50  2.00  1.25 -16.261 -16.303   2.563
    73  5000  3.00 -0.50  2.00  1.25 -16.263 -16.300   2.557
    74  5000  3.50 -0.50  2.00  1.25 -16.266 -16.298   2.550
    75  5000  4.00 -0.50  2.00  1.25 -16.271 -16.298   2.543
    76  5000  4.50 -0.50  2.00  1.25 -16.280 -16.301   2.535
    77  5000  5.00 -0.50  2.00  1.25 -16.290 -16.305   2.526
    78  5250  0.00 -0.50  2.00  1.25 -16.553 -16.616   2.593
    79  5250  0.50 -0.50  2.00  1.25 -16.559 -16.619   2.588
    80  5250  1.00 -0.50  2.00  1.25 -16.561 -16.618   2.584
    81  5250  1.50 -0.50  2.00  1.25 -16.562 -16.615   2.579
    82  5250  2.00 -0.50  2.00  1.25 -16.561 -16.611   2.574
    83  5250  2.50 -0.50  2.00  1.25 -16.560 -16.605   2.569
    84  5250  3.00 -0.50  2.00  1.25 -16.559 -16.600   2.563
    85  5250  3.50 -0.50  2.00  1.25 -16.558 -16.596   2.558
    86  5250  4.00 -0.50  2.00  1.25 -16.560 -16.593   2.552
    87  5250  4.50 -0.50  2.00  1.25 -16.564 -16.592   2.544
    88  5250  5.00 -0.50  2.00  1.25 -16.571 -16.593   2.536
    89  5500  0.00 -0.50  2.00  1.25 -16.869 -16.943   2.607
    90  5500  0.50 -0.50  2.00  1.25 -16.863 -16.933   2.602
    91  5500  1.00 -0.50  2.00  1.25 -16.857 -16.924   2.598
    92  5500  1.50 -0.50  2.00  1.25 -16.850 -16.913   2.592
    93  5500  2.00 -0.50  2.00  1.25 -16.844 -16.903   2.587
    94  5500  2.50 -0.50  2.00  1.25 -16.838 -16.893   2.582
    95  5500  3.00 -0.50  2.00  1.25 -16.833 -16.885   2.576
    96  5500  3.50 -0.50  2.00  1.25 -16.830 -16.878   2.571
    97  5500  4.00 -0.50  2.00  1.25 -16.830 -16.874   2.566
    98  5500  4.50 -0.50  2.00  1.25 -16.832 -16.872   2.561
    99  5500  5.00 -0.50  2.00  1.25 -16.837 -16.873   2.555
   100  5750  0.00 -0.50  2.00  1.25 -17.153 -17.239   2.624
   101  5750  0.50 -0.50  2.00  1.25 -17.137 -17.221   2.620
   102  5750  1.00 -0.50  2.00  1.25 -17.123 -17.204   2.616
   103  5750  1.50 -0.50  2.00  1.25 -17.110 -17.187   2.611
   104  5750  2.00 -0.50  2.00  1.25 -17.098 -17.171   2.605
   105  5750  2.50 -0.50  2.00  1.25 -17.088 -17.156   2.599
   106  5750  3.00 -0.50  2.00  1.25 -17.079 -17.143   2.593
   107  5750  3.50 -0.50  2.00  1.25 -17.073 -17.133   2.588
   108  5750  4.00 -0.50  2.00  1.25 -17.070 -17.126   2.583
   109  5750  4.50 -0.50  2.00  1.25 -17.070 -17.123   2.578
   110  5750  5.00 -0.50  2.00  1.25 -17.074 -17.123   2.573
   111  6000  0.00 -0.50  2.00  1.25 -17.407 -17.507   2.643
   112  6000  0.50 -0.50  2.00  1.25 -17.386 -17.485   2.641
   113  6000  1.00 -0.50  2.00  1.25 -17.366 -17.463   2.638
   114  6000  1.50 -0.50  2.00  1.25 -17.348 -17.441   2.633
   115  6000  2.00 -0.50  2.00  1.25 -17.331 -17.420   2.628
   116  6000  2.50 -0.50  2.00  1.25 -17.316 -17.400   2.621
   117  6000  3.00 -0.50  2.00  1.25 -17.303 -17.383   2.615
   118  6000  3.50 -0.50  2.00  1.25 -17.293 -17.368   2.609
   119  6000  4.00 -0.50  2.00  1.25 -17.286 -17.357   2.603
   120  6000  4.50 -0.50  2.00  1.25 -17.284 -17.350   2.597
   121  6000  5.00 -0.50  2.00  1.25 -17.285 -17.348   2.593
   122  6250  0.50 -0.50  2.00  1.25 -17.611 -17.727   2.664
   123  6250  1.00 -0.50  2.00  1.25 -17.589 -17.703   2.662
   124  6250  1.50 -0.50  2.00  1.25 -17.566 -17.678   2.659
   125  6250  2.00 -0.50  2.00  1.25 -17.544 -17.653   2.654
   126  6250  2.50 -0.50  2.00  1.25 -17.524 -17.628   2.648
   127  6250  3.00 -0.50  2.00  1.25 -17.507 -17.606   2.641
   128  6250  3.50 -0.50  2.00  1.25 -17.493 -17.586   2.634
   129  6250  4.00 -0.50  2.00  1.25 -17.482 -17.570   2.627
   130  6250  4.50 -0.50  2.00  1.25 -17.476 -17.560   2.621
   131  6250  5.00 -0.50  2.00  1.25 -17.474 -17.554   2.615
   132  6500  0.50 -0.50  2.00  1.25 -17.818 -17.949   2.685
   133  6500  1.00 -0.50  2.00  1.25 -17.792 -17.924   2.688
   134  6500  1.50 -0.50  2.00  1.25 -17.766 -17.898   2.687
   135  6500  2.00 -0.50  2.00  1.25 -17.741 -17.870   2.683
   136  6500  2.50 -0.50  2.00  1.25 -17.716 -17.842   2.678
   137  6500  3.00 -0.50  2.00  1.25 -17.694 -17.815   2.671
   138  6500  3.50 -0.50  2.00  1.25 -17.675 -17.791   2.664
   139  6500  4.00 -0.50  2.00  1.25 -17.660 -17.769   2.656
   140  6500  4.50 -0.50  2.00  1.25 -17.649 -17.753   2.648
   141  6500  5.00 -0.50  2.00  1.25 -17.644 -17.743   2.642
   142  6750  0.50 -0.50  2.00  1.25 -18.015 -18.155   2.697
   143  6750  1.00 -0.50  2.00  1.25 -17.979 -18.130   2.712
   144  6750  1.50 -0.50  2.00  1.25 -17.951 -18.103   2.715
   145  6750  2.00 -0.50  2.00  1.25 -17.923 -18.075   2.713
   146  6750  2.50 -0.50  2.00  1.25 -17.895 -18.044   2.710
   147  6750  3.00 -0.50  2.00  1.25 -17.868 -18.013   2.704
   148  6750  3.50 -0.50  2.00  1.25 -17.844 -17.983   2.697
   149  6750  4.00 -0.50  2.00  1.25 -17.824 -17.957   2.688
   150  6750  4.50 -0.50  2.00  1.25 -17.808 -17.935   2.679
   151  6750  5.00 -0.50  2.00  1.25 -17.799 -17.919   2.671
   152  7000  0.50 -0.50  2.00  1.25 -18.203 -18.343   2.698
   153  7000  1.00 -0.50  2.00  1.25 -18.160 -18.320   2.726
   154  7000  1.50 -0.50  2.00  1.25 -18.121 -18.293   2.741
   155  7000  2.00 -0.50  2.00  1.25 -18.091 -18.265   2.744
   156  7000  2.50 -0.50  2.00  1.25 -18.060 -18.233   2.743
   157  7000  3.00 -0.50  2.00  1.25 -18.029 -18.199   2.738
   158  7000  3.50 -0.50  2.00  1.25 -18.001 -18.166   2.732
   159  7000  4.00 -0.50  2.00  1.25 -17.976 -18.135   2.723
   160  7000  4.50 -0.50  2.00  1.25 -17.955 -18.107   2.714
   161  7000  5.00 -0.50  2.00  1.25 -17.941 -18.086   2.704
   162  7250  0.50 -0.50  2.00  1.25 -18.383 -18.513   2.684
   163  7250  1.00 -0.50  2.00  1.25 -18.333 -18.495   2.728
   164  7250  1.50 -0.50  2.00  1.25 -18.288 -18.471   2.757
   165  7250  2.00 -0.50  2.00  1.25 -18.247 -18.441   2.772
   166  7250  2.50 -0.50  2.00  1.25 -18.214 -18.410   2.775
   167  7250  3.00 -0.50  2.00  1.25 -18.180 -18.375   2.773
   168  7250  3.50 -0.50  2.00  1.25 -18.148 -18.339   2.768
   169  7250  4.00 -0.50  2.00  1.25 -18.118 -18.303   2.760
   170  7250  4.50 -0.50  2.00  1.25 -18.093 -18.271   2.750
   171  7250  5.00 -0.50  2.00  1.25 -18.073 -18.244   2.739
   172  7500  0.50 -0.50  2.00  1.25 -18.551 -18.655   2.648
   173  7500  1.00 -0.50  2.00  1.25 -18.498 -18.653   2.718
   174  7500  1.50 -0.50  2.00  1.25 -18.447 -18.633   2.760
   175  7500  2.00 -0.50  2.00  1.25 -18.399 -18.606   2.789
   176  7500  2.50 -0.50  2.00  1.25 -18.356 -18.574   2.804
   177  7500  3.00 -0.50  2.00  1.25 -18.321 -18.540   2.806
   178  7500  3.50 -0.50  2.00  1.25 -18.285 -18.502   2.803
   179  7500  4.00 -0.50  2.00  1.25 -18.251 -18.464   2.797
   180  7500  4.50 -0.50  2.00  1.25 -18.221 -18.427   2.787
   181  7500  5.00 -0.50  2.00  1.25 -18.197 -18.394   2.776
   182  7750  1.00 -0.50  2.00  1.25 -18.655 -18.792   2.693
   183  7750  1.50 -0.50  2.00  1.25 -18.600 -18.779   2.751
   184  7750  2.00 -0.50  2.00  1.25 -18.547 -18.756   2.792
   185  7750  2.50 -0.50  2.00  1.25 -18.497 -18.726   2.820
   186  7750  3.00 -0.50  2.00  1.25 -18.451 -18.691   2.835
   187  7750  3.50 -0.50  2.00  1.25 -18.414 -18.655   2.837
   188  7750  4.00 -0.50  2.00  1.25 -18.377 -18.615   2.833
   189  7750  4.50 -0.50  2.00  1.25 -18.343 -18.575   2.825
   190  7750  5.00 -0.50  2.00  1.25 -18.314 -18.538   2.814
   191  8000  1.00 -0.50  2.00  1.25 -18.796 -18.905   2.655
   192  8000  1.50 -0.50  2.00  1.25 -18.745 -18.909   2.731
   193  8000  2.00 -0.50  2.00  1.25 -18.688 -18.892   2.785
   194  8000  2.50 -0.50  2.00  1.25 -18.632 -18.865   2.825
   195  8000  3.00 -0.50  2.00  1.25 -18.580 -18.833   2.852
   196  8000  3.50 -0.50  2.00  1.25 -18.534 -18.796   2.865
   197  8000  4.00 -0.50  2.00  1.25 -18.495 -18.758   2.866
   198  8000  4.50 -0.50  2.00  1.25 -18.457 -18.716   2.860
   199  8000  5.00 -0.50  2.00  1.25 -18.424 -18.675   2.850
   200  8250  1.00 -0.50  2.00  1.25 -18.907 -18.985   2.614
   201  8250  1.50 -0.50  2.00  1.25 -18.879 -19.021   2.701
   202  8250  2.00 -0.50  2.00  1.25 -18.822 -19.013   2.768
   203  8250  2.50 -0.50  2.00  1.25 -18.762 -18.991   2.820
   204  8250  3.00 -0.50  2.00  1.25 -18.704 -18.962   2.859
   205  8250  3.50 -0.50  2.00  1.25 -18.650 -18.926   2.883
   206  8250  4.00 -0.50  2.00  1.25 -18.605 -18.887   2.893
   207  8250  4.50 -0.50  2.00  1.25 -18.565 -18.848   2.892
   208  8250  5.00 -0.50  2.00  1.25 -18.528 -18.805   2.885
   209  8500  1.50 -0.50  2.00  1.25 -18.995 -19.115   2.670
   210  8500  2.00 -0.50  2.00  1.25 -18.945 -19.118   2.743
   211  8500  2.50 -0.50  2.00  1.25 -18.885 -19.103   2.804
   212  8500  3.00 -0.50  2.00  1.25 -18.824 -19.078   2.854
   213  8500  3.50 -0.50  2.00  1.25 -18.765 -19.046   2.890
   214  8500  4.00 -0.50  2.00  1.25 -18.711 -19.007   2.911
   215  8500  4.50 -0.50  2.00  1.25 -18.667 -18.968   2.918
   216  8500  5.00 -0.50  2.00  1.25 -18.628 -18.927   2.915
   217  8750  1.50 -0.50  2.00  1.25 -19.096 -19.196   2.643
   218  8750  2.00 -0.50  2.00  1.25 -19.056 -19.210   2.717
   219  8750  2.50 -0.50  2.00  1.25 -18.997 -19.200   2.784
   220  8750  3.00 -0.50  2.00  1.25 -18.935 -19.180   2.842
   221  8750  3.50 -0.50  2.00  1.25 -18.874 -19.152   2.887
   222  8750  4.00 -0.50  2.00  1.25 -18.816 -19.118   2.919
   223  8750  4.50 -0.50  2.00  1.25 -18.764 -19.078   2.935
   224  8750  5.00 -0.50  2.00  1.25 -18.722 -19.039   2.940
   225  9000  1.50 -0.50  2.00  0.00 -19.184 -19.268   2.621
   226  9000  2.00 -0.50  2.00  0.00 -19.155 -19.292   2.693
   227  9000  2.50 -0.50  2.00  0.00 -19.101 -19.288   2.762
   228  9000  3.00 -0.50  2.00  0.00 -19.038 -19.271   2.825
   229  9000  3.50 -0.50  2.00  0.00 -18.974 -19.247   2.879
   230  9000  4.00 -0.50  2.00  0.00 -18.914 -19.216   2.919
   231  9000  4.50 -0.50  2.00  0.00 -18.859 -19.179   2.944
   232  9000  5.00 -0.50  2.00  0.00 -18.811 -19.139   2.955
   233  9250  2.00 -0.50  2.00  0.00 -19.246 -19.367   2.672
   234  9250  2.50 -0.50  2.00  0.00 -19.196 -19.367   2.740
   235  9250  3.00 -0.50  2.00  0.00 -19.134 -19.354   2.807
   236  9250  3.50 -0.50  2.00  0.00 -19.068 -19.332   2.866
   237  9250  4.00 -0.50  2.00  0.00 -19.005 -19.303   2.914
   238  9250  4.50 -0.50  2.00  0.00 -18.948 -19.269   2.946
   239  9250  5.00 -0.50  2.00  0.00 -18.897 -19.231   2.963
   240  9500  2.00 -0.50  2.00  0.00 -19.327 -19.436   2.655
   241  9500  2.50 -0.50  2.00  0.00 -19.284 -19.441   2.720
   242  9500  3.00 -0.50  2.00  0.00 -19.224 -19.429   2.787
   243  9500  3.50 -0.50  2.00  0.00 -19.157 -19.409   2.850
   244  9500  4.00 -0.50  2.00  0.00 -19.091 -19.383   2.905
   245  9500  4.50 -0.50  2.00  0.00 -19.031 -19.351   2.944
   246  9500  5.00 -0.50  2.00  0.00 -18.978 -19.315   2.967
   247  9750  2.00 -0.50  2.00  0.00 -19.403 -19.502   2.641
   248  9750  2.50 -0.50  2.00  0.00 -19.365 -19.509   2.703
   249  9750  3.00 -0.50  2.00  0.00 -19.308 -19.500   2.768
   250  9750  3.50 -0.50  2.00  0.00 -19.242 -19.481   2.833
   251  9750  4.00 -0.50  2.00  0.00 -19.174 -19.457   2.892
   252  9750  4.50 -0.50  2.00  0.00 -19.111 -19.426   2.938
   253  9750  5.00 -0.50  2.00  0.00 -19.054 -19.391   2.968
   254 10000  2.00 -0.50  2.00  0.00 -19.473 -19.564   2.630
   255 10000  2.50 -0.50  2.00  0.00 -19.440 -19.573   2.688
   256 10000  3.00 -0.50  2.00  0.00 -19.387 -19.566   2.751
   257 10000  3.50 -0.50  2.00  0.00 -19.322 -19.549   2.816
   258 10000  4.00 -0.50  2.00  0.00 -19.253 -19.525   2.878
   259 10000  4.50 -0.50  2.00  0.00 -19.187 -19.496   2.929
   260 10000  5.00 -0.50  2.00  0.00 -19.127 -19.462   2.965
   261 10250  2.00 -0.50  2.00  0.00 -19.539 -19.623   2.621
   262 10250  2.50 -0.50  2.00  0.00 -19.509 -19.634   2.676
   263 10250  3.00 -0.50  2.00  0.00 -19.460 -19.628   2.736
   264 10250  3.50 -0.50  2.00  0.00 -19.398 -19.612   2.800
   265 10250  4.00 -0.50  2.00  0.00 -19.329 -19.590   2.863
   266 10250  4.50 -0.50  2.00  0.00 -19.260 -19.562   2.918
   267 10250  5.00 -0.50  2.00  0.00 -19.198 -19.529   2.958
   268 10500  2.00 -0.50  2.00  0.00 -19.602 -19.679   2.619
   269 10500  2.50 -0.50  2.00  0.00 -19.575 -19.691   2.671
   270 10500  3.00 -0.50  2.00  0.00 -19.528 -19.686   2.727
   271 10500  3.50 -0.50  2.00  0.00 -19.469 -19.672   2.787
   272 10500  4.00 -0.50  2.00  0.00 -19.402 -19.651   2.849
   273 10500  4.50 -0.50  2.00  0.00 -19.332 -19.624   2.905
   274 10500  5.00 -0.50  2.00  0.00 -19.266 -19.592   2.950
   275 10750  2.00 -0.50  2.00  0.00 -19.661 -19.733   2.616
   276 10750  2.50 -0.50  2.00  0.00 -19.637 -19.746   2.666
   277 10750  3.00 -0.50  2.00  0.00 -19.593 -19.742   2.719
   278 10750  3.50 -0.50  2.00  0.00 -19.536 -19.729   2.776
   279 10750  4.00 -0.50  2.00  0.00 -19.471 -19.709   2.836
   280 10750  4.50 -0.50  2.00  0.00 -19.401 -19.683   2.892
   281 10750  5.00 -0.50  2.00  0.00 -19.333 -19.652   2.940
   282 11000  2.00 -0.50  2.00  0.00 -19.718 -19.785   2.612
   283 11000  2.50 -0.50  2.00  0.00 -19.696 -19.799   2.660
   284 11000  3.00 -0.50  2.00  0.00 -19.654 -19.796   2.710
   285 11000  3.50 -0.50  2.00  0.00 -19.599 -19.783   2.765
   286 11000  4.00 -0.50  2.00  0.00 -19.536 -19.764   2.822
   287 11000  4.50 -0.50  2.00  0.00 -19.467 -19.739   2.879
   288 11000  5.00 -0.50  2.00  0.00 -19.399 -19.709   2.929
   289 11250  2.00 -0.50  2.00  0.00 -19.771 -19.834   2.607
   290 11250  2.50 -0.50  2.00  0.00 -19.751 -19.850   2.653
   291 11250  3.00 -0.50  2.00  0.00 -19.711 -19.847   2.701
   292 11250  3.50 -0.50  2.00  0.00 -19.659 -19.834   2.754
   293 11250  4.00 -0.50  2.00  0.00 -19.598 -19.816   2.809
   294 11250  4.50 -0.50  2.00  0.00 -19.531 -19.792   2.866
   295 11250  5.00 -0.50  2.00  0.00 -19.462 -19.763   2.918
   296 11500  2.00 -0.50  2.00  0.00 -19.823 -19.882   2.602
   297 11500  2.50 -0.50  2.00  0.00 -19.805 -19.898   2.647
   298 11500  3.00 -0.50  2.00  0.00 -19.766 -19.896   2.694
   299 11500  3.50 -0.50  2.00  0.00 -19.716 -19.884   2.744
   300 11500  4.00 -0.50  2.00  0.00 -19.657 -19.866   2.798
   301 11500  4.50 -0.50  2.00  0.00 -19.591 -19.843   2.854
   302 11500  5.00 -0.50  2.00  0.00 -19.523 -19.815   2.906
   303 11750  2.00 -0.50  2.00  0.00 -19.872 -19.928   2.598
   304 11750  2.50 -0.50  2.00  0.00 -19.855 -19.945   2.641
   305 11750  3.00 -0.50  2.00  0.00 -19.819 -19.942   2.686
   306 11750  3.50 -0.50  2.00  0.00 -19.770 -19.931   2.735
   307 11750  4.00 -0.50  2.00  0.00 -19.713 -19.914   2.788
   308 11750  4.50 -0.50  2.00  0.00 -19.648 -19.892   2.842
   309 11750  5.00 -0.50  2.00  0.00 -19.581 -19.864   2.895
   310 12000  2.50 -0.50  2.00  0.00 -19.904 -19.989   2.636
   311 12000  3.00 -0.50  2.00  0.00 -19.869 -19.988   2.680
   312 12000  3.50 -0.50  2.00  0.00 -19.822 -19.977   2.727
   313 12000  4.00 -0.50  2.00  0.00 -19.766 -19.960   2.778
   314 12000  4.50 -0.50  2.00  0.00 -19.703 -19.938   2.831
   315 12000  5.00 -0.50  2.00  0.00 -19.637 -19.912   2.883
   316 12250  2.50 -0.50  2.00  0.00 -19.951 -20.033   2.631
   317 12250  3.00 -0.50  2.00  0.00 -19.917 -20.031   2.674
   318 12250  3.50 -0.50  2.00  0.00 -19.871 -20.021   2.720
   319 12250  4.00 -0.50  2.00  0.00 -19.817 -20.004   2.769
   320 12250  4.50 -0.50  2.00  0.00 -19.756 -19.983   2.821
   321 12250  5.00 -0.50  2.00  0.00 -19.691 -19.958   2.873
   322 12500  2.50 -0.50  2.00  0.00 -19.997 -20.074   2.627
   323 12500  3.00 -0.50  2.00  0.00 -19.963 -20.073   2.669
   324 12500  3.50 -0.50  2.00  0.00 -19.918 -20.063   2.713
   325 12500  4.00 -0.50  2.00  0.00 -19.866 -20.047   2.761
   326 12500  4.50 -0.50  2.00  0.00 -19.806 -20.026   2.812
   327 12500  5.00 -0.50  2.00  0.00 -19.743 -20.001   2.863
   328 12750  2.50 -0.50  2.00  0.00 -20.040 -20.115   2.622
   329 12750  3.00 -0.50  2.00  0.00 -20.008 -20.114   2.664
   330 12750  3.50 -0.50  2.00  0.00 -19.964 -20.104   2.707
   331 12750  4.00 -0.50  2.00  0.00 -19.913 -20.088   2.754
   332 12750  4.50 -0.50  2.00  0.00 -19.855 -20.068   2.804
   333 12750  5.00 -0.50  2.00  0.00 -19.792 -20.044   2.853
   334 13000  2.50 -0.50  2.00  0.00 -20.083 -20.155   2.619
   335 13000  3.00 -0.50  2.00  0.00 -20.051 -20.153   2.659
   336 13000  3.50 -0.50  2.00  0.00 -20.008 -20.143   2.701
   337 13000  4.00 -0.50  2.00  0.00 -19.958 -20.128   2.747
   338 13000  4.50 -0.50  2.00  0.00 -19.901 -20.109   2.795
   339 13000  5.00 -0.50  2.00  0.00 -19.840 -20.085   2.844
   340 14000  2.00 -0.50  2.00  0.00 -20.254 -20.284   2.565
   341 14000  2.50 -0.50  2.00  0.00 -20.242 -20.303   2.605
   342 14000  3.00 -0.50  2.00  0.00 -20.210 -20.300   2.643
   343 14000  3.50 -0.50  2.00  0.00 -20.170 -20.290   2.682
   344 14000  4.00 -0.50  2.00  0.00 -20.123 -20.276   2.724
   345 14000  4.50 -0.50  2.00  0.00 -20.072 -20.258   2.768
   346 14000  5.00 -0.50  2.00  0.00 -20.016 -20.237   2.813
   347 15000  2.50 -0.50  2.00  0.00 -20.389 -20.441   2.593
   348 15000  3.00 -0.50  2.00  0.00 -20.355 -20.435   2.629
   349 15000  3.50 -0.50  2.00  0.00 -20.315 -20.423   2.666
   350 15000  4.00 -0.50  2.00  0.00 -20.271 -20.409   2.705
   351 15000  4.50 -0.50  2.00  0.00 -20.223 -20.392   2.746
   352 15000  5.00 -0.50  2.00  0.00 -20.171 -20.373   2.788
   353 16000  2.50 -0.50  2.00  0.00 -20.527 -20.570   2.582
   354 16000  3.00 -0.50  2.00  0.00 -20.490 -20.561   2.617
   355 16000  3.50 -0.50  2.00  0.00 -20.448 -20.546   2.653
   356 16000  4.00 -0.50  2.00  0.00 -20.404 -20.531   2.690
   357 16000  4.50 -0.50  2.00  0.00 -20.358 -20.514   2.728
   358 16000  5.00 -0.50  2.00  0.00 -20.310 -20.496   2.768
   359 17000  2.50 -0.50  2.00  0.00 -20.658 -20.693   2.572
   360 17000  3.00 -0.50  2.00  0.00 -20.617 -20.680   2.607
   361 17000  3.50 -0.50  2.00  0.00 -20.573 -20.662   2.641
   362 17000  4.00 -0.50  2.00  0.00 -20.528 -20.644   2.677
   363 17000  4.50 -0.50  2.00  0.00 -20.483 -20.627   2.713
   364 17000  5.00 -0.50  2.00  0.00 -20.437 -20.610   2.751
   365 18000  2.50 -0.50  2.00  0.00 -20.782 -20.811   2.562
   366 18000  3.00 -0.50  2.00  0.00 -20.739 -20.794   2.597
   367 18000  3.50 -0.50  2.00  0.00 -20.691 -20.772   2.630
   368 18000  4.00 -0.50  2.00  0.00 -20.645 -20.752   2.665
   369 18000  4.50 -0.50  2.00  0.00 -20.600 -20.734   2.700
   370 18000  5.00 -0.50  2.00  0.00 -20.554 -20.716   2.736
   371 19000  2.50 -0.50  2.00  0.00 -20.902 -20.924   2.554
   372 19000  3.00 -0.50  2.00  0.00 -20.855 -20.904   2.589
   373 19000  3.50 -0.50  2.00  0.00 -20.804 -20.878   2.621
   374 19000  4.00 -0.50  2.00  0.00 -20.756 -20.855   2.654
   375 19000  4.50 -0.50  2.00  0.00 -20.710 -20.835   2.688
   376 19000  5.00 -0.50  2.00  0.00 -20.665 -20.817   2.723
