        Teff log g  [M]  Vturb  l/H   small     big    beta
    88  5250  5.00  0.20  2.00  1.25 -16.536 -16.568   2.549
    89  5500  0.00  0.20  2.00  1.25 -16.844 -16.928   2.620
    90  5500  0.50  0.20  2.00  1.25 -16.836 -16.919   2.619
    91  5500  1.00  0.20  2.00  1.25 -16.829 -16.910   2.617
    92  5500  1.50  0.20  2.00  1.25 -16.823 -16.902   2.614
    93  5500  2.00  0.20  2.00  1.25 -16.817 -16.893   2.610
    94  5500  2.50  0.20  2.00  1.25 -16.812 -16.885   2.605
    95  5500  3.00  0.20  2.00  1.25 -16.808 -16.876   2.599
    96  5500  3.50  0.20  2.00  1.25 -16.806 -16.869   2.593
    97  5500  4.00  0.20  2.00  1.25 -16.806 -16.865   2.587
    98  5500  4.50  0.20  2.00  1.25 -16.808 -16.861   2.579
    99  5500  5.00  0.20  2.00  1.25 -16.813 -16.860   2.570
   100  5750  0.00  0.20  2.00  1.25 -17.138 -17.231   2.633
   101  5750  0.50  0.20  2.00  1.25 -17.120 -17.213   2.634
   102  5750  1.00  0.20  2.00  1.25 -17.105 -17.197   2.632
   103  5750  1.50  0.20  2.00  1.25 -17.093 -17.183   2.629
   104  5750  2.00  0.20  2.00  1.25 -17.081 -17.169   2.626
   105  5750  2.50  0.20  2.00  1.25 -17.072 -17.156   2.621
   106  5750  3.00  0.20  2.00  1.25 -17.064 -17.144   2.615
   107  5750  3.50  0.20  2.00  1.25 -17.059 -17.134   2.609
   108  5750  4.00  0.20  2.00  1.25 -17.056 -17.127   2.603
   109  5750  4.50  0.20  2.00  1.25 -17.057 -17.123   2.596
   110  5750  5.00  0.20  2.00  1.25 -17.061 -17.121   2.589
   111  6000  0.00  0.20  2.00  1.25 -17.402 -17.507   2.649
   112  6000  0.50  0.20  2.00  1.25 -17.378 -17.484   2.650
   113  6000  1.00  0.20  2.00  1.25 -17.358 -17.463   2.650
   114  6000  1.50  0.20  2.00  1.25 -17.339 -17.443   2.648
   115  6000  2.00  0.20  2.00  1.25 -17.323 -17.425   2.645
   116  6000  2.50  0.20  2.00  1.25 -17.309 -17.408   2.641
   117  6000  3.00  0.20  2.00  1.25 -17.298 -17.392   2.635
   118  6000  3.50  0.20  2.00  1.25 -17.290 -17.379   2.629
   119  6000  4.00  0.20  2.00  1.25 -17.284 -17.369   2.622
   120  6000  4.50  0.20  2.00  1.25 -17.282 -17.362   2.616
   121  6000  5.00  0.20  2.00  1.25 -17.283 -17.358   2.609
   122  6250  0.50  0.20  2.00  1.25 -17.612 -17.732   2.670
   123  6250  1.00  0.20  2.00  1.25 -17.588 -17.709   2.671
   124  6250  1.50  0.20  2.00  1.25 -17.565 -17.686   2.671
   125  6250  2.00  0.20  2.00  1.25 -17.545 -17.663   2.668
   126  6250  2.50  0.20  2.00  1.25 -17.526 -17.642   2.664
   127  6250  3.00  0.20  2.00  1.25 -17.511 -17.622   2.659
   128  6250  3.50  0.20  2.00  1.25 -17.499 -17.606   2.652
   129  6250  4.00  0.20  2.00  1.25 -17.490 -17.592   2.645
   130  6250  4.50  0.20  2.00  1.25 -17.485 -17.581   2.638
   131  6250  5.00  0.20  2.00  1.25 -17.484 -17.575   2.631
   132  6500  0.50  0.20  2.00  1.25 -17.828 -17.960   2.687
   133  6500  1.00  0.20  2.00  1.25 -17.797 -17.935   2.694
   134  6500  1.50  0.20  2.00  1.25 -17.772 -17.910   2.695
   135  6500  2.00  0.20  2.00  1.25 -17.748 -17.885   2.694
   136  6500  2.50  0.20  2.00  1.25 -17.725 -17.861   2.691
   137  6500  3.00  0.20  2.00  1.25 -17.706 -17.837   2.686
   138  6500  3.50  0.20  2.00  1.25 -17.690 -17.816   2.679
   139  6500  4.00  0.20  2.00  1.25 -17.677 -17.798   2.672
   140  6500  4.50  0.20  2.00  1.25 -17.669 -17.785   2.664
   141  6500  5.00  0.20  2.00  1.25 -17.665 -17.775   2.656
   142  6750  0.50  0.20  2.00  1.25 -18.031 -18.169   2.695
   143  6750  1.00  0.20  2.00  1.25 -17.992 -18.144   2.715
   144  6750  1.50  0.20  2.00  1.25 -17.961 -18.118   2.721
   145  6750  2.00  0.20  2.00  1.25 -17.935 -18.092   2.721
   146  6750  2.50  0.20  2.00  1.25 -17.909 -18.065   2.720
   147  6750  3.00  0.20  2.00  1.25 -17.885 -18.039   2.716
   148  6750  3.50  0.20  2.00  1.25 -17.865 -18.013   2.710
   149  6750  4.00  0.20  2.00  1.25 -17.848 -17.991   2.702
   150  6750  4.50  0.20  2.00  1.25 -17.836 -17.973   2.693
   151  6750  5.00  0.20  2.00  1.25 -17.828 -17.959   2.685
   152  7000  0.50  0.20  2.00  1.25 -18.222 -18.360   2.694
   153  7000  1.00  0.20  2.00  1.25 -18.177 -18.337   2.725
   154  7000  1.50  0.20  2.00  1.25 -18.137 -18.311   2.745
   155  7000  2.00  0.20  2.00  1.25 -18.106 -18.284   2.751
   156  7000  2.50  0.20  2.00  1.25 -18.078 -18.257   2.750
   157  7000  3.00  0.20  2.00  1.25 -18.051 -18.227   2.748
   158  7000  3.50  0.20  2.00  1.25 -18.026 -18.198   2.742
   159  7000  4.00  0.20  2.00  1.25 -18.005 -18.172   2.735
   160  7000  4.50  0.20  2.00  1.25 -17.988 -18.149   2.726
   161  7000  5.00  0.20  2.00  1.25 -17.976 -18.130   2.717
   162  7250  0.50  0.20  2.00  1.25 -18.405 -18.532   2.679
   163  7250  1.00  0.20  2.00  1.25 -18.353 -18.514   2.726
   164  7250  1.50  0.20  2.00  1.25 -18.307 -18.490   2.757
   165  7250  2.00  0.20  2.00  1.25 -18.266 -18.463   2.776
   166  7250  2.50  0.20  2.00  1.25 -18.233 -18.434   2.781
   167  7250  3.00  0.20  2.00  1.25 -18.204 -18.404   2.780
   168  7250  3.50  0.20  2.00  1.25 -18.175 -18.372   2.776
   169  7250  4.00  0.20  2.00  1.25 -18.149 -18.342   2.770
   170  7250  4.50  0.20  2.00  1.25 -18.128 -18.314   2.761
   171  7250  5.00  0.20  2.00  1.25 -18.112 -18.291   2.751
   172  7500  0.50  0.20  2.00  1.25 -18.571 -18.671   2.642
   173  7500  1.00  0.20  2.00  1.25 -18.521 -18.674   2.715
   174  7500  1.50  0.20  2.00  1.25 -18.469 -18.654   2.759
   175  7500  2.00  0.20  2.00  1.25 -18.421 -18.629   2.789
   176  7500  2.50  0.20  2.00  1.25 -18.379 -18.600   2.809
   177  7500  3.00  0.20  2.00  1.25 -18.345 -18.568   2.812
   178  7500  3.50  0.20  2.00  1.25 -18.314 -18.536   2.810
   179  7500  4.00  0.20  2.00  1.25 -18.284 -18.502   2.805
   180  7500  4.50  0.20  2.00  1.25 -18.258 -18.470   2.797
   181  7500  5.00  0.20  2.00  1.25 -18.237 -18.442   2.787
   182  7750  1.00  0.20  2.00  1.25 -18.680 -18.815   2.691
   183  7750  1.50  0.20  2.00  1.25 -18.624 -18.802   2.750
   184  7750  2.00  0.20  2.00  1.25 -18.571 -18.780   2.792
   185  7750  2.50  0.20  2.00  1.25 -18.522 -18.752   2.822
   186  7750  3.00  0.20  2.00  1.25 -18.477 -18.720   2.839
   187  7750  3.50  0.20  2.00  1.25 -18.442 -18.688   2.842
   188  7750  4.00  0.20  2.00  1.25 -18.409 -18.653   2.839
   189  7750  4.50  0.20  2.00  1.25 -18.379 -18.618   2.832
   190  7750  5.00  0.20  2.00  1.25 -18.353 -18.585   2.823
   191  8000  1.00  0.20  2.00  1.25 -18.823 -18.931   2.654
   192  8000  1.50  0.20  2.00  1.25 -18.771 -18.935   2.730
   193  8000  2.00  0.20  2.00  1.25 -18.714 -18.918   2.785
   194  8000  2.50  0.20  2.00  1.25 -18.658 -18.893   2.826
   195  8000  3.00  0.20  2.00  1.25 -18.607 -18.862   2.855
   196  8000  3.50  0.20  2.00  1.25 -18.561 -18.828   2.871
   197  8000  4.00  0.20  2.00  1.25 -18.526 -18.793   2.872
   198  8000  4.50  0.20  2.00  1.25 -18.492 -18.756   2.867
   199  8000  5.00  0.20  2.00  1.25 -18.463 -18.720   2.858
   200  8250  1.00  0.20  2.00  1.25 -18.937 -19.014   2.612
   201  8250  1.50  0.20  2.00  1.25 -18.908 -19.051   2.701
   202  8250  2.00  0.20  2.00  1.25 -18.850 -19.041   2.768
   203  8250  2.50  0.20  2.00  1.25 -18.790 -19.020   2.820
   204  8250  3.00  0.20  2.00  1.25 -18.733 -18.992   2.860
   205  8250  3.50  0.20  2.00  1.25 -18.680 -18.958   2.886
   206  8250  4.00  0.20  2.00  1.25 -18.635 -18.921   2.898
   207  8250  4.50  0.20  2.00  1.25 -18.599 -18.885   2.898
   208  8250  5.00  0.20  2.00  1.25 -18.566 -18.847   2.891
   209  8500  1.50  0.20  2.00  1.25 -19.030 -19.149   2.669
   210  8500  2.00  0.20  2.00  1.25 -18.977 -19.150   2.743
   211  8500  2.50  0.20  2.00  1.25 -18.915 -19.134   2.805
   212  8500  3.00  0.20  2.00  1.25 -18.853 -19.109   2.855
   213  8500  3.50  0.20  2.00  1.25 -18.795 -19.077   2.893
   214  8500  4.00  0.20  2.00  1.25 -18.742 -19.041   2.915
   215  8500  4.50  0.20  2.00  1.25 -18.699 -19.004   2.923
   216  8500  5.00  0.20  2.00  1.25 -18.664 -18.967   2.921
   217  8750  1.50  0.20  2.00  1.25 -19.134 -19.233   2.642
   218  8750  2.00  0.20  2.00  1.25 -19.092 -19.246   2.716
   219  8750  2.50  0.20  2.00  1.25 -19.032 -19.235   2.783
   220  8750  3.00  0.20  2.00  1.25 -18.968 -19.214   2.842
   221  8750  3.50  0.20  2.00  1.25 -18.905 -19.186   2.890
   222  8750  4.00  0.20  2.00  1.25 -18.847 -19.151   2.922
   223  8750  4.50  0.20  2.00  1.25 -18.796 -19.113   2.939
   224  8750  5.00  0.20  2.00  1.25 -18.756 -19.076   2.944
   225  9000  1.50  0.20  2.00  0.00 -19.225 -19.308   2.620
   226  9000  2.00  0.20  2.00  0.00 -19.195 -19.331   2.692
   227  9000  2.50  0.20  2.00  0.00 -19.139 -19.325   2.761
   228  9000  3.00  0.20  2.00  0.00 -19.075 -19.308   2.824
   229  9000  3.50  0.20  2.00  0.00 -19.010 -19.283   2.879
   230  9000  4.00  0.20  2.00  0.00 -18.948 -19.251   2.921
   231  9000  4.50  0.20  2.00  0.00 -18.891 -19.214   2.948
   232  9000  5.00  0.20  2.00  0.00 -18.843 -19.175   2.959
   233  9250  2.00  0.20  2.00  0.00 -19.288 -19.409   2.671
   234  9250  2.50  0.20  2.00  0.00 -19.237 -19.408   2.739
   235  9250  3.00  0.20  2.00  0.00 -19.174 -19.392   2.805
   236  9250  3.50  0.20  2.00  0.00 -19.107 -19.369   2.865
   237  9250  4.00  0.20  2.00  0.00 -19.043 -19.341   2.914
   238  9250  4.50  0.20  2.00  0.00 -18.983 -19.306   2.948
   239  9250  5.00  0.20  2.00  0.00 -18.931 -19.268   2.967
   240  9500  2.00  0.20  2.00  0.00 -19.373 -19.482   2.654
   241  9500  2.50  0.20  2.00  0.00 -19.327 -19.484   2.720
   242  9500  3.00  0.20  2.00  0.00 -19.266 -19.470   2.786
   243  9500  3.50  0.20  2.00  0.00 -19.198 -19.449   2.849
   244  9500  4.00  0.20  2.00  0.00 -19.131 -19.422   2.904
   245  9500  4.50  0.20  2.00  0.00 -19.069 -19.390   2.944
   246  9500  5.00  0.20  2.00  0.00 -19.014 -19.353   2.970
   247  9750  2.00  0.20  2.00  0.00 -19.451 -19.550   2.641
   248  9750  2.50  0.20  2.00  0.00 -19.411 -19.554   2.703
   249  9750  3.00  0.20  2.00  0.00 -19.352 -19.543   2.768
   250  9750  3.50  0.20  2.00  0.00 -19.284 -19.522   2.833
   251  9750  4.00  0.20  2.00  0.00 -19.215 -19.496   2.891
   252  9750  4.50  0.20  2.00  0.00 -19.150 -19.465   2.938
   253  9750  5.00  0.20  2.00  0.00 -19.092 -19.430   2.968
   254 10000  2.00  0.20  2.00  0.00 -19.524 -19.614   2.629
   255 10000  2.50  0.20  2.00  0.00 -19.488 -19.621   2.688
   256 10000  3.00  0.20  2.00  0.00 -19.432 -19.611   2.751
   257 10000  3.50  0.20  2.00  0.00 -19.365 -19.592   2.816
   258 10000  4.00  0.20  2.00  0.00 -19.294 -19.566   2.878
   259 10000  4.50  0.20  2.00  0.00 -19.226 -19.536   2.929
   260 10000  5.00  0.20  2.00  0.00 -19.166 -19.501   2.965
   261 10250  2.00  0.20  2.00  0.00 -19.593 -19.676   2.619
   262 10250  2.50  0.20  2.00  0.00 -19.561 -19.685   2.676
   263 10250  3.00  0.20  2.00  0.00 -19.508 -19.676   2.736
   264 10250  3.50  0.20  2.00  0.00 -19.443 -19.657   2.800
   265 10250  4.00  0.20  2.00  0.00 -19.371 -19.632   2.863
   266 10250  4.50  0.20  2.00  0.00 -19.301 -19.602   2.918
   267 10250  5.00  0.20  2.00  0.00 -19.237 -19.568   2.959
   268 10500  2.00  0.20  2.00  0.00 -19.658 -19.734   2.617
   269 10500  2.50  0.20  2.00  0.00 -19.629 -19.745   2.670
   270 10500  3.00  0.20  2.00  0.00 -19.579 -19.737   2.727
   271 10500  3.50  0.20  2.00  0.00 -19.516 -19.719   2.788
   272 10500  4.00  0.20  2.00  0.00 -19.445 -19.695   2.849
   273 10500  4.50  0.20  2.00  0.00 -19.373 -19.665   2.906
   274 10500  5.00  0.20  2.00  0.00 -19.305 -19.631   2.951
   275 10750  2.00  0.20  2.00  0.00 -19.719 -19.790   2.614
   276 10750  2.50  0.20  2.00  0.00 -19.693 -19.802   2.665
   277 10750  3.00  0.20  2.00  0.00 -19.646 -19.795   2.718
   278 10750  3.50  0.20  2.00  0.00 -19.586 -19.778   2.776
   279 10750  4.00  0.20  2.00  0.00 -19.516 -19.755   2.836
   280 10750  4.50  0.20  2.00  0.00 -19.443 -19.725   2.894
   281 10750  5.00  0.20  2.00  0.00 -19.372 -19.692   2.941
   282 11000  2.00  0.20  2.00  0.00 -19.777 -19.843   2.610
   283 11000  2.50  0.20  2.00  0.00 -19.754 -19.857   2.658
   284 11000  3.00  0.20  2.00  0.00 -19.710 -19.851   2.709
   285 11000  3.50  0.20  2.00  0.00 -19.651 -19.835   2.764
   286 11000  4.00  0.20  2.00  0.00 -19.583 -19.812   2.823
   287 11000  4.50  0.20  2.00  0.00 -19.510 -19.783   2.881
   288 11000  5.00  0.20  2.00  0.00 -19.438 -19.750   2.931
   289 11250  2.00  0.20  2.00  0.00 -19.832 -19.893   2.604
   290 11250  2.50  0.20  2.00  0.00 -19.812 -19.909   2.651
   291 11250  3.00  0.20  2.00  0.00 -19.770 -19.904   2.700
   292 11250  3.50  0.20  2.00  0.00 -19.714 -19.889   2.753
   293 11250  4.00  0.20  2.00  0.00 -19.648 -19.866   2.810
   294 11250  4.50  0.20  2.00  0.00 -19.575 -19.838   2.868
   295 11250  5.00  0.20  2.00  0.00 -19.502 -19.805   2.921
   296 11500  2.00  0.20  2.00  0.00 -19.885 -19.942   2.599
   297 11500  2.50  0.20  2.00  0.00 -19.868 -19.959   2.644
   298 11500  3.00  0.20  2.00  0.00 -19.827 -19.955   2.692
   299 11500  3.50  0.20  2.00  0.00 -19.773 -19.940   2.743
   300 11500  4.00  0.20  2.00  0.00 -19.709 -19.918   2.798
   301 11500  4.50  0.20  2.00  0.00 -19.638 -19.891   2.855
   302 11500  5.00  0.20  2.00  0.00 -19.564 -19.859   2.909
   303 11750  2.00  0.20  2.00  0.00 -19.935 -19.988   2.594
   304 11750  2.50  0.20  2.00  0.00 -19.920 -20.007   2.638
   305 11750  3.00  0.20  2.00  0.00 -19.882 -20.004   2.684
   306 11750  3.50  0.20  2.00  0.00 -19.830 -19.990   2.734
   307 11750  4.00  0.20  2.00  0.00 -19.768 -19.969   2.788
   308 11750  4.50  0.20  2.00  0.00 -19.698 -19.942   2.843
   309 11750  5.00  0.20  2.00  0.00 -19.625 -19.910   2.897
   310 12000  2.50  0.20  2.00  0.00 -19.970 -20.053   2.633
   311 12000  3.00  0.20  2.00  0.00 -19.934 -20.051   2.677
   312 12000  3.50  0.20  2.00  0.00 -19.884 -20.038   2.726
   313 12000  4.00  0.20  2.00  0.00 -19.824 -20.017   2.777
   314 12000  4.50  0.20  2.00  0.00 -19.756 -19.991   2.832
   315 12000  5.00  0.20  2.00  0.00 -19.683 -19.960   2.885
   316 12250  2.50  0.20  2.00  0.00 -20.019 -20.097   2.628
   317 12250  3.00  0.20  2.00  0.00 -19.984 -20.096   2.671
   318 12250  3.50  0.20  2.00  0.00 -19.936 -20.083   2.718
   319 12250  4.00  0.20  2.00  0.00 -19.877 -20.063   2.768
   320 12250  4.50  0.20  2.00  0.00 -19.811 -20.038   2.821
   321 12250  5.00  0.20  2.00  0.00 -19.740 -20.007   2.874
   322 12500  2.50  0.20  2.00  0.00 -20.065 -20.140   2.623
   323 12500  3.00  0.20  2.00  0.00 -20.032 -20.139   2.665
   324 12500  3.50  0.20  2.00  0.00 -19.985 -20.127   2.711
   325 12500  4.00  0.20  2.00  0.00 -19.929 -20.108   2.759
   326 12500  4.50  0.20  2.00  0.00 -19.864 -20.083   2.811
   327 12500  5.00  0.20  2.00  0.00 -19.795 -20.053   2.863
   328 12750  2.50  0.20  2.00  0.00 -20.110 -20.182   2.619
   329 12750  3.00  0.20  2.00  0.00 -20.078 -20.181   2.660
   330 12750  3.50  0.20  2.00  0.00 -20.033 -20.170   2.704
   331 12750  4.00  0.20  2.00  0.00 -19.978 -20.151   2.751
   332 12750  4.50  0.20  2.00  0.00 -19.915 -20.127   2.801
   333 12750  5.00  0.20  2.00  0.00 -19.847 -20.098   2.852
   334 13000  2.50  0.20  2.00  0.00 -20.154 -20.222   2.615
   335 13000  3.00  0.20  2.00  0.00 -20.122 -20.222   2.655
   336 13000  3.50  0.20  2.00  0.00 -20.078 -20.211   2.698
   337 13000  4.00  0.20  2.00  0.00 -20.025 -20.193   2.744
   338 13000  4.50  0.20  2.00  0.00 -19.964 -20.169   2.793
   339 13000  5.00  0.20  2.00  0.00 -19.898 -20.141   2.842
   340 14000  2.00  0.20  2.00  0.00 -20.323 -20.350   2.560
   341 14000  2.50  0.20  2.00  0.00 -20.316 -20.373   2.600
   342 14000  3.00  0.20  2.00  0.00 -20.286 -20.372   2.638
   343 14000  3.50  0.20  2.00  0.00 -20.245 -20.363   2.678
   344 14000  4.00  0.20  2.00  0.00 -20.197 -20.347   2.720
   345 14000  4.50  0.20  2.00  0.00 -20.142 -20.325   2.763
   346 14000  5.00  0.20  2.00  0.00 -20.081 -20.298   2.808
   347 15000  2.50  0.20  2.00  0.00 -20.464 -20.513   2.588
   348 15000  3.00  0.20  2.00  0.00 -20.433 -20.510   2.625
   349 15000  3.50  0.20  2.00  0.00 -20.394 -20.500   2.662
   350 15000  4.00  0.20  2.00  0.00 -20.350 -20.485   2.702
   351 15000  4.50  0.20  2.00  0.00 -20.298 -20.464   2.741
   352 15000  5.00  0.20  2.00  0.00 -20.241 -20.438   2.782
   353 16000  2.50  0.20  2.00  0.00 -20.604 -20.644   2.577
   354 16000  3.00  0.20  2.00  0.00 -20.569 -20.637   2.613
   355 16000  3.50  0.20  2.00  0.00 -20.531 -20.626   2.649
   356 16000  4.00  0.20  2.00  0.00 -20.488 -20.612   2.687
   357 16000  4.50  0.20  2.00  0.00 -20.438 -20.591   2.724
   358 16000  5.00  0.20  2.00  0.00 -20.384 -20.565   2.761
   359 17000  2.50  0.20  2.00  0.00 -20.737 -20.770   2.568
   360 17000  3.00  0.20  2.00  0.00 -20.697 -20.757   2.603
   361 17000  3.50  0.20  2.00  0.00 -20.657 -20.743   2.638
   362 17000  4.00  0.20  2.00  0.00 -20.615 -20.729   2.674
   363 17000  4.50  0.20  2.00  0.00 -20.568 -20.710   2.710
   364 17000  5.00  0.20  2.00  0.00 -20.514 -20.682   2.745
   365 18000  2.50  0.20  2.00  0.00 -20.864 -20.889   2.558
   366 18000  3.00  0.20  2.00  0.00 -20.820 -20.873   2.594
   367 18000  3.50  0.20  2.00  0.00 -20.776 -20.854   2.627
   368 18000  4.00  0.20  2.00  0.00 -20.735 -20.840   2.662
   369 18000  4.50  0.20  2.00  0.00 -20.690 -20.822   2.697
   370 18000  5.00  0.20  2.00  0.00 -20.635 -20.793   2.731
   371 19000  2.50  0.20  2.00  0.00 -20.984 -21.002   2.548
   372 19000  3.00  0.20  2.00  0.00 -20.938 -20.984   2.585
   373 19000  3.50  0.20  2.00  0.00 -20.889 -20.961   2.618
   374 19000  4.00  0.20  2.00  0.00 -20.848 -20.944   2.651
   375 19000  4.50  0.20  2.00  0.00 -20.804 -20.927   2.685
   376 19000  5.00  0.20  2.00  0.00 -20.751 -20.900   2.719
   377 20000  3.00  0.20  2.00  0.00 -21.052 -21.092   2.577
   378 20000  3.50  0.20  2.00  0.00 -20.998 -21.063   2.609
   379 20000  4.00  0.20  2.00  0.00 -20.954 -21.043   2.641
   380 20000  4.50  0.20  2.00  0.00 -20.912 -21.026   2.674
   381 20000  5.00  0.20  2.00  0.00 -20.861 -21.001   2.708
   382 21000  3.00  0.20  2.00  0.00 -21.161 -21.195   2.569
   383 21000  3.50  0.20  2.00  0.00 -21.102 -21.161   2.602
   384 21000  4.00  0.20  2.00  0.00 -21.055 -21.138   2.632
   385 21000  4.50  0.20  2.00  0.00 -21.014 -21.120   2.664
   386 21000  5.00  0.20  2.00  0.00 -20.967 -21.098   2.696
   387 22000  3.00  0.20  2.00  0.00 -21.265 -21.293   2.562
