        Teff log g  [M]  Vturb  l/H   small     big    beta
    78  5250  0.00  0.00  2.00  1.25 -16.520 -16.592   2.604
    79  5250  0.50  0.00  2.00  1.25 -16.524 -16.594   2.602
    80  5250  1.00  0.00  2.00  1.25 -16.527 -16.594   2.599
    81  5250  1.50  0.00  2.00  1.25 -16.527 -16.592   2.595
    82  5250  2.00  0.00  2.00  1.25 -16.527 -16.589   2.590
    83  5250  2.50  0.00  2.00  1.25 -16.527 -16.584   2.585
    84  5250  3.00  0.00  2.00  1.25 -16.526 -16.580   2.579
    85  5250  3.50  0.00  2.00  1.25 -16.526 -16.575   2.573
    86  5250  4.00  0.00  2.00  1.25 -16.528 -16.572   2.566
    87  5250  4.50  0.00  2.00  1.25 -16.533 -16.570   2.556
    88  5250  5.00  0.00  2.00  1.25 -16.539 -16.569   2.546
    89  5500  0.00  0.00  2.00  1.25 -16.844 -16.923   2.615
    90  5500  0.50  0.00  2.00  1.25 -16.836 -16.914   2.613
    91  5500  1.00  0.00  2.00  1.25 -16.830 -16.906   2.610
    92  5500  1.50  0.00  2.00  1.25 -16.823 -16.897   2.607
    93  5500  2.00  0.00  2.00  1.25 -16.818 -16.888   2.602
    94  5500  2.50  0.00  2.00  1.25 -16.812 -16.879   2.597
    95  5500  3.00  0.00  2.00  1.25 -16.809 -16.871   2.592
    96  5500  3.50  0.00  2.00  1.25 -16.807 -16.865   2.586
    97  5500  4.00  0.00  2.00  1.25 -16.807 -16.860   2.580
    98  5500  4.50  0.00  2.00  1.25 -16.809 -16.858   2.572
    99  5500  5.00  0.00  2.00  1.25 -16.815 -16.858   2.565
   100  5750  0.00  0.00  2.00  1.25 -17.136 -17.226   2.629
   101  5750  0.50  0.00  2.00  1.25 -17.119 -17.208   2.628
   102  5750  1.00  0.00  2.00  1.25 -17.105 -17.192   2.626
   103  5750  1.50  0.00  2.00  1.25 -17.092 -17.177   2.622
   104  5750  2.00  0.00  2.00  1.25 -17.081 -17.163   2.618
   105  5750  2.50  0.00  2.00  1.25 -17.071 -17.149   2.613
   106  5750  3.00  0.00  2.00  1.25 -17.064 -17.138   2.607
   107  5750  3.50  0.00  2.00  1.25 -17.058 -17.128   2.601
   108  5750  4.00  0.00  2.00  1.25 -17.056 -17.121   2.595
   109  5750  4.50  0.00  2.00  1.25 -17.056 -17.117   2.589
   110  5750  5.00  0.00  2.00  1.25 -17.060 -17.116   2.582
   111  6000  0.00  0.00  2.00  1.25 -17.398 -17.500   2.646
   112  6000  0.50  0.00  2.00  1.25 -17.376 -17.478   2.646
   113  6000  1.00  0.00  2.00  1.25 -17.355 -17.457   2.645
   114  6000  1.50  0.00  2.00  1.25 -17.337 -17.437   2.642
   115  6000  2.00  0.00  2.00  1.25 -17.321 -17.417   2.638
   116  6000  2.50  0.00  2.00  1.25 -17.307 -17.400   2.633
   117  6000  3.00  0.00  2.00  1.25 -17.295 -17.384   2.627
   118  6000  3.50  0.00  2.00  1.25 -17.287 -17.370   2.621
   119  6000  4.00  0.00  2.00  1.25 -17.281 -17.360   2.614
   120  6000  4.50  0.00  2.00  1.25 -17.279 -17.353   2.608
   121  6000  5.00  0.00  2.00  1.25 -17.280 -17.350   2.601
   122  6250  0.50  0.00  2.00  1.25 -17.607 -17.725   2.667
   123  6250  1.00  0.00  2.00  1.25 -17.584 -17.702   2.667
   124  6250  1.50  0.00  2.00  1.25 -17.561 -17.678   2.665
   125  6250  2.00  0.00  2.00  1.25 -17.540 -17.655   2.662
   126  6250  2.50  0.00  2.00  1.25 -17.522 -17.633   2.657
   127  6250  3.00  0.00  2.00  1.25 -17.506 -17.612   2.651
   128  6250  3.50  0.00  2.00  1.25 -17.494 -17.595   2.644
   129  6250  4.00  0.00  2.00  1.25 -17.485 -17.581   2.637
   130  6250  4.50  0.00  2.00  1.25 -17.480 -17.570   2.630
   131  6250  5.00  0.00  2.00  1.25 -17.478 -17.564   2.623
   132  6500  0.50  0.00  2.00  1.25 -17.820 -17.952   2.686
   133  6500  1.00  0.00  2.00  1.25 -17.791 -17.927   2.691
   134  6500  1.50  0.00  2.00  1.25 -17.767 -17.902   2.691
   135  6500  2.00  0.00  2.00  1.25 -17.742 -17.876   2.689
   136  6500  2.50  0.00  2.00  1.25 -17.719 -17.850   2.685
   137  6500  3.00  0.00  2.00  1.25 -17.699 -17.826   2.679
   138  6500  3.50  0.00  2.00  1.25 -17.682 -17.804   2.672
   139  6500  4.00  0.00  2.00  1.25 -17.669 -17.785   2.664
   140  6500  4.50  0.00  2.00  1.25 -17.661 -17.771   2.656
   141  6500  5.00  0.00  2.00  1.25 -17.656 -17.761   2.649
   142  6750  0.50  0.00  2.00  1.25 -18.022 -18.160   2.696
   143  6750  1.00  0.00  2.00  1.25 -17.983 -18.135   2.713
   144  6750  1.50  0.00  2.00  1.25 -17.954 -18.109   2.718
   145  6750  2.00  0.00  2.00  1.25 -17.928 -18.083   2.717
   146  6750  2.50  0.00  2.00  1.25 -17.901 -18.054   2.715
   147  6750  3.00  0.00  2.00  1.25 -17.877 -18.026   2.710
   148  6750  3.50  0.00  2.00  1.25 -17.855 -18.000   2.704
   149  6750  4.00  0.00  2.00  1.25 -17.838 -17.976   2.695
   150  6750  4.50  0.00  2.00  1.25 -17.825 -17.957   2.687
   151  6750  5.00  0.00  2.00  1.25 -17.817 -17.942   2.678
   152  7000  0.50  0.00  2.00  1.25 -18.212 -18.351   2.696
   153  7000  1.00  0.00  2.00  1.25 -18.167 -18.328   2.725
   154  7000  1.50  0.00  2.00  1.25 -18.128 -18.302   2.743
   155  7000  2.00  0.00  2.00  1.25 -18.098 -18.274   2.747
   156  7000  2.50  0.00  2.00  1.25 -18.070 -18.245   2.746
   157  7000  3.00  0.00  2.00  1.25 -18.041 -18.215   2.743
   158  7000  3.50  0.00  2.00  1.25 -18.015 -18.184   2.737
   159  7000  4.00  0.00  2.00  1.25 -17.993 -18.156   2.729
   160  7000  4.50  0.00  2.00  1.25 -17.975 -18.131   2.720
   161  7000  5.00  0.00  2.00  1.25 -17.962 -18.112   2.711
   162  7250  0.50  0.00  2.00  1.25 -18.395 -18.523   2.682
   163  7250  1.00  0.00  2.00  1.25 -18.343 -18.505   2.727
   164  7250  1.50  0.00  2.00  1.25 -18.297 -18.481   2.757
   165  7250  2.00  0.00  2.00  1.25 -18.256 -18.453   2.775
   166  7250  2.50  0.00  2.00  1.25 -18.224 -18.423   2.778
   167  7250  3.00  0.00  2.00  1.25 -18.194 -18.391   2.776
   168  7250  3.50  0.00  2.00  1.25 -18.164 -18.358   2.772
   169  7250  4.00  0.00  2.00  1.25 -18.137 -18.326   2.765
   170  7250  4.50  0.00  2.00  1.25 -18.114 -18.296   2.756
   171  7250  5.00  0.00  2.00  1.25 -18.097 -18.272   2.745
   172  7500  0.50  0.00  2.00  1.25 -18.562 -18.664   2.645
   173  7500  1.00  0.00  2.00  1.25 -18.510 -18.664   2.717
   174  7500  1.50  0.00  2.00  1.25 -18.459 -18.645   2.760
   175  7500  2.00  0.00  2.00  1.25 -18.411 -18.619   2.790
   176  7500  2.50  0.00  2.00  1.25 -18.369 -18.588   2.807
   177  7500  3.00  0.00  2.00  1.25 -18.335 -18.556   2.809
   178  7500  3.50  0.00  2.00  1.25 -18.302 -18.522   2.807
   179  7500  4.00  0.00  2.00  1.25 -18.271 -18.486   2.801
   180  7500  4.50  0.00  2.00  1.25 -18.243 -18.453   2.792
   181  7500  5.00  0.00  2.00  1.25 -18.221 -18.423   2.782
   182  7750  1.00  0.00  2.00  1.25 -18.669 -18.805   2.693
   183  7750  1.50  0.00  2.00  1.25 -18.614 -18.792   2.751
   184  7750  2.00  0.00  2.00  1.25 -18.561 -18.770   2.792
   185  7750  2.50  0.00  2.00  1.25 -18.511 -18.742   2.822
   186  7750  3.00  0.00  2.00  1.25 -18.466 -18.709   2.838
   187  7750  3.50  0.00  2.00  1.25 -18.430 -18.674   2.840
   188  7750  4.00  0.00  2.00  1.25 -18.396 -18.638   2.836
   189  7750  4.50  0.00  2.00  1.25 -18.365 -18.601   2.829
   190  7750  5.00  0.00  2.00  1.25 -18.338 -18.566   2.818
   191  8000  1.00  0.00  2.00  1.25 -18.812 -18.920   2.654
   192  8000  1.50  0.00  2.00  1.25 -18.760 -18.924   2.731
   193  8000  2.00  0.00  2.00  1.25 -18.703 -18.907   2.785
   194  8000  2.50  0.00  2.00  1.25 -18.648 -18.881   2.826
   195  8000  3.00  0.00  2.00  1.25 -18.596 -18.850   2.853
   196  8000  3.50  0.00  2.00  1.25 -18.551 -18.814   2.867
   197  8000  4.00  0.00  2.00  1.25 -18.514 -18.779   2.868
   198  8000  4.50  0.00  2.00  1.25 -18.479 -18.740   2.863
   199  8000  5.00  0.00  2.00  1.25 -18.448 -18.702   2.854
   200  8250  1.00  0.00  2.00  1.25 -18.925 -19.003   2.613
   201  8250  1.50  0.00  2.00  1.25 -18.896 -19.039   2.701
   202  8250  2.00  0.00  2.00  1.25 -18.838 -19.029   2.767
   203  8250  2.50  0.00  2.00  1.25 -18.779 -19.008   2.820
   204  8250  3.00  0.00  2.00  1.25 -18.721 -18.979   2.859
   205  8250  3.50  0.00  2.00  1.25 -18.668 -18.945   2.885
   206  8250  4.00  0.00  2.00  1.25 -18.623 -18.908   2.895
   207  8250  4.50  0.00  2.00  1.25 -18.586 -18.870   2.895
   208  8250  5.00  0.00  2.00  1.25 -18.552 -18.831   2.888
   209  8500  1.50  0.00  2.00  1.25 -19.016 -19.136   2.670
   210  8500  2.00  0.00  2.00  1.25 -18.964 -19.137   2.743
   211  8500  2.50  0.00  2.00  1.25 -18.903 -19.121   2.804
   212  8500  3.00  0.00  2.00  1.25 -18.841 -19.096   2.855
   213  8500  3.50  0.00  2.00  1.25 -18.783 -19.064   2.891
   214  8500  4.00  0.00  2.00  1.25 -18.730 -19.027   2.913
   215  8500  4.50  0.00  2.00  1.25 -18.687 -18.989   2.920
   216  8500  5.00  0.00  2.00  1.25 -18.650 -18.951   2.918
   217  8750  1.50  0.00  2.00  1.25 -19.119 -19.218   2.642
   218  8750  2.00  0.00  2.00  1.25 -19.077 -19.231   2.717
   219  8750  2.50  0.00  2.00  1.25 -19.017 -19.220   2.784
   220  8750  3.00  0.00  2.00  1.25 -18.954 -19.200   2.842
   221  8750  3.50  0.00  2.00  1.25 -18.892 -19.172   2.888
   222  8750  4.00  0.00  2.00  1.25 -18.834 -19.137   2.920
   223  8750  4.50  0.00  2.00  1.25 -18.783 -19.098   2.937
   224  8750  5.00  0.00  2.00  1.25 -18.743 -19.061   2.941
   225  9000  1.50  0.00  2.00  0.00 -19.209 -19.293   2.621
   226  9000  2.00  0.00  2.00  0.00 -19.179 -19.316   2.693
   227  9000  2.50  0.00  2.00  0.00 -19.123 -19.310   2.762
   228  9000  3.00  0.00  2.00  0.00 -19.059 -19.292   2.825
   229  9000  3.50  0.00  2.00  0.00 -18.994 -19.267   2.879
   230  9000  4.00  0.00  2.00  0.00 -18.933 -19.236   2.920
   231  9000  4.50  0.00  2.00  0.00 -18.878 -19.199   2.945
   232  9000  5.00  0.00  2.00  0.00 -18.831 -19.160   2.956
   233  9250  2.00  0.00  2.00  0.00 -19.271 -19.393   2.672
   234  9250  2.50  0.00  2.00  0.00 -19.220 -19.391   2.740
   235  9250  3.00  0.00  2.00  0.00 -19.156 -19.376   2.807
   236  9250  3.50  0.00  2.00  0.00 -19.090 -19.353   2.866
   237  9250  4.00  0.00  2.00  0.00 -19.026 -19.324   2.914
   238  9250  4.50  0.00  2.00  0.00 -18.968 -19.290   2.947
   239  9250  5.00  0.00  2.00  0.00 -18.916 -19.252   2.964
   240  9500  2.00  0.00  2.00  0.00 -19.355 -19.464   2.655
   241  9500  2.50  0.00  2.00  0.00 -19.310 -19.466   2.720
   242  9500  3.00  0.00  2.00  0.00 -19.248 -19.453   2.787
   243  9500  3.50  0.00  2.00  0.00 -19.180 -19.432   2.851
   244  9500  4.00  0.00  2.00  0.00 -19.113 -19.404   2.905
   245  9500  4.50  0.00  2.00  0.00 -19.052 -19.372   2.944
   246  9500  5.00  0.00  2.00  0.00 -18.998 -19.335   2.968
   247  9750  2.00  0.00  2.00  0.00 -19.433 -19.531   2.641
   248  9750  2.50  0.00  2.00  0.00 -19.392 -19.536   2.703
   249  9750  3.00  0.00  2.00  0.00 -19.334 -19.526   2.769
   250  9750  3.50  0.00  2.00  0.00 -19.265 -19.505   2.834
   251  9750  4.00  0.00  2.00  0.00 -19.196 -19.479   2.893
   252  9750  4.50  0.00  2.00  0.00 -19.131 -19.447   2.939
   253  9750  5.00  0.00  2.00  0.00 -19.074 -19.412   2.968
   254 10000  2.00  0.00  2.00  0.00 -19.505 -19.595   2.629
   255 10000  2.50  0.00  2.00  0.00 -19.469 -19.603   2.688
   256 10000  3.00  0.00  2.00  0.00 -19.414 -19.593   2.751
   257 10000  3.50  0.00  2.00  0.00 -19.347 -19.574   2.817
   258 10000  4.00  0.00  2.00  0.00 -19.276 -19.549   2.879
   259 10000  4.50  0.00  2.00  0.00 -19.208 -19.518   2.931
   260 10000  5.00  0.00  2.00  0.00 -19.147 -19.483   2.966
   261 10250  2.00  0.00  2.00  0.00 -19.573 -19.656   2.620
   262 10250  2.50  0.00  2.00  0.00 -19.541 -19.665   2.676
   263 10250  3.00  0.00  2.00  0.00 -19.489 -19.657   2.736
   264 10250  3.50  0.00  2.00  0.00 -19.424 -19.639   2.800
   265 10250  4.00  0.00  2.00  0.00 -19.353 -19.615   2.864
   266 10250  4.50  0.00  2.00  0.00 -19.282 -19.584   2.919
   267 10250  5.00  0.00  2.00  0.00 -19.218 -19.550   2.960
   268 10500  2.00  0.00  2.00  0.00 -19.637 -19.713   2.618
   269 10500  2.50  0.00  2.00  0.00 -19.609 -19.724   2.671
   270 10500  3.00  0.00  2.00  0.00 -19.560 -19.718   2.727
   271 10500  3.50  0.00  2.00  0.00 -19.497 -19.701   2.788
   272 10500  4.00  0.00  2.00  0.00 -19.427 -19.677   2.850
   273 10500  4.50  0.00  2.00  0.00 -19.355 -19.648   2.907
   274 10500  5.00  0.00  2.00  0.00 -19.287 -19.614   2.952
   275 10750  2.00  0.00  2.00  0.00 -19.697 -19.768   2.615
   276 10750  2.50  0.00  2.00  0.00 -19.672 -19.781   2.665
   277 10750  3.00  0.00  2.00  0.00 -19.626 -19.775   2.719
   278 10750  3.50  0.00  2.00  0.00 -19.566 -19.759   2.777
   279 10750  4.00  0.00  2.00  0.00 -19.497 -19.736   2.837
   280 10750  4.50  0.00  2.00  0.00 -19.425 -19.708   2.895
   281 10750  5.00  0.00  2.00  0.00 -19.354 -19.675   2.942
   282 11000  2.00  0.00  2.00  0.00 -19.755 -19.821   2.610
   283 11000  2.50  0.00  2.00  0.00 -19.733 -19.835   2.658
   284 11000  3.00  0.00  2.00  0.00 -19.689 -19.830   2.710
   285 11000  3.50  0.00  2.00  0.00 -19.631 -19.815   2.765
   286 11000  4.00  0.00  2.00  0.00 -19.564 -19.793   2.823
   287 11000  4.50  0.00  2.00  0.00 -19.492 -19.765   2.881
   288 11000  5.00  0.00  2.00  0.00 -19.420 -19.732   2.932
   289 11250  2.00  0.00  2.00  0.00 -19.810 -19.871   2.605
   290 11250  2.50  0.00  2.00  0.00 -19.790 -19.887   2.651
   291 11250  3.00  0.00  2.00  0.00 -19.748 -19.883   2.700
   292 11250  3.50  0.00  2.00  0.00 -19.693 -19.868   2.753
   293 11250  4.00  0.00  2.00  0.00 -19.628 -19.847   2.810
   294 11250  4.50  0.00  2.00  0.00 -19.557 -19.820   2.868
   295 11250  5.00  0.00  2.00  0.00 -19.484 -19.788   2.921
   296 11500  2.00  0.00  2.00  0.00 -19.862 -19.919   2.600
   297 11500  2.50  0.00  2.00  0.00 -19.845 -19.936   2.645
   298 11500  3.00  0.00  2.00  0.00 -19.805 -19.933   2.692
   299 11500  3.50  0.00  2.00  0.00 -19.752 -19.919   2.743
   300 11500  4.00  0.00  2.00  0.00 -19.689 -19.899   2.798
   301 11500  4.50  0.00  2.00  0.00 -19.619 -19.873   2.855
   302 11500  5.00  0.00  2.00  0.00 -19.547 -19.841   2.909
   303 11750  2.00  0.00  2.00  0.00 -19.912 -19.965   2.595
   304 11750  2.50  0.00  2.00  0.00 -19.897 -19.984   2.639
   305 11750  3.00  0.00  2.00  0.00 -19.859 -19.981   2.684
   306 11750  3.50  0.00  2.00  0.00 -19.808 -19.968   2.734
   307 11750  4.00  0.00  2.00  0.00 -19.747 -19.948   2.787
   308 11750  4.50  0.00  2.00  0.00 -19.679 -19.923   2.843
   309 11750  5.00  0.00  2.00  0.00 -19.607 -19.892   2.897
   310 12000  2.50  0.00  2.00  0.00 -19.946 -20.029   2.633
   311 12000  3.00  0.00  2.00  0.00 -19.910 -20.027   2.677
   312 12000  3.50  0.00  2.00  0.00 -19.861 -20.015   2.725
   313 12000  4.00  0.00  2.00  0.00 -19.803 -19.996   2.777
   314 12000  4.50  0.00  2.00  0.00 -19.736 -19.971   2.831
   315 12000  5.00  0.00  2.00  0.00 -19.666 -19.941   2.885
   316 12250  2.50  0.00  2.00  0.00 -19.994 -20.073   2.628
   317 12250  3.00  0.00  2.00  0.00 -19.960 -20.072   2.671
   318 12250  3.50  0.00  2.00  0.00 -19.912 -20.060   2.718
   319 12250  4.00  0.00  2.00  0.00 -19.856 -20.042   2.768
   320 12250  4.50  0.00  2.00  0.00 -19.791 -20.018   2.820
   321 12250  5.00  0.00  2.00  0.00 -19.722 -19.989   2.873
   322 12500  2.50  0.00  2.00  0.00 -20.040 -20.115   2.623
   323 12500  3.00  0.00  2.00  0.00 -20.007 -20.114   2.665
   324 12500  3.50  0.00  2.00  0.00 -19.961 -20.103   2.710
   325 12500  4.00  0.00  2.00  0.00 -19.906 -20.085   2.759
   326 12500  4.50  0.00  2.00  0.00 -19.844 -20.062   2.810
   327 12500  5.00  0.00  2.00  0.00 -19.776 -20.034   2.862
   328 12750  2.50  0.00  2.00  0.00 -20.084 -20.156   2.619
   329 12750  3.00  0.00  2.00  0.00 -20.052 -20.156   2.660
   330 12750  3.50  0.00  2.00  0.00 -20.008 -20.145   2.704
   331 12750  4.00  0.00  2.00  0.00 -19.955 -20.128   2.751
   332 12750  4.50  0.00  2.00  0.00 -19.894 -20.105   2.801
   333 12750  5.00  0.00  2.00  0.00 -19.828 -20.078   2.852
   334 13000  2.50  0.00  2.00  0.00 -20.127 -20.196   2.615
   335 13000  3.00  0.00  2.00  0.00 -20.096 -20.196   2.655
   336 13000  3.50  0.00  2.00  0.00 -20.053 -20.185   2.698
   337 13000  4.00  0.00  2.00  0.00 -20.001 -20.169   2.744
   338 13000  4.50  0.00  2.00  0.00 -19.942 -20.147   2.792
   339 13000  5.00  0.00  2.00  0.00 -19.877 -20.120   2.842
   340 14000  2.00  0.00  2.00  0.00 -20.296 -20.323   2.561
   341 14000  2.50  0.00  2.00  0.00 -20.287 -20.346   2.601
   342 14000  3.00  0.00  2.00  0.00 -20.257 -20.344   2.639
   343 14000  3.50  0.00  2.00  0.00 -20.217 -20.334   2.678
   344 14000  4.00  0.00  2.00  0.00 -20.170 -20.319   2.719
   345 14000  4.50  0.00  2.00  0.00 -20.117 -20.299   2.763
   346 14000  5.00  0.00  2.00  0.00 -20.059 -20.276   2.808
   347 15000  2.50  0.00  2.00  0.00 -20.435 -20.484   2.589
   348 15000  3.00  0.00  2.00  0.00 -20.402 -20.479   2.625
   349 15000  3.50  0.00  2.00  0.00 -20.363 -20.468   2.662
   350 15000  4.00  0.00  2.00  0.00 -20.318 -20.453   2.700
   351 15000  4.50  0.00  2.00  0.00 -20.269 -20.434   2.740
   352 15000  5.00  0.00  2.00  0.00 -20.216 -20.413   2.782
   353 16000  2.50  0.00  2.00  0.00 -20.573 -20.614   2.578
   354 16000  3.00  0.00  2.00  0.00 -20.537 -20.605   2.614
   355 16000  3.50  0.00  2.00  0.00 -20.497 -20.592   2.649
   356 16000  4.00  0.00  2.00  0.00 -20.453 -20.576   2.685
   357 16000  4.50  0.00  2.00  0.00 -20.405 -20.557   2.723
   358 16000  5.00  0.00  2.00  0.00 -20.356 -20.537   2.761
   359 17000  2.50  0.00  2.00  0.00 -20.705 -20.738   2.569
   360 17000  3.00  0.00  2.00  0.00 -20.664 -20.724   2.604
   361 17000  3.50  0.00  2.00  0.00 -20.621 -20.707   2.637
   362 17000  4.00  0.00  2.00  0.00 -20.578 -20.690   2.672
   363 17000  4.50  0.00  2.00  0.00 -20.530 -20.670   2.708
   364 17000  5.00  0.00  2.00  0.00 -20.482 -20.650   2.744
   365 18000  2.50  0.00  2.00  0.00 -20.831 -20.858   2.559
   366 18000  3.00  0.00  2.00  0.00 -20.786 -20.839   2.594
   367 18000  3.50  0.00  2.00  0.00 -20.739 -20.818   2.627
   368 18000  4.00  0.00  2.00  0.00 -20.695 -20.799   2.661
   369 18000  4.50  0.00  2.00  0.00 -20.647 -20.778   2.695
   370 18000  5.00  0.00  2.00  0.00 -20.599 -20.756   2.730
   371 19000  2.50  0.00  2.00  0.00 -20.952 -20.971   2.550
   372 19000  3.00  0.00  2.00  0.00 -20.903 -20.950   2.586
   373 19000  3.50  0.00  2.00  0.00 -20.852 -20.923   2.618
   374 19000  4.00  0.00  2.00  0.00 -20.806 -20.902   2.651
   375 19000  4.50  0.00  2.00  0.00 -20.758 -20.880   2.684
   376 19000  5.00  0.00  2.00  0.00 -20.709 -20.856   2.717
   377 20000  3.00  0.00  2.00  0.00 -21.017 -21.058   2.578
   378 20000  3.50  0.00  2.00  0.00 -20.961 -21.026   2.610
   379 20000  4.00  0.00  2.00  0.00 -20.913 -21.002   2.641
   380 20000  4.50  0.00  2.00  0.00 -20.865 -20.978   2.674
   381 20000  5.00  0.00  2.00  0.00 -20.814 -20.953   2.706
   382 21000  3.00  0.00  2.00  0.00 -21.127 -21.162   2.570
   383 21000  3.50  0.00  2.00  0.00 -21.066 -21.126   2.602
   384 21000  4.00  0.00  2.00  0.00 -21.015 -21.098   2.633
   385 21000  4.50  0.00  2.00  0.00 -20.967 -21.073   2.664
   386 21000  5.00  0.00  2.00  0.00 -20.916 -21.047   2.696
   387 22000  3.00  0.00  2.00  0.00 -21.232 -21.261   2.563
