        Teff log g  [M]a Vturb  l/H   small     big    beta
    96  5500  3.50 -4.00  2.00  1.25 -16.731 -16.765   2.553
    97  5500  4.00 -4.00  2.00  1.25 -16.727 -16.760   2.550
    98  5500  4.50 -4.00  2.00  1.25 -16.726 -16.757   2.549
    99  5500  5.00 -4.00  2.00  1.25 -16.724 -16.755   2.549
   100  5750  0.00 -4.00  2.00  1.25 -17.110 -17.182   2.604
   101  5750  0.50 -4.00  2.00  1.25 -17.091 -17.160   2.600
   102  5750  1.00 -4.00  2.00  1.25 -17.071 -17.136   2.595
   103  5750  1.50 -4.00  2.00  1.25 -17.048 -17.109   2.590
   104  5750  2.00 -4.00  2.00  1.25 -17.025 -17.082   2.584
   105  5750  2.50 -4.00  2.00  1.25 -17.001 -17.054   2.578
   106  5750  3.00 -4.00  2.00  1.25 -16.980 -17.030   2.574
   107  5750  3.50 -4.00  2.00  1.25 -16.965 -17.011   2.569
   108  5750  4.00 -4.00  2.00  1.25 -16.958 -17.001   2.565
   109  5750  4.50 -4.00  2.00  1.25 -16.956 -16.997   2.562
   110  5750  5.00 -4.00  2.00  1.25 -16.956 -16.996   2.560
   111  6000  0.00 -4.00  2.00  1.25 -17.362 -17.449   2.625
   112  6000  0.50 -4.00  2.00  1.25 -17.337 -17.423   2.623
   113  6000  1.00 -4.00  2.00  1.25 -17.312 -17.394   2.619
   114  6000  1.50 -4.00  2.00  1.25 -17.285 -17.363   2.613
   115  6000  2.00 -4.00  2.00  1.25 -17.257 -17.331   2.608
   116  6000  2.50 -4.00  2.00  1.25 -17.229 -17.299   2.601
   117  6000  3.00 -4.00  2.00  1.25 -17.204 -17.269   2.595
   118  6000  3.50 -4.00  2.00  1.25 -17.183 -17.243   2.589
   119  6000  4.00 -4.00  2.00  1.25 -17.169 -17.226   2.584
   120  6000  4.50 -4.00  2.00  1.25 -17.164 -17.217   2.579
   121  6000  5.00 -4.00  2.00  1.25 -17.164 -17.215   2.575
   122  6250  0.50 -4.00  2.00  1.25 -17.563 -17.666   2.646
   123  6250  1.00 -4.00  2.00  1.25 -17.535 -17.636   2.644
   124  6250  1.50 -4.00  2.00  1.25 -17.504 -17.602   2.641
   125  6250  2.00 -4.00  2.00  1.25 -17.472 -17.567   2.635
   126  6250  2.50 -4.00  2.00  1.25 -17.441 -17.530   2.628
   127  6250  3.00 -4.00  2.00  1.25 -17.411 -17.495   2.621
   128  6250  3.50 -4.00  2.00  1.25 -17.385 -17.463   2.614
   129  6250  4.00 -4.00  2.00  1.25 -17.365 -17.439   2.607
   130  6250  4.50 -4.00  2.00  1.25 -17.354 -17.423   2.601
   131  6250  5.00 -4.00  2.00  1.25 -17.351 -17.416   2.595
   132  6500  0.50 -4.00  2.00  1.25 -17.770 -17.890   2.670
   133  6500  1.00 -4.00  2.00  1.25 -17.741 -17.861   2.671
   134  6500  1.50 -4.00  2.00  1.25 -17.708 -17.827   2.669
   135  6500  2.00 -4.00  2.00  1.25 -17.673 -17.789   2.665
   136  6500  2.50 -4.00  2.00  1.25 -17.638 -17.749   2.659
   137  6500  3.00 -4.00  2.00  1.25 -17.604 -17.710   2.651
   138  6500  3.50 -4.00  2.00  1.25 -17.574 -17.674   2.643
   139  6500  4.00 -4.00  2.00  1.25 -17.549 -17.642   2.634
   140  6500  4.50 -4.00  2.00  1.25 -17.531 -17.619   2.627
   141  6500  5.00 -4.00  2.00  1.25 -17.523 -17.606   2.620
   142  6750  0.50 -4.00  2.00  1.25 -17.967 -18.099   2.687
   143  6750  1.00 -4.00  2.00  1.25 -17.929 -18.070   2.698
   144  6750  1.50 -4.00  2.00  1.25 -17.897 -18.037   2.698
   145  6750  2.00 -4.00  2.00  1.25 -17.860 -17.999   2.697
   146  6750  2.50 -4.00  2.00  1.25 -17.822 -17.958   2.692
   147  6750  3.00 -4.00  2.00  1.25 -17.785 -17.915   2.685
   148  6750  3.50 -4.00  2.00  1.25 -17.750 -17.874   2.675
   149  6750  4.00 -4.00  2.00  1.25 -17.720 -17.837   2.666
   150  6750  4.50 -4.00  2.00  1.25 -17.697 -17.807   2.657
   151  6750  5.00 -4.00  2.00  1.25 -17.683 -17.787   2.648
   152  7000  0.50 -4.00  2.00  1.25 -18.156 -18.291   2.691
   153  7000  1.00 -4.00  2.00  1.25 -18.110 -18.264   2.716
   154  7000  1.50 -4.00  2.00  1.25 -18.070 -18.232   2.727
   155  7000  2.00 -4.00  2.00  1.25 -18.034 -18.196   2.728
   156  7000  2.50 -4.00  2.00  1.25 -17.994 -18.154   2.726
   157  7000  3.00 -4.00  2.00  1.25 -17.954 -18.110   2.720
   158  7000  3.50 -4.00  2.00  1.25 -17.915 -18.066   2.711
   159  7000  4.00 -4.00  2.00  1.25 -17.881 -18.024   2.701
   160  7000  4.50 -4.00  2.00  1.25 -17.853 -17.988   2.690
   161  7000  5.00 -4.00  2.00  1.25 -17.833 -17.960   2.680
   162  7250  0.50 -4.00  2.00  1.25 -18.336 -18.465   2.683
   163  7250  1.00 -4.00  2.00  1.25 -18.285 -18.442   2.722
   164  7250  1.50 -4.00  2.00  1.25 -18.237 -18.413   2.747
   165  7250  2.00 -4.00  2.00  1.25 -18.194 -18.378   2.758
   166  7250  2.50 -4.00  2.00  1.25 -18.154 -18.339   2.759
   167  7250  3.00 -4.00  2.00  1.25 -18.112 -18.295   2.756
   168  7250  3.50 -4.00  2.00  1.25 -18.071 -18.248   2.749
   169  7250  4.00 -4.00  2.00  1.25 -18.033 -18.202   2.738
   170  7250  4.50 -4.00  2.00  1.25 -18.000 -18.161   2.727
   171  7250  5.00 -4.00  2.00  1.25 -17.974 -18.127   2.715
   172  7500  0.50 -4.00  2.00  1.25 -18.504 -18.612   2.654
   173  7500  1.00 -4.00  2.00  1.25 -18.449 -18.603   2.716
   174  7500  1.50 -4.00  2.00  1.25 -18.397 -18.578   2.753
   175  7500  2.00 -4.00  2.00  1.25 -18.346 -18.546   2.779
   176  7500  2.50 -4.00  2.00  1.25 -18.301 -18.508   2.789
   177  7500  3.00 -4.00  2.00  1.25 -18.260 -18.468   2.790
   178  7500  3.50 -4.00  2.00  1.25 -18.216 -18.421   2.786
   179  7500  4.00 -4.00  2.00  1.25 -18.175 -18.373   2.777
   180  7500  4.50 -4.00  2.00  1.25 -18.138 -18.327   2.765
   181  7500  5.00 -4.00  2.00  1.25 -18.107 -18.287   2.752
   182  7750  1.00 -4.00  2.00  1.25 -18.604 -18.742   2.695
   183  7750  1.50 -4.00  2.00  1.25 -18.548 -18.725   2.749
   184  7750  2.00 -4.00  2.00  1.25 -18.493 -18.698   2.786
   185  7750  2.50 -4.00  2.00  1.25 -18.441 -18.664   2.811
   186  7750  3.00 -4.00  2.00  1.25 -18.395 -18.625   2.821
   187  7750  3.50 -4.00  2.00  1.25 -18.352 -18.582   2.821
   188  7750  4.00 -4.00  2.00  1.25 -18.309 -18.534   2.815
   189  7750  4.50 -4.00  2.00  1.25 -18.268 -18.485   2.804
   190  7750  5.00 -4.00  2.00  1.25 -18.232 -18.440   2.791
   191  8000  1.00 -4.00  2.00  1.25 -18.744 -18.857   2.662
   192  8000  1.50 -4.00  2.00  1.25 -18.690 -18.856   2.733
   193  8000  2.00 -4.00  2.00  1.25 -18.632 -18.834   2.783
   194  8000  2.50 -4.00  2.00  1.25 -18.575 -18.804   2.819
   195  8000  3.00 -4.00  2.00  1.25 -18.521 -18.767   2.842
   196  8000  3.50 -4.00  2.00  1.25 -18.476 -18.728   2.851
   197  8000  4.00 -4.00  2.00  1.25 -18.433 -18.685   2.850
   198  8000  4.50 -4.00  2.00  1.25 -18.390 -18.636   2.842
   199  8000  5.00 -4.00  2.00  1.25 -18.351 -18.587   2.829
   200  8250  1.00 -4.00  2.00  1.25 -18.856 -18.940   2.621
   201  8250  1.50 -4.00  2.00  1.25 -18.820 -18.967   2.707
   202  8250  2.00 -4.00  2.00  1.25 -18.761 -18.954   2.770
   203  8250  2.50 -4.00  2.00  1.25 -18.700 -18.929   2.819
   204  8250  3.00 -4.00  2.00  1.25 -18.643 -18.896   2.853
   205  8250  3.50 -4.00  2.00  1.25 -18.590 -18.858   2.872
   206  8250  4.00 -4.00  2.00  1.25 -18.548 -18.820   2.879
   207  8250  4.50 -4.00  2.00  1.25 -18.505 -18.776   2.876
   208  8250  5.00 -4.00  2.00  1.25 -18.464 -18.727   2.866
   209  8500  1.50 -4.00  2.00  1.25 -18.936 -19.061   2.677
   210  8500  2.00 -4.00  2.00  1.25 -18.881 -19.059   2.749
   211  8500  2.50 -4.00  2.00  1.25 -18.819 -19.040   2.808
   212  8500  3.00 -4.00  2.00  1.25 -18.757 -19.011   2.854
   213  8500  3.50 -4.00  2.00  1.25 -18.700 -18.976   2.884
   214  8500  4.00 -4.00  2.00  1.25 -18.650 -18.938   2.900
   215  8500  4.50 -4.00  2.00  1.25 -18.611 -18.902   2.904
   216  8500  5.00 -4.00  2.00  1.25 -18.569 -18.857   2.899
   217  8750  1.50 -4.00  2.00  1.25 -19.035 -19.139   2.649
   218  8750  2.00 -4.00  2.00  1.25 -18.991 -19.150   2.725
   219  8750  2.50 -4.00  2.00  1.25 -18.929 -19.137   2.791
   220  8750  3.00 -4.00  2.00  1.25 -18.865 -19.114   2.846
   221  8750  3.50 -4.00  2.00  1.25 -18.804 -19.083   2.887
   222  8750  4.00 -4.00  2.00  1.25 -18.749 -19.046   2.913
   223  8750  4.50 -4.00  2.00  1.25 -18.704 -19.010   2.924
   224  8750  5.00 -4.00  2.00  1.25 -18.667 -18.975   2.927
   225  9000  1.50 -4.00  2.00  0.00 -19.120 -19.208   2.626
   226  9000  2.00 -4.00  2.00  0.00 -19.089 -19.231   2.700
   227  9000  2.50 -4.00  2.00  0.00 -19.031 -19.224   2.771
   228  9000  3.00 -4.00  2.00  0.00 -18.966 -19.205   2.833
   229  9000  3.50 -4.00  2.00  0.00 -18.902 -19.178   2.884
   230  9000  4.00 -4.00  2.00  0.00 -18.843 -19.145   2.919
   231  9000  4.50 -4.00  2.00  0.00 -18.792 -19.108   2.937
   232  9000  5.00 -4.00  2.00  0.00 -18.754 -19.075   2.945
   233  9250  2.00 -4.00  2.00  0.00 -19.176 -19.303   2.679
   234  9250  2.50 -4.00  2.00  0.00 -19.125 -19.303   2.749
   235  9250  3.00 -4.00  2.00  0.00 -19.061 -19.288   2.816
   236  9250  3.50 -4.00  2.00  0.00 -18.995 -19.264   2.874
   237  9250  4.00 -4.00  2.00  0.00 -18.933 -19.234   2.918
   238  9250  4.50 -4.00  2.00  0.00 -18.878 -19.199   2.944
   239  9250  5.00 -4.00  2.00  0.00 -18.834 -19.163   2.956
   240  9500  2.00 -4.00  2.00  0.00 -19.255 -19.369   2.662
   241  9500  2.50 -4.00  2.00  0.00 -19.210 -19.373   2.729
   242  9500  3.00 -4.00  2.00  0.00 -19.149 -19.362   2.798
   243  9500  3.50 -4.00  2.00  0.00 -19.083 -19.342   2.861
   244  9500  4.00 -4.00  2.00  0.00 -19.019 -19.315   2.912
   245  9500  4.50 -4.00  2.00  0.00 -18.961 -19.283   2.947
   246  9500  5.00 -4.00  2.00  0.00 -18.911 -19.247   2.965
   247  9750  2.00 -4.00  2.00  0.00 -19.327 -19.431   2.648
   248  9750  2.50 -4.00  2.00  0.00 -19.289 -19.439   2.711
   249  9750  3.00 -4.00  2.00  0.00 -19.232 -19.431   2.779
   250  9750  3.50 -4.00  2.00  0.00 -19.166 -19.414   2.845
   251  9750  4.00 -4.00  2.00  0.00 -19.100 -19.390   2.902
   252  9750  4.50 -4.00  2.00  0.00 -19.040 -19.360   2.944
   253  9750  5.00 -4.00  2.00  0.00 -18.987 -19.325   2.969
   254 10000  2.00 -4.00  2.00  0.00 -19.394 -19.490   2.637
   255 10000  2.50 -4.00  2.00  0.00 -19.361 -19.500   2.697
   256 10000  3.00 -4.00  2.00  0.00 -19.308 -19.495   2.761
   257 10000  3.50 -4.00  2.00  0.00 -19.245 -19.480   2.828
   258 10000  4.00 -4.00  2.00  0.00 -19.178 -19.458   2.890
   259 10000  4.50 -4.00  2.00  0.00 -19.115 -19.431   2.938
   260 10000  5.00 -4.00  2.00  0.00 -19.059 -19.398   2.969
   261 10250  2.00 -4.00  2.00  0.00 -19.458 -19.547   2.628
   262 10250  2.50 -4.00  2.00  0.00 -19.427 -19.558   2.685
   263 10250  3.00 -4.00  2.00  0.00 -19.379 -19.554   2.747
   264 10250  3.50 -4.00  2.00  0.00 -19.318 -19.542   2.812
   265 10250  4.00 -4.00  2.00  0.00 -19.252 -19.522   2.875
   266 10250  4.50 -4.00  2.00  0.00 -19.187 -19.496   2.928
   267 10250  5.00 -4.00  2.00  0.00 -19.129 -19.466   2.965
   268 10500  2.00 -4.00  2.00  0.00 -19.518 -19.602   2.627
   269 10500  2.50 -4.00  2.00  0.00 -19.490 -19.613   2.680
   270 10500  3.00 -4.00  2.00  0.00 -19.445 -19.611   2.738
   271 10500  3.50 -4.00  2.00  0.00 -19.388 -19.600   2.799
   272 10500  4.00 -4.00  2.00  0.00 -19.323 -19.582   2.862
   273 10500  4.50 -4.00  2.00  0.00 -19.257 -19.558   2.917
   274 10500  5.00 -4.00  2.00  0.00 -19.197 -19.529   2.958
   275 10750  2.00 -4.00  2.00  0.00 -19.576 -19.654   2.625
   276 10750  2.50 -4.00  2.00  0.00 -19.549 -19.666   2.675
   277 10750  3.00 -4.00  2.00  0.00 -19.507 -19.664   2.729
   278 10750  3.50 -4.00  2.00  0.00 -19.453 -19.654   2.788
   279 10750  4.00 -4.00  2.00  0.00 -19.390 -19.638   2.849
   280 10750  4.50 -4.00  2.00  0.00 -19.324 -19.616   2.906
   281 10750  5.00 -4.00  2.00  0.00 -19.262 -19.589   2.950
   282 11000  2.00 -4.00  2.00  0.00 -19.631 -19.705   2.621
   283 11000  2.50 -4.00  2.00  0.00 -19.606 -19.717   2.669
   284 11000  3.00 -4.00  2.00  0.00 -19.565 -19.715   2.721
   285 11000  3.50 -4.00  2.00  0.00 -19.514 -19.706   2.777
   286 11000  4.00 -4.00  2.00  0.00 -19.454 -19.692   2.836
   287 11000  4.50 -4.00  2.00  0.00 -19.389 -19.671   2.893
   288 11000  5.00 -4.00  2.00  0.00 -19.326 -19.645   2.941
   289 11250  2.00 -4.00  2.00  0.00 -19.684 -19.754   2.616
   290 11250  2.50 -4.00  2.00  0.00 -19.660 -19.766   2.663
   291 11250  3.00 -4.00  2.00  0.00 -19.621 -19.765   2.712
   292 11250  3.50 -4.00  2.00  0.00 -19.572 -19.756   2.766
   293 11250  4.00 -4.00  2.00  0.00 -19.514 -19.743   2.823
   294 11250  4.50 -4.00  2.00  0.00 -19.451 -19.724   2.881
   295 11250  5.00 -4.00  2.00  0.00 -19.387 -19.699   2.932
   296 11500  2.00 -4.00  2.00  0.00 -19.736 -19.802   2.611
   297 11500  2.50 -4.00  2.00  0.00 -19.713 -19.814   2.657
   298 11500  3.00 -4.00  2.00  0.00 -19.674 -19.812   2.705
   299 11500  3.50 -4.00  2.00  0.00 -19.627 -19.804   2.757
   300 11500  4.00 -4.00  2.00  0.00 -19.571 -19.791   2.812
   301 11500  4.50 -4.00  2.00  0.00 -19.510 -19.773   2.869
   302 11500  5.00 -4.00  2.00  0.00 -19.446 -19.750   2.922
   303 11750  2.00 -4.00  2.00  0.00 -19.785 -19.848   2.607
   304 11750  2.50 -4.00  2.00  0.00 -19.763 -19.860   2.652
   305 11750  3.00 -4.00  2.00  0.00 -19.725 -19.858   2.698
   306 11750  3.50 -4.00  2.00  0.00 -19.679 -19.850   2.748
   307 11750  4.00 -4.00  2.00  0.00 -19.626 -19.838   2.802
   308 11750  4.50 -4.00  2.00  0.00 -19.566 -19.821   2.858
   309 11750  5.00 -4.00  2.00  0.00 -19.504 -19.799   2.911
   310 12000  2.50 -4.00  2.00  0.00 -19.811 -19.905   2.647
   311 12000  3.00 -4.00  2.00  0.00 -19.774 -19.902   2.692
   312 12000  3.50 -4.00  2.00  0.00 -19.729 -19.894   2.741
   313 12000  4.00 -4.00  2.00  0.00 -19.678 -19.883   2.793
   314 12000  4.50 -4.00  2.00  0.00 -19.620 -19.867   2.847
   315 12000  5.00 -4.00  2.00  0.00 -19.559 -19.846   2.900
   316 12250  2.50 -4.00  2.00  0.00 -19.859 -19.948   2.642
   317 12250  3.00 -4.00  2.00  0.00 -19.822 -19.945   2.686
   318 12250  3.50 -4.00  2.00  0.00 -19.778 -19.937   2.734
   319 12250  4.00 -4.00  2.00  0.00 -19.728 -19.926   2.784
   320 12250  4.50 -4.00  2.00  0.00 -19.671 -19.910   2.837
   321 12250  5.00 -4.00  2.00  0.00 -19.612 -19.891   2.889
   322 12500  2.50 -4.00  2.00  0.00 -19.904 -19.991   2.638
   323 12500  3.00 -4.00  2.00  0.00 -19.868 -19.987   2.681
   324 12500  3.50 -4.00  2.00  0.00 -19.824 -19.979   2.727
   325 12500  4.00 -4.00  2.00  0.00 -19.775 -19.968   2.777
   326 12500  4.50 -4.00  2.00  0.00 -19.721 -19.953   2.828
   327 12500  5.00 -4.00  2.00  0.00 -19.663 -19.934   2.879
   328 12750  2.50 -4.00  2.00  0.00 -19.949 -20.032   2.634
   329 12750  3.00 -4.00  2.00  0.00 -19.912 -20.028   2.676
   330 12750  3.50 -4.00  2.00  0.00 -19.869 -20.020   2.722
   331 12750  4.00 -4.00  2.00  0.00 -19.821 -20.009   2.769
   332 12750  4.50 -4.00  2.00  0.00 -19.769 -19.994   2.820
   333 12750  5.00 -4.00  2.00  0.00 -19.712 -19.976   2.870
   334 13000  2.50 -4.00  2.00  0.00 -19.992 -20.072   2.630
   335 13000  3.00 -4.00  2.00  0.00 -19.955 -20.068   2.672
   336 13000  3.50 -4.00  2.00  0.00 -19.913 -20.059   2.716
   337 13000  4.00 -4.00  2.00  0.00 -19.866 -20.048   2.763
   338 13000  4.50 -4.00  2.00  0.00 -19.814 -20.034   2.812
   339 13000  5.00 -4.00  2.00  0.00 -19.759 -20.017   2.861
   340 14000  2.00 -4.00  2.00  0.00 -20.173 -20.210   2.574
   341 14000  2.50 -4.00  2.00  0.00 -20.154 -20.224   2.615
   342 14000  3.00 -4.00  2.00  0.00 -20.118 -20.218   2.656
   343 14000  3.50 -4.00  2.00  0.00 -20.076 -20.208   2.697
   344 14000  4.00 -4.00  2.00  0.00 -20.031 -20.196   2.740
   345 14000  4.50 -4.00  2.00  0.00 -19.983 -20.183   2.786
   346 14000  5.00 -4.00  2.00  0.00 -19.933 -20.168   2.831
   347 15000  2.50 -4.00  2.00  0.00 -20.303 -20.363   2.603
   348 15000  3.00 -4.00  2.00  0.00 -20.266 -20.355   2.642
   349 15000  3.50 -4.00  2.00  0.00 -20.224 -20.344   2.681
   350 15000  4.00 -4.00  2.00  0.00 -20.180 -20.332   2.722
   351 15000  4.50 -4.00  2.00  0.00 -20.135 -20.318   2.765
   352 15000  5.00 -4.00  2.00  0.00 -20.088 -20.304   2.807
   353 16000  2.50 -4.00  2.00  0.00 -20.441 -20.492   2.592
   354 16000  3.00 -4.00  2.00  0.00 -20.403 -20.483   2.630
   355 16000  3.50 -4.00  2.00  0.00 -20.361 -20.470   2.667
   356 16000  4.00 -4.00  2.00  0.00 -20.317 -20.457   2.707
   357 16000  4.50 -4.00  2.00  0.00 -20.273 -20.443   2.747
   358 16000  5.00 -4.00  2.00  0.00 -20.228 -20.429   2.787
   359 17000  2.50 -4.00  2.00  0.00 -20.569 -20.612   2.582
   360 17000  3.00 -4.00  2.00  0.00 -20.531 -20.603   2.619
   361 17000  3.50 -4.00  2.00  0.00 -20.488 -20.588   2.655
   362 17000  4.00 -4.00  2.00  0.00 -20.445 -20.573   2.693
   363 17000  4.50 -4.00  2.00  0.00 -20.401 -20.559   2.732
   364 17000  5.00 -4.00  2.00  0.00 -20.358 -20.545   2.770
   365 18000  2.50 -4.00  2.00  0.00 -20.688 -20.725   2.572
   366 18000  3.00 -4.00  2.00  0.00 -20.651 -20.715   2.609
   367 18000  3.50 -4.00  2.00  0.00 -20.608 -20.699   2.644
   368 18000  4.00 -4.00  2.00  0.00 -20.564 -20.683   2.680
   369 18000  4.50 -4.00  2.00  0.00 -20.521 -20.669   2.718
   370 18000  5.00 -4.00  2.00  0.00 -20.478 -20.655   2.755
   371 19000  2.50 -4.00  2.00  0.00 -20.801 -20.831   2.564
   372 19000  3.00 -4.00  2.00  0.00 -20.765 -20.822   2.599
   373 19000  3.50 -4.00  2.00  0.00 -20.721 -20.804   2.633
   374 19000  4.00 -4.00  2.00  0.00 -20.677 -20.788   2.669
   375 19000  4.50 -4.00  2.00  0.00 -20.634 -20.772   2.705
   376 19000  5.00 -4.00  2.00  0.00 -20.592 -20.758   2.741
