
       Teff log g  [M]  Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
   49  4500  2.00  0.50  2.00  1.25  0.00 -12.884 -14.835 -15.540 -23.168  -0.654   1.596   1.308   1.292
   50  4500  2.50  0.50  2.00  1.25  0.00 -13.013 -14.868 -15.534 -23.168  -0.660   1.496   1.270   1.254
   51  4500  3.00  0.50  2.00  1.25  0.00 -13.114 -14.892 -15.526 -23.168  -0.668   1.418   1.237   1.221
   52  4500  3.50  0.50  2.00  1.25  0.00 -13.184 -14.907 -15.514 -23.168  -0.680   1.361   1.211   1.195
   53  4500  4.00  0.50  2.00  1.25  0.00 -13.225 -14.911 -15.499 -23.168  -0.695   1.323   1.191   1.175
   54  4500  4.50  0.50  2.00  1.25  0.00 -13.243 -14.905 -15.481 -23.168  -0.713   1.298   1.180   1.164
   55  4500  5.00  0.50  2.00  1.25  0.00 -13.251 -14.891 -15.463 -23.168  -0.732   1.275   1.175   1.159
   56  4750  0.00  0.50  2.00  1.25  0.00 -13.194 -15.208 -15.936 -23.403  -0.493   1.662   1.332   1.316
   57  4750  0.50  0.50  2.00  1.25  0.00 -13.311 -15.243 -15.937 -23.403  -0.492   1.577   1.297   1.281
   58  4750  1.00  0.50  2.00  1.25  0.00 -13.431 -15.276 -15.937 -23.403  -0.492   1.489   1.264   1.248
   59  4750  1.50  0.50  2.00  1.25  0.00 -13.549 -15.308 -15.936 -23.403  -0.493   1.400   1.232   1.216
   60  4750  2.00  0.50  2.00  1.25  0.00 -13.662 -15.338 -15.934 -23.403  -0.495   1.315   1.200   1.184
   61  4750  2.50  0.50  2.00  1.25  0.00 -13.763 -15.365 -15.931 -23.403  -0.498   1.240   1.169   1.153
   62  4750  3.00  0.50  2.00  1.25  0.00 -13.846 -15.389 -15.925 -23.403  -0.504   1.179   1.140   1.124
   63  4750  3.50  0.50  2.00  1.25  0.00 -13.905 -15.406 -15.916 -23.403  -0.513   1.135   1.114   1.098
   64  4750  4.00  0.50  2.00  1.25  0.00 -13.935 -15.414 -15.905 -23.403  -0.524   1.112   1.094   1.078
   65  4750  4.50  0.50  2.00  1.25  0.00 -13.940 -15.412 -15.890 -23.403  -0.538   1.104   1.082   1.066
   66  4750  5.00  0.50  2.00  1.25  0.00 -13.926 -15.401 -15.873 -23.403  -0.556   1.107   1.076   1.060
   67  5000  0.00  0.50  2.00  1.25  0.00 -13.987 -15.703 -16.289 -23.626  -0.362   1.357   1.190   1.174
   68  5000  0.50  0.50  2.00  1.25  0.00 -14.089 -15.729 -16.286 -23.626  -0.365   1.279   1.161   1.145
   69  5000  1.00  0.50  2.00  1.25  0.00 -14.188 -15.753 -16.284 -23.626  -0.368   1.202   1.134   1.118
   70  5000  1.50  0.50  2.00  1.25  0.00 -14.280 -15.775 -16.281 -23.626  -0.370   1.131   1.110   1.094
   71  5000  2.00  0.50  2.00  1.25  0.00 -14.365 -15.795 -16.279 -23.626  -0.373   1.065   1.087   1.071
   72  5000  2.50  0.50  2.00  1.25  0.00 -14.439 -15.814 -16.275 -23.626  -0.376   1.008   1.065   1.049
   73  5000  3.00  0.50  2.00  1.25  0.00 -14.503 -15.832 -16.271 -23.626  -0.380   0.961   1.043   1.027
   74  5000  3.50  0.50  2.00  1.25  0.00 -14.549 -15.846 -16.266 -23.626  -0.386   0.927   1.023   1.007
   75  5000  4.00  0.50  2.00  1.25  0.00 -14.575 -15.856 -16.258 -23.626  -0.394   0.910   1.006   0.990
   76  5000  4.50  0.50  2.00  1.25  0.00 -14.580 -15.859 -16.248 -23.626  -0.404   0.908   0.993   0.977
   77  5000  5.00  0.50  2.00  1.25  0.00 -14.564 -15.853 -16.235 -23.626  -0.417   0.919   0.985   0.969
   78  5250  0.00  0.50  2.00  1.25  0.00 -14.666 -16.160 -16.607 -23.837  -0.257   1.128   1.051   1.035
   79  5250  0.50  0.50  2.00  1.25  0.00 -14.752 -16.175 -16.601 -23.837  -0.263   1.057   1.029   1.013
   80  5250  1.00  0.50  2.00  1.25  0.00 -14.837 -16.191 -16.595 -23.837  -0.269   0.986   1.008   0.992
   81  5250  1.50  0.50  2.00  1.25  0.00 -14.917 -16.205 -16.590 -23.837  -0.274   0.918   0.989   0.973
   82  5250  2.00  0.50  2.00  1.25  0.00 -14.987 -16.217 -16.585 -23.837  -0.278   0.859   0.972   0.956
   83  5250  2.50  0.50  2.00  1.25  0.00 -15.047 -16.228 -16.581 -23.837  -0.283   0.808   0.957   0.941
   84  5250  3.00  0.50  2.00  1.25  0.00 -15.096 -16.237 -16.577 -23.837  -0.287   0.768   0.943   0.927
   85  5250  3.50  0.50  2.00  1.25  0.00 -15.131 -16.245 -16.572 -23.837  -0.291   0.740   0.931   0.915
   86  5250  4.00  0.50  2.00  1.25  0.00 -15.150 -16.251 -16.567 -23.837  -0.296   0.726   0.920   0.904
   87  5250  4.50  0.50  2.00  1.25  0.00 -15.152 -16.253 -16.561 -23.837  -0.303   0.727   0.911   0.895
   88  5250  5.00  0.50  2.00  1.25  0.00 -15.136 -16.251 -16.552 -23.837  -0.311   0.741   0.905   0.889
   89  5500  0.00  0.50  2.00  1.25  0.00 -15.276 -16.584 -16.895 -24.039  -0.171   0.937   0.914   0.898
   90  5500  0.50  0.50  2.00  1.25  0.00 -15.335 -16.587 -16.886 -24.039  -0.180   0.880   0.902   0.886
   91  5500  1.00  0.50  2.00  1.25  0.00 -15.402 -16.594 -16.877 -24.039  -0.188   0.818   0.887   0.871
   92  5500  1.50  0.50  2.00  1.25  0.00 -15.470 -16.600 -16.870 -24.039  -0.196   0.755   0.874   0.858
   93  5500  2.00  0.50  2.00  1.25  0.00 -15.531 -16.605 -16.863 -24.039  -0.203   0.697   0.861   0.845
   94  5500  2.50  0.50  2.00  1.25  0.00 -15.584 -16.609 -16.857 -24.039  -0.209   0.648   0.851   0.835
   95  5500  3.00  0.50  2.00  1.25  0.00 -15.626 -16.612 -16.851 -24.039  -0.215   0.607   0.843   0.827
   96  5500  3.50  0.50  2.00  1.25  0.00 -15.656 -16.613 -16.846 -24.039  -0.220   0.578   0.837   0.821
   97  5500  4.00  0.50  2.00  1.25  0.00 -15.672 -16.613 -16.841 -24.039  -0.225   0.562   0.832   0.816
   98  5500  4.50  0.50  2.00  1.25  0.00 -15.672 -16.611 -16.837 -24.039  -0.229   0.561   0.829   0.813
   99  5500  5.00  0.50  2.00  1.25  0.00 -15.656 -16.608 -16.832 -24.039  -0.234   0.574   0.827   0.811
  100  5750  0.00  0.50  2.00  1.25  0.00 -15.833 -16.980 -17.155 -24.233  -0.103   0.769   0.779   0.763
  101  5750  0.50  0.50  2.00  1.25  0.00 -15.860 -16.970 -17.145 -24.233  -0.114   0.732   0.778   0.762
  102  5750  1.00  0.50  2.00  1.25  0.00 -15.906 -16.966 -17.135 -24.233  -0.124   0.682   0.772   0.756
  103  5750  1.50  0.50  2.00  1.25  0.00 -15.958 -16.965 -17.126 -24.233  -0.133   0.627   0.765   0.749
  104  5750  2.00  0.50  2.00  1.25  0.00 -16.008 -16.962 -17.117 -24.233  -0.142   0.573   0.758   0.742
  105  5750  2.50  0.50  2.00  1.25  0.00 -16.055 -16.960 -17.108 -24.233  -0.150   0.523   0.752   0.736
  106  5750  3.00  0.50  2.00  1.25  0.00 -16.094 -16.956 -17.101 -24.233  -0.158   0.480   0.748   0.732
  107  5750  3.50  0.50  2.00  1.25  0.00 -16.122 -16.952 -17.094 -24.233  -0.165   0.446   0.746   0.730
  108  5750  4.00  0.50  2.00  1.25  0.00 -16.140 -16.946 -17.088 -24.233  -0.170   0.423   0.746   0.730
  109  5750  4.50  0.50  2.00  1.25  0.00 -16.142 -16.940 -17.084 -24.233  -0.175   0.416   0.747   0.731
  110  5750  5.00  0.50  2.00  1.25  0.00 -16.129 -16.934 -17.080 -24.233  -0.178   0.422   0.750   0.734
  111  6000  0.00  0.50  2.00  1.25  0.00 -16.342 -17.351 -17.390 -24.417  -0.053   0.625   0.642   0.626
  112  6000  0.50  0.50  2.00  1.25  0.00 -16.335 -17.327 -17.380 -24.417  -0.063   0.609   0.657   0.641
  113  6000  1.00  0.50  2.00  1.25  0.00 -16.357 -17.313 -17.370 -24.417  -0.073   0.572   0.661   0.645
  114  6000  1.50  0.50  2.00  1.25  0.00 -16.391 -17.302 -17.360 -24.417  -0.083   0.526   0.661   0.645
  115  6000  2.00  0.50  2.00  1.25  0.00 -16.430 -17.293 -17.350 -24.417  -0.094   0.477   0.660   0.644
  116  6000  2.50  0.50  2.00  1.25  0.00 -16.469 -17.284 -17.340 -24.417  -0.104   0.428   0.660   0.644
  117  6000  3.00  0.50  2.00  1.25  0.00 -16.504 -17.274 -17.331 -24.417  -0.113   0.383   0.660   0.644
  118  6000  3.50  0.50  2.00  1.25  0.00 -16.533 -17.264 -17.322 -24.417  -0.121   0.344   0.662   0.646
  119  6000  4.00  0.50  2.00  1.25  0.00 -16.553 -17.254 -17.315 -24.417  -0.129   0.314   0.664   0.648
  120  6000  4.50  0.50  2.00  1.25  0.00 -16.561 -17.244 -17.309 -24.417  -0.134   0.296   0.669   0.653
  121  6000  5.00  0.50  2.00  1.25  0.00 -16.556 -17.234 -17.305 -24.417  -0.138   0.292   0.675   0.659
  122  6250  0.50  0.50  2.00  1.25  0.00 -16.765 -17.664 -17.593 -24.595  -0.027   0.509   0.533   0.517
  123  6250  1.00  0.50  2.00  1.25  0.00 -16.759 -17.636 -17.586 -24.595  -0.035   0.488   0.553   0.537
  124  6250  1.50  0.50  2.00  1.25  0.00 -16.776 -17.617 -17.576 -24.595  -0.045   0.451   0.563   0.547
  125  6250  2.00  0.50  2.00  1.25  0.00 -16.804 -17.600 -17.565 -24.595  -0.056   0.407   0.568   0.552
  126  6250  2.50  0.50  2.00  1.25  0.00 -16.835 -17.585 -17.554 -24.595  -0.067   0.359   0.573   0.557
  127  6250  3.00  0.50  2.00  1.25  0.00 -16.865 -17.569 -17.543 -24.595  -0.078   0.313   0.578   0.562
  128  6250  3.50  0.50  2.00  1.25  0.00 -16.893 -17.553 -17.533 -24.595  -0.088   0.269   0.583   0.567
  129  6250  4.00  0.50  2.00  1.25  0.00 -16.915 -17.538 -17.524 -24.595  -0.097   0.232   0.589   0.573
  130  6250  4.50  0.50  2.00  1.25  0.00 -16.929 -17.523 -17.516 -24.595  -0.104   0.204   0.597   0.581
  131  6250  5.00  0.50  2.00  1.25  0.00 -16.932 -17.510 -17.511 -24.595  -0.110   0.188   0.604   0.588
  132  6500  0.50  0.50  2.00  1.25  0.00 -17.146 -17.968 -17.789 -24.765  -0.002   0.427   0.425   0.409
  133  6500  1.00  0.50  2.00  1.25  0.00 -17.124 -17.943 -17.782 -24.765  -0.010   0.424   0.442   0.426
  134  6500  1.50  0.50  2.00  1.25  0.00 -17.120 -17.911 -17.775 -24.765  -0.016   0.397   0.467   0.451
  135  6500  2.00  0.50  2.00  1.25  0.00 -17.134 -17.887 -17.765 -24.765  -0.026   0.358   0.482   0.466
  136  6500  2.50  0.50  2.00  1.25  0.00 -17.157 -17.865 -17.753 -24.765  -0.038   0.314   0.492   0.476
  137  6500  3.00  0.50  2.00  1.25  0.00 -17.183 -17.843 -17.741 -24.765  -0.050   0.266   0.502   0.486
  138  6500  3.50  0.50  2.00  1.25  0.00 -17.209 -17.822 -17.729 -24.765  -0.062   0.219   0.511   0.495
  139  6500  4.00  0.50  2.00  1.25  0.00 -17.232 -17.801 -17.718 -24.765  -0.073   0.175   0.520   0.504
  140  6500  4.50  0.50  2.00  1.25  0.00 -17.251 -17.782 -17.709 -24.765  -0.083   0.137   0.530   0.514
  141  6500  5.00  0.50  2.00  1.25  0.00 -17.262 -17.765 -17.701 -24.765  -0.090   0.110   0.540   0.524
  142  6750  0.50  0.50  2.00  1.25  0.00 -17.492 -18.241 -17.970 -24.929   0.015   0.350   0.332   0.316
  143  6750  1.00  0.50  2.00  1.25  0.00 -17.456 -18.221 -17.963 -24.929   0.008   0.366   0.345   0.329
  144  6750  1.50  0.50  2.00  1.25  0.00 -17.436 -18.193 -17.957 -24.929   0.002   0.359   0.367   0.351
  145  6750  2.00  0.50  2.00  1.25  0.00 -17.431 -18.157 -17.951 -24.929  -0.004   0.328   0.398   0.382
  146  6750  2.50  0.50  2.00  1.25  0.00 -17.443 -18.126 -17.940 -24.929  -0.015   0.286   0.417   0.401
  147  6750  3.00  0.50  2.00  1.25  0.00 -17.464 -18.099 -17.927 -24.929  -0.028   0.238   0.431   0.415
  148  6750  3.50  0.50  2.00  1.25  0.00 -17.488 -18.073 -17.913 -24.929  -0.042   0.188   0.444   0.428
  149  6750  4.00  0.50  2.00  1.25  0.00 -17.513 -18.047 -17.900 -24.929  -0.055   0.137   0.457   0.441
  150  6750  4.50  0.50  2.00  1.25  0.00 -17.537 -18.023 -17.887 -24.929  -0.068   0.090   0.468   0.452
  151  6750  5.00  0.50  2.00  1.25  0.00 -17.556 -18.001 -17.877 -24.929  -0.078   0.050   0.480   0.464
  152  7000  0.50  0.50  2.00  1.25  0.00 -17.808 -18.486 -18.134 -25.087   0.022   0.273   0.252   0.236
  153  7000  1.00  0.50  2.00  1.25  0.00 -17.759 -18.471 -18.130 -25.087   0.017   0.308   0.263   0.247
  154  7000  1.50  0.50  2.00  1.25  0.00 -17.724 -18.448 -18.125 -25.087   0.012   0.321   0.281   0.265
  155  7000  2.00  0.50  2.00  1.25  0.00 -17.704 -18.415 -18.120 -25.087   0.007   0.309   0.309   0.293
  156  7000  2.50  0.50  2.00  1.25  0.00 -17.701 -18.373 -18.113 -25.087   0.000   0.271   0.343   0.327
  157  7000  3.00  0.50  2.00  1.25  0.00 -17.712 -18.338 -18.101 -25.087  -0.012   0.226   0.366   0.350
  158  7000  3.50  0.50  2.00  1.25  0.00 -17.731 -18.306 -18.086 -25.087  -0.027   0.175   0.384   0.368
  159  7000  4.00  0.50  2.00  1.25  0.00 -17.755 -18.275 -18.071 -25.087  -0.042   0.121   0.400   0.384
  160  7000  4.50  0.50  2.00  1.25  0.00 -17.781 -18.246 -18.056 -25.087  -0.057   0.066   0.414   0.398
  161  7000  5.00  0.50  2.00  1.25  0.00 -17.804 -18.219 -18.043 -25.087  -0.070   0.017   0.428   0.412
  162  7250  1.00  0.50  2.00  1.25  0.00 -18.041 -18.695 -18.283 -25.239   0.018   0.248   0.191   0.175
  163  7250  1.50  0.50  2.00  1.25  0.00 -17.993 -18.675 -18.281 -25.239   0.016   0.276   0.209   0.193
  164  7250  2.00  0.50  2.00  1.25  0.00 -17.960 -18.648 -18.277 -25.239   0.011   0.283   0.232   0.216
  165  7250  2.50  0.50  2.00  1.25  0.00 -17.940 -18.609 -18.271 -25.239   0.006   0.265   0.265   0.249
  166  7250  3.00  0.50  2.00  1.25  0.00 -17.938 -18.563 -18.262 -25.239  -0.003   0.222   0.303   0.287
  167  7250  3.50  0.50  2.00  1.25  0.00 -17.950 -18.524 -18.248 -25.239  -0.017   0.172   0.328   0.312
  168  7250  4.00  0.50  2.00  1.25  0.00 -17.970 -18.488 -18.232 -25.239  -0.033   0.117   0.348   0.332
  169  7250  4.50  0.50  2.00  1.25  0.00 -17.995 -18.454 -18.216 -25.239  -0.050   0.058   0.365   0.349
  170  7250  5.00  0.50  2.00  1.25  0.00 -18.022 -18.423 -18.200 -25.239  -0.065   0.000   0.381   0.365
  171  7500  1.00  0.50  2.00  1.25  0.00 -18.303 -18.892 -18.423 -25.386   0.010   0.179   0.134   0.118
  172  7500  1.50  0.50  2.00  1.25  0.00 -18.247 -18.881 -18.423 -25.386   0.011   0.225   0.146   0.130
  173  7500  2.00  0.50  2.00  1.25  0.00 -18.200 -18.856 -18.422 -25.386   0.009   0.248   0.169   0.153
  174  7500  2.50  0.50  2.00  1.25  0.00 -18.166 -18.824 -18.417 -25.386   0.005   0.252   0.197   0.181
  175  7500  3.00  0.50  2.00  1.25  0.00 -18.150 -18.779 -18.410 -25.386  -0.002   0.225   0.235   0.219
  176  7500  3.50  0.50  2.00  1.25  0.00 -18.151 -18.729 -18.400 -25.386  -0.013   0.175   0.274   0.258
  177  7500  4.00  0.50  2.00  1.25  0.00 -18.164 -18.687 -18.384 -25.386  -0.029   0.120   0.300   0.284
  178  7500  4.50  0.50  2.00  1.25  0.00 -18.187 -18.648 -18.366 -25.386  -0.047   0.059   0.322   0.306
  179  7500  5.00  0.50  2.00  1.25  0.00 -18.215 -18.612 -18.348 -25.386  -0.065  -0.005   0.339   0.323
  180  7750  1.00  0.50  2.00  1.25  0.00 -18.538 -19.057 -18.550 -25.529  -0.005   0.106   0.096   0.080
  181  7750  1.50  0.50  2.00  1.25  0.00 -18.484 -19.063 -18.552 -25.529  -0.003   0.167   0.093   0.077
  182  7750  2.00  0.50  2.00  1.25  0.00 -18.427 -19.043 -18.554 -25.529  -0.001   0.206   0.114   0.098
  183  7750  2.50  0.50  2.00  1.25  0.00 -18.382 -19.014 -18.552 -25.529  -0.003   0.222   0.142   0.126
  184  7750  3.00  0.50  2.00  1.25  0.00 -18.351 -18.977 -18.547 -25.529  -0.008   0.218   0.174   0.158
  185  7750  3.50  0.50  2.00  1.25  0.00 -18.338 -18.926 -18.538 -25.529  -0.017   0.182   0.216   0.200
  186  7750  4.00  0.50  2.00  1.25  0.00 -18.344 -18.875 -18.525 -25.529  -0.030   0.127   0.254   0.238
  187  7750  4.50  0.50  2.00  1.25  0.00 -18.361 -18.830 -18.507 -25.529  -0.048   0.065   0.281   0.265
  188  7750  5.00  0.50  2.00  1.25  0.00 -18.388 -18.789 -18.488 -25.529  -0.067  -0.001   0.302   0.286
  189  8000  1.00  0.50  2.00  1.25  0.00 -18.749 -19.183 -18.660 -25.667  -0.033   0.019   0.080   0.064
  190  8000  1.50  0.50  2.00  1.25  0.00 -18.703 -19.219 -18.668 -25.667  -0.025   0.101   0.053   0.037
  191  8000  2.00  0.50  2.00  1.25  0.00 -18.644 -19.208 -18.672 -25.667  -0.021   0.151   0.067   0.051
  192  8000  2.50  0.50  2.00  1.25  0.00 -18.589 -19.183 -18.673 -25.667  -0.020   0.182   0.094   0.078
  193  8000  3.00  0.50  2.00  1.25  0.00 -18.546 -19.148 -18.671 -25.667  -0.022   0.192   0.126   0.110
  194  8000  3.50  0.50  2.00  1.25  0.00 -18.518 -19.107 -18.664 -25.667  -0.028   0.181   0.161   0.145
  195  8000  4.00  0.50  2.00  1.25  0.00 -18.512 -19.053 -18.655 -25.667  -0.038   0.135   0.206   0.190
  196  8000  4.50  0.50  2.00  1.25  0.00 -18.523 -19.001 -18.639 -25.667  -0.054   0.073   0.242   0.226
  197  8000  5.00  0.50  2.00  1.25  0.00 -18.546 -18.955 -18.620 -25.667  -0.073   0.006   0.268   0.252
  198  8250  1.00  0.50  2.00  1.25  0.00 -18.936 -19.273 -18.747 -25.800  -0.079  -0.079   0.078   0.062
  199  8250  1.50  0.50  2.00  1.25  0.00 -18.900 -19.349 -18.772 -25.800  -0.054   0.032   0.027   0.011
  200  8250  2.00  0.50  2.00  1.25  0.00 -18.844 -19.353 -18.779 -25.800  -0.048   0.094   0.029   0.013
  201  8250  2.50  0.50  2.00  1.25  0.00 -18.784 -19.334 -18.782 -25.800  -0.044   0.136   0.052   0.036
  202  8250  3.00  0.50  2.00  1.25  0.00 -18.732 -19.303 -18.783 -25.800  -0.043   0.159   0.083   0.067
  203  8250  3.50  0.50  2.00  1.25  0.00 -18.695 -19.264 -18.779 -25.800  -0.047   0.160   0.119   0.103
  204  8250  4.00  0.50  2.00  1.25  0.00 -18.674 -19.218 -18.771 -25.800  -0.055   0.136   0.157   0.141
  205  8250  4.50  0.50  2.00  1.25  0.00 -18.675 -19.163 -18.761 -25.800  -0.066   0.081   0.202   0.186
  206  8250  5.00  0.50  2.00  1.25  0.00 -18.693 -19.111 -18.743 -25.800  -0.083   0.014   0.236   0.220
  207  8500  1.50  0.50  2.00  1.25  0.00 -19.076 -19.456 -18.863 -25.930  -0.093  -0.037   0.011  -0.005
  208  8500  2.00  0.50  2.00  1.25  0.00 -19.026 -19.478 -18.874 -25.930  -0.082   0.034   0.000  -0.016
  209  8500  2.50  0.50  2.00  1.25  0.00 -18.967 -19.467 -18.880 -25.930  -0.076   0.084   0.016   0.000
  210  8500  3.00  0.50  2.00  1.25  0.00 -18.911 -19.441 -18.883 -25.930  -0.073   0.117   0.045   0.029
  211  8500  3.50  0.50  2.00  1.25  0.00 -18.864 -19.406 -18.883 -25.930  -0.074   0.131   0.080   0.064
  212  8500  4.00  0.50  2.00  1.25  0.00 -18.832 -19.363 -18.878 -25.930  -0.078   0.122   0.118   0.102
  213  8500  4.50  0.50  2.00  1.25  0.00 -18.820 -19.313 -18.869 -25.930  -0.087   0.086   0.160   0.144
  214  8500  5.00  0.50  2.00  1.25  0.00 -18.831 -19.258 -18.857 -25.930  -0.099   0.021   0.203   0.187
  215  8750  1.50  0.50  2.00  1.25  0.00 -19.232 -19.546 -18.944 -26.056  -0.138  -0.105   0.001  -0.015
  216  8750  2.00  0.50  2.00  1.25  0.00 -19.189 -19.583 -18.960 -26.056  -0.122  -0.024  -0.020  -0.036
  217  8750  2.50  0.50  2.00  1.25  0.00 -19.134 -19.582 -18.967 -26.056  -0.115   0.031  -0.011  -0.027
  218  8750  3.00  0.50  2.00  1.25  0.00 -19.076 -19.563 -18.972 -26.056  -0.110   0.071   0.013  -0.003
  219  8750  3.50  0.50  2.00  1.25  0.00 -19.024 -19.532 -18.975 -26.056  -0.107   0.095   0.046   0.030
  220  8750  4.00  0.50  2.00  1.25  0.00 -18.984 -19.493 -18.974 -26.056  -0.108   0.098   0.084   0.068
