        Teff log g  [M]  Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H)
   432 32000  4.00  0.00  2.00  0.00  0.00 -23.079 -22.457 -21.576 -31.687  -3.140  -1.052  -0.277  -0.293
   433 32000  4.50  0.00  2.00  0.00  0.00 -23.025 -22.418 -21.540 -31.687  -3.176  -1.035  -0.275  -0.291
   434 32000  5.00  0.00  2.00  0.00  0.00 -22.982 -22.383 -21.512 -31.687  -3.203  -1.027  -0.268  -0.284
   435 33000  4.00  0.00  2.00  0.00  0.00 -23.155 -22.522 -21.637 -31.821  -3.212  -1.063  -0.281  -0.297
   436 33000  4.50  0.00  2.00  0.00  0.00 -23.110 -22.491 -21.607 -31.821  -3.242  -1.048  -0.280  -0.296
   437 33000  5.00  0.00  2.00  0.00  0.00 -23.070 -22.458 -21.581 -31.821  -3.268  -1.040  -0.274  -0.290
   438 34000  4.00  0.00  2.00  0.00  0.00 -23.221 -22.579 -21.692 -31.951  -3.287  -1.072  -0.284  -0.300
   439 34000  4.50  0.00  2.00  0.00  0.00 -23.186 -22.557 -21.669 -31.951  -3.310  -1.059  -0.284  -0.300
   440 34000  5.00  0.00  2.00  0.00  0.00 -23.151 -22.528 -21.645 -31.951  -3.333  -1.052  -0.279  -0.295
   441 35000  4.00  0.00  2.00  0.00  0.00 -23.279 -22.629 -21.739 -32.077  -3.365  -1.079  -0.287  -0.303
   442 35000  4.50  0.00  2.00  0.00  0.00 -23.255 -22.616 -21.725 -32.077  -3.380  -1.068  -0.288  -0.304
   443 35000  5.00  0.00  2.00  0.00  0.00 -23.225 -22.592 -21.705 -32.077  -3.400  -1.062  -0.284  -0.300
   444 36000  4.00  0.00  2.00  0.00  0.00 -23.329 -22.673 -21.781 -32.199  -3.446  -1.085  -0.289  -0.305
   445 36000  4.50  0.00  2.00  0.00  0.00 -23.315 -22.669 -21.774 -32.199  -3.453  -1.075  -0.291  -0.307
   446 36000  5.00  0.00  2.00  0.00  0.00 -23.291 -22.650 -21.759 -32.199  -3.468  -1.071  -0.288  -0.304
   447 37000  4.00  0.00  2.00  0.00  0.00 -23.373 -22.713 -21.818 -32.318  -3.528  -1.090  -0.292  -0.308
   448 37000  4.50  0.00  2.00  0.00  0.00 -23.367 -22.716 -21.818 -32.318  -3.528  -1.081  -0.294  -0.310
   449 37000  5.00  0.00  2.00  0.00  0.00 -23.351 -22.703 -21.808 -32.318  -3.538  -1.077  -0.292  -0.308
   450 38000  4.00  0.00  2.00  0.00  0.00 -23.413 -22.749 -21.851 -32.434  -3.610  -1.094  -0.294  -0.310
   451 38000  4.50  0.00  2.00  0.00  0.00 -23.413 -22.757 -21.856 -32.434  -3.606  -1.086  -0.298  -0.314
   452 38000  5.00  0.00  2.00  0.00  0.00 -23.403 -22.750 -21.851 -32.434  -3.611  -1.083  -0.295  -0.311
   453 39000  4.00  0.00  2.00  0.00  0.00 -23.451 -22.783 -21.883 -32.546  -3.691  -1.098  -0.296  -0.312
   454 39000  4.50  0.00  2.00  0.00  0.00 -23.454 -22.795 -21.891 -32.546  -3.684  -1.090  -0.300  -0.316
   455 39000  5.00  0.00  2.00  0.00  0.00 -23.449 -22.791 -21.890 -32.546  -3.685  -1.087  -0.298  -0.314
   456 40000  4.50  0.00  2.00  0.00  0.00 -23.493 -22.829 -21.923 -32.656  -3.762  -1.094  -0.303  -0.319
   457 40000  5.00  0.00  2.00  0.00  0.00 -23.490 -22.829 -21.924 -32.656  -3.761  -1.091  -0.301  -0.317
   458 41000  4.50  0.00  2.00  0.00  0.00 -23.528 -22.862 -21.953 -32.764  -3.839  -1.097  -0.306  -0.322
   459 41000  5.00  0.00  2.00  0.00  0.00 -23.527 -22.863 -21.955 -32.764  -3.836  -1.094  -0.304  -0.320
   460 42000  4.50  0.00  2.00  0.00  0.00 -23.563 -22.894 -21.982 -32.868  -3.914  -1.100  -0.308  -0.324
   461 42000  5.00  0.00  2.00  0.00  0.00 -23.562 -22.895 -21.985 -32.868  -3.912  -1.097  -0.307  -0.323
   462 43000  4.50  0.00  2.00  0.00  0.00 -23.597 -22.924 -22.011 -32.971  -3.988  -1.103  -0.310  -0.326
   463 43000  5.00  0.00  2.00  0.00  0.00 -23.595 -22.926 -22.013 -32.971  -3.986  -1.100  -0.309  -0.325
   464 44000  4.50  0.00  2.00  0.00  0.00 -23.629 -22.954 -22.039 -33.070  -4.060  -1.106  -0.311  -0.327
   465 44000  5.00  0.00  2.00  0.00  0.00 -23.628 -22.955 -22.040 -33.070  -4.058  -1.103  -0.312  -0.328
   466 45000  4.50  0.00  2.00  0.00  0.00 -23.661 -22.982 -22.066 -33.168  -4.130  -1.109  -0.313  -0.329
   467 45000  5.00  0.00  2.00  0.00  0.00 -23.659 -22.984 -22.067 -33.168  -4.129  -1.105  -0.314  -0.330
   468 46000  4.50  0.00  2.00  0.00  0.00 -23.692 -23.010 -22.093 -33.263  -4.199  -1.112  -0.314  -0.330
   469 46000  5.00  0.00  2.00  0.00  0.00 -23.689 -23.011 -22.093 -33.263  -4.199  -1.108  -0.315  -0.331
   470 47000  4.50  0.00  2.00  0.00  0.00 -23.722 -23.037 -22.119 -33.357  -4.266  -1.115  -0.315  -0.331
   471 47000  5.00  0.00  2.00  0.00  0.00 -23.718 -23.038 -22.118 -33.357  -4.267  -1.111  -0.317  -0.333
   472 48000  4.50  0.00  2.00  0.00  0.00 -23.751 -23.064 -22.144 -33.448  -4.333  -1.118  -0.317  -0.333
   473 48000  5.00  0.00  2.00  0.00  0.00 -23.747 -23.064 -22.143 -33.448  -4.334  -1.113  -0.318  -0.334
   474 49000  4.50  0.00  2.00  0.00  0.00 -23.779 -23.089 -22.168 -33.538  -4.398  -1.121  -0.318  -0.334
   475 49000  5.00  0.00  2.00  0.00  0.00 -23.775 -23.090 -22.167 -33.538  -4.399  -1.116  -0.320  -0.336
   476 50000  5.00  0.00  2.00  0.00  0.00 -23.802 -23.115 -22.190 -33.626  -4.463  -1.118  -0.321  -0.337
