
       Teff log g  [M]  Vturb  l/H   small     big    beta
   45  4500  0.00  0.00  0.00  0.00 -15.398 -15.440   2.566
   46  4500  0.50  0.00  0.00  0.00 -15.429 -15.468   2.563
   47  4500  1.00  0.00  0.00  0.00 -15.448 -15.484   2.559
   48  4500  1.50  0.00  0.00  0.00 -15.461 -15.492   2.553
   49  4500  2.00  0.00  0.00  0.00 -15.469 -15.494   2.545
   50  4500  2.50  0.00  0.00  0.00 -15.474 -15.492   2.534
   51  4500  3.00  0.00  0.00  0.00 -15.478 -15.487   2.522
   52  4500  3.50  0.00  0.00  0.00 -15.480 -15.477   2.506
   53  4500  4.00  0.00  0.00  0.00 -15.478 -15.461   2.487
   54  4500  4.50  0.00  0.00  0.00 -15.471 -15.438   2.464
   55  4500  5.00  0.00  0.00  0.00 -15.459 -15.411   2.445
   56  4750  0.00  0.00  0.00  0.00 -15.823 -15.870   2.574
   57  4750  0.50  0.00  0.00  0.00 -15.847 -15.892   2.571
   58  4750  1.00  0.00  0.00  0.00 -15.862 -15.905   2.568
   59  4750  1.50  0.00  0.00  0.00 -15.871 -15.910   2.564
   60  4750  2.00  0.00  0.00  0.00 -15.876 -15.912   2.559
   61  4750  2.50  0.00  0.00  0.00 -15.879 -15.911   2.553
   62  4750  3.00  0.00  0.00  0.00 -15.883 -15.909   2.545
   63  4750  3.50  0.00  0.00  0.00 -15.886 -15.905   2.535
   64  4750  4.00  0.00  0.00  0.00 -15.889 -15.898   2.522
   65  4750  4.50  0.00  0.00  0.00 -15.890 -15.886   2.505
   66  4750  5.00  0.00  0.00  0.00 -15.887 -15.870   2.486
   67  5000  0.00  0.00  0.00  0.00 -16.199 -16.254   2.584
   68  5000  0.50  0.00  0.00  0.00 -16.216 -16.268   2.581
   69  5000  1.00  0.00  0.00  0.00 -16.226 -16.275   2.577
   70  5000  1.50  0.00  0.00  0.00 -16.231 -16.278   2.574
   71  5000  2.00  0.00  0.00  0.00 -16.233 -16.277   2.570
   72  5000  2.50  0.00  0.00  0.00 -16.234 -16.275   2.566
   73  5000  3.00  0.00  0.00  0.00 -16.236 -16.273   2.561
   74  5000  3.50  0.00  0.00  0.00 -16.238 -16.271   2.554
   75  5000  4.00  0.00  0.00  0.00 -16.242 -16.268   2.546
   76  5000  4.50  0.00  0.00  0.00 -16.245 -16.263   2.535
   77  5000  5.00  0.00  0.00  0.00 -16.248 -16.256   2.521
   78  5250  0.00  0.00  0.00  0.00 -16.540 -16.604   2.597
   79  5250  0.50  0.00  0.00  0.00 -16.547 -16.608   2.593
   80  5250  1.00  0.00  0.00  0.00 -16.550 -16.609   2.590
   81  5250  1.50  0.00  0.00  0.00 -16.550 -16.606   2.586
   82  5250  2.00  0.00  0.00  0.00 -16.549 -16.603   2.582
   83  5250  2.50  0.00  0.00  0.00 -16.548 -16.598   2.578
   84  5250  3.00  0.00  0.00  0.00 -16.547 -16.595   2.574
   85  5250  3.50  0.00  0.00  0.00 -16.548 -16.592   2.569
   86  5250  4.00  0.00  0.00  0.00 -16.551 -16.590   2.563
   87  5250  4.50  0.00  0.00  0.00 -16.555 -16.589   2.556
   88  5250  5.00  0.00  0.00  0.00 -16.560 -16.586   2.546
   89  5500  0.00  0.00  0.00  0.00 -16.851 -16.926   2.611
   90  5500  0.50  0.00  0.00  0.00 -16.847 -16.920   2.608
   91  5500  1.00  0.00  0.00  0.00 -16.843 -16.913   2.605
   92  5500  1.50  0.00  0.00  0.00 -16.838 -16.905   2.601
   93  5500  2.00  0.00  0.00  0.00 -16.833 -16.897   2.597
   94  5500  2.50  0.00  0.00  0.00 -16.829 -16.890   2.593
   95  5500  3.00  0.00  0.00  0.00 -16.826 -16.884   2.589
   96  5500  3.50  0.00  0.00  0.00 -16.824 -16.879   2.584
   97  5500  4.00  0.00  0.00  0.00 -16.825 -16.876   2.580
   98  5500  4.50  0.00  0.00  0.00 -16.828 -16.875   2.574
   99  5500  5.00  0.00  0.00  0.00 -16.833 -16.875   2.567
  100  5750  0.00  0.00  0.00  0.00 -17.134 -17.220   2.627
  101  5750  0.50  0.00  0.00  0.00 -17.121 -17.206   2.626
  102  5750  1.00  0.00  0.00  0.00 -17.110 -17.193   2.623
  103  5750  1.50  0.00  0.00  0.00 -17.099 -17.180   2.620
  104  5750  2.00  0.00  0.00  0.00 -17.090 -17.168   2.616
  105  5750  2.50  0.00  0.00  0.00 -17.082 -17.156   2.611
  106  5750  3.00  0.00  0.00  0.00 -17.075 -17.146   2.606
  107  5750  3.50  0.00  0.00  0.00 -17.071 -17.139   2.602
  108  5750  4.00  0.00  0.00  0.00 -17.070 -17.134   2.597
  109  5750  4.50  0.00  0.00  0.00 -17.072 -17.132   2.592
  110  5750  5.00  0.00  0.00  0.00 -17.076 -17.132   2.586
  111  6000  0.00  0.00  0.00  0.00 -17.391 -17.490   2.644
  112  6000  0.50  0.00  0.00  0.00 -17.372 -17.471   2.645
  113  6000  1.00  0.00  0.00  0.00 -17.354 -17.453   2.644
  114  6000  1.50  0.00  0.00  0.00 -17.338 -17.435   2.642
  115  6000  2.00  0.00  0.00  0.00 -17.323 -17.417   2.638
  116  6000  2.50  0.00  0.00  0.00 -17.311 -17.402   2.633
  117  6000  3.00  0.00  0.00  0.00 -17.301 -17.388   2.628
  118  6000  3.50  0.00  0.00  0.00 -17.294 -17.377   2.622
  119  6000  4.00  0.00  0.00  0.00 -17.290 -17.369   2.617
  120  6000  4.50  0.00  0.00  0.00 -17.290 -17.364   2.611
  121  6000  5.00  0.00  0.00  0.00 -17.293 -17.363   2.606
  122  6250  0.50  0.00  0.00  0.00 -17.601 -17.715   2.666
  123  6250  1.00  0.00  0.00  0.00 -17.579 -17.694   2.667
  124  6250  1.50  0.00  0.00  0.00 -17.558 -17.673   2.666
  125  6250  2.00  0.00  0.00  0.00 -17.538 -17.651   2.663
  126  6250  2.50  0.00  0.00  0.00 -17.521 -17.631   2.659
  127  6250  3.00  0.00  0.00  0.00 -17.507 -17.612   2.653
  128  6250  3.50  0.00  0.00  0.00 -17.496 -17.597   2.647
  129  6250  4.00  0.00  0.00  0.00 -17.488 -17.585   2.641
  130  6250  4.50  0.00  0.00  0.00 -17.485 -17.577   2.634
  131  6250  5.00  0.00  0.00  0.00 -17.486 -17.573   2.628
  132  6500  0.50  0.00  0.00  0.00 -17.811 -17.941   2.687
  133  6500  1.00  0.00  0.00  0.00 -17.785 -17.919   2.691
  134  6500  1.50  0.00  0.00  0.00 -17.762 -17.895   2.692
  135  6500  2.00  0.00  0.00  0.00 -17.738 -17.870   2.691
  136  6500  2.50  0.00  0.00  0.00 -17.715 -17.846   2.687
  137  6500  3.00  0.00  0.00  0.00 -17.696 -17.823   2.682
  138  6500  3.50  0.00  0.00  0.00 -17.681 -17.802   2.675
  139  6500  4.00  0.00  0.00  0.00 -17.669 -17.785   2.668
  140  6500  4.50  0.00  0.00  0.00 -17.662 -17.773   2.661
  141  6500  5.00  0.00  0.00  0.00 -17.660 -17.765   2.654
  142  6750  0.50  0.00  0.00  0.00 -18.011 -18.150   2.698
  143  6750  1.00  0.00  0.00  0.00 -17.976 -18.126   2.715
  144  6750  1.50  0.00  0.00  0.00 -17.948 -18.102   2.719
  145  6750  2.00  0.00  0.00  0.00 -17.922 -18.076   2.719
  146  6750  2.50  0.00  0.00  0.00 -17.895 -18.048   2.718
  147  6750  3.00  0.00  0.00  0.00 -17.871 -18.020   2.713
  148  6750  3.50  0.00  0.00  0.00 -17.850 -17.994   2.706
  149  6750  4.00  0.00  0.00  0.00 -17.833 -17.972   2.698
  150  6750  4.50  0.00  0.00  0.00 -17.821 -17.954   2.690
  151  6750  5.00  0.00  0.00  0.00 -17.815 -17.941   2.682
  152  7000  0.50  0.00  0.00  0.00 -18.201 -18.340   2.699
  153  7000  1.00  0.00  0.00  0.00 -18.159 -18.319   2.728
  154  7000  1.50  0.00  0.00  0.00 -18.122 -18.295   2.745
  155  7000  2.00  0.00  0.00  0.00 -18.092 -18.268   2.749
  156  7000  2.50  0.00  0.00  0.00 -18.063 -18.239   2.749
  157  7000  3.00  0.00  0.00  0.00 -18.034 -18.208   2.746
  158  7000  3.50  0.00  0.00  0.00 -18.008 -18.178   2.740
  159  7000  4.00  0.00  0.00  0.00 -17.987 -18.150   2.732
  160  7000  4.50  0.00  0.00  0.00 -17.970 -18.126   2.723
  161  7000  5.00  0.00  0.00  0.00 -17.958 -18.108   2.714
  162  7250  0.50  0.00  0.00  0.00 -18.383 -18.513   2.687
  163  7250  1.00  0.00  0.00  0.00 -18.334 -18.497   2.731
  164  7250  1.50  0.00  0.00  0.00 -18.290 -18.474   2.760
  165  7250  2.00  0.00  0.00  0.00 -18.250 -18.447   2.777
  166  7250  2.50  0.00  0.00  0.00 -18.218 -18.417   2.780
  167  7250  3.00  0.00  0.00  0.00 -18.187 -18.385   2.779
  168  7250  3.50  0.00  0.00  0.00 -18.156 -18.351   2.775
  169  7250  4.00  0.00  0.00  0.00 -18.129 -18.319   2.768
  170  7250  4.50  0.00  0.00  0.00 -18.107 -18.290   2.758
  171  7250  5.00  0.00  0.00  0.00 -18.091 -18.266   2.748
  172  7500  0.50  0.00  0.00  0.00 -18.552 -18.658   2.653
  173  7500  1.00  0.00  0.00  0.00 -18.501 -18.656   2.721
  174  7500  1.50  0.00  0.00  0.00 -18.451 -18.637   2.763
  175  7500  2.00  0.00  0.00  0.00 -18.405 -18.612   2.792
  176  7500  2.50  0.00  0.00  0.00 -18.363 -18.582   2.809
  177  7500  3.00  0.00  0.00  0.00 -18.328 -18.550   2.811
  178  7500  3.50  0.00  0.00  0.00 -18.295 -18.515   2.809
  179  7500  4.00  0.00  0.00  0.00 -18.263 -18.479   2.803
  180  7500  4.50  0.00  0.00  0.00 -18.236 -18.446   2.795
  181  7500  5.00  0.00  0.00  0.00 -18.215 -18.416   2.784
  182  7750  1.00  0.00  0.00  0.00 -18.658 -18.797   2.698
  183  7750  1.50  0.00  0.00  0.00 -18.605 -18.785   2.755
  184  7750  2.00  0.00  0.00  0.00 -18.553 -18.763   2.796
  185  7750  2.50  0.00  0.00  0.00 -18.504 -18.735   2.824
  186  7750  3.00  0.00  0.00  0.00 -18.460 -18.702   2.839
  187  7750  3.50  0.00  0.00  0.00 -18.424 -18.668   2.842
  188  7750  4.00  0.00  0.00  0.00 -18.389 -18.630   2.838
  189  7750  4.50  0.00  0.00  0.00 -18.357 -18.593   2.831
  190  7750  5.00  0.00  0.00  0.00 -18.331 -18.559   2.820
  191  8000  1.00  0.00  0.00  0.00 -18.800 -18.911   2.661
  192  8000  1.50  0.00  0.00  0.00 -18.750 -18.916   2.735
  193  8000  2.00  0.00  0.00  0.00 -18.695 -18.900   2.789
  194  8000  2.50  0.00  0.00  0.00 -18.640 -18.875   2.829
  195  8000  3.00  0.00  0.00  0.00 -18.589 -18.843   2.856
  196  8000  3.50  0.00  0.00  0.00 -18.544 -18.808   2.869
  197  8000  4.00  0.00  0.00  0.00 -18.507 -18.772   2.870
  198  8000  4.50  0.00  0.00  0.00 -18.471 -18.733   2.865
  199  8000  5.00  0.00  0.00  0.00 -18.441 -18.695   2.855
  200  8250  1.00  0.00  0.00  0.00 -18.914 -18.995   2.620
  201  8250  1.50  0.00  0.00  0.00 -18.884 -19.029   2.707
  202  8250  2.00  0.00  0.00  0.00 -18.828 -19.021   2.772
  203  8250  2.50  0.00  0.00  0.00 -18.770 -19.001   2.823
  204  8250  3.00  0.00  0.00  0.00 -18.714 -18.972   2.862
  205  8250  3.50  0.00  0.00  0.00 -18.661 -18.938   2.886
  206  8250  4.00  0.00  0.00  0.00 -18.616 -18.900   2.896
  207  8250  4.50  0.00  0.00  0.00 -18.579 -18.863   2.896
  208  8250  5.00  0.00  0.00  0.00 -18.544 -18.823   2.889
  209  8500  1.50  0.00  0.00  0.00 -19.003 -19.125   2.676
  210  8500  2.00  0.00  0.00  0.00 -18.952 -19.127   2.748
  211  8500  2.50  0.00  0.00  0.00 -18.892 -19.112   2.809
  212  8500  3.00  0.00  0.00  0.00 -18.832 -19.088   2.858
  213  8500  3.50  0.00  0.00  0.00 -18.774 -19.056   2.893
  214  8500  4.00  0.00  0.00  0.00 -18.722 -19.019   2.914
  215  8500  4.50  0.00  0.00  0.00 -18.679 -18.981   2.920
  216  8500  5.00  0.00  0.00  0.00 -18.642 -18.943   2.918
  217  8750  1.50  0.00  0.00  0.00 -19.106 -19.207   2.648
  218  8750  2.00  0.00  0.00  0.00 -19.064 -19.220   2.722
  219  8750  2.50  0.00  0.00  0.00 -19.005 -19.210   2.789
  220  8750  3.00  0.00  0.00  0.00 -18.942 -19.190   2.847
  221  8750  3.50  0.00  0.00  0.00 -18.881 -19.162   2.892
  222  8750  4.00  0.00  0.00  0.00 -18.824 -19.127   2.922
  223  8750  4.50  0.00  0.00  0.00 -18.774 -19.088   2.937
  224  8750  5.00  0.00  0.00  0.00 -18.735 -19.052   2.941
  225  9000  1.50  0.00  0.00  0.00 -19.195 -19.281   2.627
  226  9000  2.00  0.00  0.00  0.00 -19.165 -19.303   2.698
  227  9000  2.50  0.00  0.00  0.00 -19.109 -19.298   2.767
  228  9000  3.00  0.00  0.00  0.00 -19.045 -19.281   2.830
  229  9000  3.50  0.00  0.00  0.00 -18.981 -19.256   2.884
  230  9000  4.00  0.00  0.00  0.00 -18.921 -19.224   2.923
  231  9000  4.50  0.00  0.00  0.00 -18.866 -19.187   2.946
  232  9000  5.00  0.00  0.00  0.00 -18.817 -19.145   2.956
  233  9250  2.00  0.00  0.00  0.00 -19.257 -19.380   2.677
  234  9250  2.50  0.00  0.00  0.00 -19.206 -19.379   2.745
  235  9250  3.00  0.00  0.00  0.00 -19.142 -19.365   2.812
  236  9250  3.50  0.00  0.00  0.00 -19.075 -19.341   2.872
  237  9250  4.00  0.00  0.00  0.00 -19.011 -19.312   2.919
  238  9250  4.50  0.00  0.00  0.00 -18.953 -19.277   2.950
  239  9250  5.00  0.00  0.00  0.00 -18.902 -19.237   2.965
  240  9500  2.00  0.00  0.00  0.00 -19.340 -19.451   2.660
  241  9500  2.50  0.00  0.00  0.00 -19.295 -19.454   2.726
  242  9500  3.00  0.00  0.00  0.00 -19.234 -19.442   2.793
  243  9500  3.50  0.00  0.00  0.00 -19.165 -19.420   2.857
  244  9500  4.00  0.00  0.00  0.00 -19.097 -19.392   2.911
  245  9500  4.50  0.00  0.00  0.00 -19.035 -19.358   2.949
  246  9500  5.00  0.00  0.00  0.00 -18.981 -19.320   2.971
  247  9750  2.00  0.00  0.00  0.00 -19.418 -19.518   2.647
  248  9750  2.50  0.00  0.00  0.00 -19.378 -19.524   2.708
  249  9750  3.00  0.00  0.00  0.00 -19.319 -19.513   2.774
  250  9750  3.50  0.00  0.00  0.00 -19.251 -19.494   2.840
  251  9750  4.00  0.00  0.00  0.00 -19.181 -19.467   2.899
  252  9750  4.50  0.00  0.00  0.00 -19.114 -19.434   2.945
  253  9750  5.00  0.00  0.00  0.00 -19.056 -19.397   2.973
  254 10000  2.00  0.00  0.00  0.00 -19.490 -19.582   2.635
  255 10000  2.50  0.00  0.00  0.00 -19.454 -19.589   2.694
  256 10000  3.00  0.00  0.00  0.00 -19.400 -19.581   2.756
  257 10000  3.50  0.00  0.00  0.00 -19.333 -19.563   2.822
  258 10000  4.00  0.00  0.00  0.00 -19.261 -19.537   2.886
  259 10000  4.50  0.00  0.00  0.00 -19.191 -19.505   2.937
  260 10000  5.00  0.00  0.00  0.00 -19.129 -19.468   2.971
  261 10250  2.00  0.00  0.00  0.00 -19.558 -19.643   2.626
  262 10250  2.50  0.00  0.00  0.00 -19.526 -19.652   2.681
  263 10250  3.00  0.00  0.00  0.00 -19.475 -19.645   2.741
  264 10250  3.50  0.00  0.00  0.00 -19.410 -19.628   2.805
  265 10250  4.00  0.00  0.00  0.00 -19.339 -19.604   2.870
  266 10250  4.50  0.00  0.00  0.00 -19.266 -19.573   2.926
  267 10250  5.00  0.00  0.00  0.00 -19.200 -19.536   2.967
  268 10500  2.00  0.00  0.00  0.00 -19.621 -19.700   2.617
  269 10500  2.50  0.00  0.00  0.00 -19.593 -19.711   2.670
  270 10500  3.00  0.00  0.00  0.00 -19.545 -19.705   2.727
  271 10500  3.50  0.00  0.00  0.00 -19.483 -19.689   2.790
  272 10500  4.00  0.00  0.00  0.00 -19.413 -19.666   2.854
  273 10500  4.50  0.00  0.00  0.00 -19.339 -19.636   2.914
  274 10500  5.00  0.00  0.00  0.00 -19.270 -19.601   2.960
  275 10750  2.00  0.00  0.00  0.00 -19.682 -19.756   2.610
  276 10750  2.50  0.00  0.00  0.00 -19.657 -19.768   2.661
  277 10750  3.00  0.00  0.00  0.00 -19.611 -19.762   2.716
  278 10750  3.50  0.00  0.00  0.00 -19.552 -19.747   2.775
  279 10750  4.00  0.00  0.00  0.00 -19.483 -19.725   2.839
  280 10750  4.50  0.00  0.00  0.00 -19.410 -19.697   2.900
  281 10750  5.00  0.00  0.00  0.00 -19.338 -19.662   2.951
  282 11000  2.00  0.00  0.00  0.00 -19.740 -19.808   2.603
  283 11000  2.50  0.00  0.00  0.00 -19.717 -19.821   2.652
  284 11000  3.00  0.00  0.00  0.00 -19.673 -19.817   2.705
  285 11000  3.50  0.00  0.00  0.00 -19.617 -19.803   2.763
  286 11000  4.00  0.00  0.00  0.00 -19.550 -19.782   2.824
  287 11000  4.50  0.00  0.00  0.00 -19.478 -19.754   2.886
  288 11000  5.00  0.00  0.00  0.00 -19.405 -19.721   2.940
  289 11250  2.00  0.00  0.00  0.00 -19.795 -19.859   2.597
  290 11250  2.50  0.00  0.00  0.00 -19.774 -19.873   2.645
  291 11250  3.00  0.00  0.00  0.00 -19.733 -19.869   2.696
  292 11250  3.50  0.00  0.00  0.00 -19.679 -19.856   2.751
  293 11250  4.00  0.00  0.00  0.00 -19.614 -19.836   2.811
  294 11250  4.50  0.00  0.00  0.00 -19.543 -19.809   2.872
  295 11250  5.00  0.00  0.00  0.00 -19.469 -19.777   2.928
  296 11500  2.00  0.00  0.00  0.00 -19.847 -19.907   2.591
  297 11500  2.50  0.00  0.00  0.00 -19.828 -19.922   2.638
  298 11500  3.00  0.00  0.00  0.00 -19.789 -19.919   2.687
  299 11500  3.50  0.00  0.00  0.00 -19.737 -19.906   2.740
  300 11500  4.00  0.00  0.00  0.00 -19.675 -19.887   2.798
  301 11500  4.50  0.00  0.00  0.00 -19.605 -19.861   2.858
  302 11500  5.00  0.00  0.00  0.00 -19.532 -19.830   2.915
  303 11750  2.00  0.00  0.00  0.00 -19.898 -19.953   2.586
  304 11750  2.50  0.00  0.00  0.00 -19.881 -19.970   2.632
  305 11750  3.00  0.00  0.00  0.00 -19.843 -19.968   2.679
  306 11750  3.50  0.00  0.00  0.00 -19.793 -19.955   2.731
  307 11750  4.00  0.00  0.00  0.00 -19.733 -19.937   2.787
  308 11750  4.50  0.00  0.00  0.00 -19.665 -19.912   2.845
  309 11750  5.00  0.00  0.00  0.00 -19.593 -19.882   2.902
  310 12000  2.00  0.00  0.00  0.00 -19.946 -19.998   2.581
  311 12000  2.50  0.00  0.00  0.00 -19.930 -20.015   2.626
  312 12000  3.00  0.00  0.00  0.00 -19.894 -20.013   2.672
  313 12000  3.50  0.00  0.00  0.00 -19.846 -20.002   2.722
  314 12000  4.00  0.00  0.00  0.00 -19.788 -19.984   2.776
  315 12000  4.50  0.00  0.00  0.00 -19.722 -19.960   2.833
  316 12000  5.00  0.00  0.00  0.00 -19.651 -19.931   2.890
  317 12250  2.00  0.00  0.00  0.00 -19.993 -20.042   2.577
  318 12250  2.50  0.00  0.00  0.00 -19.978 -20.060   2.621
  319 12250  3.00  0.00  0.00  0.00 -19.944 -20.058   2.666
  320 12250  3.50  0.00  0.00  0.00 -19.897 -20.047   2.714
  321 12250  4.00  0.00  0.00  0.00 -19.841 -20.030   2.767
  322 12250  4.50  0.00  0.00  0.00 -19.777 -20.007   2.822
  323 12250  5.00  0.00  0.00  0.00 -19.707 -19.978   2.878
  324 12500  2.00  0.00  0.00  0.00 -20.038 -20.084   2.573
  325 12500  2.50  0.00  0.00  0.00 -20.024 -20.102   2.616
  326 12500  3.00  0.00  0.00  0.00 -19.990 -20.101   2.660
  327 12500  3.50  0.00  0.00  0.00 -19.945 -20.090   2.707
  328 12500  4.00  0.00  0.00  0.00 -19.891 -20.073   2.758
  329 12500  4.50  0.00  0.00  0.00 -19.829 -20.051   2.812
  330 12500  5.00  0.00  0.00  0.00 -19.761 -20.023   2.866
  331 12750  2.00  0.00  0.00  0.00 -20.082 -20.125   2.569
  332 12750  2.50  0.00  0.00  0.00 -20.069 -20.143   2.612
  333 12750  3.00  0.00  0.00  0.00 -20.036 -20.142   2.654
  334 12750  3.50  0.00  0.00  0.00 -19.992 -20.132   2.700
  335 12750  4.00  0.00  0.00  0.00 -19.939 -20.116   2.750
  336 12750  4.50  0.00  0.00  0.00 -19.879 -20.094   2.802
  337 12750  5.00  0.00  0.00  0.00 -19.813 -20.067   2.856
  338 13000  2.00  0.00  0.00  0.00 -20.124 -20.165   2.565
  339 13000  2.50  0.00  0.00  0.00 -20.111 -20.183   2.607
  340 13000  3.00  0.00  0.00  0.00 -20.079 -20.182   2.649
  341 13000  3.50  0.00  0.00  0.00 -20.036 -20.172   2.694
  342 13000  4.00  0.00  0.00  0.00 -19.985 -20.156   2.742
  343 13000  4.50  0.00  0.00  0.00 -19.927 -20.135   2.793
  344 13000  5.00  0.00  0.00  0.00 -19.862 -20.109   2.846
  345 14000  2.00  0.00  0.00  0.00 -20.285 -20.315   2.551
  346 14000  2.50  0.00  0.00  0.00 -20.273 -20.334   2.593
  347 14000  3.00  0.00  0.00  0.00 -20.241 -20.331   2.632
  348 14000  3.50  0.00  0.00  0.00 -20.201 -20.321   2.673
  349 14000  4.00  0.00  0.00  0.00 -20.154 -20.306   2.717
  350 14000  4.50  0.00  0.00  0.00 -20.101 -20.288   2.763
  351 14000  5.00  0.00  0.00  0.00 -20.043 -20.265   2.811
  352 15000  2.00  0.00  0.00  0.00 -20.433 -20.454   2.538
  353 15000  2.50  0.00  0.00  0.00 -20.421 -20.473   2.580
  354 15000  3.00  0.00  0.00  0.00 -20.387 -20.467   2.618
  355 15000  3.50  0.00  0.00  0.00 -20.347 -20.455   2.656
  356 15000  4.00  0.00  0.00  0.00 -20.303 -20.440   2.697
  357 15000  4.50  0.00  0.00  0.00 -20.254 -20.423   2.740
  358 15000  5.00  0.00  0.00  0.00 -20.201 -20.403   2.784
  359 16000  2.00  0.00  0.00  0.00 -20.568 -20.580   2.526
  360 16000  2.50  0.00  0.00  0.00 -20.561 -20.604   2.569
  361 16000  3.00  0.00  0.00  0.00 -20.523 -20.594   2.606
  362 16000  3.50  0.00  0.00  0.00 -20.481 -20.579   2.642
  363 16000  4.00  0.00  0.00  0.00 -20.437 -20.563   2.681
  364 16000  4.50  0.00  0.00  0.00 -20.391 -20.546   2.721
  365 16000  5.00  0.00  0.00  0.00 -20.342 -20.527   2.762
  366 17000  2.50  0.00  0.00  0.00 -20.694 -20.729   2.558
  367 17000  3.00  0.00  0.00  0.00 -20.652 -20.714   2.595
  368 17000  3.50  0.00  0.00  0.00 -20.607 -20.695   2.630
  369 17000  4.00  0.00  0.00  0.00 -20.562 -20.677   2.667
  370 17000  4.50  0.00  0.00  0.00 -20.516 -20.660   2.705
  371 17000  5.00  0.00  0.00  0.00 -20.470 -20.641   2.743
  372 18000  2.50  0.00  0.00  0.00 -20.819 -20.848   2.548
  373 18000  3.00  0.00  0.00  0.00 -20.772 -20.827   2.585
  374 18000  3.50  0.00  0.00  0.00 -20.721 -20.802   2.620
  375 18000  4.00  0.00  0.00  0.00 -20.673 -20.780   2.656
  376 18000  4.50  0.00  0.00  0.00 -20.626 -20.761   2.693
  377 18000  5.00  0.00  0.00  0.00 -20.580 -20.742   2.730
  378 19000  2.50  0.00  0.00  0.00 -20.942 -20.963   2.539
  379 19000  3.00  0.00  0.00  0.00 -20.892 -20.941   2.576
  380 19000  3.50  0.00  0.00  0.00 -20.840 -20.913   2.609
  381 19000  4.00  0.00  0.00  0.00 -20.790 -20.888   2.643
  382 19000  4.50  0.00  0.00  0.00 -20.744 -20.867   2.678
  383 19000  5.00  0.00  0.00  0.00 -20.698 -20.848   2.714
  384 20000  3.00  0.00  0.00  0.00 -21.006 -21.049   2.568
  385 20000  3.50  0.00  0.00  0.00 -20.949 -21.016   2.601
  386 20000  4.00  0.00  0.00  0.00 -20.897 -20.988   2.633
  387 20000  4.50  0.00  0.00  0.00 -20.849 -20.965   2.667
