
       Teff log g  [M]  Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
  432 30000  4.00  0.00  0.00  0.00  0.00 -22.895 -22.303 -21.431 -31.407  -3.002  -1.021  -0.268  -0.284
  433 30000  4.50  0.00  0.00  0.00  0.00 -22.834 -22.261 -21.393 -31.407  -3.040  -1.002  -0.264  -0.280
  434 30000  5.00  0.00  0.00  0.00  0.00 -22.793 -22.230 -21.369 -31.407  -3.065  -0.991  -0.258  -0.274
  435 31000  3.50  0.00  0.00  0.00  0.00 -23.057 -22.415 -21.547 -31.549  -3.028  -1.072  -0.264  -0.280
  436 31000  4.00  0.00  0.00  0.00  0.00 -22.992 -22.383 -21.506 -31.549  -3.069  -1.039  -0.273  -0.289
  437 31000  4.50  0.00  0.00  0.00  0.00 -22.931 -22.341 -21.467 -31.549  -3.108  -1.019  -0.270  -0.286
  438 31000  5.00  0.00  0.00  0.00  0.00 -22.889 -22.308 -21.441 -31.549  -3.134  -1.009  -0.264  -0.280
  439 32000  4.00  0.00  0.00  0.00  0.00 -23.082 -22.457 -21.577 -31.687  -3.136  -1.054  -0.277  -0.293
  440 32000  4.50  0.00  0.00  0.00  0.00 -23.024 -22.418 -21.539 -31.687  -3.174  -1.035  -0.275  -0.291
  441 32000  5.00  0.00  0.00  0.00  0.00 -22.982 -22.386 -21.512 -31.687  -3.201  -1.025  -0.270  -0.286
  442 33000  4.00  0.00  0.00  0.00  0.00 -23.162 -22.523 -21.641 -31.821  -3.206  -1.068  -0.279  -0.295
  443 33000  4.50  0.00  0.00  0.00  0.00 -23.113 -22.492 -21.609 -31.821  -3.238  -1.050  -0.280  -0.296
  444 33000  5.00  0.00  0.00  0.00  0.00 -23.071 -22.460 -21.581 -31.821  -3.266  -1.040  -0.275  -0.291
  445 34000  4.00  0.00  0.00  0.00  0.00 -23.231 -22.581 -21.697 -31.951  -3.280  -1.080  -0.281  -0.297
  446 34000  4.50  0.00  0.00  0.00  0.00 -23.192 -22.559 -21.672 -31.951  -3.305  -1.063  -0.283  -0.299
  447 34000  5.00  0.00  0.00  0.00  0.00 -23.155 -22.531 -21.647 -31.951  -3.330  -1.053  -0.280  -0.296
  448 35000  4.00  0.00  0.00  0.00  0.00 -23.291 -22.632 -21.746 -32.077  -3.357  -1.089  -0.283  -0.299
  449 35000  4.50  0.00  0.00  0.00  0.00 -23.264 -22.619 -21.729 -32.077  -3.374  -1.075  -0.286  -0.302
  450 35000  5.00  0.00  0.00  0.00  0.00 -23.231 -22.595 -21.708 -32.077  -3.395  -1.066  -0.284  -0.300
  451 36000  4.00  0.00  0.00  0.00  0.00 -23.343 -22.677 -21.788 -32.199  -3.437  -1.097  -0.285  -0.301
  452 36000  4.50  0.00  0.00  0.00  0.00 -23.327 -22.672 -21.780 -32.199  -3.445  -1.085  -0.288  -0.304
  453 36000  5.00  0.00  0.00  0.00  0.00 -23.300 -22.654 -21.763 -32.199  -3.462  -1.076  -0.287  -0.303
  454 37000  4.00  0.00  0.00  0.00  0.00 -23.388 -22.716 -21.825 -32.318  -3.519  -1.102  -0.287  -0.303
  455 37000  4.50  0.00  0.00  0.00  0.00 -23.382 -22.719 -21.825 -32.318  -3.519  -1.093  -0.291  -0.307
  456 37000  5.00  0.00  0.00  0.00  0.00 -23.363 -22.707 -21.814 -32.318  -3.530  -1.086  -0.290  -0.306
  457 38000  4.00  0.00  0.00  0.00  0.00 -23.428 -22.751 -21.859 -32.434  -3.601  -1.107  -0.289  -0.305
  458 38000  4.50  0.00  0.00  0.00  0.00 -23.429 -22.761 -21.864 -32.434  -3.595  -1.099  -0.293  -0.309
  459 38000  5.00  0.00  0.00  0.00  0.00 -23.418 -22.754 -21.859 -32.434  -3.601  -1.094  -0.292  -0.308
  460 39000  4.00  0.00  0.00  0.00  0.00 -23.466 -22.785 -21.891 -32.546  -3.682  -1.112  -0.291  -0.307
  461 39000  4.50  0.00  0.00  0.00  0.00 -23.472 -22.798 -21.899 -32.546  -3.673  -1.104  -0.295  -0.311
  462 39000  5.00  0.00  0.00  0.00  0.00 -23.466 -22.796 -21.898 -32.546  -3.675  -1.100  -0.294  -0.310
  463 40000  4.00  0.00  0.00  0.00  0.00 -23.502 -22.817 -21.922 -32.656  -3.761  -1.116  -0.292  -0.308
  464 40000  4.50  0.00  0.00  0.00  0.00 -23.510 -22.832 -21.931 -32.656  -3.751  -1.109  -0.297  -0.313
  465 40000  5.00  0.00  0.00  0.00  0.00 -23.508 -22.833 -21.933 -32.656  -3.750  -1.106  -0.296  -0.312
  466 41000  4.50  0.00  0.00  0.00  0.00 -23.546 -22.864 -21.961 -32.764  -3.829  -1.113  -0.299  -0.315
  467 41000  5.00  0.00  0.00  0.00  0.00 -23.547 -22.867 -21.965 -32.764  -3.825  -1.110  -0.299  -0.315
  468 42000  4.50  0.00  0.00  0.00  0.00 -23.581 -22.895 -21.990 -32.868  -3.904  -1.116  -0.301  -0.317
  469 42000  5.00  0.00  0.00  0.00  0.00 -23.582 -22.898 -21.994 -32.868  -3.901  -1.114  -0.301  -0.317
  470 43000  4.50  0.00  0.00  0.00  0.00 -23.614 -22.925 -22.018 -32.971  -3.978  -1.120  -0.303  -0.319
  471 43000  5.00  0.00  0.00  0.00  0.00 -23.615 -22.928 -22.022 -32.971  -3.975  -1.118  -0.303  -0.319
  472 44000  4.50  0.00  0.00  0.00  0.00 -23.646 -22.954 -22.046 -33.070  -4.051  -1.123  -0.305  -0.321
  473 44000  5.00  0.00  0.00  0.00  0.00 -23.647 -22.957 -22.048 -33.070  -4.048  -1.121  -0.305  -0.321
  474 45000  4.50  0.00  0.00  0.00  0.00 -23.678 -22.983 -22.073 -33.168  -4.121  -1.126  -0.306  -0.322
  475 45000  5.00  0.00  0.00  0.00  0.00 -23.678 -22.985 -22.075 -33.168  -4.119  -1.124  -0.307  -0.323
  476 46000  4.50  0.00  0.00  0.00  0.00 -23.708 -23.010 -22.099 -33.263  -4.190  -1.129  -0.308  -0.324
  477 46000  5.00  0.00  0.00  0.00  0.00 -23.708 -23.012 -22.100 -33.263  -4.189  -1.127  -0.308  -0.324
  478 47000  4.50  0.00  0.00  0.00  0.00 -23.738 -23.037 -22.125 -33.357  -4.258  -1.131  -0.309  -0.325
  479 47000  5.00  0.00  0.00  0.00  0.00 -23.737 -23.039 -22.125 -33.357  -4.258  -1.129  -0.310  -0.326
  480 48000  4.50  0.00  0.00  0.00  0.00 -23.766 -23.064 -22.150 -33.448  -4.324  -1.134  -0.310  -0.326
  481 48000  5.00  0.00  0.00  0.00  0.00 -23.766 -23.065 -22.150 -33.448  -4.325  -1.132  -0.311  -0.327
  482 49000  4.50  0.00  0.00  0.00  0.00 -23.794 -23.089 -22.175 -33.538  -4.389  -1.136  -0.311  -0.327
  483 49000  5.00  0.00  0.00  0.00  0.00 -23.793 -23.090 -22.174 -33.538  -4.390  -1.134  -0.313  -0.329
  484 50000  4.50  0.00  0.00  0.00  0.00 -23.821 -23.114 -22.199 -33.626  -4.453  -1.138  -0.312  -0.328
  485 50000  5.00  0.00  0.00  0.00  0.00 -23.820 -23.115 -22.197 -33.626  -4.454  -1.136  -0.314  -0.330
