
       Teff log g  [M]  Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
   33  4000  5.00  0.00  0.00  0.00  0.00 -12.359 -13.896 -14.608 -22.656  -1.075   1.170   1.315   1.299
   34  4250  0.00  0.00  0.00  0.00  0.00 -12.091 -14.313 -15.126 -22.920  -0.820   1.871   1.417   1.401
   35  4250  0.50  0.00  0.00  0.00  0.00 -12.332 -14.386 -15.136 -22.920  -0.810   1.701   1.353   1.337
   36  4250  1.00  0.00  0.00  0.00  0.00 -12.538 -14.440 -15.138 -22.920  -0.808   1.546   1.301   1.285
   37  4250  1.50  0.00  0.00  0.00  0.00 -12.705 -14.480 -15.134 -22.920  -0.812   1.416   1.258   1.242
   38  4250  2.00  0.00  0.00  0.00  0.00 -12.827 -14.506 -15.126 -22.920  -0.820   1.317   1.223   1.207
   39  4250  2.50  0.00  0.00  0.00  0.00 -12.904 -14.520 -15.115 -22.920  -0.830   1.252   1.199   1.183
   40  4250  3.00  0.00  0.00  0.00  0.00 -12.939 -14.521 -15.102 -22.920  -0.844   1.217   1.185   1.169
   41  4250  3.50  0.00  0.00  0.00  0.00 -12.937 -14.510 -15.086 -22.920  -0.860   1.207   1.180   1.164
   42  4250  4.00  0.00  0.00  0.00  0.00 -12.908 -14.486 -15.068 -22.920  -0.878   1.212   1.185   1.169
   43  4250  4.50  0.00  0.00  0.00  0.00 -12.890 -14.459 -15.056 -22.920  -0.890   1.202   1.201   1.185
   44  4250  5.00  0.00  0.00  0.00  0.00 -12.946 -14.453 -15.064 -22.920  -0.882   1.139   1.215   1.199
   45  4500  0.00  0.00  0.00  0.00  0.00 -13.049 -14.884 -15.569 -23.168  -0.625   1.478   1.289   1.273
   46  4500  0.50  0.00  0.00  0.00  0.00 -13.233 -14.945 -15.577 -23.168  -0.617   1.353   1.235   1.219
   47  4500  1.00  0.00  0.00  0.00  0.00 -13.394 -14.992 -15.579 -23.168  -0.615   1.237   1.190   1.174
   48  4500  1.50  0.00  0.00  0.00  0.00 -13.528 -15.028 -15.577 -23.168  -0.617   1.136   1.152   1.136
   49  4500  2.00  0.00  0.00  0.00  0.00 -13.631 -15.054 -15.571 -23.168  -0.623   1.057   1.120   1.104
   50  4500  2.50  0.00  0.00  0.00  0.00 -13.702 -15.071 -15.563 -23.168  -0.631   1.002   1.095   1.079
   51  4500  3.00  0.00  0.00  0.00  0.00 -13.736 -15.079 -15.552 -23.168  -0.642   0.974   1.077   1.061
   52  4500  3.50  0.00  0.00  0.00  0.00 -13.732 -15.075 -15.539 -23.168  -0.655   0.973   1.068   1.052
   53  4500  4.00  0.00  0.00  0.00  0.00 -13.697 -15.059 -15.524 -23.168  -0.670   0.992   1.069   1.053
   54  4500  4.50  0.00  0.00  0.00  0.00 -13.641 -15.033 -15.508 -23.168  -0.687   1.023   1.078   1.062
   55  4500  5.00  0.00  0.00  0.00  0.00 -13.592 -15.003 -15.495 -23.168  -0.699   1.042   1.096   1.080
   56  4750  0.00  0.00  0.00  0.00  0.00 -13.886 -15.400 -15.954 -23.403  -0.475   1.152   1.157   1.141
   57  4750  0.50  0.00  0.00  0.00  0.00 -14.033 -15.449 -15.958 -23.403  -0.471   1.051   1.112   1.096
   58  4750  1.00  0.00  0.00  0.00  0.00 -14.157 -15.485 -15.958 -23.403  -0.471   0.961   1.076   1.060
   59  4750  1.50  0.00  0.00  0.00  0.00 -14.258 -15.513 -15.956 -23.403  -0.473   0.885   1.047   1.031
   60  4750  2.00  0.00  0.00  0.00  0.00 -14.336 -15.533 -15.952 -23.403  -0.477   0.826   1.022   1.006
   61  4750  2.50  0.00  0.00  0.00  0.00 -14.393 -15.548 -15.946 -23.403  -0.483   0.783   1.001   0.985
   62  4750  3.00  0.00  0.00  0.00  0.00 -14.423 -15.557 -15.938 -23.403  -0.491   0.761   0.985   0.969
   63  4750  3.50  0.00  0.00  0.00  0.00 -14.426 -15.558 -15.929 -23.403  -0.500   0.759   0.974   0.958
   64  4750  4.00  0.00  0.00  0.00  0.00 -14.400 -15.552 -15.918 -23.403  -0.511   0.778   0.970   0.954
   65  4750  4.50  0.00  0.00  0.00  0.00 -14.350 -15.536 -15.906 -23.403  -0.523   0.813   0.973   0.957
   66  4750  5.00  0.00  0.00  0.00  0.00 -14.285 -15.513 -15.892 -23.403  -0.537   0.855   0.983   0.967
   67  5000  0.00  0.00  0.00  0.00  0.00 -14.596 -15.876 -16.294 -23.626  -0.358   0.910   1.022   1.006
   68  5000  0.50  0.00  0.00  0.00  0.00 -14.718 -15.910 -16.294 -23.626  -0.358   0.821   0.987   0.971
   69  5000  1.00  0.00  0.00  0.00  0.00 -14.821 -15.935 -16.291 -23.626  -0.361   0.741   0.959   0.943
   70  5000  1.50  0.00  0.00  0.00  0.00 -14.902 -15.953 -16.287 -23.626  -0.364   0.676   0.938   0.922
   71  5000  2.00  0.00  0.00  0.00  0.00 -14.964 -15.966 -16.283 -23.626  -0.369   0.626   0.920   0.904
   72  5000  2.50  0.00  0.00  0.00  0.00 -15.007 -15.974 -16.278 -23.626  -0.374   0.591   0.907   0.891
   73  5000  3.00  0.00  0.00  0.00  0.00 -15.029 -15.979 -16.272 -23.626  -0.380   0.572   0.896   0.880
   74  5000  3.50  0.00  0.00  0.00  0.00 -15.032 -15.981 -16.266 -23.626  -0.385   0.571   0.889   0.873
   75  5000  4.00  0.00  0.00  0.00  0.00 -15.012 -15.977 -16.260 -23.626  -0.392   0.587   0.886   0.870
   76  5000  4.50  0.00  0.00  0.00  0.00 -14.971 -15.968 -16.252 -23.626  -0.400   0.620   0.887   0.871
   77  5000  5.00  0.00  0.00  0.00  0.00 -14.914 -15.953 -16.242 -23.626  -0.409   0.663   0.893   0.877
   78  5250  0.00  0.00  0.00  0.00  0.00 -15.216 -16.316 -16.601 -23.837  -0.263   0.725   0.888   0.872
   79  5250  0.50  0.00  0.00  0.00  0.00 -15.309 -16.335 -16.596 -23.837  -0.268   0.648   0.864   0.848
   80  5250  1.00  0.00  0.00  0.00  0.00 -15.393 -16.349 -16.590 -23.837  -0.274   0.577   0.845   0.829
   81  5250  1.50  0.00  0.00  0.00  0.00 -15.462 -16.358 -16.583 -23.837  -0.280   0.516   0.829   0.813
   82  5250  2.00  0.00  0.00  0.00  0.00 -15.515 -16.362 -16.577 -23.837  -0.287   0.466   0.818   0.802
   83  5250  2.50  0.00  0.00  0.00  0.00 -15.551 -16.364 -16.571 -23.837  -0.293   0.431   0.811   0.795
   84  5250  3.00  0.00  0.00  0.00  0.00 -15.571 -16.363 -16.566 -23.837  -0.298   0.410   0.806   0.790
   85  5250  3.50  0.00  0.00  0.00  0.00 -15.574 -16.361 -16.561 -23.837  -0.302   0.404   0.804   0.788
   86  5250  4.00  0.00  0.00  0.00  0.00 -15.558 -16.356 -16.557 -23.837  -0.306   0.416   0.805   0.789
   87  5250  4.50  0.00  0.00  0.00  0.00 -15.523 -16.348 -16.553 -23.837  -0.310   0.444   0.809   0.793
   88  5250  5.00  0.00  0.00  0.00  0.00 -15.472 -16.337 -16.549 -23.837  -0.315   0.485   0.815   0.799
   89  5500  0.00  0.00  0.00  0.00  0.00 -15.763 -16.725 -16.879 -24.039  -0.187   0.580   0.758   0.742
   90  5500  0.50  0.00  0.00  0.00  0.00 -15.827 -16.729 -16.870 -24.039  -0.196   0.518   0.745   0.729
   91  5500  1.00  0.00  0.00  0.00  0.00 -15.891 -16.730 -16.861 -24.039  -0.205   0.455   0.734   0.718
   92  5500  1.50  0.00  0.00  0.00  0.00 -15.947 -16.730 -16.852 -24.039  -0.213   0.398   0.726   0.710
   93  5500  2.00  0.00  0.00  0.00  0.00 -15.993 -16.727 -16.844 -24.039  -0.222   0.348   0.720   0.704
   94  5500  2.50  0.00  0.00  0.00  0.00 -16.027 -16.722 -16.836 -24.039  -0.230   0.309   0.718   0.702
   95  5500  3.00  0.00  0.00  0.00  0.00 -16.048 -16.715 -16.829 -24.039  -0.236   0.281   0.717   0.701
   96  5500  3.50  0.00  0.00  0.00  0.00 -16.054 -16.708 -16.824 -24.039  -0.242   0.267   0.719   0.703
   97  5500  4.00  0.00  0.00  0.00  0.00 -16.044 -16.700 -16.821 -24.039  -0.245   0.270   0.724   0.708
   98  5500  4.50  0.00  0.00  0.00  0.00 -16.018 -16.690 -16.818 -24.039  -0.247   0.288   0.732   0.716
   99  5500  5.00  0.00  0.00  0.00  0.00 -15.975 -16.680 -16.817 -24.039  -0.249   0.321   0.741   0.725
  100  5750  0.00  0.00  0.00  0.00  0.00 -16.241 -17.102 -17.132 -24.233  -0.126   0.473   0.634   0.618
  101  5750  0.50  0.00  0.00  0.00  0.00 -16.280 -17.093 -17.120 -24.233  -0.138   0.424   0.631   0.615
  102  5750  1.00  0.00  0.00  0.00  0.00 -16.325 -17.084 -17.109 -24.233  -0.150   0.371   0.628   0.612
  103  5750  1.50  0.00  0.00  0.00  0.00 -16.368 -17.075 -17.098 -24.233  -0.160   0.317   0.627   0.611
  104  5750  2.00  0.00  0.00  0.00  0.00 -16.407 -17.064 -17.088 -24.233  -0.171   0.267   0.627   0.611
  105  5750  2.50  0.00  0.00  0.00  0.00 -16.438 -17.052 -17.078 -24.233  -0.181   0.223   0.630   0.614
  106  5750  3.00  0.00  0.00  0.00  0.00 -16.460 -17.039 -17.069 -24.233  -0.190   0.188   0.633   0.617
  107  5750  3.50  0.00  0.00  0.00  0.00 -16.472 -17.027 -17.062 -24.233  -0.196   0.164   0.639   0.623
  108  5750  4.00  0.00  0.00  0.00  0.00 -16.470 -17.015 -17.058 -24.233  -0.201   0.154   0.646   0.630
  109  5750  4.50  0.00  0.00  0.00  0.00 -16.455 -17.003 -17.055 -24.233  -0.203   0.159   0.656   0.640
  110  5750  5.00  0.00  0.00  0.00  0.00 -16.423 -16.991 -17.055 -24.233  -0.203   0.180   0.668   0.652
  111  6000  0.00  0.00  0.00  0.00  0.00 -16.664 -17.452 -17.362 -24.417  -0.081   0.395   0.514   0.498
  112  6000  0.50  0.00  0.00  0.00  0.00 -16.673 -17.429 -17.351 -24.417  -0.092   0.363   0.525   0.509
  113  6000  1.00  0.00  0.00  0.00  0.00 -16.701 -17.413 -17.339 -24.417  -0.105   0.318   0.529   0.513
  114  6000  1.50  0.00  0.00  0.00  0.00 -16.733 -17.396 -17.326 -24.417  -0.118   0.268   0.534   0.518
  115  6000  2.00  0.00  0.00  0.00  0.00 -16.765 -17.377 -17.313 -24.417  -0.130   0.218   0.539   0.523
  116  6000  2.50  0.00  0.00  0.00  0.00 -16.793 -17.358 -17.301 -24.417  -0.142   0.171   0.546   0.530
  117  6000  3.00  0.00  0.00  0.00  0.00 -16.817 -17.339 -17.290 -24.417  -0.153   0.128   0.554   0.538
  118  6000  3.50  0.00  0.00  0.00  0.00 -16.832 -17.321 -17.281 -24.417  -0.162   0.095   0.564   0.548
  119  6000  4.00  0.00  0.00  0.00  0.00 -16.839 -17.305 -17.274 -24.417  -0.169   0.072   0.573   0.557
  120  6000  4.50  0.00  0.00  0.00  0.00 -16.835 -17.289 -17.271 -24.417  -0.173   0.062   0.585   0.569
  121  6000  5.00  0.00  0.00  0.00  0.00 -16.816 -17.276 -17.270 -24.417  -0.174   0.068   0.598   0.582
  122  6250  0.50  0.00  0.00  0.00  0.00 -17.027 -17.745 -17.562 -24.595  -0.059   0.320   0.421   0.405
  123  6250  1.00  0.00  0.00  0.00  0.00 -17.031 -17.717 -17.552 -24.595  -0.069   0.288   0.438   0.422
  124  6250  1.50  0.00  0.00  0.00  0.00 -17.050 -17.693 -17.538 -24.595  -0.082   0.245   0.449   0.433
  125  6250  2.00  0.00  0.00  0.00  0.00 -17.074 -17.669 -17.524 -24.595  -0.097   0.196   0.459   0.443
  126  6250  2.50  0.00  0.00  0.00  0.00 -17.100 -17.644 -17.510 -24.595  -0.111   0.146   0.470   0.454
  127  6250  3.00  0.00  0.00  0.00  0.00 -17.123 -17.619 -17.496 -24.595  -0.124   0.098   0.481   0.465
  128  6250  3.50  0.00  0.00  0.00  0.00 -17.143 -17.595 -17.484 -24.595  -0.136   0.054   0.493   0.477
  129  6250  4.00  0.00  0.00  0.00  0.00 -17.157 -17.573 -17.475 -24.595  -0.146   0.019   0.506   0.490
  130  6250  4.50  0.00  0.00  0.00  0.00 -17.162 -17.553 -17.469 -24.595  -0.152  -0.005   0.519   0.503
  131  6250  5.00  0.00  0.00  0.00  0.00 -17.157 -17.536 -17.466 -24.595  -0.155  -0.015   0.533   0.517
  132  6500  0.50  0.00  0.00  0.00  0.00 -17.354 -18.039 -17.755 -24.765  -0.036   0.283   0.319   0.303
  133  6500  1.00  0.00  0.00  0.00  0.00 -17.333 -18.005 -17.747 -24.765  -0.044   0.269   0.346   0.330
  134  6500  1.50  0.00  0.00  0.00  0.00 -17.333 -17.970 -17.737 -24.765  -0.054   0.236   0.370   0.354
  135  6500  2.00  0.00  0.00  0.00  0.00 -17.347 -17.940 -17.723 -24.765  -0.069   0.193   0.386   0.370
  136  6500  2.50  0.00  0.00  0.00  0.00 -17.366 -17.910 -17.707 -24.765  -0.084   0.143   0.400   0.384
  137  6500  3.00  0.00  0.00  0.00  0.00 -17.388 -17.879 -17.691 -24.765  -0.100   0.091   0.415   0.399
  138  6500  3.50  0.00  0.00  0.00  0.00 -17.410 -17.849 -17.675 -24.765  -0.116   0.040   0.429   0.413
  139  6500  4.00  0.00  0.00  0.00  0.00 -17.429 -17.822 -17.662 -24.765  -0.129  -0.007   0.444   0.428
  140  6500  4.50  0.00  0.00  0.00  0.00 -17.443 -17.797 -17.653 -24.765  -0.138  -0.045   0.459   0.443
  141  6500  5.00  0.00  0.00  0.00  0.00 -17.450 -17.777 -17.647 -24.765  -0.144  -0.071   0.474   0.458
  142  6750  0.50  0.00  0.00  0.00  0.00 -17.649 -18.298 -17.935 -24.929  -0.020   0.243   0.241   0.225
  143  6750  1.00  0.00  0.00  0.00  0.00 -17.618 -18.274 -17.927 -24.929  -0.028   0.251   0.256   0.240
  144  6750  1.50  0.00  0.00  0.00  0.00 -17.596 -18.234 -17.919 -24.929  -0.036   0.233   0.289   0.273
  145  6750  2.00  0.00  0.00  0.00  0.00 -17.593 -18.193 -17.908 -24.929  -0.047   0.197   0.318   0.302
  146  6750  2.50  0.00  0.00  0.00  0.00 -17.602 -18.157 -17.891 -24.929  -0.064   0.151   0.338   0.322
  147  6750  3.00  0.00  0.00  0.00  0.00 -17.618 -18.121 -17.873 -24.929  -0.082   0.099   0.356   0.340
  148  6750  3.50  0.00  0.00  0.00  0.00 -17.639 -18.085 -17.855 -24.929  -0.100   0.044   0.373   0.357
  149  6750  4.00  0.00  0.00  0.00  0.00 -17.661 -18.051 -17.838 -24.929  -0.117  -0.011   0.390   0.374
  150  6750  4.50  0.00  0.00  0.00  0.00 -17.682 -18.021 -17.824 -24.929  -0.131  -0.062   0.406   0.390
  151  6750  5.00  0.00  0.00  0.00  0.00 -17.698 -17.996 -17.814 -24.929  -0.141  -0.103   0.421   0.405
  152  7000  0.50  0.00  0.00  0.00  0.00 -17.923 -18.528 -18.102 -25.087  -0.011   0.196   0.177   0.161
  153  7000  1.00  0.00  0.00  0.00  0.00 -17.880 -18.511 -18.095 -25.087  -0.018   0.222   0.187   0.171
  154  7000  1.50  0.00  0.00  0.00  0.00 -17.847 -18.482 -18.087 -25.087  -0.026   0.227   0.209   0.193
  155  7000  2.00  0.00  0.00  0.00  0.00 -17.825 -18.436 -18.079 -25.087  -0.034   0.205   0.247   0.231
  156  7000  2.50  0.00  0.00  0.00  0.00 -17.821 -18.390 -18.066 -25.087  -0.047   0.164   0.279   0.263
  157  7000  3.00  0.00  0.00  0.00  0.00 -17.829 -18.348 -18.048 -25.087  -0.065   0.115   0.303   0.287
  158  7000  3.50  0.00  0.00  0.00  0.00 -17.844 -18.308 -18.027 -25.087  -0.086   0.059   0.323   0.307
  159  7000  4.00  0.00  0.00  0.00  0.00 -17.866 -18.269 -18.007 -25.087  -0.106  -0.001   0.342   0.326
  160  7000  4.50  0.00  0.00  0.00  0.00 -17.891 -18.233 -17.989 -25.087  -0.124  -0.060   0.359   0.343
  161  7000  5.00  0.00  0.00  0.00  0.00 -17.914 -18.203 -17.975 -25.087  -0.138  -0.114   0.375   0.359
  162  7250  0.50  0.00  0.00  0.00  0.00 -18.172 -18.725 -18.256 -25.239  -0.009   0.141   0.135   0.119
  163  7250  1.00  0.00  0.00  0.00  0.00 -18.126 -18.723 -18.251 -25.239  -0.015   0.186   0.131   0.115
  164  7250  1.50  0.00  0.00  0.00  0.00 -18.081 -18.700 -18.245 -25.239  -0.020   0.208   0.149   0.133
  165  7250  2.00  0.00  0.00  0.00  0.00 -18.048 -18.665 -18.237 -25.239  -0.028   0.208   0.175   0.159
  166  7250  2.50  0.00  0.00  0.00  0.00 -18.027 -18.614 -18.227 -25.239  -0.038   0.179   0.217   0.201
  167  7250  3.00  0.00  0.00  0.00  0.00 -18.023 -18.563 -18.211 -25.239  -0.054   0.133   0.252   0.236
  168  7250  3.50  0.00  0.00  0.00  0.00 -18.032 -18.517 -18.191 -25.239  -0.074   0.080   0.277   0.261
  169  7250  4.00  0.00  0.00  0.00  0.00 -18.050 -18.473 -18.169 -25.239  -0.097   0.019   0.299   0.283
  170  7250  4.50  0.00  0.00  0.00  0.00 -18.074 -18.432 -18.147 -25.239  -0.118  -0.046   0.318   0.302
  171  7250  5.00  0.00  0.00  0.00  0.00 -18.102 -18.396 -18.129 -25.239  -0.137  -0.110   0.336   0.320
  172  7500  0.50  0.00  0.00  0.00  0.00 -18.388 -18.868 -18.395 -25.386  -0.017   0.067   0.131   0.115
  173  7500  1.00  0.00  0.00  0.00  0.00 -18.358 -18.907 -18.392 -25.386  -0.021   0.135   0.088   0.072
  174  7500  1.50  0.00  0.00  0.00  0.00 -18.306 -18.893 -18.389 -25.386  -0.023   0.175   0.099   0.083
  175  7500  2.00  0.00  0.00  0.00  0.00 -18.260 -18.865 -18.384 -25.386  -0.029   0.193   0.123   0.107
  176  7500  2.50  0.00  0.00  0.00  0.00 -18.226 -18.824 -18.375 -25.386  -0.038   0.188   0.154   0.138
  177  7500  3.00  0.00  0.00  0.00  0.00 -18.208 -18.768 -18.363 -25.386  -0.049   0.152   0.198   0.182
  178  7500  3.50  0.00  0.00  0.00  0.00 -18.207 -18.715 -18.345 -25.386  -0.068   0.101   0.233   0.217
  179  7500  4.00  0.00  0.00  0.00  0.00 -18.219 -18.666 -18.322 -25.386  -0.090   0.041   0.260   0.244
  180  7500  4.50  0.00  0.00  0.00  0.00 -18.240 -18.620 -18.298 -25.386  -0.114  -0.025   0.282   0.266
  181  7500  5.00  0.00  0.00  0.00  0.00 -18.269 -18.579 -18.276 -25.386  -0.136  -0.095   0.301   0.285
  182  7750  1.00  0.00  0.00  0.00  0.00 -18.570 -19.060 -18.519 -25.529  -0.036   0.074   0.062   0.046
  183  7750  1.50  0.00  0.00  0.00  0.00 -18.518 -19.064 -18.520 -25.529  -0.035   0.131   0.059   0.043
  184  7750  2.00  0.00  0.00  0.00  0.00 -18.464 -19.041 -18.518 -25.529  -0.037   0.164   0.080   0.064
  185  7750  2.50  0.00  0.00  0.00  0.00 -18.419 -19.007 -18.511 -25.529  -0.044   0.176   0.108   0.092
  186  7750  3.00  0.00  0.00  0.00  0.00 -18.388 -18.962 -18.501 -25.529  -0.054   0.163   0.142   0.126
  187  7750  3.50  0.00  0.00  0.00  0.00 -18.375 -18.904 -18.487 -25.529  -0.068   0.120   0.187   0.171
  188  7750  4.00  0.00  0.00  0.00  0.00 -18.378 -18.848 -18.467 -25.529  -0.088   0.063   0.222   0.206
  189  7750  4.50  0.00  0.00  0.00  0.00 -18.394 -18.798 -18.443 -25.529  -0.112  -0.003   0.248   0.232
  190  7750  5.00  0.00  0.00  0.00  0.00 -18.421 -18.751 -18.418 -25.529  -0.137  -0.076   0.270   0.254
  191  8000  1.00  0.00  0.00  0.00  0.00 -18.759 -19.174 -18.628 -25.667  -0.065  -0.001   0.058   0.042
  192  8000  1.50  0.00  0.00  0.00  0.00 -18.717 -19.210 -18.636 -25.667  -0.057   0.076   0.030   0.014
  193  8000  2.00  0.00  0.00  0.00  0.00 -18.660 -19.199 -18.637 -25.667  -0.055   0.124   0.042   0.026
  194  8000  2.50  0.00  0.00  0.00  0.00 -18.606 -19.170 -18.635 -25.667  -0.058   0.150   0.068   0.052
  195  8000  3.00  0.00  0.00  0.00  0.00 -18.564 -19.131 -18.627 -25.667  -0.065   0.156   0.100   0.084
  196  8000  3.50  0.00  0.00  0.00  0.00 -18.536 -19.081 -18.616 -25.667  -0.077   0.135   0.138   0.122
  197  8000  4.00  0.00  0.00  0.00  0.00 -18.530 -19.021 -18.601 -25.667  -0.092   0.083   0.183   0.167
  198  8000  4.50  0.00  0.00  0.00  0.00 -18.540 -18.966 -18.578 -25.667  -0.115   0.019   0.216   0.200
  199  8000  5.00  0.00  0.00  0.00  0.00 -18.562 -18.915 -18.553 -25.667  -0.140  -0.054   0.241   0.225
  200  8250  1.00  0.00  0.00  0.00  0.00 -18.922 -19.250 -18.712 -25.800  -0.114  -0.089   0.066   0.050
  201  8250  1.50  0.00  0.00  0.00  0.00 -18.897 -19.329 -18.738 -25.800  -0.089   0.014   0.012  -0.004
  202  8250  2.00  0.00  0.00  0.00  0.00 -18.843 -19.334 -18.744 -25.800  -0.083   0.074   0.013  -0.003
  203  8250  2.50  0.00  0.00  0.00  0.00 -18.785 -19.315 -18.745 -25.800  -0.082   0.114   0.034   0.018
  204  8250  3.00  0.00  0.00  0.00  0.00 -18.734 -19.281 -18.742 -25.800  -0.085   0.134   0.064   0.048
  205  8250  3.50  0.00  0.00  0.00  0.00 -18.696 -19.238 -18.733 -25.800  -0.093   0.131   0.099   0.083
  206  8250  4.00  0.00  0.00  0.00  0.00 -18.676 -19.184 -18.721 -25.800  -0.106   0.098   0.141   0.125
  207  8250  4.50  0.00  0.00  0.00  0.00 -18.678 -19.124 -18.704 -25.800  -0.122   0.038   0.183   0.167
  208  8250  5.00  0.00  0.00  0.00  0.00 -18.695 -19.069 -18.680 -25.800  -0.146  -0.032   0.214   0.198
  209  8500  1.50  0.00  0.00  0.00  0.00 -19.056 -19.426 -18.826 -25.930  -0.130  -0.049   0.004  -0.012
  210  8500  2.00  0.00  0.00  0.00  0.00 -19.009 -19.449 -18.837 -25.930  -0.119   0.022  -0.008  -0.024
  211  8500  2.50  0.00  0.00  0.00  0.00 -18.952 -19.440 -18.842 -25.930  -0.114   0.071   0.006  -0.010
  212  8500  3.00  0.00  0.00  0.00  0.00 -18.897 -19.413 -18.842 -25.930  -0.114   0.101   0.033   0.017
  213  8500  3.50  0.00  0.00  0.00  0.00 -18.852 -19.376 -18.839 -25.930  -0.118   0.111   0.066   0.050
  214  8500  4.00  0.00  0.00  0.00  0.00 -18.820 -19.329 -18.829 -25.930  -0.127   0.098   0.104   0.088
  215  8500  4.50  0.00  0.00  0.00  0.00 -18.811 -19.272 -18.817 -25.930  -0.139   0.053   0.148   0.132
  216  8500  5.00  0.00  0.00  0.00  0.00 -18.822 -19.215 -18.799 -25.930  -0.157  -0.014   0.187   0.171
  217  8750  1.50  0.00  0.00  0.00  0.00 -19.199 -19.508 -18.904 -26.056  -0.178  -0.111   0.000  -0.016
  218  8750  2.00  0.00  0.00  0.00  0.00 -19.160 -19.547 -18.921 -26.056  -0.161  -0.032  -0.023  -0.039
  219  8750  2.50  0.00  0.00  0.00  0.00 -19.105 -19.547 -18.928 -26.056  -0.154   0.023  -0.016  -0.032
