
       Teff log g  [M]  Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
  422 30000  5.00  0.00  4.00  0.00  0.00 -22.816 -22.247 -21.386 -31.407  -3.047  -0.997  -0.258  -0.274
  423 31000  4.00  0.00  4.00  0.00  0.00 -23.013 -22.400 -21.523 -31.549  -3.052  -1.043  -0.273  -0.289
  424 31000  4.50  0.00  4.00  0.00  0.00 -22.953 -22.358 -21.484 -31.549  -3.091  -1.023  -0.271  -0.287
  425 31000  5.00  0.00  4.00  0.00  0.00 -22.909 -22.324 -21.457 -31.549  -3.119  -1.013  -0.264  -0.280
  426 32000  4.00  0.00  4.00  0.00  0.00 -23.100 -22.472 -21.592 -31.687  -3.122  -1.058  -0.277  -0.293
  427 32000  4.50  0.00  4.00  0.00  0.00 -23.044 -22.434 -21.555 -31.687  -3.159  -1.039  -0.276  -0.292
  428 32000  5.00  0.00  4.00  0.00  0.00 -22.999 -22.400 -21.526 -31.687  -3.187  -1.028  -0.270  -0.286
  429 33000  4.00  0.00  4.00  0.00  0.00 -23.177 -22.536 -21.653 -31.821  -3.194  -1.071  -0.279  -0.295
  430 33000  4.50  0.00  4.00  0.00  0.00 -23.130 -22.506 -21.622 -31.821  -3.225  -1.053  -0.280  -0.296
  431 33000  5.00  0.00  4.00  0.00  0.00 -23.087 -22.473 -21.594 -31.821  -3.253  -1.043  -0.275  -0.291
  432 34000  4.00  0.00  4.00  0.00  0.00 -23.245 -22.593 -21.708 -31.951  -3.269  -1.082  -0.281  -0.297
  433 34000  4.50  0.00  4.00  0.00  0.00 -23.207 -22.571 -21.684 -31.951  -3.293  -1.066  -0.284  -0.300
  434 34000  5.00  0.00  4.00  0.00  0.00 -23.169 -22.542 -21.659 -31.951  -3.318  -1.056  -0.280  -0.296
  435 35000  4.00  0.00  4.00  0.00  0.00 -23.303 -22.642 -21.755 -32.077  -3.347  -1.091  -0.283  -0.299
  436 35000  4.50  0.00  4.00  0.00  0.00 -23.277 -22.630 -21.740 -32.077  -3.363  -1.077  -0.286  -0.302
  437 35000  5.00  0.00  4.00  0.00  0.00 -23.244 -22.606 -21.718 -32.077  -3.384  -1.068  -0.284  -0.300
  438 36000  4.00  0.00  4.00  0.00  0.00 -23.353 -22.685 -21.797 -32.199  -3.428  -1.098  -0.285  -0.301
  439 36000  4.50  0.00  4.00  0.00  0.00 -23.338 -22.682 -21.790 -32.199  -3.435  -1.086  -0.289  -0.305
  440 36000  5.00  0.00  4.00  0.00  0.00 -23.312 -22.664 -21.773 -32.199  -3.452  -1.078  -0.287  -0.303
  441 37000  4.00  0.00  4.00  0.00  0.00 -23.397 -22.724 -21.833 -32.318  -3.511  -1.103  -0.288  -0.304
  442 37000  4.50  0.00  4.00  0.00  0.00 -23.392 -22.728 -21.834 -32.318  -3.510  -1.094  -0.291  -0.307
  443 37000  5.00  0.00  4.00  0.00  0.00 -23.373 -22.716 -21.822 -32.318  -3.522  -1.087  -0.290  -0.306
  444 38000  4.50  0.00  4.00  0.00  0.00 -23.439 -22.769 -21.872 -32.434  -3.588  -1.100  -0.293  -0.309
  445 38000  5.00  0.00  4.00  0.00  0.00 -23.427 -22.762 -21.866 -32.434  -3.594  -1.095  -0.292  -0.308
  446 39000  4.50  0.00  4.00  0.00  0.00 -23.481 -22.806 -21.907 -32.546  -3.666  -1.105  -0.296  -0.312
  447 39000  5.00  0.00  4.00  0.00  0.00 -23.474 -22.803 -21.905 -32.546  -3.668  -1.101  -0.295  -0.311
  448 40000  4.50  0.00  4.00  0.00  0.00 -23.519 -22.840 -21.938 -32.656  -3.744  -1.110  -0.298  -0.314
  449 40000  5.00  0.00  4.00  0.00  0.00 -23.516 -22.840 -21.940 -32.656  -3.743  -1.106  -0.297  -0.313
  450 41000  4.50  0.00  4.00  0.00  0.00 -23.555 -22.872 -21.968 -32.764  -3.821  -1.114  -0.300  -0.316
  451 41000  5.00  0.00  4.00  0.00  0.00 -23.554 -22.874 -21.971 -32.764  -3.819  -1.111  -0.299  -0.315
  452 42000  4.50  0.00  4.00  0.00  0.00 -23.590 -22.903 -21.998 -32.868  -3.897  -1.117  -0.302  -0.318
  453 42000  5.00  0.00  4.00  0.00  0.00 -23.590 -22.905 -22.000 -32.868  -3.894  -1.115  -0.302  -0.318
  454 43000  4.50  0.00  4.00  0.00  0.00 -23.623 -22.933 -22.026 -32.971  -3.971  -1.121  -0.304  -0.320
  455 43000  5.00  0.00  4.00  0.00  0.00 -23.623 -22.935 -22.028 -32.971  -3.968  -1.118  -0.304  -0.320
  456 44000  4.50  0.00  4.00  0.00  0.00 -23.655 -22.963 -22.054 -33.070  -4.043  -1.124  -0.305  -0.321
  457 44000  5.00  0.00  4.00  0.00  0.00 -23.655 -22.964 -22.055 -33.070  -4.041  -1.122  -0.306  -0.322
  458 45000  4.50  0.00  4.00  0.00  0.00 -23.687 -22.991 -22.081 -33.168  -4.113  -1.127  -0.307  -0.323
  459 45000  5.00  0.00  4.00  0.00  0.00 -23.686 -22.993 -22.082 -33.168  -4.112  -1.125  -0.307  -0.323
  460 46000  4.50  0.00  4.00  0.00  0.00 -23.717 -23.019 -22.107 -33.263  -4.182  -1.129  -0.308  -0.324
  461 46000  5.00  0.00  4.00  0.00  0.00 -23.716 -23.020 -22.107 -33.263  -4.182  -1.127  -0.309  -0.325
  462 47000  5.00  0.00  4.00  0.00  0.00 -23.746 -23.047 -22.133 -33.357  -4.250  -1.130  -0.311  -0.327
  463 48000  5.00  0.00  4.00  0.00  0.00 -23.774 -23.073 -22.157 -33.448  -4.317  -1.132  -0.312  -0.328
  464 49000  5.00  0.00  4.00  0.00  0.00 -23.802 -23.098 -22.181 -33.538  -4.383  -1.135  -0.313  -0.329
  465 50000  5.00  0.00  4.00  0.00  0.00 -23.829 -23.123 -22.205 -33.626  -4.447  -1.137  -0.314  -0.330
