
       Teff log g  [M]a Vturb  l/H   small     big    beta
   42  4250  4.00 -1.00  1.00  1.25 -15.039 -14.990   2.442
   43  4250  4.50 -1.00  1.00  1.25 -15.023 -14.968   2.435
   44  4250  5.00 -1.00  1.00  1.25 -15.013 -14.958   2.435
   45  4500  0.00 -1.00  1.00  1.25 -15.337 -15.376   2.564
   46  4500  0.50 -1.00  1.00  1.25 -15.399 -15.435   2.559
   47  4500  1.00 -1.00  1.00  1.25 -15.440 -15.472   2.553
   48  4500  1.50 -1.00  1.00  1.25 -15.466 -15.493   2.547
   49  4500  2.00 -1.00  1.00  1.25 -15.483 -15.505   2.540
   50  4500  2.50 -1.00  1.00  1.25 -15.495 -15.510   2.531
   51  4500  3.00 -1.00  1.00  1.25 -15.504 -15.511   2.520
   52  4500  3.50 -1.00  1.00  1.25 -15.512 -15.509   2.506
   53  4500  4.00 -1.00  1.00  1.25 -15.516 -15.500   2.489
   54  4500  4.50 -1.00  1.00  1.25 -15.514 -15.485   2.470
   55  4500  5.00 -1.00  1.00  1.25 -15.500 -15.462   2.458
   56  4750  0.00 -1.00  1.00  1.25 -15.780 -15.822   2.566
   57  4750  0.50 -1.00  1.00  1.25 -15.823 -15.862   2.562
   58  4750  1.00 -1.00  1.00  1.25 -15.851 -15.887   2.558
   59  4750  1.50 -1.00  1.00  1.25 -15.868 -15.901   2.554
   60  4750  2.00 -1.00  1.00  1.25 -15.879 -15.908   2.549
   61  4750  2.50 -1.00  1.00  1.25 -15.887 -15.911   2.544
   62  4750  3.00 -1.00  1.00  1.25 -15.894 -15.914   2.537
   63  4750  3.50 -1.00  1.00  1.25 -15.901 -15.915   2.529
   64  4750  4.00 -1.00  1.00  1.25 -15.908 -15.915   2.519
   65  4750  4.50 -1.00  1.00  1.25 -15.913 -15.911   2.507
   66  4750  5.00 -1.00  1.00  1.25 -15.914 -15.901   2.492
   67  5000  0.00 -1.00  1.00  1.25 -16.177 -16.223   2.573
   68  5000  0.50 -1.00  1.00  1.25 -16.200 -16.243   2.568
   69  5000  1.00 -1.00  1.00  1.25 -16.216 -16.255   2.564
   70  5000  1.50 -1.00  1.00  1.25 -16.224 -16.261   2.560
   71  5000  2.00 -1.00  1.00  1.25 -16.228 -16.263   2.556
   72  5000  2.50 -1.00  1.00  1.25 -16.231 -16.262   2.552
   73  5000  3.00 -1.00  1.00  1.25 -16.234 -16.262   2.548
   74  5000  3.50 -1.00  1.00  1.25 -16.239 -16.263   2.543
   75  5000  4.00 -1.00  1.00  1.25 -16.245 -16.265   2.537
   76  5000  4.50 -1.00  1.00  1.25 -16.252 -16.266   2.530
   77  5000  5.00 -1.00  1.00  1.25 -16.257 -16.265   2.521
   78  5250  0.00 -1.00  1.00  1.25 -16.530 -16.585   2.584
   79  5250  0.50 -1.00  1.00  1.25 -16.537 -16.588   2.579
   80  5250  1.00 -1.00  1.00  1.25 -16.541 -16.588   2.574
   81  5250  1.50 -1.00  1.00  1.25 -16.541 -16.585   2.569
   82  5250  2.00 -1.00  1.00  1.25 -16.539 -16.580   2.565
   83  5250  2.50 -1.00  1.00  1.25 -16.537 -16.575   2.562
   84  5250  3.00 -1.00  1.00  1.25 -16.536 -16.571   2.558
   85  5250  3.50 -1.00  1.00  1.25 -16.537 -16.570   2.554
   86  5250  4.00 -1.00  1.00  1.25 -16.541 -16.571   2.550
   87  5250  4.50 -1.00  1.00  1.25 -16.547 -16.573   2.545
   88  5250  5.00 -1.00  1.00  1.25 -16.553 -16.575   2.540
   89  5500  0.00 -1.00  1.00  1.25 -16.844 -16.910   2.599
   90  5500  0.50 -1.00  1.00  1.25 -16.839 -16.901   2.594
   91  5500  1.00 -1.00  1.00  1.25 -16.833 -16.891   2.589
   92  5500  1.50 -1.00  1.00  1.25 -16.826 -16.880   2.583
   93  5500  2.00 -1.00  1.00  1.25 -16.818 -16.868   2.578
   94  5500  2.50 -1.00  1.00  1.25 -16.811 -16.858   2.574
   95  5500  3.00 -1.00  1.00  1.25 -16.805 -16.849   2.570
   96  5500  3.50 -1.00  1.00  1.25 -16.802 -16.844   2.566
   97  5500  4.00 -1.00  1.00  1.25 -16.803 -16.842   2.563
   98  5500  4.50 -1.00  1.00  1.25 -16.808 -16.844   2.559
   99  5500  5.00 -1.00  1.00  1.25 -16.813 -16.846   2.555
  100  5750  0.00 -1.00  1.00  1.25 -17.124 -17.204   2.618
  101  5750  0.50 -1.00  1.00  1.25 -17.110 -17.187   2.614
  102  5750  1.00 -1.00  1.00  1.25 -17.097 -17.169   2.608
  103  5750  1.50 -1.00  1.00  1.25 -17.083 -17.151   2.602
  104  5750  2.00 -1.00  1.00  1.25 -17.069 -17.133   2.597
  105  5750  2.50 -1.00  1.00  1.25 -17.057 -17.117   2.591
  106  5750  3.00 -1.00  1.00  1.25 -17.047 -17.103   2.586
  107  5750  3.50 -1.00  1.00  1.25 -17.040 -17.093   2.582
  108  5750  4.00 -1.00  1.00  1.25 -17.037 -17.087   2.578
  109  5750  4.50 -1.00  1.00  1.25 -17.039 -17.086   2.574
  110  5750  5.00 -1.00  1.00  1.25 -17.043 -17.088   2.570
  111  6000  0.00 -1.00  1.00  1.25 -17.376 -17.471   2.638
  112  6000  0.50 -1.00  1.00  1.25 -17.357 -17.449   2.636
  113  6000  1.00 -1.00  1.00  1.25 -17.338 -17.427   2.632
  114  6000  1.50 -1.00  1.00  1.25 -17.318 -17.404   2.626
  115  6000  2.00 -1.00  1.00  1.25 -17.300 -17.381   2.620
  116  6000  2.50 -1.00  1.00  1.25 -17.282 -17.358   2.614
  117  6000  3.00 -1.00  1.00  1.25 -17.266 -17.338   2.608
  118  6000  3.50 -1.00  1.00  1.25 -17.254 -17.322   2.602
  119  6000  4.00 -1.00  1.00  1.25 -17.247 -17.311   2.597
  120  6000  4.50 -1.00  1.00  1.25 -17.246 -17.306   2.592
  121  6000  5.00 -1.00  1.00  1.25 -17.248 -17.306   2.588
  122  6250  0.50 -1.00  1.00  1.25 -17.582 -17.691   2.659
  123  6250  1.00 -1.00  1.00  1.25 -17.559 -17.667   2.657
  124  6250  1.50 -1.00  1.00  1.25 -17.535 -17.641   2.653
  125  6250  2.00 -1.00  1.00  1.25 -17.512 -17.613   2.648
  126  6250  2.50 -1.00  1.00  1.25 -17.489 -17.586   2.641
  127  6250  3.00 -1.00  1.00  1.25 -17.469 -17.560   2.634
  128  6250  3.50 -1.00  1.00  1.25 -17.451 -17.537   2.627
  129  6250  4.00 -1.00  1.00  1.25 -17.439 -17.520   2.620
  130  6250  4.50 -1.00  1.00  1.25 -17.433 -17.509   2.615
  131  6250  5.00 -1.00  1.00  1.25 -17.432 -17.505   2.609
  132  6500  0.50 -1.00  1.00  1.25 -17.787 -17.914   2.682
  133  6500  1.00 -1.00  1.00  1.25 -17.763 -17.890   2.683
  134  6500  1.50 -1.00  1.00  1.25 -17.737 -17.863   2.681
  135  6500  2.00 -1.00  1.00  1.25 -17.709 -17.832   2.678
  136  6500  2.50 -1.00  1.00  1.25 -17.682 -17.801   2.672
  137  6500  3.00 -1.00  1.00  1.25 -17.656 -17.770   2.665
  138  6500  3.50 -1.00  1.00  1.25 -17.634 -17.742   2.656
  139  6500  4.00 -1.00  1.00  1.25 -17.616 -17.718   2.649
  140  6500  4.50 -1.00  1.00  1.25 -17.604 -17.700   2.641
  141  6500  5.00 -1.00  1.00  1.25 -17.599 -17.690   2.635
  142  6750  0.50 -1.00  1.00  1.25 -17.984 -18.122   2.697
  143  6750  1.00 -1.00  1.00  1.25 -17.951 -18.097   2.709
  144  6750  1.50 -1.00  1.00  1.25 -17.923 -18.070   2.710
  145  6750  2.00 -1.00  1.00  1.25 -17.893 -18.039   2.708
  146  6750  2.50 -1.00  1.00  1.25 -17.862 -18.005   2.704
  147  6750  3.00 -1.00  1.00  1.25 -17.832 -17.970   2.698
  148  6750  3.50 -1.00  1.00  1.25 -17.804 -17.936   2.690
  149  6750  4.00 -1.00  1.00  1.25 -17.780 -17.906   2.681
  150  6750  4.50 -1.00  1.00  1.25 -17.762 -17.881   2.672
  151  6750  5.00 -1.00  1.00  1.25 -17.751 -17.864   2.663
  152  7000  0.50 -1.00  1.00  1.25 -18.173 -18.313   2.700
  153  7000  1.00 -1.00  1.00  1.25 -18.131 -18.290   2.725
  154  7000  1.50 -1.00  1.00  1.25 -18.095 -18.262   2.738
  155  7000  2.00 -1.00  1.00  1.25 -18.064 -18.232   2.739
  156  7000  2.50 -1.00  1.00  1.25 -18.030 -18.197   2.738
  157  7000  3.00 -1.00  1.00  1.25 -17.996 -18.160   2.733
  158  7000  3.50 -1.00  1.00  1.25 -17.963 -18.122   2.725
  159  7000  4.00 -1.00  1.00  1.25 -17.935 -18.086   2.716
  160  7000  4.50 -1.00  1.00  1.25 -17.911 -18.055   2.705
  161  7000  5.00 -1.00  1.00  1.25 -17.895 -18.031   2.696
  162  7250  0.50 -1.00  1.00  1.25 -18.354 -18.486   2.689
  163  7250  1.00 -1.00  1.00  1.25 -18.306 -18.467   2.729
  164  7250  1.50 -1.00  1.00  1.25 -18.262 -18.442   2.755
  165  7250  2.00 -1.00  1.00  1.25 -18.221 -18.411   2.768
  166  7250  2.50 -1.00  1.00  1.25 -18.186 -18.378   2.770
  167  7250  3.00 -1.00  1.00  1.25 -18.149 -18.339   2.768
  168  7250  3.50 -1.00  1.00  1.25 -18.113 -18.299   2.762
  169  7250  4.00 -1.00  1.00  1.25 -18.080 -18.259   2.753
  170  7250  4.50 -1.00  1.00  1.25 -18.052 -18.222   2.742
  171  7250  5.00 -1.00  1.00  1.25 -18.029 -18.192   2.731
  172  7500  0.50 -1.00  1.00  1.25 -18.525 -18.633   2.656
  173  7500  1.00 -1.00  1.00  1.25 -18.472 -18.627   2.721
  174  7500  1.50 -1.00  1.00  1.25 -18.422 -18.606   2.760
  175  7500  2.00 -1.00  1.00  1.25 -18.375 -18.578   2.786
  176  7500  2.50 -1.00  1.00  1.25 -18.331 -18.544   2.799
  177  7500  3.00 -1.00  1.00  1.25 -18.293 -18.507   2.801
  178  7500  3.50 -1.00  1.00  1.25 -18.254 -18.466   2.798
  179  7500  4.00 -1.00  1.00  1.25 -18.217 -18.423   2.790
  180  7500  4.50 -1.00  1.00  1.25 -18.184 -18.382   2.779
  181  7500  5.00 -1.00  1.00  1.25 -18.156 -18.346   2.768
  182  7750  1.00 -1.00  1.00  1.25 -18.630 -18.768   2.697
  183  7750  1.50 -1.00  1.00  1.25 -18.576 -18.755   2.753
  184  7750  2.00 -1.00  1.00  1.25 -18.523 -18.730   2.792
  185  7750  2.50 -1.00  1.00  1.25 -18.472 -18.699   2.818
  186  7750  3.00 -1.00  1.00  1.25 -18.426 -18.661   2.830
  187  7750  3.50 -1.00  1.00  1.25 -18.385 -18.622   2.832
  188  7750  4.00 -1.00  1.00  1.25 -18.345 -18.578   2.827
  189  7750  4.50 -1.00  1.00  1.25 -18.308 -18.534   2.817
  190  7750  5.00 -1.00  1.00  1.25 -18.276 -18.493   2.805
  191  8000  1.00 -1.00  1.00  1.25 -18.770 -18.881   2.660
  192  8000  1.50 -1.00  1.00  1.25 -18.720 -18.885   2.734
  193  8000  2.00 -1.00  1.00  1.25 -18.663 -18.867   2.786
  194  8000  2.50 -1.00  1.00  1.25 -18.607 -18.839   2.825
  195  8000  3.00 -1.00  1.00  1.25 -18.553 -18.804   2.850
  196  8000  3.50 -1.00  1.00  1.25 -18.507 -18.764   2.860
  197  8000  4.00 -1.00  1.00  1.25 -18.465 -18.723   2.860
  198  8000  4.50 -1.00  1.00  1.25 -18.425 -18.678   2.853
  199  8000  5.00 -1.00  1.00  1.25 -18.389 -18.633   2.842
  200  8250  1.50 -1.00  1.00  1.25 -18.851 -18.995   2.705
  201  8250  2.00 -1.00  1.00  1.25 -18.795 -18.986   2.770
  202  8250  2.50 -1.00  1.00  1.25 -18.735 -18.964   2.821
  203  8250  3.00 -1.00  1.00  1.25 -18.677 -18.933   2.857
  204  8250  3.50 -1.00  1.00  1.25 -18.622 -18.894   2.880
  205  8250  4.00 -1.00  1.00  1.25 -18.577 -18.855   2.888
  206  8250  4.50 -1.00  1.00  1.25 -18.535 -18.812   2.886
  207  8250  5.00 -1.00  1.00  1.25 -18.496 -18.766   2.877
  208  8500  1.50 -1.00  1.00  1.25 -18.968 -19.089   2.675
  209  8500  2.00 -1.00  1.00  1.25 -18.916 -19.091   2.747
  210  8500  2.50 -1.00  1.00  1.25 -18.855 -19.074   2.808
  211  8500  3.00 -1.00  1.00  1.25 -18.793 -19.047   2.856
  212  8500  3.50 -1.00  1.00  1.25 -18.734 -19.013   2.889
  213  8500  4.00 -1.00  1.00  1.25 -18.680 -18.972   2.906
  214  8500  4.50 -1.00  1.00  1.25 -18.638 -18.934   2.912
  215  8500  5.00 -1.00  1.00  1.25 -18.597 -18.891   2.909
  216  8750  1.50 -1.00  1.00  1.25 -19.068 -19.169   2.647
  217  8750  2.00 -1.00  1.00  1.25 -19.027 -19.182   2.721
  218  8750  2.50 -1.00  1.00  1.25 -18.967 -19.172   2.789
  219  8750  3.00 -1.00  1.00  1.25 -18.902 -19.149   2.846
  220  8750  3.50 -1.00  1.00  1.25 -18.839 -19.118   2.890
  221  8750  4.00 -1.00  1.00  1.25 -18.781 -19.081   2.918
  222  8750  4.50 -1.00  1.00  1.25 -18.731 -19.040   2.930
  223  8750  5.00 -1.00  1.00  1.25 -18.691 -19.004   2.934
  224  9000  1.50 -1.00  1.00  0.00 -19.155 -19.240   2.626
  225  9000  2.00 -1.00  1.00  0.00 -19.127 -19.264   2.697
  226  9000  2.50 -1.00  1.00  0.00 -19.071 -19.259   2.766
  227  9000  3.00 -1.00  1.00  0.00 -19.005 -19.241   2.831
  228  9000  3.50 -1.00  1.00  0.00 -18.938 -19.214   2.884
  229  9000  4.00 -1.00  1.00  0.00 -18.876 -19.179   2.922
  230  9000  4.50 -1.00  1.00  0.00 -18.820 -19.138   2.942
  231  9000  5.00 -1.00  1.00  0.00 -18.770 -19.093   2.949
  232  9250  2.00 -1.00  1.00  0.00 -19.216 -19.338   2.676
  233  9250  2.50 -1.00  1.00  0.00 -19.167 -19.339   2.744
  234  9250  3.00 -1.00  1.00  0.00 -19.103 -19.325   2.811
  235  9250  3.50 -1.00  1.00  0.00 -19.034 -19.300   2.872
  236  9250  4.00 -1.00  1.00  0.00 -18.967 -19.268   2.918
  237  9250  4.50 -1.00  1.00  0.00 -18.907 -19.229   2.948
  238  9250  5.00 -1.00  1.00  0.00 -18.855 -19.187   2.961
  239  9500  2.00 -1.00  1.00  0.00 -19.297 -19.407   2.659
  240  9500  2.50 -1.00  1.00  0.00 -19.254 -19.411   2.724
  241  9500  3.00 -1.00  1.00  0.00 -19.194 -19.400   2.791
  242  9500  3.50 -1.00  1.00  0.00 -19.125 -19.379   2.856
  243  9500  4.00 -1.00  1.00  0.00 -19.055 -19.350   2.910
  244  9500  4.50 -1.00  1.00  0.00 -18.991 -19.314   2.948
  245  9500  5.00 -1.00  1.00  0.00 -18.935 -19.273   2.969
  246  9750  2.00 -1.00  1.00  0.00 -19.371 -19.471   2.646
  247  9750  2.50 -1.00  1.00  0.00 -19.334 -19.478   2.706
  248  9750  3.00 -1.00  1.00  0.00 -19.278 -19.470   2.771
  249  9750  3.50 -1.00  1.00  0.00 -19.211 -19.452   2.838
  250  9750  4.00 -1.00  1.00  0.00 -19.140 -19.425   2.898
  251  9750  4.50 -1.00  1.00  0.00 -19.072 -19.392   2.944
  252  9750  5.00 -1.00  1.00  0.00 -19.012 -19.352   2.972
  253 10000  2.00 -1.00  1.00  0.00 -19.440 -19.532   2.635
  254 10000  2.50 -1.00  1.00  0.00 -19.407 -19.541   2.692
  255 10000  3.00 -1.00  1.00  0.00 -19.356 -19.535   2.754
  256 10000  3.50 -1.00  1.00  0.00 -19.292 -19.520   2.820
  257 10000  4.00 -1.00  1.00  0.00 -19.221 -19.496   2.883
  258 10000  4.50 -1.00  1.00  0.00 -19.151 -19.464   2.935
  259 10000  5.00 -1.00  1.00  0.00 -19.087 -19.426   2.970
  260 10500  2.00 -1.00  1.00  0.00 -19.566 -19.646   2.619
  261 10500  2.50 -1.00  1.00  0.00 -19.539 -19.658   2.671
  262 10500  3.00 -1.00  1.00  0.00 -19.494 -19.654   2.727
  263 10500  3.50 -1.00  1.00  0.00 -19.437 -19.641   2.788
  264 10500  4.00 -1.00  1.00  0.00 -19.370 -19.621   2.851
  265 10500  4.50 -1.00  1.00  0.00 -19.299 -19.594   2.910
  266 10500  5.00 -1.00  1.00  0.00 -19.231 -19.560   2.957
  267 11000  2.50 -1.00  1.00  0.00 -19.657 -19.764   2.655
  268 11000  3.00 -1.00  1.00  0.00 -19.617 -19.761   2.706
  269 11000  3.50 -1.00  1.00  0.00 -19.564 -19.750   2.762
  270 11000  4.00 -1.00  1.00  0.00 -19.502 -19.732   2.823
  271 11000  4.50 -1.00  1.00  0.00 -19.434 -19.709   2.883
  272 11000  5.00 -1.00  1.00  0.00 -19.365 -19.678   2.936
  273 11500  2.50 -1.00  1.00  0.00 -19.765 -19.862   2.642
  274 11500  3.00 -1.00  1.00  0.00 -19.727 -19.859   2.690
  275 11500  3.50 -1.00  1.00  0.00 -19.678 -19.849   2.743
  276 11500  4.00 -1.00  1.00  0.00 -19.620 -19.833   2.799
  277 11500  4.50 -1.00  1.00  0.00 -19.555 -19.811   2.858
  278 11500  5.00 -1.00  1.00  0.00 -19.488 -19.784   2.913
  279 12000  2.50 -1.00  1.00  0.00 -19.864 -19.953   2.631
  280 12000  3.00 -1.00  1.00  0.00 -19.828 -19.950   2.677
  281 12000  3.50 -1.00  1.00  0.00 -19.781 -19.941   2.726
  282 12000  4.00 -1.00  1.00  0.00 -19.727 -19.925   2.780
  283 12000  4.50 -1.00  1.00  0.00 -19.666 -19.906   2.836
  284 12000  5.00 -1.00  1.00  0.00 -19.600 -19.880   2.890
  285 12500  2.50 -1.00  1.00  0.00 -19.956 -20.038   2.621
  286 12500  3.00 -1.00  1.00  0.00 -19.921 -20.036   2.666
  287 12500  3.50 -1.00  1.00  0.00 -19.877 -20.026   2.713
  288 12500  4.00 -1.00  1.00  0.00 -19.825 -20.012   2.763
  289 12500  4.50 -1.00  1.00  0.00 -19.767 -19.993   2.816
  290 12500  5.00 -1.00  1.00  0.00 -19.705 -19.969   2.870
  291 13000  2.50 -1.00  1.00  0.00 -20.043 -20.119   2.613
  292 13000  3.00 -1.00  1.00  0.00 -20.009 -20.116   2.656
  293 13000  3.50 -1.00  1.00  0.00 -19.966 -20.106   2.701
  294 13000  4.00 -1.00  1.00  0.00 -19.917 -20.092   2.749
  295 13000  4.50 -1.00  1.00  0.00 -19.861 -20.075   2.800
  296 13000  5.00 -1.00  1.00  0.00 -19.801 -20.053   2.851
  297 14000  2.00 -1.00  1.00  0.00 -20.219 -20.253   2.556
  298 14000  2.50 -1.00  1.00  0.00 -20.203 -20.268   2.598
  299 14000  3.00 -1.00  1.00  0.00 -20.169 -20.264   2.639
  300 14000  3.50 -1.00  1.00  0.00 -20.128 -20.254   2.681
  301 14000  4.00 -1.00  1.00  0.00 -20.082 -20.240   2.725
  302 14000  4.50 -1.00  1.00  0.00 -20.031 -20.224   2.772
  303 14000  5.00 -1.00  1.00  0.00 -19.977 -20.204   2.819
  304 15000  2.50 -1.00  1.00  0.00 -20.351 -20.406   2.585
  305 15000  3.00 -1.00  1.00  0.00 -20.315 -20.400   2.625
  306 15000  3.50 -1.00  1.00  0.00 -20.274 -20.388   2.664
  307 15000  4.00 -1.00  1.00  0.00 -20.230 -20.374   2.706
  308 15000  4.50 -1.00  1.00  0.00 -20.183 -20.359   2.749
  309 15000  5.00 -1.00  1.00  0.00 -20.132 -20.341   2.794
  310 16000  2.50 -1.00  1.00  0.00 -20.489 -20.536   2.574
  311 16000  3.00 -1.00  1.00  0.00 -20.451 -20.526   2.612
  312 16000  3.50 -1.00  1.00  0.00 -20.409 -20.512   2.650
  313 16000  4.00 -1.00  1.00  0.00 -20.365 -20.497   2.689
  314 16000  4.50 -1.00  1.00  0.00 -20.320 -20.482   2.730
  315 16000  5.00 -1.00  1.00  0.00 -20.272 -20.465   2.772
  316 17000  2.50 -1.00  1.00  0.00 -20.618 -20.658   2.563
  317 17000  3.00 -1.00  1.00  0.00 -20.578 -20.645   2.601
  318 17000  3.50 -1.00  1.00  0.00 -20.535 -20.628   2.637
  319 17000  4.00 -1.00  1.00  0.00 -20.490 -20.612   2.675
  320 17000  4.50 -1.00  1.00  0.00 -20.446 -20.596   2.715
  321 17000  5.00 -1.00  1.00  0.00 -20.400 -20.580   2.754
  322 18000  2.50 -1.00  1.00  0.00 -20.741 -20.774   2.554
  323 18000  3.00 -1.00  1.00  0.00 -20.699 -20.758   2.590
  324 18000  3.50 -1.00  1.00  0.00 -20.654 -20.739   2.626
  325 18000  4.00 -1.00  1.00  0.00 -20.608 -20.721   2.663
  326 18000  4.50 -1.00  1.00  0.00 -20.564 -20.704   2.700
  327 18000  5.00 -1.00  1.00  0.00 -20.519 -20.687   2.739
  328 19000  2.50 -1.00  1.00  0.00 -20.859 -20.884   2.545
  329 19000  3.00 -1.00  1.00  0.00 -20.815 -20.867   2.581
  330 19000  3.50 -1.00  1.00  0.00 -20.767 -20.844   2.615
  331 19000  4.00 -1.00  1.00  0.00 -20.720 -20.824   2.651
  332 19000  4.50 -1.00  1.00  0.00 -20.675 -20.806   2.687
  333 19000  5.00 -1.00  1.00  0.00 -20.631 -20.789   2.725
  334 20000  3.00 -1.00  1.00  0.00 -20.925 -20.971   2.573
  335 20000  3.50 -1.00  1.00  0.00 -20.875 -20.945   2.606
  336 20000  4.00 -1.00  1.00  0.00 -20.827 -20.923   2.640
  337 20000  4.50 -1.00  1.00  0.00 -20.782 -20.904   2.675
  338 20000  5.00 -1.00  1.00  0.00 -20.738 -20.886   2.712
  339 21000  3.00 -1.00  1.00  0.00 -21.031 -21.072   2.565
  340 21000  3.50 -1.00  1.00  0.00 -20.978 -21.043   2.598
  341 21000  4.00 -1.00  1.00  0.00 -20.930 -21.018   2.630
  342 21000  4.50 -1.00  1.00  0.00 -20.884 -20.997   2.664
  343 21000  5.00 -1.00  1.00  0.00 -20.840 -20.979   2.700
  344 22000  3.00 -1.00  1.00  0.00 -21.134 -21.169   2.558
  345 22000  3.50 -1.00  1.00  0.00 -21.078 -21.137   2.590
  346 22000  4.00 -1.00  1.00  0.00 -21.027 -21.109   2.621
  347 22000  4.50 -1.00  1.00  0.00 -20.981 -21.087   2.654
  348 22000  5.00 -1.00  1.00  0.00 -20.937 -21.069   2.688
  349 23000  3.00 -1.00  1.00  0.00 -21.235 -21.265   2.551
  350 23000  3.50 -1.00  1.00  0.00 -21.174 -21.228   2.583
  351 23000  4.00 -1.00  1.00  0.00 -21.122 -21.198   2.614
  352 23000  4.50 -1.00  1.00  0.00 -21.075 -21.175   2.645
  353 23000  5.00 -1.00  1.00  0.00 -21.031 -21.155   2.678
  354 24000  3.00 -1.00  1.00  0.00 -21.334 -21.359   2.545
  355 24000  3.50 -1.00  1.00  0.00 -21.268 -21.317   2.576
  356 24000  4.00 -1.00  1.00  0.00 -21.214 -21.285   2.607
  357 24000  4.50 -1.00  1.00  0.00 -21.165 -21.259   2.637
  358 24000  5.00 -1.00  1.00  0.00 -21.121 -21.239   2.669
  359 25000  3.00 -1.00  1.00  0.00 -21.435 -21.456   2.538
  360 25000  3.50 -1.00  1.00  0.00 -21.360 -21.405   2.570
  361 25000  4.00 -1.00  1.00  0.00 -21.303 -21.369   2.600
  362 25000  4.50 -1.00  1.00  0.00 -21.253 -21.342   2.630
  363 25000  5.00 -1.00  1.00  0.00 -21.209 -21.320   2.661
  364 26000  3.00 -1.00  1.00  0.00 -21.541 -21.556   2.530
  365 26000  3.50 -1.00  1.00  0.00 -21.451 -21.492   2.565
  366 26000  4.00 -1.00  1.00  0.00 -21.390 -21.452   2.594
  367 26000  4.50 -1.00  1.00  0.00 -21.340 -21.423   2.623
  368 26000  5.00 -1.00  1.00  0.00 -21.294 -21.400   2.654
  369 27000  3.50 -1.00  1.00  0.00 -21.543 -21.580   2.559
  370 27000  4.00 -1.00  1.00  0.00 -21.477 -21.534   2.588
  371 27000  4.50 -1.00  1.00  0.00 -21.424 -21.503   2.617
  372 27000  5.00 -1.00  1.00  0.00 -21.379 -21.479   2.647
  373 28000  3.50 -1.00  1.00  0.00 -21.639 -21.671   2.553
  374 28000  4.00 -1.00  1.00  0.00 -21.563 -21.616   2.583
  375 28000  4.50 -1.00  1.00  0.00 -21.508 -21.582   2.610
  376 28000  5.00 -1.00  1.00  0.00 -21.462 -21.557   2.640
