
       Teff log g  [M]a  Vturb  l/H  E(B-V)    U       B       V     BOL     BC      U-B    B-V(J)  B-V(H) 
  429 31000  4.00  0.00  2.00  0.00  0.00 -22.989 -22.381 -21.508 -31.549  -3.070  -1.038  -0.270  -0.286
  430 31000  4.50  0.00  2.00  0.00  0.00 -22.931 -22.339 -21.470 -31.549  -3.108  -1.021  -0.265  -0.281
  431 31000  5.00  0.00  2.00  0.00  0.00 -22.890 -22.306 -21.444 -31.549  -3.133  -1.013  -0.258  -0.274
  432 32000  4.00  0.00  2.00  0.00  0.00 -23.076 -22.454 -21.577 -31.687  -3.139  -1.051  -0.274  -0.290
  433 32000  4.50  0.00  2.00  0.00  0.00 -23.022 -22.415 -21.541 -31.687  -3.175  -1.036  -0.271  -0.287
  434 32000  5.00  0.00  2.00  0.00  0.00 -22.981 -22.381 -21.514 -31.687  -3.202  -1.028  -0.264  -0.280
  435 33000  4.00  0.00  2.00  0.00  0.00 -23.153 -22.520 -21.639 -31.821  -3.211  -1.062  -0.278  -0.294
  436 33000  4.50  0.00  2.00  0.00  0.00 -23.107 -22.488 -21.608 -31.821  -3.241  -1.048  -0.276  -0.292
  437 33000  5.00  0.00  2.00  0.00  0.00 -23.068 -22.455 -21.582 -31.821  -3.267  -1.041  -0.270  -0.286
  438 34000  4.00  0.00  2.00  0.00  0.00 -23.220 -22.579 -21.694 -31.951  -3.285  -1.071  -0.282  -0.298
  439 34000  4.50  0.00  2.00  0.00  0.00 -23.184 -22.554 -21.670 -31.951  -3.309  -1.059  -0.281  -0.297
  440 34000  5.00  0.00  2.00  0.00  0.00 -23.149 -22.525 -21.646 -31.951  -3.333  -1.053  -0.275  -0.291
  441 35000  4.00  0.00  2.00  0.00  0.00 -23.279 -22.630 -21.742 -32.077  -3.363  -1.079  -0.285  -0.301
  442 35000  4.50  0.00  2.00  0.00  0.00 -23.253 -22.614 -21.726 -32.077  -3.379  -1.068  -0.285  -0.301
  443 35000  5.00  0.00  2.00  0.00  0.00 -23.223 -22.589 -21.706 -32.077  -3.399  -1.062  -0.280  -0.296
  444 36000  4.00  0.00  2.00  0.00  0.00 -23.330 -22.676 -21.784 -32.199  -3.443  -1.084  -0.289  -0.305
  445 36000  4.50  0.00  2.00  0.00  0.00 -23.313 -22.668 -21.776 -32.199  -3.451  -1.075  -0.289  -0.305
  446 36000  5.00  0.00  2.00  0.00  0.00 -23.289 -22.648 -21.760 -32.199  -3.467  -1.071  -0.285  -0.301
  447 37000  4.00  0.00  2.00  0.00  0.00 -23.376 -22.717 -21.822 -32.318  -3.524  -1.089  -0.292  -0.308
  448 37000  4.50  0.00  2.00  0.00  0.00 -23.367 -22.716 -21.820 -32.318  -3.526  -1.081  -0.293  -0.309
  449 37000  5.00  0.00  2.00  0.00  0.00 -23.349 -22.702 -21.809 -32.318  -3.537  -1.077  -0.289  -0.305
  450 38000  4.00  0.00  2.00  0.00  0.00 -23.417 -22.754 -21.856 -32.434  -3.605  -1.093  -0.294  -0.310
  451 38000  4.50  0.00  2.00  0.00  0.00 -23.414 -22.759 -21.859 -32.434  -3.603  -1.085  -0.296  -0.312
  452 38000  5.00  0.00  2.00  0.00  0.00 -23.402 -22.749 -21.853 -32.434  -3.609  -1.083  -0.293  -0.309
  453 39000  4.00  0.00  2.00  0.00  0.00 -23.457 -22.790 -21.889 -32.546  -3.685  -1.097  -0.297  -0.313
  454 39000  4.50  0.00  2.00  0.00  0.00 -23.457 -22.797 -21.894 -32.546  -3.680  -1.089  -0.300  -0.316
  455 39000  5.00  0.00  2.00  0.00  0.00 -23.449 -22.792 -21.892 -32.546  -3.683  -1.087  -0.297  -0.313
  456 40000  4.50  0.00  2.00  0.00  0.00 -23.496 -22.833 -21.927 -32.656  -3.758  -1.093  -0.303  -0.319
  457 40000  5.00  0.00  2.00  0.00  0.00 -23.491 -22.831 -21.927 -32.656  -3.758  -1.091  -0.300  -0.316
  458 41000  4.50  0.00  2.00  0.00  0.00 -23.533 -22.867 -21.958 -32.764  -3.834  -1.096  -0.306  -0.322
  459 41000  5.00  0.00  2.00  0.00  0.00 -23.530 -22.866 -21.959 -32.764  -3.833  -1.094  -0.304  -0.320
  460 42000  4.50  0.00  2.00  0.00  0.00 -23.568 -22.900 -21.988 -32.868  -3.908  -1.099  -0.308  -0.324
  461 42000  5.00  0.00  2.00  0.00  0.00 -23.565 -22.899 -21.989 -32.868  -3.907  -1.097  -0.307  -0.323
  462 43000  4.50  0.00  2.00  0.00  0.00 -23.603 -22.931 -22.017 -32.971  -3.981  -1.102  -0.310  -0.326
  463 43000  5.00  0.00  2.00  0.00  0.00 -23.600 -22.931 -22.018 -32.971  -3.981  -1.099  -0.309  -0.325
  464 44000  4.50  0.00  2.00  0.00  0.00 -23.637 -22.962 -22.046 -33.070  -4.052  -1.105  -0.312  -0.328
  465 44000  5.00  0.00  2.00  0.00  0.00 -23.633 -22.961 -22.046 -33.070  -4.053  -1.102  -0.312  -0.328
  466 45000  4.50  0.00  2.00  0.00  0.00 -23.669 -22.991 -22.074 -33.168  -4.122  -1.108  -0.314  -0.330
  467 45000  5.00  0.00  2.00  0.00  0.00 -23.665 -22.990 -22.073 -33.168  -4.123  -1.105  -0.314  -0.330
  468 46000  4.50  0.00  2.00  0.00  0.00 -23.701 -23.020 -22.101 -33.263  -4.190  -1.111  -0.315  -0.331
  469 46000  5.00  0.00  2.00  0.00  0.00 -23.696 -23.019 -22.099 -33.263  -4.192  -1.107  -0.316  -0.332
  470 47000  4.50  0.00  2.00  0.00  0.00 -23.732 -23.048 -22.128 -33.357  -4.257  -1.114  -0.317  -0.333
  471 47000  5.00  0.00  2.00  0.00  0.00 -23.726 -23.047 -22.125 -33.357  -4.260  -1.110  -0.318  -0.334
  472 48000  4.50  0.00  2.00  0.00  0.00 -23.761 -23.075 -22.153 -33.448  -4.323  -1.117  -0.318  -0.334
  473 48000  5.00  0.00  2.00  0.00  0.00 -23.755 -23.073 -22.151 -33.448  -4.326  -1.112  -0.319  -0.335
  474 49000  4.50  0.00  2.00  0.00  0.00 -23.790 -23.101 -22.179 -33.538  -4.387  -1.120  -0.319  -0.335
  475 49000  5.00  0.00  2.00  0.00  0.00 -23.784 -23.099 -22.175 -33.538  -4.391  -1.115  -0.321  -0.337
  476 50000  5.00  0.00  2.00  0.00  0.00 -23.812 -23.125 -22.199 -33.626  -4.455  -1.117  -0.322  -0.338
