
       Teff log g  [M]a Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
   40  4250  3.00  0.20  2.00  1.25  0.00 -12.874 -14.423 -15.036 -22.920  -0.912   1.182   1.217   1.201
   41  4250  3.50  0.20  2.00  1.25  0.00 -12.977 -14.442 -15.010 -22.920  -0.938   1.096   1.172   1.156
   42  4250  4.00  0.20  2.00  1.25  0.00 -13.049 -14.450 -14.981 -22.920  -0.967   1.029   1.134   1.118
   43  4250  4.50  0.20  2.00  1.25  0.00 -13.103 -14.450 -14.950 -22.920  -0.998   0.972   1.104   1.088
   44  4250  5.00  0.20  2.00  1.25  0.00 -13.153 -14.448 -14.930 -22.920  -1.018   0.920   1.085   1.069
   45  4500  0.00  0.20  2.00  1.25  0.00 -12.671 -14.742 -15.559 -23.168  -0.638   1.722   1.420   1.404
   46  4500  0.50  0.20  2.00  1.25  0.00 -12.826 -14.774 -15.549 -23.168  -0.647   1.596   1.378   1.362
   47  4500  1.00  0.20  2.00  1.25  0.00 -12.984 -14.804 -15.538 -23.168  -0.658   1.465   1.337   1.321
   48  4500  1.50  0.20  2.00  1.25  0.00 -13.152 -14.843 -15.529 -23.168  -0.667   1.332   1.289   1.273
   49  4500  2.00  0.20  2.00  1.25  0.00 -13.326 -14.895 -15.525 -23.168  -0.671   1.208   1.233   1.217
   50  4500  2.50  0.20  2.00  1.25  0.00 -13.472 -14.943 -15.521 -23.168  -0.675   1.105   1.182   1.166
   51  4500  3.00  0.20  2.00  1.25  0.00 -13.579 -14.980 -15.516 -23.168  -0.680   1.034   1.139   1.123
   52  4500  3.50  0.20  2.00  1.25  0.00 -13.647 -15.000 -15.503 -23.168  -0.693   0.983   1.107   1.091
   53  4500  4.00  0.20  2.00  1.25  0.00 -13.681 -15.004 -15.485 -23.168  -0.711   0.952   1.085   1.069
   54  4500  4.50  0.20  2.00  1.25  0.00 -13.692 -14.998 -15.464 -23.168  -0.732   0.933   1.069   1.053
   55  4500  5.00  0.20  2.00  1.25  0.00 -13.694 -14.984 -15.441 -23.168  -0.755   0.916   1.060   1.044
   56  4750  0.00  0.20  2.00  1.25  0.00 -13.488 -15.275 -15.954 -23.403  -0.477   1.432   1.283   1.267
   57  4750  0.50  0.20  2.00  1.25  0.00 -13.624 -15.307 -15.947 -23.403  -0.484   1.325   1.244   1.228
   58  4750  1.00  0.20  2.00  1.25  0.00 -13.756 -15.333 -15.938 -23.403  -0.493   1.217   1.208   1.192
   59  4750  1.50  0.20  2.00  1.25  0.00 -13.892 -15.362 -15.929 -23.403  -0.502   1.107   1.171   1.155
   60  4750  2.00  0.20  2.00  1.25  0.00 -14.030 -15.399 -15.923 -23.403  -0.507   1.003   1.128   1.112
   61  4750  2.50  0.20  2.00  1.25  0.00 -14.155 -15.438 -15.919 -23.403  -0.512   0.915   1.085   1.069
   62  4750  3.00  0.20  2.00  1.25  0.00 -14.246 -15.470 -15.915 -23.403  -0.516   0.853   1.049   1.033
   63  4750  3.50  0.20  2.00  1.25  0.00 -14.307 -15.492 -15.908 -23.403  -0.523   0.813   1.019   1.003
   64  4750  4.00  0.20  2.00  1.25  0.00 -14.333 -15.500 -15.896 -23.403  -0.535   0.794   0.999   0.983
   65  4750  4.50  0.20  2.00  1.25  0.00 -14.330 -15.497 -15.881 -23.403  -0.550   0.792   0.988   0.972
   66  4750  5.00  0.20  2.00  1.25  0.00 -14.307 -15.484 -15.865 -23.403  -0.566   0.802   0.984   0.968
   67  5000  0.00  0.20  2.00  1.25  0.00 -14.207 -15.759 -16.302 -23.626  -0.352   1.191   1.146   1.130
   68  5000  0.50  0.20  2.00  1.25  0.00 -14.339 -15.789 -16.294 -23.626  -0.359   1.087   1.109   1.093
   69  5000  1.00  0.20  2.00  1.25  0.00 -14.459 -15.813 -16.286 -23.626  -0.368   0.988   1.076   1.060
   70  5000  1.50  0.20  2.00  1.25  0.00 -14.572 -15.835 -16.278 -23.626  -0.376   0.894   1.046   1.030
   71  5000  2.00  0.20  2.00  1.25  0.00 -14.682 -15.859 -16.270 -23.626  -0.383   0.806   1.015   0.999
   72  5000  2.50  0.20  2.00  1.25  0.00 -14.781 -15.885 -16.265 -23.626  -0.389   0.731   0.983   0.967
   73  5000  3.00  0.20  2.00  1.25  0.00 -14.859 -15.908 -16.260 -23.626  -0.394   0.675   0.955   0.939
   74  5000  3.50  0.20  2.00  1.25  0.00 -14.912 -15.926 -16.254 -23.626  -0.399   0.638   0.931   0.915
   75  5000  4.00  0.20  2.00  1.25  0.00 -14.941 -15.937 -16.246 -23.626  -0.407   0.619   0.913   0.897
   76  5000  4.50  0.20  2.00  1.25  0.00 -14.947 -15.939 -16.236 -23.626  -0.418   0.615   0.900   0.884
   77  5000  5.00  0.20  2.00  1.25  0.00 -14.929 -15.933 -16.224 -23.626  -0.430   0.627   0.894   0.878
   78  5250  0.00  0.20  2.00  1.25  0.00 -14.839 -16.207 -16.615 -23.837  -0.251   1.001   1.012   0.996
   79  5250  0.50  0.20  2.00  1.25  0.00 -14.960 -16.229 -16.605 -23.837  -0.261   0.901   0.979   0.963
   80  5250  1.00  0.20  2.00  1.25  0.00 -15.070 -16.248 -16.595 -23.837  -0.270   0.806   0.951   0.935
   81  5250  1.50  0.20  2.00  1.25  0.00 -15.171 -16.263 -16.586 -23.837  -0.280   0.719   0.926   0.910
   82  5250  2.00  0.20  2.00  1.25  0.00 -15.263 -16.278 -16.577 -23.837  -0.289   0.640   0.902   0.886
   83  5250  2.50  0.20  2.00  1.25  0.00 -15.342 -16.293 -16.569 -23.837  -0.296   0.573   0.880   0.864
   84  5250  3.00  0.20  2.00  1.25  0.00 -15.405 -16.306 -16.563 -23.837  -0.302   0.521   0.861   0.845
   85  5250  3.50  0.20  2.00  1.25  0.00 -15.450 -16.316 -16.558 -23.837  -0.308   0.486   0.845   0.829
   86  5250  4.00  0.20  2.00  1.25  0.00 -15.477 -16.323 -16.552 -23.837  -0.314   0.466   0.832   0.816
   87  5250  4.50  0.20  2.00  1.25  0.00 -15.486 -16.326 -16.544 -23.837  -0.321   0.460   0.822   0.806
   88  5250  5.00  0.20  2.00  1.25  0.00 -15.477 -16.325 -16.536 -23.837  -0.329   0.468   0.815   0.799
   89  5500  0.00  0.20  2.00  1.25  0.00 -15.407 -16.624 -16.900 -24.039  -0.168   0.844   0.879   0.863
   90  5500  0.50  0.20  2.00  1.25  0.00 -15.504 -16.635 -16.887 -24.039  -0.181   0.756   0.856   0.840
   91  5500  1.00  0.20  2.00  1.25  0.00 -15.598 -16.645 -16.875 -24.039  -0.193   0.670   0.834   0.818
   92  5500  1.50  0.20  2.00  1.25  0.00 -15.687 -16.653 -16.863 -24.039  -0.204   0.588   0.814   0.798
   93  5500  2.00  0.20  2.00  1.25  0.00 -15.767 -16.660 -16.853 -24.039  -0.215   0.513   0.796   0.780
   94  5500  2.50  0.20  2.00  1.25  0.00 -15.835 -16.666 -16.843 -24.039  -0.225   0.449   0.780   0.764
   95  5500  3.00  0.20  2.00  1.25  0.00 -15.890 -16.670 -16.835 -24.039  -0.233   0.397   0.768   0.752
   96  5500  3.50  0.20  2.00  1.25  0.00 -15.929 -16.673 -16.828 -24.039  -0.239   0.360   0.759   0.743
   97  5500  4.00  0.20  2.00  1.25  0.00 -15.954 -16.674 -16.822 -24.039  -0.245   0.336   0.752   0.736
   98  5500  4.50  0.20  2.00  1.25  0.00 -15.964 -16.674 -16.817 -24.039  -0.251   0.325   0.747   0.731
   99  5500  5.00  0.20  2.00  1.25  0.00 -15.959 -16.672 -16.811 -24.039  -0.256   0.329   0.743   0.727
  100  5750  0.00  0.20  2.00  1.25  0.00 -15.923 -17.015 -17.160 -24.233  -0.101   0.713   0.748   0.732
  101  5750  0.50  0.20  2.00  1.25  0.00 -15.986 -17.011 -17.145 -24.233  -0.116   0.644   0.737   0.721
  102  5750  1.00  0.20  2.00  1.25  0.00 -16.060 -17.010 -17.131 -24.233  -0.130   0.569   0.724   0.708
  103  5750  1.50  0.20  2.00  1.25  0.00 -16.134 -17.011 -17.117 -24.233  -0.143   0.493   0.710   0.694
  104  5750  2.00  0.20  2.00  1.25  0.00 -16.202 -17.010 -17.105 -24.233  -0.156   0.423   0.698   0.682
  105  5750  2.50  0.20  2.00  1.25  0.00 -16.263 -17.008 -17.093 -24.233  -0.168   0.359   0.688   0.672
  106  5750  3.00  0.20  2.00  1.25  0.00 -16.313 -17.005 -17.083 -24.233  -0.178   0.305   0.681   0.665
  107  5750  3.50  0.20  2.00  1.25  0.00 -16.351 -17.001 -17.074 -24.233  -0.187   0.262   0.676   0.660
  108  5750  4.00  0.20  2.00  1.25  0.00 -16.377 -16.996 -17.067 -24.233  -0.194   0.231   0.674   0.658
  109  5750  4.50  0.20  2.00  1.25  0.00 -16.390 -16.991 -17.061 -24.233  -0.200   0.214   0.673   0.657
  110  5750  5.00  0.20  2.00  1.25  0.00 -16.389 -16.987 -17.056 -24.233  -0.204   0.210   0.673   0.657
  111  6000  0.00  0.20  2.00  1.25  0.00 -16.397 -17.383 -17.393 -24.417  -0.052   0.601   0.614   0.598
  112  6000  0.50  0.20  2.00  1.25  0.00 -16.420 -17.361 -17.379 -24.417  -0.066   0.556   0.622   0.606
  113  6000  1.00  0.20  2.00  1.25  0.00 -16.468 -17.349 -17.365 -24.417  -0.080   0.495   0.619   0.603
  114  6000  1.50  0.20  2.00  1.25  0.00 -16.525 -17.341 -17.351 -24.417  -0.095   0.428   0.613   0.597
  115  6000  2.00  0.20  2.00  1.25  0.00 -16.581 -17.332 -17.337 -24.417  -0.109   0.362   0.608   0.592
  116  6000  2.50  0.20  2.00  1.25  0.00 -16.634 -17.323 -17.323 -24.417  -0.122   0.299   0.604   0.588
  117  6000  3.00  0.20  2.00  1.25  0.00 -16.680 -17.314 -17.311 -24.417  -0.135   0.243   0.601   0.585
  118  6000  3.50  0.20  2.00  1.25  0.00 -16.718 -17.303 -17.300 -24.417  -0.146   0.194   0.600   0.584
  119  6000  4.00  0.20  2.00  1.25  0.00 -16.747 -17.293 -17.290 -24.417  -0.155   0.155   0.601   0.585
  120  6000  4.50  0.20  2.00  1.25  0.00 -16.764 -17.283 -17.283 -24.417  -0.162   0.128   0.603   0.587
  121  6000  5.00  0.20  2.00  1.25  0.00 -16.770 -17.275 -17.278 -24.417  -0.168   0.114   0.607   0.591
  122  6250  0.50  0.20  2.00  1.25  0.00 -16.818 -17.692 -17.591 -24.595  -0.031   0.483   0.503   0.487
  123  6250  1.00  0.20  2.00  1.25  0.00 -16.835 -17.666 -17.580 -24.595  -0.043   0.440   0.518   0.502
  124  6250  1.50  0.20  2.00  1.25  0.00 -16.872 -17.648 -17.566 -24.595  -0.056   0.384   0.522   0.506
  125  6250  2.00  0.20  2.00  1.25  0.00 -16.915 -17.632 -17.552 -24.595  -0.071   0.323   0.523   0.507
  126  6250  2.50  0.20  2.00  1.25  0.00 -16.960 -17.616 -17.537 -24.595  -0.086   0.262   0.525   0.509
  127  6250  3.00  0.20  2.00  1.25  0.00 -17.001 -17.600 -17.523 -24.595  -0.100   0.204   0.527   0.511
  128  6250  3.50  0.20  2.00  1.25  0.00 -17.038 -17.583 -17.510 -24.595  -0.113   0.151   0.530   0.514
  129  6250  4.00  0.20  2.00  1.25  0.00 -17.069 -17.567 -17.498 -24.595  -0.125   0.104   0.534   0.518
  130  6250  4.50  0.20  2.00  1.25  0.00 -17.092 -17.553 -17.489 -24.595  -0.134   0.067   0.539   0.523
  131  6250  5.00  0.20  2.00  1.25  0.00 -17.105 -17.540 -17.481 -24.595  -0.141   0.041   0.545   0.529
  132  6500  0.50  0.20  2.00  1.25  0.00 -17.180 -17.994 -17.786 -24.765  -0.007   0.418   0.396   0.380
  133  6500  1.00  0.20  2.00  1.25  0.00 -17.174 -17.967 -17.775 -24.765  -0.018   0.397   0.412   0.396
  134  6500  1.50  0.20  2.00  1.25  0.00 -17.186 -17.936 -17.765 -24.765  -0.028   0.354   0.433   0.417
  135  6500  2.00  0.20  2.00  1.25  0.00 -17.215 -17.911 -17.751 -24.765  -0.042   0.300   0.444   0.428
  136  6500  2.50  0.20  2.00  1.25  0.00 -17.249 -17.889 -17.736 -24.765  -0.057   0.243   0.451   0.435
  137  6500  3.00  0.20  2.00  1.25  0.00 -17.285 -17.866 -17.720 -24.765  -0.073   0.184   0.458   0.442
  138  6500  3.50  0.20  2.00  1.25  0.00 -17.320 -17.844 -17.705 -24.765  -0.088   0.127   0.465   0.449
  139  6500  4.00  0.20  2.00  1.25  0.00 -17.351 -17.822 -17.692 -24.765  -0.102   0.074   0.473   0.457
  140  6500  4.50  0.20  2.00  1.25  0.00 -17.378 -17.803 -17.680 -24.765  -0.114   0.028   0.481   0.465
  141  6500  5.00  0.20  2.00  1.25  0.00 -17.399 -17.785 -17.670 -24.765  -0.123  -0.010   0.488   0.472
  142  6750  0.50  0.20  2.00  1.25  0.00 -17.510 -18.263 -17.965 -24.929   0.008   0.352   0.306   0.290
  143  6750  1.00  0.20  2.00  1.25  0.00 -17.488 -18.242 -17.955 -24.929  -0.002   0.353   0.317   0.301
  144  6750  1.50  0.20  2.00  1.25  0.00 -17.480 -18.211 -17.946 -24.929  -0.011   0.331   0.338   0.322
  145  6750  2.00  0.20  2.00  1.25  0.00 -17.487 -18.174 -17.936 -24.929  -0.021   0.287   0.365   0.349
  146  6750  2.50  0.20  2.00  1.25  0.00 -17.509 -18.144 -17.922 -24.929  -0.035   0.235   0.381   0.365
  147  6750  3.00  0.20  2.00  1.25  0.00 -17.538 -18.115 -17.905 -24.929  -0.052   0.178   0.394   0.378
  148  6750  3.50  0.20  2.00  1.25  0.00 -17.569 -18.087 -17.889 -24.929  -0.068   0.119   0.405   0.389
  149  6750  4.00  0.20  2.00  1.25  0.00 -17.600 -18.060 -17.873 -24.929  -0.084   0.061   0.416   0.400
  150  6750  4.50  0.20  2.00  1.25  0.00 -17.630 -18.035 -17.858 -24.929  -0.099   0.006   0.427   0.411
  151  6750  5.00  0.20  2.00  1.25  0.00 -17.655 -18.013 -17.846 -24.929  -0.111  -0.042   0.437   0.421
  152  7000  0.50  0.20  2.00  1.25  0.00 -17.812 -18.502 -18.130 -25.087   0.015   0.285   0.231   0.215
  153  7000  1.00  0.20  2.00  1.25  0.00 -17.777 -18.487 -18.122 -25.087   0.007   0.306   0.238   0.222
  154  7000  1.50  0.20  2.00  1.25  0.00 -17.753 -18.463 -18.114 -25.087  -0.001   0.306   0.254   0.238
  155  7000  2.00  0.20  2.00  1.25  0.00 -17.742 -18.426 -18.105 -25.087  -0.010   0.281   0.282   0.266
  156  7000  2.50  0.20  2.00  1.25  0.00 -17.748 -18.384 -18.094 -25.087  -0.020   0.233   0.314   0.298
  157  7000  3.00  0.20  2.00  1.25  0.00 -17.767 -18.348 -18.079 -25.087  -0.036   0.179   0.334   0.318
  158  7000  3.50  0.20  2.00  1.25  0.00 -17.791 -18.314 -18.061 -25.087  -0.054   0.121   0.350   0.334
  159  7000  4.00  0.20  2.00  1.25  0.00 -17.821 -18.282 -18.043 -25.087  -0.072   0.059   0.365   0.349
  160  7000  4.50  0.20  2.00  1.25  0.00 -17.851 -18.251 -18.026 -25.087  -0.089  -0.002   0.379   0.363
  161  7000  5.00  0.20  2.00  1.25  0.00 -17.881 -18.224 -18.011 -25.087  -0.104  -0.058   0.391   0.375
  162  7250  0.50  0.20  2.00  1.25  0.00 -18.081 -18.705 -18.283 -25.239   0.015   0.216   0.181   0.165
  163  7250  1.00  0.20  2.00  1.25  0.00 -18.045 -18.707 -18.276 -25.239   0.008   0.254   0.172   0.156
  164  7250  1.50  0.20  2.00  1.25  0.00 -18.008 -18.686 -18.270 -25.239   0.002   0.271   0.187   0.171
  165  7250  2.00  0.20  2.00  1.25  0.00 -17.984 -18.657 -18.262 -25.239  -0.006   0.267   0.208   0.192
  166  7250  2.50  0.20  2.00  1.25  0.00 -17.972 -18.614 -18.253 -25.239  -0.015   0.237   0.242   0.226
  167  7250  3.00  0.20  2.00  1.25  0.00 -17.977 -18.568 -18.240 -25.239  -0.027   0.186   0.276   0.260
  168  7250  3.50  0.20  2.00  1.25  0.00 -17.994 -18.527 -18.223 -25.239  -0.044   0.129   0.299   0.283
  169  7250  4.00  0.20  2.00  1.25  0.00 -18.018 -18.489 -18.204 -25.239  -0.063   0.067   0.318   0.302
  170  7250  4.50  0.20  2.00  1.25  0.00 -18.048 -18.454 -18.185 -25.239  -0.083   0.003   0.335   0.319
  171  7250  5.00  0.20  2.00  1.25  0.00 -18.080 -18.421 -18.167 -25.239  -0.100  -0.061   0.349   0.333
  172  7500  0.50  0.20  2.00  1.25  0.00 -18.310 -18.849 -18.420 -25.386   0.005   0.129   0.174   0.158
  173  7500  1.00  0.20  2.00  1.25  0.00 -18.294 -18.899 -18.416 -25.386   0.001   0.193   0.120   0.104
  174  7500  1.50  0.20  2.00  1.25  0.00 -18.250 -18.887 -18.412 -25.386  -0.002   0.227   0.129   0.113
  175  7500  2.00  0.20  2.00  1.25  0.00 -18.211 -18.861 -18.407 -25.386  -0.007   0.241   0.150   0.134
  176  7500  2.50  0.20  2.00  1.25  0.00 -18.185 -18.827 -18.399 -25.386  -0.016   0.234   0.176   0.160
  177  7500  3.00  0.20  2.00  1.25  0.00 -18.175 -18.778 -18.389 -25.386  -0.026   0.196   0.215   0.199
  178  7500  3.50  0.20  2.00  1.25  0.00 -18.182 -18.728 -18.375 -25.386  -0.040   0.141   0.250   0.234
  179  7500  4.00  0.20  2.00  1.25  0.00 -18.199 -18.684 -18.355 -25.386  -0.059   0.080   0.274   0.258
  180  7500  4.50  0.20  2.00  1.25  0.00 -18.225 -18.644 -18.335 -25.386  -0.080   0.014   0.295   0.279
  181  7500  5.00  0.20  2.00  1.25  0.00 -18.258 -18.606 -18.315 -25.386  -0.100  -0.056   0.312   0.296
  182  7750  1.00  0.20  2.00  1.25  0.00 -18.517 -19.059 -18.543 -25.529  -0.014   0.128   0.088   0.072
  183  7750  1.50  0.20  2.00  1.25  0.00 -18.475 -19.065 -18.543 -25.529  -0.014   0.176   0.082   0.066
  184  7750  2.00  0.20  2.00  1.25  0.00 -18.427 -19.045 -18.541 -25.529  -0.016   0.206   0.100   0.084
  185  7750  2.50  0.20  2.00  1.25  0.00 -18.389 -19.014 -18.535 -25.529  -0.022   0.214   0.125   0.109
  186  7750  3.00  0.20  2.00  1.25  0.00 -18.365 -18.974 -18.526 -25.529  -0.031   0.200   0.155   0.139
  187  7750  3.50  0.20  2.00  1.25  0.00 -18.358 -18.920 -18.514 -25.529  -0.043   0.154   0.198   0.182
  188  7750  4.00  0.20  2.00  1.25  0.00 -18.368 -18.868 -18.498 -25.529  -0.059   0.094   0.233   0.217
  189  7750  4.50  0.20  2.00  1.25  0.00 -18.389 -18.822 -18.477 -25.529  -0.080   0.028   0.258   0.242
  190  7750  5.00  0.20  2.00  1.25  0.00 -18.419 -18.780 -18.455 -25.529  -0.102  -0.044   0.279   0.263
  191  8000  1.00  0.20  2.00  1.25  0.00 -18.716 -19.177 -18.652 -25.667  -0.043   0.046   0.078   0.062
  192  8000  1.50  0.20  2.00  1.25  0.00 -18.684 -19.215 -18.659 -25.667  -0.036   0.116   0.047   0.031
  193  8000  2.00  0.20  2.00  1.25  0.00 -18.634 -19.208 -18.661 -25.667  -0.034   0.160   0.057   0.041
  194  8000  2.50  0.20  2.00  1.25  0.00 -18.586 -19.182 -18.659 -25.667  -0.036   0.183   0.081   0.065
  195  8000  3.00  0.20  2.00  1.25  0.00 -18.550 -19.146 -18.652 -25.667  -0.042   0.185   0.110   0.094
  196  8000  3.50  0.20  2.00  1.25  0.00 -18.528 -19.101 -18.642 -25.667  -0.053   0.164   0.145   0.129
  197  8000  4.00  0.20  2.00  1.25  0.00 -18.527 -19.044 -18.629 -25.667  -0.065   0.109   0.189   0.173
  198  8000  4.50  0.20  2.00  1.25  0.00 -18.542 -18.991 -18.610 -25.667  -0.085   0.043   0.223   0.207
  199  8000  5.00  0.20  2.00  1.25  0.00 -18.568 -18.944 -18.588 -25.667  -0.107  -0.030   0.248   0.232
  200  8250  1.00  0.20  2.00  1.25  0.00 -18.895 -19.260 -18.737 -25.800  -0.092  -0.052   0.081   0.065
  201  8250  1.50  0.20  2.00  1.25  0.00 -18.872 -19.341 -18.763 -25.800  -0.065   0.052   0.025   0.009
  202  8250  2.00  0.20  2.00  1.25  0.00 -18.826 -19.347 -18.768 -25.800  -0.060   0.105   0.025   0.009
  203  8250  2.50  0.20  2.00  1.25  0.00 -18.774 -19.328 -18.769 -25.800  -0.059   0.140   0.045   0.029
  204  8250  3.00  0.20  2.00  1.25  0.00 -18.727 -19.299 -18.767 -25.800  -0.061   0.159   0.071   0.055
  205  8250  3.50  0.20  2.00  1.25  0.00 -18.694 -19.260 -18.760 -25.800  -0.068   0.154   0.104   0.088
  206  8250  4.00  0.20  2.00  1.25  0.00 -18.679 -19.209 -18.749 -25.800  -0.079   0.121   0.143   0.127
  207  8250  4.50  0.20  2.00  1.25  0.00 -18.686 -19.151 -18.734 -25.800  -0.094   0.057   0.187   0.171
  208  8250  5.00  0.20  2.00  1.25  0.00 -18.707 -19.099 -18.713 -25.800  -0.115  -0.015   0.218   0.202
  209  8500  1.50  0.20  2.00  1.25  0.00 -19.042 -19.444 -18.854 -25.930  -0.104  -0.016   0.013  -0.003
  210  8500  2.00  0.20  2.00  1.25  0.00 -19.002 -19.468 -18.864 -25.930  -0.094   0.048   0.000  -0.016
  211  8500  2.50  0.20  2.00  1.25  0.00 -18.950 -19.458 -18.869 -25.930  -0.090   0.092   0.014  -0.002
  212  8500  3.00  0.20  2.00  1.25  0.00 -18.900 -19.433 -18.869 -25.930  -0.089   0.119   0.039   0.023
  213  8500  3.50  0.20  2.00  1.25  0.00 -18.858 -19.398 -18.866 -25.930  -0.092   0.127   0.071   0.055
  214  8500  4.00  0.20  2.00  1.25  0.00 -18.831 -19.355 -18.858 -25.930  -0.100   0.113   0.106   0.090
  215  8500  4.50  0.20  2.00  1.25  0.00 -18.823 -19.302 -18.847 -25.930  -0.111   0.070   0.148   0.132
  216  8500  5.00  0.20  2.00  1.25  0.00 -18.839 -19.245 -18.831 -25.930  -0.128  -0.001   0.189   0.173
  217  8750  1.50  0.20  2.00  1.25  0.00 -19.195 -19.529 -18.932 -26.056  -0.152  -0.085   0.007  -0.009
  218  8750  2.00  0.20  2.00  1.25  0.00 -19.163 -19.571 -18.950 -26.056  -0.134  -0.012  -0.017  -0.033
  219  8750  2.50  0.20  2.00  1.25  0.00 -19.115 -19.572 -18.957 -26.056  -0.127   0.039  -0.011  -0.027
  220  8750  3.00  0.20  2.00  1.25  0.00 -19.063 -19.554 -18.961 -26.056  -0.123   0.075   0.010  -0.006
