
       Teff log g  [M]a Vturb  l/H  E(B-V)    U       B       V      BOL     BC      U-B     B-V(J)  B-V(H) 
  432 32000  4.00  0.20  2.00  0.00  0.00 -23.098 -22.471 -21.595 -31.687  -3.120  -1.056  -0.272  -0.288
  433 32000  4.50  0.20  2.00  0.00  0.00 -23.047 -22.434 -21.561 -31.687  -3.154  -1.042  -0.269  -0.285
  434 32000  5.00  0.20  2.00  0.00  0.00 -23.006 -22.400 -21.534 -31.687  -3.181  -1.035  -0.262  -0.278
  435 33000  4.00  0.20  2.00  0.00  0.00 -23.172 -22.535 -21.655 -31.821  -3.194  -1.066  -0.277  -0.293
  436 33000  4.50  0.20  2.00  0.00  0.00 -23.129 -22.505 -21.627 -31.821  -3.222  -1.054  -0.274  -0.290
  437 33000  5.00  0.20  2.00  0.00  0.00 -23.090 -22.472 -21.601 -31.821  -3.248  -1.047  -0.268  -0.284
  438 34000  4.00  0.20  2.00  0.00  0.00 -23.237 -22.592 -21.708 -31.951  -3.271  -1.075  -0.281  -0.297
  439 34000  4.50  0.20  2.00  0.00  0.00 -23.203 -22.569 -21.686 -31.951  -3.292  -1.063  -0.279  -0.295
  440 34000  5.00  0.20  2.00  0.00  0.00 -23.169 -22.540 -21.663 -31.951  -3.315  -1.058  -0.273  -0.289
  441 35000  4.00  0.20  2.00  0.00  0.00 -23.294 -22.643 -21.755 -32.077  -3.350  -1.081  -0.284  -0.300
  442 35000  4.50  0.20  2.00  0.00  0.00 -23.269 -22.628 -21.741 -32.077  -3.364  -1.072  -0.284  -0.300
  443 35000  5.00  0.20  2.00  0.00  0.00 -23.240 -22.603 -21.721 -32.077  -3.384  -1.067  -0.278  -0.294
  444 36000  4.00  0.20  2.00  0.00  0.00 -23.344 -22.687 -21.796 -32.199  -3.431  -1.086  -0.288  -0.304
  445 36000  4.50  0.20  2.00  0.00  0.00 -23.328 -22.680 -21.789 -32.199  -3.438  -1.078  -0.288  -0.304
  446 36000  5.00  0.20  2.00  0.00  0.00 -23.305 -22.660 -21.774 -32.199  -3.453  -1.074  -0.283  -0.299
  447 37000  4.00  0.20  2.00  0.00  0.00 -23.388 -22.728 -21.833 -32.318  -3.513  -1.091  -0.292  -0.308
  448 37000  4.50  0.20  2.00  0.00  0.00 -23.380 -22.727 -21.832 -32.318  -3.514  -1.083  -0.292  -0.308
  449 37000  5.00  0.20  2.00  0.00  0.00 -23.363 -22.712 -21.821 -32.318  -3.525  -1.080  -0.287  -0.303
  450 38000  4.00  0.20  2.00  0.00  0.00 -23.430 -22.765 -21.867 -32.434  -3.595  -1.095  -0.295  -0.311
  451 38000  4.50  0.20  2.00  0.00  0.00 -23.427 -22.769 -21.870 -32.434  -3.592  -1.087  -0.296  -0.312
  452 38000  5.00  0.20  2.00  0.00  0.00 -23.414 -22.759 -21.864 -32.434  -3.598  -1.085  -0.292  -0.308
  453 39000  4.00  0.20  2.00  0.00  0.00 -23.469 -22.801 -21.900 -32.546  -3.674  -1.098  -0.297  -0.313
  454 39000  4.50  0.20  2.00  0.00  0.00 -23.468 -22.808 -21.905 -32.546  -3.670  -1.091  -0.299  -0.315
  455 39000  5.00  0.20  2.00  0.00  0.00 -23.460 -22.801 -21.902 -32.546  -3.673  -1.089  -0.296  -0.312
  456 40000  4.50  0.20  2.00  0.00  0.00 -23.507 -22.844 -21.937 -32.656  -3.747  -1.094  -0.303  -0.319
  457 40000  5.00  0.20  2.00  0.00  0.00 -23.502 -22.839 -21.936 -32.656  -3.748  -1.092  -0.299  -0.315
  458 41000  4.50  0.20  2.00  0.00  0.00 -23.545 -22.878 -21.968 -32.764  -3.823  -1.097  -0.306  -0.322
  459 41000  5.00  0.20  2.00  0.00  0.00 -23.540 -22.875 -21.968 -32.764  -3.824  -1.095  -0.303  -0.319
  460 42000  4.50  0.20  2.00  0.00  0.00 -23.581 -22.911 -21.999 -32.868  -3.898  -1.100  -0.309  -0.325
  461 42000  5.00  0.20  2.00  0.00  0.00 -23.576 -22.908 -21.998 -32.868  -3.898  -1.098  -0.306  -0.322
  462 43000  4.50  0.20  2.00  0.00  0.00 -23.616 -22.943 -22.028 -32.971  -3.970  -1.103  -0.311  -0.327
  463 43000  5.00  0.20  2.00  0.00  0.00 -23.610 -22.940 -22.027 -32.971  -3.971  -1.100  -0.309  -0.325
  464 44000  4.50  0.20  2.00  0.00  0.00 -23.650 -22.974 -22.057 -33.070  -4.041  -1.106  -0.313  -0.329
  465 44000  5.00  0.20  2.00  0.00  0.00 -23.644 -22.971 -22.055 -33.070  -4.043  -1.103  -0.312  -0.328
  466 45000  4.50  0.20  2.00  0.00  0.00 -23.683 -23.004 -22.086 -33.168  -4.110  -1.109  -0.315  -0.331
  467 45000  5.00  0.20  2.00  0.00  0.00 -23.676 -23.001 -22.083 -33.168  -4.113  -1.105  -0.315  -0.331
  468 46000  4.50  0.20  2.00  0.00  0.00 -23.715 -23.033 -22.113 -33.263  -4.178  -1.112  -0.317  -0.333
  469 46000  5.00  0.20  2.00  0.00  0.00 -23.708 -23.030 -22.110 -33.263  -4.181  -1.108  -0.317  -0.333
  470 47000  4.50  0.20  2.00  0.00  0.00 -23.746 -23.062 -22.140 -33.357  -4.245  -1.115  -0.318  -0.334
  471 47000  5.00  0.20  2.00  0.00  0.00 -23.739 -23.059 -22.136 -33.357  -4.248  -1.111  -0.319  -0.335
  472 48000  4.50  0.20  2.00  0.00  0.00 -23.776 -23.089 -22.166 -33.448  -4.310  -1.118  -0.319  -0.335
  473 48000  5.00  0.20  2.00  0.00  0.00 -23.768 -23.086 -22.162 -33.448  -4.314  -1.113  -0.320  -0.336
  474 49000  4.50  0.20  2.00  0.00  0.00 -23.805 -23.116 -22.191 -33.538  -4.374  -1.120  -0.321  -0.337
  475 49000  5.00  0.20  2.00  0.00  0.00 -23.797 -23.113 -22.187 -33.538  -4.379  -1.116  -0.322  -0.338
  476 50000  5.00  0.20  2.00  0.00  0.00 -23.826 -23.138 -22.211 -33.626  -4.442  -1.118  -0.323  -0.339
