
       Teff log g  [M]a Vturb  l/H   small     big    beta
  377 29000  4.50 -2.00  4.00  0.00 -21.564 -21.636   2.608
  378 29000  5.00 -2.00  4.00  0.00 -21.520 -21.612   2.636
  379 30000  4.00 -2.00  4.00  0.00 -21.714 -21.760   2.573
  380 30000  4.50 -2.00  4.00  0.00 -21.650 -21.718   2.601
  381 30000  5.00 -2.00  4.00  0.00 -21.604 -21.691   2.629
  382 31000  4.00 -2.00  4.00  0.00 -21.806 -21.847   2.565
  383 31000  4.50 -2.00  4.00  0.00 -21.738 -21.800   2.594
  384 31000  5.00 -2.00  4.00  0.00 -21.689 -21.771   2.621
  385 32000  4.00 -2.00  4.00  0.00 -21.897 -21.931   2.557
  386 32000  4.50 -2.00  4.00  0.00 -21.827 -21.883   2.586
  387 32000  5.00 -2.00  4.00  0.00 -21.774 -21.850   2.613
  388 33000  4.50 -2.00  4.00  0.00 -21.914 -21.964   2.578
  389 33000  5.00 -2.00  4.00  0.00 -21.860 -21.930   2.605
  390 34000  4.50 -2.00  4.00  0.00 -21.994 -22.039   2.570
  391 34000  5.00 -2.00  4.00  0.00 -21.943 -22.007   2.596
  392 35000  4.50 -2.00  4.00  0.00 -22.067 -22.106   2.563
  393 35000  5.00 -2.00  4.00  0.00 -22.020 -22.078   2.588
  394 37500  4.50 -2.00  4.00  0.00 -22.215 -22.240   2.544
  395 37500  5.00 -2.00  4.00  0.00 -22.184 -22.227   2.568
  396 40000  4.50 -2.00  4.00  0.00 -22.313 -22.330   2.533
  397 40000  5.00 -2.00  4.00  0.00 -22.302 -22.332   2.551
  398 42500  5.00 -2.00  4.00  0.00 -22.382 -22.406   2.542
  399 45000  5.00 -2.00  4.00  0.00 -22.445 -22.465   2.538
  400 47500  5.00 -2.00  4.00  0.00 -22.501 -22.520   2.535
  401 50000  5.00 -2.00  4.00  0.00 -22.556 -22.572   2.533
