
       Teff log g  [M]a Vturb  l/H  E(B-V)   u       u0      v       b       y       u-b    u0-b     b-y      m1      c1     c10
   24  4000  0.50 -0.50  2.00  0.00  0.00 -11.117 -11.103 -12.987 -14.197 -14.635   3.882   3.874   0.938   0.701   0.602   0.594
   25  4000  1.00 -0.50  2.00  0.00  0.00 -11.356 -11.342 -13.128 -14.241 -14.640   3.687   3.679   0.899   0.643   0.601   0.593
   26  4000  1.50 -0.50  2.00  0.00  0.00 -11.567 -11.554 -13.247 -14.271 -14.640   3.506   3.497   0.869   0.584   0.598   0.590
   27  4000  2.00 -0.50  2.00  0.00  0.00 -11.766 -11.752 -13.356 -14.294 -14.637   3.330   3.322   0.843   0.524   0.594   0.586
   28  4000  2.50 -0.50  2.00  0.00  0.00 -11.938 -11.924 -13.454 -14.312 -14.633   3.176   3.169   0.820   0.467   0.599   0.591
   29  4000  3.00 -0.50  2.00  0.00  0.00 -12.095 -12.080 -13.546 -14.331 -14.631   3.038   3.031   0.800   0.414   0.608   0.601
   30  4000  3.50 -0.50  2.00  0.00  0.00 -12.227 -12.212 -13.627 -14.350 -14.634   2.924   2.917   0.784   0.368   0.618   0.611
   31  4000  4.00 -0.50  2.00  0.00  0.00 -12.309 -12.294 -13.681 -14.364 -14.646   2.857   2.850   0.782   0.329   0.632   0.625
   32  4000  4.50 -0.50  2.00  0.00  0.00 -12.381 -12.366 -13.709 -14.371 -14.671   2.792   2.785   0.800   0.291   0.608   0.601
   33  4000  5.00 -0.50  2.00  0.00  0.00 -12.466 -12.450 -13.734 -14.388 -14.704   2.725   2.719   0.816   0.267   0.556   0.550
   34  4250  0.00 -0.50  2.00  0.00  0.00 -12.027 -12.011 -13.651 -14.760 -15.143   3.535   3.529   0.883   0.655   0.457   0.451
   35  4250  0.50 -0.50  2.00  0.00  0.00 -12.289 -12.273 -13.812 -14.825 -15.155   3.338   3.332   0.830   0.612   0.452   0.446
   36  4250  1.00 -0.50  2.00  0.00  0.00 -12.509 -12.492 -13.934 -14.866 -15.160   3.159   3.154   0.794   0.568   0.434   0.429
   37  4250  1.50 -0.50  2.00  0.00  0.00 -12.691 -12.674 -14.026 -14.893 -15.160   3.004   2.999   0.767   0.529   0.410   0.405
   38  4250  2.00 -0.50  2.00  0.00  0.00 -12.850 -12.833 -14.103 -14.915 -15.159   2.868   2.863   0.744   0.497   0.384   0.379
   39  4250  2.50 -0.50  2.00  0.00  0.00 -12.969 -12.952 -14.161 -14.933 -15.157   2.766   2.761   0.725   0.476   0.362   0.357
   40  4250  3.00 -0.50  2.00  0.00  0.00 -13.045 -13.028 -14.203 -14.947 -15.156   2.704   2.699   0.709   0.464   0.355   0.350
   41  4250  3.50 -0.50  2.00  0.00  0.00 -13.079 -13.062 -14.227 -14.954 -15.154   2.677   2.672   0.700   0.456   0.363   0.358
   42  4250  4.00 -0.50  2.00  0.00  0.00 -13.082 -13.065 -14.241 -14.958 -15.153   2.678   2.673   0.695   0.451   0.384   0.379
   43  4250  4.50 -0.50  2.00  0.00  0.00 -13.066 -13.049 -14.238 -14.950 -15.154   2.686   2.681   0.704   0.438   0.400   0.396
   44  4250  5.00 -0.50  2.00  0.00  0.00 -13.057 -13.040 -14.223 -14.932 -15.160   2.677   2.672   0.728   0.409   0.399   0.394
   45  4500  0.00 -0.50  2.00  0.00  0.00 -12.918 -12.901 -14.354 -15.289 -15.581   3.173   3.168   0.793   0.571   0.443   0.438
   46  4500  0.50 -0.50  2.00  0.00  0.00 -13.156 -13.139 -14.495 -15.345 -15.591   2.991   2.986   0.746   0.533   0.432   0.427
   47  4500  1.00 -0.50  2.00  0.00  0.00 -13.352 -13.334 -14.600 -15.380 -15.593   2.830   2.825   0.713   0.495   0.411   0.406
   48  4500  1.50 -0.50  2.00  0.00  0.00 -13.515 -13.497 -14.678 -15.401 -15.591   2.688   2.684   0.690   0.461   0.383   0.379
   49  4500  2.00 -0.50  2.00  0.00  0.00 -13.653 -13.635 -14.741 -15.418 -15.589   2.567   2.563   0.671   0.435   0.353   0.349
   50  4500  2.50 -0.50  2.00  0.00  0.00 -13.767 -13.748 -14.790 -15.433 -15.586   2.468   2.465   0.653   0.418   0.323   0.319
   51  4500  3.00 -0.50  2.00  0.00  0.00 -13.843 -13.824 -14.825 -15.447 -15.585   2.406   2.403   0.638   0.413   0.302   0.299
   52  4500  3.50 -0.50  2.00  0.00  0.00 -13.877 -13.859 -14.842 -15.458 -15.585   2.383   2.379   0.627   0.417   0.292   0.288
   53  4500  4.00 -0.50  2.00  0.00  0.00 -13.870 -13.851 -14.842 -15.463 -15.584   2.395   2.392   0.621   0.429   0.293   0.290
   54  4500  4.50 -0.50  2.00  0.00  0.00 -13.832 -13.814 -14.828 -15.464 -15.583   2.434   2.431   0.619   0.446   0.302   0.299
   55  4500  5.00 -0.50  2.00  0.00  0.00 -13.778 -13.759 -14.799 -15.455 -15.581   2.479   2.476   0.626   0.459   0.308   0.305
   56  4750  0.00 -0.50  2.00  0.00  0.00 -13.648 -13.631 -14.988 -15.757 -15.963   2.911   2.906   0.706   0.493   0.512   0.507
   57  4750  0.50 -0.50  2.00  0.00  0.00 -13.870 -13.853 -15.107 -15.802 -15.969   2.734   2.729   0.667   0.457   0.484   0.479
   58  4750  1.00 -0.50  2.00  0.00  0.00 -14.054 -14.037 -15.195 -15.829 -15.969   2.577   2.573   0.639   0.424   0.448   0.444
   59  4750  1.50 -0.50  2.00  0.00  0.00 -14.205 -14.186 -15.258 -15.845 -15.965   2.443   2.439   0.620   0.396   0.409   0.405
   60  4750  2.00 -0.50  2.00  0.00  0.00 -14.328 -14.309 -15.305 -15.856 -15.961   2.330   2.327   0.606   0.374   0.369   0.366
   61  4750  2.50 -0.50  2.00  0.00  0.00 -14.431 -14.412 -15.343 -15.865 -15.957   2.236   2.233   0.592   0.359   0.331   0.328
   62  4750  3.00 -0.50  2.00  0.00  0.00 -14.509 -14.490 -15.371 -15.876 -15.955   2.169   2.166   0.579   0.355   0.299   0.296
   63  4750  3.50 -0.50  2.00  0.00  0.00 -14.555 -14.536 -15.387 -15.886 -15.954   2.133   2.130   0.568   0.360   0.276   0.273
   64  4750  4.00 -0.50  2.00  0.00  0.00 -14.567 -14.548 -15.391 -15.894 -15.954   2.129   2.127   0.560   0.372   0.263   0.261
   65  4750  4.50 -0.50  2.00  0.00  0.00 -14.547 -14.527 -15.383 -15.900 -15.955   2.156   2.153   0.554   0.392   0.261   0.259
   66  4750  5.00 -0.50  2.00  0.00  0.00 -14.497 -14.478 -15.361 -15.903 -15.955   2.208   2.205   0.552   0.419   0.264   0.261
   67  5000  0.00 -0.50  2.00  0.00  0.00 -14.276 -14.259 -15.576 -16.185 -16.304   2.711   2.706   0.619   0.420   0.632   0.627
   68  5000  0.50 -0.50  2.00  0.00  0.00 -14.481 -14.464 -15.667 -16.214 -16.303   2.535   2.531   0.589   0.388   0.580   0.575
   69  5000  1.00 -0.50  2.00  0.00  0.00 -14.658 -14.640 -15.736 -16.232 -16.300   2.376   2.372   0.567   0.358   0.523   0.519
   70  5000  1.50 -0.50  2.00  0.00  0.00 -14.804 -14.785 -15.785 -16.242 -16.294   2.240   2.236   0.553   0.333   0.466   0.463
   71  5000  2.00 -0.50  2.00  0.00  0.00 -14.921 -14.902 -15.819 -16.246 -16.288   2.127   2.124   0.542   0.314   0.412   0.409
   72  5000  2.50 -0.50  2.00  0.00  0.00 -15.017 -14.998 -15.843 -16.250 -16.283   2.034   2.032   0.533   0.303   0.361   0.358
   73  5000  3.00 -0.50  2.00  0.00  0.00 -15.091 -15.072 -15.859 -16.254 -16.279   1.965   1.962   0.524   0.300   0.314   0.312
   74  5000  3.50 -0.50  2.00  0.00  0.00 -15.142 -15.122 -15.869 -16.261 -16.277   1.921   1.919   0.516   0.305   0.278   0.276
   75  5000  4.00 -0.50  2.00  0.00  0.00 -15.167 -15.147 -15.872 -16.268 -16.277   1.903   1.901   0.509   0.316   0.252   0.250
   76  5000  4.50 -0.50  2.00  0.00  0.00 -15.164 -15.144 -15.868 -16.275 -16.278   1.913   1.911   0.502   0.334   0.238   0.236
   77  5000  5.00 -0.50  2.00  0.00  0.00 -15.138 -15.118 -15.856 -16.282 -16.280   1.946   1.944   0.498   0.357   0.234   0.232
   78  5250  0.00 -0.50  2.00  0.00  0.00 -14.813 -14.796 -16.117 -16.579 -16.613   2.567   2.563   0.534   0.357   0.784   0.779
   79  5250  0.50 -0.50  2.00  0.00  0.00 -14.995 -14.977 -16.176 -16.590 -16.605   2.397   2.393   0.515   0.329   0.708   0.704
   80  5250  1.00 -0.50  2.00  0.00  0.00 -15.161 -15.143 -16.222 -16.597 -16.597   2.238   2.234   0.500   0.303   0.629   0.625
   81  5250  1.50 -0.50  2.00  0.00  0.00 -15.303 -15.285 -16.256 -16.598 -16.589   2.097   2.094   0.490   0.281   0.552   0.549
   82  5250  2.00 -0.50  2.00  0.00  0.00 -15.421 -15.402 -16.277 -16.597 -16.580   1.978   1.975   0.484   0.265   0.479   0.476
   83  5250  2.50 -0.50  2.00  0.00  0.00 -15.517 -15.498 -16.290 -16.594 -16.573   1.879   1.877   0.479   0.254   0.411   0.409
   84  5250  3.00 -0.50  2.00  0.00  0.00 -15.591 -15.572 -16.296 -16.593 -16.567   1.803   1.801   0.474   0.252   0.350   0.348
   85  5250  3.50 -0.50  2.00  0.00  0.00 -15.646 -15.626 -16.298 -16.594 -16.563   1.750   1.748   0.469   0.256   0.298   0.296
   86  5250  4.00 -0.50  2.00  0.00  0.00 -15.678 -15.658 -16.295 -16.598 -16.562   1.722   1.720   0.464   0.267   0.257   0.255
   87  5250  4.50 -0.50  2.00  0.00  0.00 -15.689 -15.668 -16.289 -16.603 -16.563   1.717   1.715   0.459   0.284   0.229   0.227
   88  5250  5.00 -0.50  2.00  0.00  0.00 -15.679 -15.658 -16.280 -16.610 -16.565   1.734   1.732   0.455   0.304   0.214   0.212
   89  5500  0.00 -0.50  2.00  0.00  0.00 -15.272 -15.253 -16.612 -16.940 -16.893   2.470   2.466   0.453   0.303   0.955   0.952
   90  5500  0.50 -0.50  2.00  0.00  0.00 -15.430 -15.411 -16.641 -16.936 -16.880   2.308   2.305   0.444   0.279   0.859   0.856
   91  5500  1.00 -0.50  2.00  0.00  0.00 -15.583 -15.564 -16.665 -16.930 -16.868   2.150   2.147   0.437   0.257   0.759   0.756
   92  5500  1.50 -0.50  2.00  0.00  0.00 -15.720 -15.701 -16.681 -16.923 -16.856   2.005   2.002   0.433   0.239   0.660   0.658
   93  5500  2.00 -0.50  2.00  0.00  0.00 -15.839 -15.820 -16.689 -16.915 -16.845   1.878   1.875   0.430   0.224   0.567   0.565
   94  5500  2.50 -0.50  2.00  0.00  0.00 -15.938 -15.919 -16.692 -16.906 -16.835   1.770   1.768   0.428   0.215   0.481   0.479
   95  5500  3.00 -0.50  2.00  0.00  0.00 -16.019 -15.999 -16.689 -16.899 -16.827   1.683   1.681   0.427   0.212   0.402   0.400
   96  5500  3.50 -0.50  2.00  0.00  0.00 -16.081 -16.061 -16.683 -16.895 -16.821   1.617   1.615   0.426   0.215   0.333   0.331
   97  5500  4.00 -0.50  2.00  0.00  0.00 -16.122 -16.102 -16.675 -16.894 -16.818   1.574   1.572   0.424   0.224   0.276   0.274
   98  5500  4.50 -0.50  2.00  0.00  0.00 -16.144 -16.124 -16.665 -16.896 -16.818   1.554   1.552   0.421   0.239   0.232   0.230
   99  5500  5.00 -0.50  2.00  0.00  0.00 -16.147 -16.126 -16.654 -16.902 -16.819   1.557   1.555   0.418   0.258   0.202   0.201
  100  5750  0.00 -0.50  2.00  0.00  0.00 -15.655 -15.636 -17.061 -17.269 -17.147   2.416   2.413   0.378   0.259   1.140   1.137
  101  5750  0.50 -0.50  2.00  0.00  0.00 -15.791 -15.772 -17.065 -17.253 -17.131   2.263   2.261   0.378   0.239   1.027   1.024
  102  5750  1.00 -0.50  2.00  0.00  0.00 -15.932 -15.913 -17.069 -17.238 -17.116   2.107   2.105   0.378   0.220   0.909   0.907
  103  5750  1.50 -0.50  2.00  0.00  0.00 -16.066 -16.046 -17.069 -17.222 -17.101   1.958   1.956   0.379   0.204   0.791   0.788
  104  5750  2.00 -0.50  2.00  0.00  0.00 -16.187 -16.167 -17.064 -17.207 -17.087   1.822   1.820   0.380   0.192   0.676   0.674
  105  5750  2.50 -0.50  2.00  0.00  0.00 -16.291 -16.271 -17.055 -17.192 -17.075   1.703   1.701   0.382   0.184   0.569   0.567
  106  5750  3.00 -0.50  2.00  0.00  0.00 -16.379 -16.359 -17.044 -17.179 -17.064   1.602   1.600   0.384   0.181   0.471   0.469
  107  5750  3.50 -0.50  2.00  0.00  0.00 -16.450 -16.430 -17.031 -17.170 -17.055   1.521   1.520   0.385   0.182   0.384   0.382
  108  5750  4.00 -0.50  2.00  0.00  0.00 -16.504 -16.483 -17.017 -17.164 -17.050   1.462   1.460   0.386   0.190   0.309   0.307
  109  5750  4.50 -0.50  2.00  0.00  0.00 -16.539 -16.518 -17.003 -17.162 -17.047   1.425   1.423   0.386   0.202   0.248   0.246
  110  5750  5.00 -0.50  2.00  0.00  0.00 -16.554 -16.534 -16.990 -17.164 -17.048   1.411   1.410   0.385   0.219   0.203   0.202
  111  6000  0.00 -0.50  2.00  0.00  0.00 -15.977 -15.957 -17.473 -17.568 -17.375   2.393   2.391   0.307   0.217   1.343   1.341
  112  6000  0.50 -0.50  2.00  0.00  0.00 -16.093 -16.073 -17.449 -17.545 -17.361   2.254   2.252   0.316   0.208   1.204   1.202
  113  6000  1.00 -0.50  2.00  0.00  0.00 -16.221 -16.201 -17.436 -17.523 -17.345   2.103   2.101   0.322   0.193   1.071   1.069
  114  6000  1.50 -0.50  2.00  0.00  0.00 -16.351 -16.330 -17.423 -17.500 -17.328   1.952   1.950   0.328   0.179   0.936   0.934
  115  6000  2.00 -0.50  2.00  0.00  0.00 -16.472 -16.452 -17.406 -17.478 -17.312   1.808   1.806   0.334   0.168   0.803   0.802
  116  6000  2.50 -0.50  2.00  0.00  0.00 -16.583 -16.562 -17.387 -17.457 -17.297   1.677   1.675   0.339   0.160   0.675   0.674
  117  6000  3.00 -0.50  2.00  0.00  0.00 -16.679 -16.659 -17.366 -17.439 -17.283   1.561   1.560   0.344   0.157   0.557   0.555
  118  6000  3.50 -0.50  2.00  0.00  0.00 -16.761 -16.740 -17.345 -17.423 -17.271   1.464   1.463   0.348   0.158   0.449   0.448
  119  6000  4.00 -0.50  2.00  0.00  0.00 -16.826 -16.806 -17.325 -17.411 -17.263   1.387   1.385   0.351   0.163   0.355   0.354
  120  6000  4.50 -0.50  2.00  0.00  0.00 -16.875 -16.855 -17.307 -17.404 -17.258   1.331   1.330   0.353   0.173   0.277   0.275
  121  6000  5.00 -0.50  2.00  0.00  0.00 -16.905 -16.884 -17.291 -17.402 -17.256   1.300   1.298   0.354   0.187   0.216   0.215
  122  6250  0.50 -0.50  2.00  0.00  0.00 -16.350 -16.329 -17.810 -17.815 -17.570   2.267   2.265   0.255   0.178   1.398   1.396
  123  6250  1.00 -0.50  2.00  0.00  0.00 -16.466 -16.446 -17.774 -17.787 -17.557   2.123   2.122   0.269   0.173   1.237   1.236
  124  6250  1.50 -0.50  2.00  0.00  0.00 -16.589 -16.568 -17.748 -17.761 -17.540   1.974   1.972   0.280   0.162   1.088   1.086
  125  6250  2.00 -0.50  2.00  0.00  0.00 -16.710 -16.689 -17.721 -17.734 -17.523   1.826   1.824   0.289   0.153   0.940   0.938
  126  6250  2.50 -0.50  2.00  0.00  0.00 -16.824 -16.804 -17.692 -17.707 -17.505   1.685   1.683   0.298   0.146   0.795   0.793
  127  6250  3.00 -0.50  2.00  0.00  0.00 -16.929 -16.908 -17.663 -17.682 -17.488   1.555   1.554   0.306   0.142   0.657   0.656
  128  6250  3.50 -0.50  2.00  0.00  0.00 -17.021 -17.000 -17.634 -17.660 -17.472   1.441   1.440   0.313   0.142   0.529   0.528
  129  6250  4.00 -0.50  2.00  0.00  0.00 -17.099 -17.079 -17.607 -17.641 -17.460   1.344   1.343   0.319   0.145   0.415   0.414
  130  6250  4.50 -0.50  2.00  0.00  0.00 -17.162 -17.141 -17.583 -17.629 -17.451   1.269   1.268   0.323   0.152   0.318   0.317
  131  6250  5.00 -0.50  2.00  0.00  0.00 -17.207 -17.186 -17.563 -17.622 -17.448   1.218   1.216   0.325   0.163   0.239   0.238
  132  6500  0.50 -0.50  2.00  0.00  0.00 -16.578 -16.558 -18.144 -18.064 -17.760   2.287   2.286   0.196   0.152   1.588   1.587
  133  6500  1.00 -0.50  2.00  0.00  0.00 -16.680 -16.659 -18.096 -18.035 -17.751   2.157   2.156   0.216   0.152   1.418   1.417
  134  6500  1.50 -0.50  2.00  0.00  0.00 -16.796 -16.775 -18.050 -18.005 -17.738   2.011   2.010   0.233   0.151   1.241   1.240
  135  6500  2.00 -0.50  2.00  0.00  0.00 -16.914 -16.893 -18.012 -17.974 -17.720   1.862   1.861   0.246   0.145   1.078   1.077
  136  6500  2.50 -0.50  2.00  0.00  0.00 -17.029 -17.008 -17.975 -17.943 -17.701   1.716   1.715   0.258   0.139   0.919   0.918
  137  6500  3.00 -0.50  2.00  0.00  0.00 -17.139 -17.118 -17.937 -17.913 -17.681   1.576   1.575   0.269   0.136   0.766   0.765
  138  6500  3.50 -0.50  2.00  0.00  0.00 -17.239 -17.218 -17.901 -17.884 -17.662   1.447   1.446   0.278   0.134   0.620   0.619
  139  6500  4.00 -0.50  2.00  0.00  0.00 -17.329 -17.308 -17.867 -17.859 -17.646   1.332   1.331   0.287   0.135   0.487   0.486
  140  6500  4.50 -0.50  2.00  0.00  0.00 -17.405 -17.384 -17.837 -17.840 -17.633   1.237   1.236   0.293   0.139   0.370   0.369
  141  6500  5.00 -0.50  2.00  0.00  0.00 -17.465 -17.444 -17.812 -17.827 -17.625   1.164   1.163   0.298   0.147   0.273   0.272
  142  6750  0.50 -0.50  2.00  0.00  0.00 -16.796 -16.775 -18.427 -18.286 -17.939   2.292   2.291   0.153   0.135   1.714   1.713
  143  6750  1.00 -0.50  2.00  0.00  0.00 -16.876 -16.855 -18.396 -18.265 -17.928   2.191   2.190   0.163   0.135   1.592   1.592
  144  6750  1.50 -0.50  2.00  0.00  0.00 -16.982 -16.961 -18.339 -18.234 -17.919   2.054   2.053   0.185   0.138   1.405   1.404
  145  6750  2.00 -0.50  2.00  0.00  0.00 -17.095 -17.074 -18.285 -18.200 -17.905   1.907   1.906   0.205   0.140   1.216   1.215
  146  6750  2.50 -0.50  2.00  0.00  0.00 -17.209 -17.188 -18.238 -18.166 -17.886   1.759   1.758   0.220   0.137   1.043   1.042
  147  6750  3.00 -0.50  2.00  0.00  0.00 -17.321 -17.300 -18.193 -18.132 -17.865   1.613   1.612   0.233   0.135   0.876   0.875
  148  6750  3.50 -0.50  2.00  0.00  0.00 -17.427 -17.406 -18.150 -18.098 -17.843   1.473   1.473   0.245   0.133   0.716   0.715
  149  6750  4.00 -0.50  2.00  0.00  0.00 -17.525 -17.503 -18.108 -18.067 -17.823   1.345   1.344   0.255   0.132   0.567   0.566
  150  6750  4.50 -0.50  2.00  0.00  0.00 -17.612 -17.591 -18.072 -18.041 -17.805   1.231   1.230   0.264   0.134   0.432   0.432
  151  6750  5.00 -0.50  2.00  0.00  0.00 -17.686 -17.665 -18.041 -18.021 -17.792   1.138   1.137   0.271   0.138   0.316   0.315
  152  7000  0.50 -0.50  2.00  0.00  0.00 -17.015 -16.993 -18.672 -18.484 -18.106   2.272   2.271   0.121   0.120   1.788   1.787
  153  7000  1.00 -0.50  2.00  0.00  0.00 -17.070 -17.048 -18.652 -18.471 -18.096   2.203   2.202   0.125   0.123   1.705   1.704
  154  7000  1.50 -0.50  2.00  0.00  0.00 -17.157 -17.136 -18.612 -18.449 -18.085   2.094   2.093   0.137   0.129   1.561   1.560
  155  7000  2.00 -0.50  2.00  0.00  0.00 -17.263 -17.242 -18.548 -18.415 -18.076   1.953   1.953   0.161   0.135   1.360   1.359
  156  7000  2.50 -0.50  2.00  0.00  0.00 -17.374 -17.353 -18.487 -18.378 -18.060   1.806   1.805   0.182   0.138   1.163   1.163
  157  7000  3.00 -0.50  2.00  0.00  0.00 -17.485 -17.463 -18.434 -18.340 -18.039   1.658   1.657   0.198   0.137   0.984   0.984
  158  7000  3.50 -0.50  2.00  0.00  0.00 -17.592 -17.571 -18.383 -18.303 -18.015   1.513   1.512   0.212   0.137   0.813   0.812
  159  7000  4.00 -0.50  2.00  0.00  0.00 -17.695 -17.674 -18.335 -18.267 -17.992   1.374   1.374   0.225   0.136   0.650   0.650
  160  7000  4.50 -0.50  2.00  0.00  0.00 -17.790 -17.769 -18.291 -18.234 -17.970   1.246   1.245   0.236   0.136   0.500   0.500
  161  7000  5.00 -0.50  2.00  0.00  0.00 -17.875 -17.854 -18.254 -18.207 -17.952   1.134   1.134   0.245   0.137   0.367   0.367
  162  7250  0.50 -0.50  2.00  0.00  0.00 -17.247 -17.225 -18.873 -18.656 -18.260   2.211   2.211   0.104   0.108   1.785   1.785
  163  7250  1.00 -0.50  2.00  0.00  0.00 -17.267 -17.246 -18.875 -18.655 -18.251   2.190   2.189   0.096   0.113   1.770   1.770
  164  7250  1.50 -0.50  2.00  0.00  0.00 -17.334 -17.313 -18.845 -18.640 -18.243   2.108   2.107   0.103   0.121   1.658   1.657
  165  7250  2.00 -0.50  2.00  0.00  0.00 -17.424 -17.403 -18.798 -18.615 -18.232   1.993   1.992   0.117   0.130   1.498   1.498
  166  7250  2.50 -0.50  2.00  0.00  0.00 -17.529 -17.508 -18.727 -18.578 -18.221   1.851   1.850   0.143   0.138   1.288   1.288
  167  7250  3.00 -0.50  2.00  0.00  0.00 -17.637 -17.616 -18.661 -18.538 -18.203   1.703   1.703   0.164   0.142   1.089   1.088
  168  7250  3.50 -0.50  2.00  0.00  0.00 -17.744 -17.722 -18.604 -18.499 -18.179   1.557   1.556   0.181   0.143   0.907   0.907
  169  7250  4.00 -0.50  2.00  0.00  0.00 -17.848 -17.826 -18.549 -18.459 -18.154   1.413   1.412   0.195   0.143   0.734   0.734
  170  7250  4.50 -0.50  2.00  0.00  0.00 -17.948 -17.926 -18.499 -18.421 -18.129   1.275   1.274   0.208   0.143   0.571   0.571
  171  7250  5.00 -0.50  2.00  0.00  0.00 -18.040 -18.019 -18.454 -18.387 -18.107   1.149   1.148   0.220   0.142   0.423   0.423
  172  7500  0.50 -0.50  2.00  0.00  0.00 -17.524 -17.502 -19.002 -18.784 -18.401   2.062   2.062   0.117   0.095   1.638   1.638
  173  7500  1.00 -0.50  2.00  0.00  0.00 -17.480 -17.458 -19.065 -18.815 -18.393   2.137   2.137   0.078   0.101   1.777   1.777
  174  7500  1.50 -0.50  2.00  0.00  0.00 -17.520 -17.498 -19.049 -18.810 -18.387   2.092   2.092   0.077   0.112   1.711   1.711
  175  7500  2.00 -0.50  2.00  0.00  0.00 -17.590 -17.569 -19.012 -18.794 -18.379   2.005   2.005   0.086   0.125   1.581   1.581
  176  7500  2.50 -0.50  2.00  0.00  0.00 -17.680 -17.659 -18.957 -18.767 -18.368   1.888   1.888   0.101   0.137   1.409   1.409
  177  7500  3.00 -0.50  2.00  0.00  0.00 -17.783 -17.761 -18.881 -18.727 -18.355   1.746   1.746   0.128   0.146   1.195   1.194
  178  7500  3.50 -0.50  2.00  0.00  0.00 -17.886 -17.865 -18.813 -18.684 -18.334   1.600   1.599   0.150   0.151   0.997   0.997
  179  7500  4.00 -0.50  2.00  0.00  0.00 -17.990 -17.968 -18.752 -18.642 -18.308   1.454   1.453   0.167   0.152   0.815   0.814
  180  7500  4.50 -0.50  2.00  0.00  0.00 -18.091 -18.069 -18.695 -18.600 -18.281   1.311   1.310   0.182   0.151   0.642   0.642
  181  7500  5.00 -0.50  2.00  0.00  0.00 -18.188 -18.166 -18.644 -18.561 -18.256   1.175   1.174   0.195   0.151   0.481   0.481
  182  7750  1.00 -0.50  2.00  0.00  0.00 -17.711 -17.689 -19.216 -18.950 -18.521   2.041   2.041   0.071   0.092   1.713   1.713
